#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 25500at50557         -            513  1.6e-291  966.3   7.4   1   1    2e-290  8.5e-289  957.4   7.4     1   513     6   599     6   599 0.91 -
78072at50557_7038_0:0021a3|STRG.10589.2:180-1028|+     -            283 25500at50557         -            513   0.00044   18.0   0.9   1   3    0.0006     0.025   12.2   0.2   446   512    52   118    35   119 0.80 -
78072at50557_7038_0:0021a3|STRG.10589.2:180-1028|+     -            283 25500at50557         -            513   0.00044   18.0   0.9   2   3    0.0092      0.38    8.3   0.1   446   513    95   163    91   163 0.86 -
78072at50557_7038_0:0021a3|STRG.10589.2:180-1028|+     -            283 25500at50557         -            513   0.00044   18.0   0.9   3   3       6.1   2.6e+02   -1.0   0.0   153   176   242   265   239   271 0.86 -
13625at50557_113334_0:0000db|STRG.5511.3:1927-2697|+   -            257 25500at50557         -            513   0.00053   17.7   0.7   1   1     2e-05   0.00082   17.1   0.7   213   341   100   236    83   240 0.77 -
80377at50557_7370_0:002b5e|STRG.1129.3:624-1037|+      -            138 25500at50557         -            513   0.00083   17.1   0.1   1   1   3.1e-05    0.0013   16.5   0.1   404   480     9    88     3   124 0.66 -
78072at50557_79782_0:000650|STRG.19842.1:450-1268|+    -            273 25500at50557         -            513   0.00097   16.9   0.0   1   1   5.7e-05    0.0024   15.6   0.0   428   468   233   273   201   273 0.88 -
80377at50557_7370_0:002b5e|STRG.7381.1:136-549|+       -            138 25500at50557         -            513     0.001   16.8   0.1   1   1   0.00015    0.0064   14.2   0.1   222   257    17    53     2   135 0.81 -
90358at50557_34720_0:001602|STRG.10598.1:210-1466|+    -            419 25500at50557         -            513     0.001   16.8   4.9   1   4      0.21       8.8    3.8   0.0   289   342    58   113    53   124 0.78 -
90358at50557_34720_0:001602|STRG.10598.1:210-1466|+    -            419 25500at50557         -            513     0.001   16.8   4.9   2   4       1.6        67    0.9   0.1   404   446   117   160   109   229 0.59 -
90358at50557_34720_0:001602|STRG.10598.1:210-1466|+    -            419 25500at50557         -            513     0.001   16.8   4.9   3   4       1.3        55    1.2   0.1    68   105   320   354   314   357 0.72 -
90358at50557_34720_0:001602|STRG.10598.1:210-1466|+    -            419 25500at50557         -            513     0.001   16.8   4.9   4   4    0.0023     0.095   10.3   0.1   191   253   355   416   348   419 0.86 -
56752at50557_1629725_0:001824|STRG.14538.1:222-896|+   -            225 25500at50557         -            513     0.001   16.8   0.1   1   1    0.0053      0.22    9.1   0.1   187   331    59   225    46   225 0.59 -
37700at50557_1629725_0:002171|STRG.7329.1:476-1132|+   -            219 25500at50557         -            513     0.001   16.8   0.0   1   2   7.3e-05    0.0031   15.2   0.0   195   296     1   108     1   145 0.78 -
37700at50557_1629725_0:002171|STRG.7329.1:476-1132|+   -            219 25500at50557         -            513     0.001   16.8   0.0   2   2       4.3   1.8e+02   -0.5   0.0   449   500   123   174   119   187 0.63 -
14512at50557_29053_0:0002b6|STRG.2402.1:12-722|+       -            237 25500at50557         -            513    0.0011   16.7   0.1   1   2    0.0011     0.045   11.4   0.0   223   335     7   123     4   137 0.74 -
14512at50557_29053_0:0002b6|STRG.2402.1:12-722|+       -            237 25500at50557         -            513    0.0011   16.7   0.1   2   2      0.27        11    3.5   0.0   450   512   173   236   150   237 0.58 -
57752at50557_38123_0:002253|STRG.10261.2:552-1097|+    -            182 25500at50557         -            513    0.0011   16.7   0.0   1   1   3.5e-05    0.0015   16.3   0.0   157   257     3   107     1   182 0.56 -
57752at50557_38123_0:002253|STRG.10261.3:675-1220|+    -            182 25500at50557         -            513    0.0011   16.7   0.0   1   1   3.5e-05    0.0015   16.3   0.0   157   257     3   107     1   182 0.56 -
80377at50557_7091_0:0009ff|STRG.17249.1:325-909|+      -            195 25500at50557         -            513    0.0012   16.5   0.0   1   2   0.00067     0.028   12.1   0.0   435   511    11    90     4    92 0.82 -
80377at50557_7091_0:0009ff|STRG.17249.1:325-909|+      -            195 25500at50557         -            513    0.0012   16.5   0.0   2   2    0.0061      0.26    8.9   0.0   137   214    58   140    58   170 0.82 -
49370at50557_116153_0:0006c7|STRG.6031.7:1433-2212|+   -            260 25500at50557         -            513    0.0016   16.2   0.2   1   2   0.00022    0.0092   13.6   0.0   272   352    84   162    15   180 0.71 -
49370at50557_116153_0:0006c7|STRG.6031.7:1433-2212|+   -            260 25500at50557         -            513    0.0016   16.2   0.2   2   2       9.8   4.1e+02   -1.7   0.0   140   423   238   256   212   260 0.60 -
42371at50557_144034_0:001692|STRG.1519.1:0-863|+       -            288 25500at50557         -            513    0.0017   16.0   2.1   1   3     0.014       0.6    7.6   0.1   223   274    14    73     9    94 0.67 -
42371at50557_144034_0:001692|STRG.1519.1:0-863|+       -            288 25500at50557         -            513    0.0017   16.0   2.1   2   3      0.18       7.7    4.0   0.3   225   326    63   165    40   189 0.66 -
42371at50557_144034_0:001692|STRG.1519.1:0-863|+       -            288 25500at50557         -            513    0.0017   16.0   2.1   3   3     0.042       1.8    6.1   0.1   452   511   198   257   187   259 0.77 -
80377at50557_28612_0:005201|STRG.5687.2:239-910|+      -            224 25500at50557         -            513    0.0018   16.0   0.0   1   2   0.00014    0.0059   14.3   0.0   193   253     6    65     2    72 0.84 -
80377at50557_28612_0:005201|STRG.5687.2:239-910|+      -            224 25500at50557         -            513    0.0018   16.0   0.0   2   2       7.3     3e+02   -1.3   0.0   409   438   164   192   154   202 0.78 -
80377at50557_39758_0:001a6c|STRG.6066.2:2957-3610|+    -            218 25500at50557         -            513    0.0023   15.7   0.0   1   1   0.00014    0.0059   14.3   0.0   272   352    74   152     5   169 0.70 -
80377at50557_39758_0:001a6c|STRG.6066.3:2846-3499|+    -            218 25500at50557         -            513    0.0023   15.7   0.0   1   1   0.00014    0.0059   14.3   0.0   272   352    74   152     5   169 0.70 -
76755at50557_7222_0:0005dd|STRG.15117.1:104-667|+      -            188 25500at50557         -            513    0.0024   15.5   0.3   1   2    0.0096       0.4    8.2   0.0   192   253    40   100    30   115 0.77 -
76755at50557_7222_0:0005dd|STRG.15117.1:104-667|+      -            188 25500at50557         -            513    0.0024   15.5   0.3   2   2      0.19         8    3.9   0.1   410   429   165   184   130   188 0.70 -
80377at50557_108931_0:002353|STRG.18490.1:2805-3422|+  -            206 25500at50557         -            513    0.0027   15.4   0.0   1   2      0.15       6.1    4.3   0.0   294   352    27    90    20    92 0.73 -
80377at50557_108931_0:002353|STRG.18490.1:2805-3422|+  -            206 25500at50557         -            513    0.0027   15.4   0.0   2   2     0.004      0.17    9.5   0.0    61   126    92   160    86   172 0.86 -
80377at50557_108931_0:002353|STRG.18490.2:2284-2901|+  -            206 25500at50557         -            513    0.0027   15.4   0.0   1   2      0.15       6.1    4.3   0.0   294   352    27    90    20    92 0.73 -
80377at50557_108931_0:002353|STRG.18490.2:2284-2901|+  -            206 25500at50557         -            513    0.0027   15.4   0.0   2   2     0.004      0.17    9.5   0.0    61   126    92   160    86   172 0.86 -
80377at50557_108931_0:002353|STRG.18490.3:2523-3140|+  -            206 25500at50557         -            513    0.0027   15.4   0.0   1   2      0.15       6.1    4.3   0.0   294   352    27    90    20    92 0.73 -
80377at50557_108931_0:002353|STRG.18490.3:2523-3140|+  -            206 25500at50557         -            513    0.0027   15.4   0.0   2   2     0.004      0.17    9.5   0.0    61   126    92   160    86   172 0.86 -
80377at50557_88501_0:0004ba|STRG.18490.2:397-1218|+    -            274 25500at50557         -            513    0.0031   15.2   0.1   1   2    0.0021     0.089   10.4   0.3   223   280    55   116     3   162 0.60 -
80377at50557_88501_0:0004ba|STRG.18490.2:397-1218|+    -            274 25500at50557         -            513    0.0031   15.2   0.1   2   2       4.3   1.8e+02   -0.5   0.0   451   498   199   247   193   259 0.71 -
80377at50557_88501_0:0004ba|STRG.18490.3:219-1040|+    -            274 25500at50557         -            513    0.0031   15.2   0.1   1   2    0.0021     0.089   10.4   0.3   223   280    55   116     3   162 0.60 -
80377at50557_88501_0:0004ba|STRG.18490.3:219-1040|+    -            274 25500at50557         -            513    0.0031   15.2   0.1   2   2       4.3   1.8e+02   -0.5   0.0   451   498   199   247   193   259 0.71 -
66691at50557_13686_0:00342e|STRG.11075.1:99-452|+      -            118 25500at50557         -            513    0.0037   14.9   0.0   1   1   0.00024      0.01   13.5   0.0   409   500     2   109     1   118 0.68 -
80377at50557_77166_0:002f29|STRG.9159.1:435-1313|+     -            293 25500at50557         -            513    0.0039   14.9   0.2   1   2     0.022      0.92    7.1   0.0   289   337   119   166    43   180 0.69 -
80377at50557_77166_0:002f29|STRG.9159.1:435-1313|+     -            293 25500at50557         -            513    0.0039   14.9   0.2   2   2       0.2       8.3    3.9   0.0    67   242   233   279   206   290 0.54 -
74508at50557_7394_0:0023c7|STRG.14314.2:0-980|+        -            327 25500at50557         -            513    0.0046   14.7   0.5   1   1   0.00051     0.021   12.4   0.2    66   166    46   144    36   163 0.56 -
118166at50557_34720_0:002900|STRG.19604.1:0-1145|+     -            382 25500at50557         -            513    0.0059   14.3   0.1   1   3    0.0025       0.1   10.2   0.0   398   448    44    94    26   131 0.73 -
118166at50557_34720_0:002900|STRG.19604.1:0-1145|+     -            382 25500at50557         -            513    0.0059   14.3   0.1   2   3       3.6   1.5e+02   -0.2   0.0   400   429   129   158   120   167 0.89 -
118166at50557_34720_0:002900|STRG.19604.1:0-1145|+     -            382 25500at50557         -            513    0.0059   14.3   0.1   3   3       5.4   2.3e+02   -0.8   0.0   297   338   170   212   142   218 0.68 -
14512at50557_197043_0:0050fb|STRG.8780.1:3380-3622|-   -             81 25500at50557         -            513    0.0066   14.1   0.1   1   2     0.078       3.3    5.2   0.0   320   355     7    42     2    45 0.88 -
14512at50557_197043_0:0050fb|STRG.8780.1:3380-3622|-   -             81 25500at50557         -            513    0.0066   14.1   0.1   2   2    0.0026      0.11   10.1   0.1    52    87    32    68    28    76 0.73 -
55830at50557_166361_0:002df3|STRG.5063.1:8316-9020|+   -            235 25500at50557         -            513     0.013   13.2   0.0   1   3     0.075       3.1    5.3   0.0   293   345    24    80    19    83 0.79 -
55830at50557_166361_0:002df3|STRG.5063.1:8316-9020|+   -            235 25500at50557         -            513     0.013   13.2   0.0   2   3       1.1        47    1.4   0.0   296   329    84   117    80   124 0.86 -
55830at50557_166361_0:002df3|STRG.5063.1:8316-9020|+   -            235 25500at50557         -            513     0.013   13.2   0.0   3   3      0.42        18    2.8   0.0   301   333   171   203   142   227 0.84 -
37475at50557_29031_0:002211|STRG.11503.3:395-820|+     -            142 25500at50557         -            513     0.016   12.9   0.2   1   2     0.011      0.47    8.0   0.1   445   474     6    36     1    82 0.57 -
37475at50557_29031_0:002211|STRG.11503.3:395-820|+     -            142 25500at50557         -            513     0.016   12.9   0.2   2   2      0.13       5.4    4.5   0.0   196   506    69   117    47   135 0.43 -
37475at50557_29031_0:002211|STRG.11503.4:634-1059|+    -            142 25500at50557         -            513     0.016   12.9   0.2   1   2     0.011      0.47    8.0   0.1   445   474     6    36     1    82 0.57 -
37475at50557_29031_0:002211|STRG.11503.4:634-1059|+    -            142 25500at50557         -            513     0.016   12.9   0.2   2   2      0.13       5.4    4.5   0.0   196   506    69   117    47   135 0.43 -
37475at50557_29031_0:002211|STRG.11503.5:1117-1542|+   -            142 25500at50557         -            513     0.016   12.9   0.2   1   2     0.011      0.47    8.0   0.1   445   474     6    36     1    82 0.57 -
37475at50557_29031_0:002211|STRG.11503.5:1117-1542|+   -            142 25500at50557         -            513     0.016   12.9   0.2   2   2      0.13       5.4    4.5   0.0   196   506    69   117    47   135 0.43 -
90358at50557_680683_0:0009ec|STRG.8300.1:1014-1787|+   -            258 25500at50557         -            513     0.025   12.2   1.0   1   2     0.031       1.3    6.5   0.3    50    82     1    34     1    72 0.75 -
90358at50557_680683_0:0009ec|STRG.8300.1:1014-1787|+   -            258 25500at50557         -            513     0.025   12.2   1.0   2   2      0.14       5.9    4.4   0.0   232   331   115   209    60   218 0.68 -
78072at50557_40932_0:0000db|STRG.941.1:829-1638|+      -            270 25500at50557         -            513     0.032   11.9   0.0   1   1     0.004      0.17    9.5   0.0   147   247    22   131     8   149 0.65 -
78072at50557_40932_0:0000db|STRG.941.2:1001-1810|+     -            270 25500at50557         -            513     0.032   11.9   0.0   1   1     0.004      0.17    9.5   0.0   147   247    22   131     8   149 0.65 -
69548at50557_7375_0:00230f|STRG.11503.1:234-878|+      -            215 25500at50557         -            513     0.049   11.2   0.2   1   2     0.022      0.93    7.0   0.1   445   473     7    36     1    83 0.60 -
69548at50557_7375_0:00230f|STRG.11503.1:234-878|+      -            215 25500at50557         -            513     0.049   11.2   0.2   2   2      0.33        14    3.2   0.0   197   245    71   117    49   138 0.46 -
69548at50557_7375_0:00230f|STRG.11503.2:397-1041|+     -            215 25500at50557         -            513     0.049   11.2   0.2   1   2     0.022      0.93    7.0   0.1   445   473     7    36     1    83 0.60 -
69548at50557_7375_0:00230f|STRG.11503.2:397-1041|+     -            215 25500at50557         -            513     0.049   11.2   0.2   2   2      0.33        14    3.2   0.0   197   245    71   117    49   138 0.46 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/25500at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/25500at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/25500at50557.hmm annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 13:54:00 2024
# [ok]
