#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
34006at50557_34720_0:00248d|STRG.17583.1:0-1976|+      -            659 34006at50557         -            414  5.2e-229  758.9   4.6   1   1  5.9e-230  2.3e-228  756.8   4.6     1   414   178   643   178   643 0.93 -
78072at50557_110193_0:0018f8|STRG.6816.1:15-788|+      -            258 34006at50557         -            414   6.6e-05   20.8   4.1   2   3      0.12       4.8    4.8   0.2   123   181   113   173    95   182 0.68 -
78072at50557_110193_0:0018f8|STRG.6816.1:15-788|+      -            258 34006at50557         -            414   6.6e-05   20.8   4.1   3   3   0.00021    0.0081   13.9   0.1   108   180   181   254   177   258 0.84 -
80377at50557_28612_0:005201|STRG.5687.2:239-910|+      -            224 34006at50557         -            414   6.9e-05   20.7   0.1   1   3   2.6e-05     0.001   16.9   0.0   161   216     1    64     1    67 0.75 -
80377at50557_28612_0:005201|STRG.5687.2:239-910|+      -            224 34006at50557         -            414   6.9e-05   20.7   0.1   2   3     0.022      0.83    7.3   0.0    13    46    35    69    27   112 0.78 -
80377at50557_28612_0:005201|STRG.5687.2:239-910|+      -            224 34006at50557         -            414   6.9e-05   20.7   0.1   3   3       3.8   1.5e+02   -0.1   0.0   153   181   160   189   151   201 0.67 -
80377at50557_37344_0:0017d3|STRG.18292.1:868-1827|+    -            320 34006at50557         -            414     8e-05   20.5   0.5   1   2       3.2   1.2e+02    0.1   0.0   163   188    25    50     7    61 0.71 -
80377at50557_37344_0:0017d3|STRG.18292.1:868-1827|+    -            320 34006at50557         -            414     8e-05   20.5   0.5   2   2   1.6e-05   0.00063   17.6   0.2     2   182    58   244    57   257 0.71 -
80377at50557_37344_0:0017d3|STRG.18292.2:868-1827|+    -            320 34006at50557         -            414     8e-05   20.5   0.5   1   2       3.2   1.2e+02    0.1   0.0   163   188    25    50     7    61 0.71 -
80377at50557_37344_0:0017d3|STRG.18292.2:868-1827|+    -            320 34006at50557         -            414     8e-05   20.5   0.5   2   2   1.6e-05   0.00063   17.6   0.2     2   182    58   244    57   257 0.71 -
80377at50557_37344_0:0017d3|STRG.18292.3:991-1950|+    -            320 34006at50557         -            414     8e-05   20.5   0.5   1   2       3.2   1.2e+02    0.1   0.0   163   188    25    50     7    61 0.71 -
80377at50557_37344_0:0017d3|STRG.18292.3:991-1950|+    -            320 34006at50557         -            414     8e-05   20.5   0.5   2   2   1.6e-05   0.00063   17.6   0.2     2   182    58   244    57   257 0.71 -
76755at50557_7222_0:0005dd|STRG.15117.1:104-667|+      -            188 34006at50557         -            414   8.2e-05   20.5   0.4   1   2      0.37        14    3.2   0.0   131   184     3    59     1    66 0.83 -
76755at50557_7222_0:0005dd|STRG.15117.1:104-667|+      -            188 34006at50557         -            414   8.2e-05   20.5   0.4   2   2   6.3e-05    0.0024   15.6   0.0   123   188    81   148    60   164 0.79 -
43121at50557_103372_0:001d6c|STRG.17025.1:106-1101|+   -            332 34006at50557         -            414   8.5e-05   20.4   0.1   1   2     0.019      0.73    7.5   0.0     6    43   206   244   201   254 0.62 -
43121at50557_103372_0:001d6c|STRG.17025.1:106-1101|+   -            332 34006at50557         -            414   8.5e-05   20.4   0.1   2   2    0.0017     0.067   10.9   0.0   155   208   266   328   248   332 0.64 -
31374at50557_116153_0:0023e9|STRG.4264.1:1642-2127|+   -            162 34006at50557         -            414   0.00012   19.9   0.1   1   1   5.2e-06    0.0002   19.2   0.1   119   193    66   141    52   154 0.79 -
31374at50557_116153_0:0023e9|STRG.4264.2:1572-2057|+   -            162 34006at50557         -            414   0.00012   19.9   0.1   1   1   5.2e-06    0.0002   19.2   0.1   119   193    66   141    52   154 0.79 -
80377at50557_88501_0:0004ba|STRG.18490.2:397-1218|+    -            274 34006at50557         -            414   0.00012   19.9   0.1   1   2       8.7   3.3e+02   -1.3   0.0   121   140    16    35     5    45 0.68 -
80377at50557_88501_0:0004ba|STRG.18490.2:397-1218|+    -            274 34006at50557         -            414   0.00012   19.9   0.1   2   2     9e-06   0.00034   18.4   0.1   117   194    62   139    49   236 0.65 -
80377at50557_88501_0:0004ba|STRG.18490.3:219-1040|+    -            274 34006at50557         -            414   0.00012   19.9   0.1   1   2       8.7   3.3e+02   -1.3   0.0   121   140    16    35     5    45 0.68 -
80377at50557_88501_0:0004ba|STRG.18490.3:219-1040|+    -            274 34006at50557         -            414   0.00012   19.9   0.1   2   2     9e-06   0.00034   18.4   0.1   117   194    62   139    49   236 0.65 -
40115at50557_411798_0:002bfa|STRG.739.1:627-1412|+     -            262 34006at50557         -            414   0.00014   19.7   0.0   1   3    0.0016      0.06   11.0   0.0   156   185    24    53    10    93 0.70 -
40115at50557_411798_0:002bfa|STRG.739.1:627-1412|+     -            262 34006at50557         -            414   0.00014   19.7   0.0   2   3      0.15       5.6    4.5   0.0   182   264    98   184    72   203 0.79 -
40115at50557_411798_0:002bfa|STRG.739.1:627-1412|+     -            262 34006at50557         -            414   0.00014   19.7   0.0   3   3       3.7   1.4e+02   -0.1   0.0    10    40   232   262   222   262 0.71 -
116554at50557_307491_0:000d5d|STRG.12448.1:364-1149|+  -            262 34006at50557         -            414   0.00017   19.5   0.2   1   2      0.13       4.9    4.7   0.0   165   220    51   114    34   124 0.63 -
116554at50557_307491_0:000d5d|STRG.12448.1:364-1149|+  -            262 34006at50557         -            414   0.00017   19.5   0.2   2   2   3.3e-05    0.0013   16.5   0.1   115   194    84   170    79   200 0.77 -
119132at50557_103372_0:001108|STRG.4266.1:0-986|+      -            329 34006at50557         -            414   0.00018   19.4   0.0   1   3       3.1   1.2e+02    0.2   0.0   154   186    12    44     1    61 0.75 -
119132at50557_103372_0:001108|STRG.4266.1:0-986|+      -            329 34006at50557         -            414   0.00018   19.4   0.0   2   3   7.1e-05    0.0027   15.5   0.1   157   222   122   193    93   203 0.79 -
119132at50557_103372_0:001108|STRG.4266.1:0-986|+      -            329 34006at50557         -            414   0.00018   19.4   0.0   3   3       7.5   2.9e+02   -1.1   0.0   123   179   218   274   199   299 0.67 -
37700at50557_34720_0:0020a5|STRG.15644.1:48-2267|+     -            740 34006at50557         -            414    0.0002   19.2   0.1   1   2       1.3        51    1.4   0.0   201   218   447   464   413   475 0.73 -
37700at50557_34720_0:0020a5|STRG.15644.1:48-2267|+     -            740 34006at50557         -            414    0.0002   19.2   0.1   2   2    0.0017     0.065   10.9   0.0     9    43   662   696   653   711 0.84 -
37700at50557_34720_0:0020a5|STRG.15644.2:48-2270|+     -            741 34006at50557         -            414    0.0002   19.2   0.1   1   2       1.3        51    1.4   0.0   201   218   448   465   414   476 0.73 -
37700at50557_34720_0:0020a5|STRG.15644.2:48-2270|+     -            741 34006at50557         -            414    0.0002   19.2   0.1   2   2    0.0017     0.065   10.9   0.0     9    43   663   697   654   712 0.84 -
78072at50557_39758_0:003b38|STRG.18912.1:654-1193|+    -            180 34006at50557         -            414   0.00033   18.5   0.1   1   1   1.8e-05   0.00067   17.5   0.1   118   186    67   141    56   162 0.77 -
14512at50557_29053_0:0002b6|STRG.2402.1:12-722|+       -            237 34006at50557         -            414   0.00043   18.1   2.1   1   2    0.0012     0.047   11.4   0.3   127   182    65   121    47   132 0.77 -
14512at50557_29053_0:0002b6|STRG.2402.1:12-722|+       -            237 34006at50557         -            414   0.00043   18.1   2.1   2   2      0.11       4.1    5.0   0.0   108   215   203   236   155   237 0.47 -
68325at50557_34720_0:0013d3|STRG.9650.1:0-1070|+       -            357 34006at50557         -            414   0.00051   17.8   0.1   1   3      0.25       9.8    3.7   0.0   168   185   132   149   110   157 0.75 -
68325at50557_34720_0:0013d3|STRG.9650.1:0-1070|+       -            357 34006at50557         -            414   0.00051   17.8   0.1   2   3    0.0027       0.1   10.3   0.0   126   187   131   202   122   244 0.72 -
68325at50557_34720_0:0013d3|STRG.9650.1:0-1070|+       -            357 34006at50557         -            414   0.00051   17.8   0.1   3   3       0.3        11    3.5   0.0    98   143   248   291   233   308 0.77 -
74508at50557_139723_0:002423|STRG.11487.10:776-1405|+  -            210 34006at50557         -            414   0.00077   17.3   0.0   1   2     0.017      0.67    7.6   0.0   164   226     7    76     1   120 0.68 -
74508at50557_139723_0:002423|STRG.11487.10:776-1405|+  -            210 34006at50557         -            414   0.00077   17.3   0.0   2   2     0.014      0.55    7.9   0.1   132   184   155   207   131   209 0.75 -
74508at50557_139723_0:002423|STRG.11487.1:776-1405|+   -            210 34006at50557         -            414   0.00077   17.3   0.0   1   2     0.017      0.67    7.6   0.0   164   226     7    76     1   120 0.68 -
74508at50557_139723_0:002423|STRG.11487.1:776-1405|+   -            210 34006at50557         -            414   0.00077   17.3   0.0   2   2     0.014      0.55    7.9   0.1   132   184   155   207   131   209 0.75 -
74508at50557_139723_0:002423|STRG.11487.3:776-1405|+   -            210 34006at50557         -            414   0.00077   17.3   0.0   1   2     0.017      0.67    7.6   0.0   164   226     7    76     1   120 0.68 -
74508at50557_139723_0:002423|STRG.11487.3:776-1405|+   -            210 34006at50557         -            414   0.00077   17.3   0.0   2   2     0.014      0.55    7.9   0.1   132   184   155   207   131   209 0.75 -
74508at50557_139723_0:002423|STRG.11487.4:776-1405|+   -            210 34006at50557         -            414   0.00077   17.3   0.0   1   2     0.017      0.67    7.6   0.0   164   226     7    76     1   120 0.68 -
74508at50557_139723_0:002423|STRG.11487.4:776-1405|+   -            210 34006at50557         -            414   0.00077   17.3   0.0   2   2     0.014      0.55    7.9   0.1   132   184   155   207   131   209 0.75 -
74508at50557_139723_0:002423|STRG.11487.7:776-1405|+   -            210 34006at50557         -            414   0.00077   17.3   0.0   1   2     0.017      0.67    7.6   0.0   164   226     7    76     1   120 0.68 -
74508at50557_139723_0:002423|STRG.11487.7:776-1405|+   -            210 34006at50557         -            414   0.00077   17.3   0.0   2   2     0.014      0.55    7.9   0.1   132   184   155   207   131   209 0.75 -
74508at50557_139723_0:002423|STRG.11487.9:776-1405|+   -            210 34006at50557         -            414   0.00077   17.3   0.0   1   2     0.017      0.67    7.6   0.0   164   226     7    76     1   120 0.68 -
74508at50557_139723_0:002423|STRG.11487.9:776-1405|+   -            210 34006at50557         -            414   0.00077   17.3   0.0   2   2     0.014      0.55    7.9   0.1   132   184   155   207   131   209 0.75 -
80377at50557_7370_0:002b5e|STRG.7381.1:136-549|+       -            138 34006at50557         -            414   0.00082   17.2   0.1   1   1   2.8e-05    0.0011   16.8   0.1   110   185    16    95     9   138 0.76 -
80377at50557_77166_0:002f29|STRG.9159.1:435-1313|+     -            293 34006at50557         -            414    0.0016   16.2   0.1   1   2   0.00035     0.013   13.2   0.0   156   220    88   166    47   179 0.55 -
80377at50557_77166_0:002f29|STRG.9159.1:435-1313|+     -            293 34006at50557         -            414    0.0016   16.2   0.1   2   2         2        77    0.8   0.0   108   140   256   289   216   291 0.84 -
90358at50557_680683_0:0009ec|STRG.8300.1:1014-1787|+   -            258 34006at50557         -            414    0.0019   15.9   0.2   1   1    0.0022     0.085   10.5   0.2    16   186     7   173     2   227 0.58 -
80377at50557_166361_0:002fc1|STRG.12943.1:357-1118|+   -            254 34006at50557         -            414    0.0027   15.5   0.1   1   1   0.00012    0.0044   14.8   0.1     7   193    19   203    13   244 0.70 -
80377at50557_166361_0:002fc1|STRG.12943.2:357-1118|+   -            254 34006at50557         -            414    0.0027   15.5   0.1   1   1   0.00012    0.0044   14.8   0.1     7   193    19   203    13   244 0.70 -
37475at50557_29031_0:002211|STRG.11503.3:395-820|+     -            142 34006at50557         -            414    0.0027   15.5   0.1   1   2       2.5        94    0.5   0.0   164   181    14    31     6    48 0.65 -
37475at50557_29031_0:002211|STRG.11503.3:395-820|+     -            142 34006at50557         -            414    0.0027   15.5   0.1   2   2   0.00038     0.015   13.1   0.0   115   184    56   126    40   136 0.80 -
37475at50557_29031_0:002211|STRG.11503.4:634-1059|+    -            142 34006at50557         -            414    0.0027   15.5   0.1   1   2       2.5        94    0.5   0.0   164   181    14    31     6    48 0.65 -
37475at50557_29031_0:002211|STRG.11503.4:634-1059|+    -            142 34006at50557         -            414    0.0027   15.5   0.1   2   2   0.00038     0.015   13.1   0.0   115   184    56   126    40   136 0.80 -
37475at50557_29031_0:002211|STRG.11503.5:1117-1542|+   -            142 34006at50557         -            414    0.0027   15.5   0.1   1   2       2.5        94    0.5   0.0   164   181    14    31     6    48 0.65 -
37475at50557_29031_0:002211|STRG.11503.5:1117-1542|+   -            142 34006at50557         -            414    0.0027   15.5   0.1   2   2   0.00038     0.015   13.1   0.0   115   184    56   126    40   136 0.80 -
14512at50557_197043_0:0050fb|STRG.8780.1:3380-3622|-   -             81 34006at50557         -            414    0.0028   15.4   0.0   1   1   9.4e-05    0.0036   15.1   0.0   130   196     9    76     1    80 0.68 -
14512at50557_56086_0:000590|STRG.18256.1:1882-2235|+   -            118 34006at50557         -            414    0.0035   15.1   0.1   1   2    0.0086      0.33    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.18256.1:1882-2235|+   -            118 34006at50557         -            414    0.0035   15.1   0.1   2   2      0.11       4.4    4.9   0.0   246   291    64   106    42   114 0.66 -
14512at50557_56086_0:000590|STRG.18256.2:1694-2047|+   -            118 34006at50557         -            414    0.0035   15.1   0.1   1   2    0.0086      0.33    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.18256.2:1694-2047|+   -            118 34006at50557         -            414    0.0035   15.1   0.1   2   2      0.11       4.4    4.9   0.0   246   291    64   106    42   114 0.66 -
14512at50557_56086_0:000590|STRG.18256.3:1733-2086|+   -            118 34006at50557         -            414    0.0035   15.1   0.1   1   2    0.0086      0.33    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.18256.3:1733-2086|+   -            118 34006at50557         -            414    0.0035   15.1   0.1   2   2      0.11       4.4    4.9   0.0   246   291    64   106    42   114 0.66 -
14512at50557_56086_0:000590|STRG.18256.4:1325-1678|+   -            118 34006at50557         -            414    0.0035   15.1   0.1   1   2    0.0086      0.33    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.18256.4:1325-1678|+   -            118 34006at50557         -            414    0.0035   15.1   0.1   2   2      0.11       4.4    4.9   0.0   246   291    64   106    42   114 0.66 -
14512at50557_56086_0:000590|STRG.18256.5:1319-1672|+   -            118 34006at50557         -            414    0.0035   15.1   0.1   1   2    0.0086      0.33    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.18256.5:1319-1672|+   -            118 34006at50557         -            414    0.0035   15.1   0.1   2   2      0.11       4.4    4.9   0.0   246   291    64   106    42   114 0.66 -
80377at50557_132113_0:002e63|STRG.3535.1:3561-4148|+   -            196 34006at50557         -            414    0.0036   15.1   0.1   1   3   0.00069     0.026   12.2   0.1   136   185    10    61     2   112 0.70 -
80377at50557_132113_0:002e63|STRG.3535.1:3561-4148|+   -            196 34006at50557         -            414    0.0036   15.1   0.1   2   3         2        77    0.8   0.0   169   189    93   114    71   130 0.72 -
80377at50557_132113_0:002e63|STRG.3535.1:3561-4148|+   -            196 34006at50557         -            414    0.0036   15.1   0.1   3   3       9.5   3.7e+02   -1.4   0.0    13    68   118   174   106   181 0.71 -
80377at50557_132113_0:002e63|STRG.3535.3:3682-4269|+   -            196 34006at50557         -            414    0.0036   15.1   0.1   1   3   0.00069     0.026   12.2   0.1   136   185    10    61     2   112 0.70 -
80377at50557_132113_0:002e63|STRG.3535.3:3682-4269|+   -            196 34006at50557         -            414    0.0036   15.1   0.1   2   3         2        77    0.8   0.0   169   189    93   114    71   130 0.72 -
80377at50557_132113_0:002e63|STRG.3535.3:3682-4269|+   -            196 34006at50557         -            414    0.0036   15.1   0.1   3   3       9.5   3.7e+02   -1.4   0.0    13    68   118   174   106   181 0.71 -
80377at50557_132113_0:002e63|STRG.3535.4:3679-4266|+   -            196 34006at50557         -            414    0.0036   15.1   0.1   1   3   0.00069     0.026   12.2   0.1   136   185    10    61     2   112 0.70 -
80377at50557_132113_0:002e63|STRG.3535.4:3679-4266|+   -            196 34006at50557         -            414    0.0036   15.1   0.1   2   3         2        77    0.8   0.0   169   189    93   114    71   130 0.72 -
80377at50557_132113_0:002e63|STRG.3535.4:3679-4266|+   -            196 34006at50557         -            414    0.0036   15.1   0.1   3   3       9.5   3.7e+02   -1.4   0.0    13    68   118   174   106   181 0.71 -
57752at50557_680683_0:00261f|STRG.15994.1:4909-5784|+  -            292 34006at50557         -            414    0.0045   14.7   0.9   1   2    0.0078       0.3    8.7   0.1   141   201    46   105    27   135 0.69 -
57752at50557_680683_0:00261f|STRG.15994.1:4909-5784|+  -            292 34006at50557         -            414    0.0045   14.7   0.9   2   2      0.15       5.9    4.5   0.1   160   215   201   263   152   292 0.52 -
14512at50557_1218281_0:002752|STRG.3222.1:672-1052|+   -            127 34006at50557         -            414    0.0045   14.7   0.0   1   1   0.00012    0.0045   14.7   0.0   172   223     6    65     1   119 0.64 -
14512at50557_1218281_0:002752|STRG.3222.2:1096-1476|+  -            127 34006at50557         -            414    0.0045   14.7   0.0   1   1   0.00012    0.0045   14.7   0.0   172   223     6    65     1   119 0.64 -
80377at50557_7167_0:000855|STRG.3236.2:668-1284|+      -            191 34006at50557         -            414    0.0054   14.5   0.4   1   2   0.00073     0.028   12.1   0.1   158   233     4    93     2   108 0.75 -
80377at50557_7167_0:000855|STRG.3236.2:668-1284|+      -            191 34006at50557         -            414    0.0054   14.5   0.4   2   2         4   1.6e+02   -0.2   0.0   158   181   167   190   156   191 0.78 -
69548at50557_7375_0:00230f|STRG.11503.1:234-878|+      -            215 34006at50557         -            414    0.0087   13.8   0.1   1   2       4.9   1.9e+02   -0.5   0.0   164   181    15    32     8    48 0.65 -
69548at50557_7375_0:00230f|STRG.11503.1:234-878|+      -            215 34006at50557         -            414    0.0087   13.8   0.1   2   2    0.0011     0.041   11.6   0.0   115   184    57   127    43   137 0.80 -
69548at50557_7375_0:00230f|STRG.11503.2:397-1041|+     -            215 34006at50557         -            414    0.0087   13.8   0.1   1   2       4.9   1.9e+02   -0.5   0.0   164   181    15    32     8    48 0.65 -
69548at50557_7375_0:00230f|STRG.11503.2:397-1041|+     -            215 34006at50557         -            414    0.0087   13.8   0.1   2   2    0.0011     0.041   11.6   0.0   115   184    57   127    43   137 0.80 -
80377at50557_7091_0:0009ff|STRG.17249.1:325-909|+      -            195 34006at50557         -            414    0.0095   13.7   0.0   1   1    0.0063      0.24    9.0   0.0    16   184    21   191    11   195 0.50 -
66691at50557_456900_0:002b0f|STRG.7843.1:5659-6759|+   -            367 34006at50557         -            414     0.013   13.3   0.2   1   3         1        40    1.7   0.1   111   141    52    82    12    87 0.77 -
66691at50557_456900_0:002b0f|STRG.7843.1:5659-6759|+   -            367 34006at50557         -            414     0.013   13.3   0.2   2   3       1.5        56    1.3   0.0    15    41   146   172   134   184 0.74 -
66691at50557_456900_0:002b0f|STRG.7843.1:5659-6759|+   -            367 34006at50557         -            414     0.013   13.3   0.2   3   3     0.058       2.2    5.9   0.0   105   146   319   360   312   367 0.79 -
66691at50557_456900_0:002b0f|STRG.7843.4:854-1954|+    -            367 34006at50557         -            414     0.013   13.3   0.2   1   3         1        40    1.7   0.1   111   141    52    82    12    87 0.77 -
66691at50557_456900_0:002b0f|STRG.7843.4:854-1954|+    -            367 34006at50557         -            414     0.013   13.3   0.2   2   3       1.5        56    1.3   0.0    15    41   146   172   134   184 0.74 -
66691at50557_456900_0:002b0f|STRG.7843.4:854-1954|+    -            367 34006at50557         -            414     0.013   13.3   0.2   3   3     0.058       2.2    5.9   0.0   105   146   319   360   312   367 0.79 -
69548at50557_178035_0:001395|STRG.3567.3:404-1066|+    -            221 34006at50557         -            414     0.016   13.0   0.1   1   2       9.2   3.5e+02   -1.4   0.0   158   181    13    36     5    51 0.76 -
69548at50557_178035_0:001395|STRG.3567.3:404-1066|+    -            221 34006at50557         -            414     0.016   13.0   0.1   2   2    0.0067      0.26    8.9   0.0   150   196   150   196    80   213 0.68 -
69548at50557_7370_0:000978|STRG.3567.2:392-1069|+      -            226 34006at50557         -            414     0.016   12.9   0.1   1   3       6.8   2.6e+02   -0.9   0.0   158   181    17    40     4    68 0.76 -
69548at50557_7370_0:000978|STRG.3567.2:392-1069|+      -            226 34006at50557         -            414     0.016   12.9   0.1   2   3       1.2        46    1.5   0.0   267   299   109   140    97   153 0.84 -
69548at50557_7370_0:000978|STRG.3567.2:392-1069|+      -            226 34006at50557         -            414     0.016   12.9   0.1   3   3     0.017      0.65    7.6   0.0   153   194   157   198   142   214 0.69 -
80377at50557_7493_0:001a21|STRG.3567.1:757-1284|+      -            176 34006at50557         -            414     0.018   12.8   0.1   1   1   0.00061     0.023   12.4   0.1   111   221    31   156    23   166 0.66 -
80377at50557_7493_0:001a21|STRG.3567.4:695-1222|+      -            176 34006at50557         -            414     0.018   12.8   0.1   1   1   0.00061     0.023   12.4   0.1   111   221    31   156    23   166 0.66 -
58729at50557_103372_0:00194e|STRG.5987.1:2-898|+       -            299 34006at50557         -            414     0.018   12.8   0.1   1   1   0.00095     0.037   11.7   0.1     8    51    18    60    14   145 0.82 -
37700at50557_1629725_0:002171|STRG.7329.1:476-1132|+   -            219 34006at50557         -            414     0.029   12.1   0.0   1   1   0.00095     0.036   11.7   0.0   111   188    28   108    13   146 0.79 -
76755at50557_30019_0:002e99|STRG.18596.1:105-803|+     -            233 34006at50557         -            414     0.032   11.9   1.5   1   3      0.25       9.5    3.8   0.0     9    78    13    82     7    94 0.76 -
76755at50557_30019_0:002e99|STRG.18596.1:105-803|+     -            233 34006at50557         -            414     0.032   11.9   1.5   2   3     0.032       1.2    6.7   0.3   211   295    43   137    37   147 0.65 -
76755at50557_30019_0:002e99|STRG.18596.1:105-803|+     -            233 34006at50557         -            414     0.032   11.9   1.5   3   3      0.46        18    2.9   0.0   278   291   216   229   209   233 0.89 -
76755at50557_30019_0:002e99|STRG.18596.2:105-803|+     -            233 34006at50557         -            414     0.032   11.9   1.5   1   3      0.25       9.5    3.8   0.0     9    78    13    82     7    94 0.76 -
76755at50557_30019_0:002e99|STRG.18596.2:105-803|+     -            233 34006at50557         -            414     0.032   11.9   1.5   2   3     0.032       1.2    6.7   0.3   211   295    43   137    37   147 0.65 -
76755at50557_30019_0:002e99|STRG.18596.2:105-803|+     -            233 34006at50557         -            414     0.032   11.9   1.5   3   3      0.46        18    2.9   0.0   278   291   216   229   209   233 0.89 -
76755at50557_30019_0:002e99|STRG.18596.3:105-803|+     -            233 34006at50557         -            414     0.032   11.9   1.5   1   3      0.25       9.5    3.8   0.0     9    78    13    82     7    94 0.76 -
76755at50557_30019_0:002e99|STRG.18596.3:105-803|+     -            233 34006at50557         -            414     0.032   11.9   1.5   2   3     0.032       1.2    6.7   0.3   211   295    43   137    37   147 0.65 -
76755at50557_30019_0:002e99|STRG.18596.3:105-803|+     -            233 34006at50557         -            414     0.032   11.9   1.5   3   3      0.46        18    2.9   0.0   278   291   216   229   209   233 0.89 -
76755at50557_30019_0:002e99|STRG.18596.4:105-803|+     -            233 34006at50557         -            414     0.032   11.9   1.5   1   3      0.25       9.5    3.8   0.0     9    78    13    82     7    94 0.76 -
76755at50557_30019_0:002e99|STRG.18596.4:105-803|+     -            233 34006at50557         -            414     0.032   11.9   1.5   2   3     0.032       1.2    6.7   0.3   211   295    43   137    37   147 0.65 -
76755at50557_30019_0:002e99|STRG.18596.4:105-803|+     -            233 34006at50557         -            414     0.032   11.9   1.5   3   3      0.46        18    2.9   0.0   278   291   216   229   209   233 0.89 -
76755at50557_30019_0:002e99|STRG.18596.5:105-803|+     -            233 34006at50557         -            414     0.032   11.9   1.5   1   3      0.25       9.5    3.8   0.0     9    78    13    82     7    94 0.76 -
76755at50557_30019_0:002e99|STRG.18596.5:105-803|+     -            233 34006at50557         -            414     0.032   11.9   1.5   2   3     0.032       1.2    6.7   0.3   211   295    43   137    37   147 0.65 -
76755at50557_30019_0:002e99|STRG.18596.5:105-803|+     -            233 34006at50557         -            414     0.032   11.9   1.5   3   3      0.46        18    2.9   0.0   278   291   216   229   209   233 0.89 -
81462at50557_34720_0:0011b4|STRG.8623.4:443-1285|+     -            281 34006at50557         -            414     0.035   11.8   0.0   1   1    0.0014     0.055   11.1   0.0   184   223   136   175   111   181 0.78 -
767at50557_520822_0:000947|STRG.11343.1:511-10506|+    -           3332 34006at50557         -            414     0.036   11.8   0.1   1   2       2.4        94    0.5   0.0   111   146  1121  1157  1112  1164 0.69 -
767at50557_520822_0:000947|STRG.11343.1:511-10506|+    -           3332 34006at50557         -            414     0.036   11.8   0.1   2   2     0.068       2.6    5.6   0.0   127   182  3076  3134  3070  3268 0.85 -
767at50557_520822_0:000947|STRG.11343.3:511-10769|+    -           3396 34006at50557         -            414     0.038   11.7   0.1   1   2       2.5        96    0.5   0.0   111   146  1156  1192  1147  1199 0.69 -
767at50557_520822_0:000947|STRG.11343.3:511-10769|+    -           3396 34006at50557         -            414     0.038   11.7   0.1   2   2     0.069       2.7    5.6   0.0   127   182  3140  3198  3134  3332 0.85 -
767at50557_520822_0:000947|STRG.11343.2:511-10772|+    -           3397 34006at50557         -            414     0.038   11.7   0.1   1   2       2.5        96    0.5   0.0   111   146  1157  1193  1148  1200 0.69 -
767at50557_520822_0:000947|STRG.11343.2:511-10772|+    -           3397 34006at50557         -            414     0.038   11.7   0.1   2   2     0.069       2.7    5.6   0.0   127   182  3141  3199  3135  3333 0.85 -
767at50557_520822_0:000947|STRG.11343.4:511-10701|+    -           3397 34006at50557         -            414     0.038   11.7   0.1   1   2       2.5        96    0.5   0.0   111   146  1157  1193  1148  1200 0.69 -
767at50557_520822_0:000947|STRG.11343.4:511-10701|+    -           3397 34006at50557         -            414     0.038   11.7   0.1   2   2     0.069       2.7    5.6   0.0   127   182  3141  3199  3135  3333 0.85 -
43719at50557_1218281_0:001263|STRG.941.3:739-1116|+    -            126 34006at50557         -            414     0.042   11.5   0.0   1   1    0.0028      0.11   10.2   0.0   106   140    38    74    34    77 0.85 -
43719at50557_1218281_0:001263|STRG.941.7:718-1095|+    -            126 34006at50557         -            414     0.042   11.5   0.0   1   1    0.0028      0.11   10.2   0.0   106   140    38    74    34    77 0.85 -
42371at50557_144034_0:001692|STRG.1519.1:0-863|+       -            288 34006at50557         -            414     0.083   10.6   1.9   1   2       1.3        50    1.4   0.1   116   182    20    91     4   122 0.66 -
42371at50557_144034_0:001692|STRG.1519.1:0-863|+       -            288 34006at50557         -            414     0.083   10.6   1.9   2   2      0.16       6.3    4.4   0.2   109   142   184   217   176   257 0.53 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/34006at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/34006at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/34006at50557.hmm annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 13:54:28 2024
# [ok]
