#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
84764at50557_286306_0:001d5c|STRG.15388.1:0-1013|+    -            338 84764at50557         -            287  8.6e-160  529.3   4.4   1   1  4.7e-160  8.1e-159  526.2   4.4     1   286     7   324     7   325 0.93 -
84269at50557_7159_0:0033d6|STRG.1275.1:1583-2482|+    -            300 84764at50557         -            287     1e-11   43.4   0.0   1   1   9.1e-13   1.6e-11   42.8   0.0     6   201    19   230    15   235 0.69 -
84269at50557_7159_0:0033d6|STRG.1275.2:124-1023|+     -            300 84764at50557         -            287     1e-11   43.4   0.0   1   1   9.1e-13   1.6e-11   42.8   0.0     6   201    19   230    15   235 0.69 -
84269at50557_7159_0:0033d6|STRG.1275.3:60-959|+       -            300 84764at50557         -            287     1e-11   43.4   0.0   1   1   9.1e-13   1.6e-11   42.8   0.0     6   201    19   230    15   235 0.69 -
8547at50557_74869_0:0028a5|STRG.18602.1:1372-2250|+   -            293 84764at50557         -            287   2.8e-11   42.0   0.0   1   2     0.076       1.3    7.0   0.0     5    82     2    84     1    97 0.73 -
8547at50557_74869_0:0028a5|STRG.18602.1:1372-2250|+   -            293 84764at50557         -            287   2.8e-11   42.0   0.0   2   2     8e-10   1.4e-08   33.2   0.0    95   191   133   231   124   261 0.80 -
57980at50557_28588_0:000968|STRG.6795.1:315-1061|+    -            249 84764at50557         -            287   2.9e-11   41.9   0.0   1   1   7.1e-12   1.2e-10   39.9   0.0    37   201    12   205     3   208 0.70 -
57980at50557_28588_0:000968|STRG.6795.2:162-908|+     -            249 84764at50557         -            287   2.9e-11   41.9   0.0   1   1   7.1e-12   1.2e-10   39.9   0.0    37   201    12   205     3   208 0.70 -
63962at50557_7176_0:002f35|STRG.11792.5:1731-2613|+   -            289 84764at50557         -            287   3.4e-11   41.7   0.1   1   1   2.7e-12   4.6e-11   41.3   0.1    18   212    41   226    26   249 0.78 -
58206at50557_166361_0:001c4c|STRG.3525.1:65-745|+     -            227 84764at50557         -            287   3.7e-11   41.6   0.0   1   1   2.4e-12   4.1e-11   41.4   0.0   110   210    55   160    17   205 0.87 -
58206at50557_166361_0:001c4c|STRG.3525.2:65-1247|+    -            227 84764at50557         -            287   3.7e-11   41.6   0.0   1   1   2.4e-12   4.1e-11   41.4   0.0   110   210    55   160    17   205 0.87 -
58206at50557_166361_0:001c4c|STRG.3525.4:65-1247|+    -            227 84764at50557         -            287   3.7e-11   41.6   0.0   1   1   2.4e-12   4.1e-11   41.4   0.0   110   210    55   160    17   205 0.87 -
8547at50557_45779_0:000864|STRG.18270.1:7225-8085|+   -            287 84764at50557         -            287   3.9e-11   41.5   0.0   1   1   3.3e-12   5.6e-11   41.0   0.0     6   191    31   234    24   252 0.74 -
8547at50557_45779_0:000864|STRG.18270.3:4471-5331|+   -            287 84764at50557         -            287   3.9e-11   41.5   0.0   1   1   3.3e-12   5.6e-11   41.0   0.0     6   191    31   234    24   252 0.74 -
57980at50557_286706_0:000fec|STRG.4130.1:409-1032|+   -            208 84764at50557         -            287   4.3e-11   41.4   0.0   1   1   3.2e-12   5.5e-11   41.0   0.0   104   210    44   150    33   171 0.88 -
57980at50557_286706_0:000fec|STRG.4130.2:221-844|+    -            208 84764at50557         -            287   4.3e-11   41.4   0.0   1   1   3.2e-12   5.5e-11   41.0   0.0   104   210    44   150    33   171 0.88 -
8547at50557_74869_0:0028a5|STRG.5347.1:1130-1825|+    -            232 84764at50557         -            287   5.6e-11   41.0   0.0   1   1   3.8e-12   6.5e-11   40.8   0.0    47   172     6   137     1   186 0.87 -
8547at50557_74869_0:0028a5|STRG.7136.1:3198-3977|+    -            260 84764at50557         -            287   8.3e-11   40.4   0.0   1   1   6.5e-12   1.1e-10   40.0   0.0     8   192     2   192     1   194 0.74 -
8547at50557_74869_0:0028a5|STRG.7136.2:3247-4026|+    -            260 84764at50557         -            287   8.3e-11   40.4   0.0   1   1   6.5e-12   1.1e-10   40.0   0.0     8   192     2   192     1   194 0.74 -
17813at50557_378494_0:006207|STRG.1966.1:1115-1762|+  -            216 84764at50557         -            287   8.9e-11   40.3   0.1   1   1   1.8e-11   3.1e-10   38.5   0.1     6   191    10   210     5   212 0.72 -
84269at50557_54969_0:001e49|STRG.12706.1:30-893|+     -            288 84764at50557         -            287   1.4e-10   39.7   0.0   1   1   1.3e-11   2.3e-10   39.0   0.0     7   189     7   205     3   220 0.76 -
65033at50557_13686_0:0008e0|STRG.14176.3:151-1196|+   -            278 84764at50557         -            287   2.6e-10   38.8   0.0   1   1   2.3e-11     4e-10   38.2   0.0   104   190    21   112    13   136 0.83 -
8547at50557_29031_0:00125e|STRG.569.1:1996-2457|+     -            154 84764at50557         -            287   2.9e-10   38.7   0.0   1   1   2.1e-11   3.6e-10   38.4   0.0   110   192     1    85     1    95 0.83 -
8547at50557_29031_0:00125e|STRG.569.2:3077-3538|+     -            154 84764at50557         -            287   2.9e-10   38.7   0.0   1   1   2.1e-11   3.6e-10   38.4   0.0   110   192     1    85     1    95 0.83 -
57980at50557_6973_0:0018b8|STRG.1058.4:208-831|+      -            208 84764at50557         -            287   3.1e-10   38.6   0.1   1   2     4e-07   6.9e-06   24.3   0.1    51   151     3   103     1   116 0.76 -
57980at50557_6973_0:0018b8|STRG.1058.4:208-831|+      -            208 84764at50557         -            287   3.1e-10   38.6   0.1   2   2    0.0015     0.026   12.5   0.0   156   191   164   199   137   207 0.80 -
58206at50557_133901_0:002944|STRG.6623.1:221-841|+    -            207 84764at50557         -            287   3.5e-10   38.4   0.0   1   1   2.5e-11   4.4e-10   38.1   0.0    26   190    30   206    23   207 0.75 -
8547at50557_74869_0:0028a5|STRG.7209.1:3042-3575|+    -            178 84764at50557         -            287   3.9e-10   38.2   0.0   1   1   2.8e-11   4.8e-10   37.9   0.0   100   192    17   112     6   138 0.77 -
8547at50557_74869_0:0028a5|STRG.7209.2:3214-3747|+    -            178 84764at50557         -            287   3.9e-10   38.2   0.0   1   1   2.8e-11   4.8e-10   37.9   0.0   100   192    17   112     6   138 0.77 -
8547at50557_74869_0:0028a5|STRG.7209.3:3215-3748|+    -            178 84764at50557         -            287   3.9e-10   38.2   0.0   1   1   2.8e-11   4.8e-10   37.9   0.0   100   192    17   112     6   138 0.77 -
8547at50557_74869_0:0028a5|STRG.7209.4:3028-3561|+    -            178 84764at50557         -            287   3.9e-10   38.2   0.0   1   1   2.8e-11   4.8e-10   37.9   0.0   100   192    17   112     6   138 0.77 -
8547at50557_74869_0:0028a5|STRG.7209.5:2961-3494|+    -            178 84764at50557         -            287   3.9e-10   38.2   0.0   1   1   2.8e-11   4.8e-10   37.9   0.0   100   192    17   112     6   138 0.77 -
8547at50557_74869_0:0028a5|STRG.13111.2:357-1160|+    -            268 84764at50557         -            287   3.9e-10   38.2   0.0   1   1   3.1e-11   5.3e-10   37.8   0.0    29   191    32   202     6   230 0.72 -
8547at50557_74869_0:0028a5|STRG.13111.7:357-1160|+    -            268 84764at50557         -            287   3.9e-10   38.2   0.0   1   1   3.1e-11   5.3e-10   37.8   0.0    29   191    32   202     6   230 0.72 -
57980at50557_166361_0:000265|STRG.2703.1:38-751|+     -            238 84764at50557         -            287   4.1e-10   38.2   0.0   1   1   4.9e-11   8.5e-10   37.1   0.0    47   204    24   201     9   231 0.70 -
57980at50557_166361_0:000265|STRG.2703.2:38-751|+     -            238 84764at50557         -            287   4.1e-10   38.2   0.0   1   1   4.9e-11   8.5e-10   37.1   0.0    47   204    24   201     9   231 0.70 -
57980at50557_139723_0:0008b8|STRG.6361.1:2034-2432|+  -            133 84764at50557         -            287   6.9e-10   37.4   0.5   1   1   5.3e-11   9.1e-10   37.0   0.5    11   131     1   133     1   133 0.76 -
57980at50557_139723_0:0008b8|STRG.6361.2:441-839|+    -            133 84764at50557         -            287   6.9e-10   37.4   0.5   1   1   5.3e-11   9.1e-10   37.0   0.5    11   131     1   133     1   133 0.76 -
8547at50557_74869_0:0028a5|STRG.11321.2:1034-1597|+   -            188 84764at50557         -            287   8.7e-10   37.1   0.0   1   1   5.9e-11     1e-09   36.9   0.0     9   146    22   157    15   184 0.77 -
57980at50557_113334_0:003726|STRG.15715.2:2222-2674|+ -            151 84764at50557         -            287   1.2e-09   36.6   0.1   1   1   8.1e-11   1.4e-09   36.4   0.1     6   146     8   148     3   151 0.79 -
57980at50557_7070_0:001946|STRG.20190.1:1266-2216|+   -            317 84764at50557         -            287   1.2e-09   36.6   3.3   1   2     3e-10   5.1e-09   34.6   0.4     2   154    24   174    23   180 0.75 -
57980at50557_7070_0:001946|STRG.20190.1:1266-2216|+   -            317 84764at50557         -            287   1.2e-09   36.6   3.3   2   2       4.5        77    1.2   0.1   159   194   242   278   203   287 0.70 -
57980at50557_43151_0:0020f1|STRG.15715.1:2222-2755|+  -            178 84764at50557         -            287   1.2e-09   36.6   0.1   1   1   9.1e-11   1.6e-09   36.2   0.1     6   147     8   149     3   159 0.79 -
8547at50557_74869_0:0028a5|STRG.15949.2:455-1228|+    -            258 84764at50557         -            287   2.2e-09   35.8   0.0   1   1     2e-10   3.5e-09   35.1   0.0    25   192    24   193     1   197 0.74 -
8547at50557_74869_0:0028a5|STRG.15949.3:345-1118|+    -            258 84764at50557         -            287   2.2e-09   35.8   0.0   1   1     2e-10   3.5e-09   35.1   0.0    25   192    24   193     1   197 0.74 -
84764at50557_29058_0:000714|STRG.13064.6:274-1135|+   -            207 84764at50557         -            287   2.4e-09   35.6   0.1   1   1     4e-10   6.9e-09   34.1   0.1     1   191     1   200     1   207 0.75 -
8547at50557_45779_0:000864|STRG.5633.1:2922-3710|+    -            263 84764at50557         -            287   3.3e-09   35.2   0.0   1   1   3.5e-10   6.1e-09   34.3   0.0     8   192     7   207     2   223 0.72 -
63962at50557_7160_0:003c94|STRG.13064.1:271-1020|+    -            250 84764at50557         -            287   3.7e-09   35.0   0.0   1   1   6.3e-10   1.1e-08   33.5   0.0     1   191     2   219     2   231 0.68 -
57980at50557_7370_0:0011d0|STRG.17853.1:147-1136|+    -            330 84764at50557         -            287     7e-09   34.1   0.1   1   2   1.3e-07   2.2e-06   25.9   0.1   110   147    39    76    32    87 0.90 -
57980at50557_7370_0:0011d0|STRG.17853.1:147-1136|+    -            330 84764at50557         -            287     7e-09   34.1   0.1   2   2      0.15       2.6    6.0   0.0   155   192   109   148    96   162 0.82 -
17813at50557_143948_0:0008f3|STRG.16418.1:260-1222|+  -            321 84764at50557         -            287   7.9e-09   33.9   0.0   1   1     6e-10     1e-08   33.5   0.0   103   192   116   213     5   257 0.67 -
17813at50557_143948_0:0008f3|STRG.16418.2:260-1222|+  -            321 84764at50557         -            287   7.9e-09   33.9   0.0   1   1     6e-10     1e-08   33.5   0.0   103   192   116   213     5   257 0.67 -
17813at50557_143948_0:0008f3|STRG.16418.3:129-1091|+  -            321 84764at50557         -            287   7.9e-09   33.9   0.0   1   1     6e-10     1e-08   33.5   0.0   103   192   116   213     5   257 0.67 -
63962at50557_116153_0:001347|STRG.3974.4:398-1123|+   -            242 84764at50557         -            287   1.1e-08   33.5   0.0   1   1   2.9e-08   4.9e-07   28.0   0.0     8   125    22   145    16   211 0.86 -
57980at50557_610380_0:001287|STRG.6529.1:2116-2817|+  -            234 84764at50557         -            287   1.2e-08   33.4   0.0   1   1     1e-09   1.7e-08   32.8   0.0   119   197    56   141    51   147 0.84 -
57980at50557_610380_0:001287|STRG.6529.2:2116-2817|+  -            234 84764at50557         -            287   1.2e-08   33.4   0.0   1   1     1e-09   1.7e-08   32.8   0.0   119   197    56   141    51   147 0.84 -
57980at50557_610380_0:001287|STRG.6529.3:1404-2105|+  -            234 84764at50557         -            287   1.2e-08   33.4   0.0   1   1     1e-09   1.7e-08   32.8   0.0   119   197    56   141    51   147 0.84 -
58206at50557_7222_0:0023ca|STRG.7153.2:537-1259|+     -            241 84764at50557         -            287   1.4e-08   33.2   0.1   1   1     1e-09   1.7e-08   32.8   0.1     5   190    37   239    33   241 0.74 -
58206at50557_7222_0:0023ca|STRG.7153.3:562-1284|+     -            241 84764at50557         -            287   1.4e-08   33.2   0.1   1   1     1e-09   1.7e-08   32.8   0.1     5   190    37   239    33   241 0.74 -
58206at50557_7222_0:0023ca|STRG.7153.4:772-1494|+     -            241 84764at50557         -            287   1.4e-08   33.2   0.1   1   1     1e-09   1.7e-08   32.8   0.1     5   190    37   239    33   241 0.74 -
57980at50557_168631_0:00198d|STRG.3979.4:138-455|+    -            106 84764at50557         -            287     4e-08   31.6   0.0   1   1   2.6e-09   4.5e-08   31.4   0.0   110   180    35   105    22   106 0.90 -
57980at50557_1629725_0:000be4|STRG.9384.1:2194-2850|+ -            219 84764at50557         -            287   4.2e-08   31.5   0.0   1   1   3.3e-09   5.7e-08   31.1   0.0   107   189    61   151    47   185 0.81 -
57980at50557_1629725_0:000be4|STRG.9384.2:2194-2850|+ -            219 84764at50557         -            287   4.2e-08   31.5   0.0   1   1   3.3e-09   5.7e-08   31.1   0.0   107   189    61   151    47   185 0.81 -
65033at50557_7029_0:006910|STRG.19704.1:2005-2507|-   -            104 84764at50557         -            287   6.3e-08   31.0   0.1   1   2   2.9e-07     5e-06   24.7   0.0   110   149     8    47     1    51 0.88 -
65033at50557_7029_0:006910|STRG.19704.1:2005-2507|-   -            104 84764at50557         -            287   6.3e-08   31.0   0.1   2   2     0.089       1.5    6.7   0.0   166   202    42    78    41    93 0.82 -
65033at50557_7029_0:006910|STRG.19704.2:2513-3015|-   -            104 84764at50557         -            287   6.3e-08   31.0   0.1   1   2   2.9e-07     5e-06   24.7   0.0   110   149     8    47     1    51 0.88 -
65033at50557_7029_0:006910|STRG.19704.2:2513-3015|-   -            104 84764at50557         -            287   6.3e-08   31.0   0.1   2   2     0.089       1.5    6.7   0.0   166   202    42    78    41    93 0.82 -
966at50557_456900_0:00249f|STRG.15751.2:3341-7450|+   -           1370 84764at50557         -            287   7.3e-08   30.8   0.0   1   1   7.7e-09   1.3e-07   29.9   0.0    46   197   756   922   747   930 0.81 -
58206at50557_7070_0:000291|STRG.7153.1:687-1280|+     -            198 84764at50557         -            287     1e-07   30.3   0.1   1   1   7.1e-09   1.2e-07   30.0   0.1    54   195     9   172     1   185 0.74 -
8547at50557_74869_0:0028a5|STRG.4355.1:1781-2671|+    -            297 84764at50557         -            287   1.4e-07   29.9   0.0   1   1   2.1e-08   3.6e-07   28.5   0.0    46   197    55   225     1   254 0.64 -
966at50557_456900_0:00249f|STRG.15751.1:96-7550|+     -           2485 84764at50557         -            287   1.5e-07   29.8   0.0   1   1   1.7e-08   2.9e-07   28.8   0.0    46   197  1871  2037  1862  2045 0.81 -
966at50557_456900_0:00249f|STRG.15751.3:3-7457|+      -           2485 84764at50557         -            287   1.5e-07   29.8   0.0   1   1   1.7e-08   2.9e-07   28.8   0.0    46   197  1871  2037  1862  2045 0.81 -
8547at50557_74869_0:0028a5|STRG.13694.1:2112-2924|+   -            271 84764at50557         -            287   2.2e-07   29.2   0.2   1   1   2.2e-07   3.8e-06   25.1   0.2     8   208     1   226     1   237 0.72 -
8547at50557_74869_0:0028a5|STRG.1894.1:1190-2104|+    -            305 84764at50557         -            287   2.3e-07   29.1   0.0   1   1   3.4e-08   5.8e-07   27.8   0.0    98   192   142   239   136   250 0.79 -
58206at50557_1218281_0:002a23|STRG.3525.3:11-873|+    -            145 84764at50557         -            287   5.5e-07   27.9   0.0   1   1   3.6e-08   6.3e-07   27.7   0.0   110   151    73   115    31   130 0.83 -
65033at50557_222816_0:000618|STRG.15265.3:414-1076|+  -            221 84764at50557         -            287     6e-07   27.8   0.0   1   1   4.4e-08   7.6e-07   27.4   0.0    55   197    23   167     7   173 0.84 -
47at50557_39758_0:003710|STRG.8419.1:105-14120|+      -           4672 84764at50557         -            287   1.3e-06   26.7   0.3   1   1   1.1e-07   1.9e-06   26.1   0.3     1   121  4550  4670  4548  4672 0.85 -
47at50557_39758_0:003710|STRG.8419.2:9455-23470|+     -           4672 84764at50557         -            287   1.3e-06   26.7   0.3   1   1   1.1e-07   1.9e-06   26.1   0.3     1   121  4550  4670  4548  4672 0.85 -
47at50557_39758_0:003710|STRG.8419.3:9125-23140|+     -           4672 84764at50557         -            287   1.3e-06   26.7   0.3   1   1   1.1e-07   1.9e-06   26.1   0.3     1   121  4550  4670  4548  4672 0.85 -
47at50557_39758_0:003710|STRG.8419.4:9464-23479|+     -           4672 84764at50557         -            287   1.3e-06   26.7   0.3   1   1   1.1e-07   1.9e-06   26.1   0.3     1   121  4550  4670  4548  4672 0.85 -
47at50557_39758_0:003710|STRG.8419.5:9503-23518|+     -           4672 84764at50557         -            287   1.3e-06   26.7   0.3   1   1   1.1e-07   1.9e-06   26.1   0.3     1   121  4550  4670  4548  4672 0.85 -
47at50557_39758_0:003710|STRG.8419.6:9416-23431|+     -           4672 84764at50557         -            287   1.3e-06   26.7   0.3   1   1   1.1e-07   1.9e-06   26.1   0.3     1   121  4550  4670  4548  4672 0.85 -
47at50557_39758_0:003710|STRG.8419.7:10139-24154|+    -           4672 84764at50557         -            287   1.3e-06   26.7   0.3   1   1   1.1e-07   1.9e-06   26.1   0.3     1   121  4550  4670  4548  4672 0.85 -
47at50557_39758_0:003710|STRG.8419.8:6741-20756|+     -           4672 84764at50557         -            287   1.3e-06   26.7   0.3   1   1   1.1e-07   1.9e-06   26.1   0.3     1   121  4550  4670  4548  4672 0.85 -
8547at50557_74869_0:0028a5|STRG.14747.6:2870-3742|+   -            291 84764at50557         -            287   1.4e-06   26.5   0.0   1   1   1.4e-07   2.4e-06   25.8   0.0     8   192    30   228    24   237 0.72 -
8547at50557_74869_0:0028a5|STRG.14747.9:3006-3905|+   -            300 84764at50557         -            287   1.6e-06   26.4   0.0   1   1   1.5e-07   2.6e-06   25.7   0.0     8   192    30   228    24   237 0.72 -
8547at50557_74869_0:0028a5|STRG.14747.10:86-898|+     -            271 84764at50557         -            287   2.1e-06   26.0   0.0   1   1   1.9e-07   3.3e-06   25.4   0.0    13   192    10   199     1   207 0.72 -
58206at50557_1629725_0:0005e4|STRG.16188.1:639-1229|+ -            197 84764at50557         -            287   2.2e-06   25.9   0.0   1   1   1.6e-07   2.7e-06   25.6   0.0    48   169    35   175     3   196 0.76 -
17813at50557_378494_0:006207|STRG.15265.2:167-628|+   -            154 84764at50557         -            287   2.3e-06   25.9   0.1   1   1   1.7e-07   2.8e-06   25.6   0.1     6   144    22   153    18   154 0.79 -
17813at50557_378494_0:006207|STRG.12505.1:2781-3428|+ -            216 84764at50557         -            287   3.2e-06   25.4   0.0   1   1   2.4e-07   4.1e-06   25.0   0.0   109   187   111   185    71   199 0.81 -
17813at50557_378494_0:006207|STRG.12505.2:2501-3148|+ -            216 84764at50557         -            287   3.2e-06   25.4   0.0   1   1   2.4e-07   4.1e-06   25.0   0.0   109   187   111   185    71   199 0.81 -
17813at50557_378494_0:006207|STRG.12505.3:2501-3148|+ -            216 84764at50557         -            287   3.2e-06   25.4   0.0   1   1   2.4e-07   4.1e-06   25.0   0.0   109   187   111   185    71   199 0.81 -
17813at50557_378494_0:006207|STRG.12505.4:1914-2561|+ -            216 84764at50557         -            287   3.2e-06   25.4   0.0   1   1   2.4e-07   4.1e-06   25.0   0.0   109   187   111   185    71   199 0.81 -
17813at50557_378494_0:006207|STRG.12505.5:1914-2561|+ -            216 84764at50557         -            287   3.2e-06   25.4   0.0   1   1   2.4e-07   4.1e-06   25.0   0.0   109   187   111   185    71   199 0.81 -
57980at50557_54969_0:001077|STRG.17854.1:1452-2234|+  -            261 84764at50557         -            287   5.6e-06   24.6   2.1   1   1   4.7e-07     8e-06   24.1   2.1    48   160    60   177    42   220 0.70 -
57980at50557_113334_0:003726|STRG.4762.2:770-1141|+   -            124 84764at50557         -            287   8.8e-06   23.9   0.0   1   1   6.2e-07   1.1e-05   23.7   0.0     9   125     6   124     4   124 0.85 -
63962at50557_680683_0:001e6e|STRG.8185.1:410-1255|+   -            282 84764at50557         -            287   9.3e-06   23.9   0.1   1   1   8.6e-07   1.5e-05   23.2   0.1    49   176    44   172     4   176 0.71 -
63962at50557_680683_0:001e6e|STRG.8185.2:54-899|+     -            282 84764at50557         -            287   9.3e-06   23.9   0.1   1   1   8.6e-07   1.5e-05   23.2   0.1    49   176    44   172     4   176 0.71 -
63962at50557_319348_0:003e06|STRG.9969.1:424-1035|+   -            204 84764at50557         -            287   1.1e-05   23.7   0.0   1   1   7.8e-07   1.3e-05   23.3   0.0   110   157   108   160    64   178 0.79 -
63962at50557_319348_0:003e06|STRG.9969.2:424-1035|+   -            204 84764at50557         -            287   1.1e-05   23.7   0.0   1   1   7.8e-07   1.3e-05   23.3   0.0   110   157   108   160    64   178 0.79 -
97917at50557_45779_0:002a00|STRG.14356.1:167-1525|+   -            453 84764at50557         -            287   1.1e-05   23.6   0.0   1   1   1.1e-06   1.9e-05   22.8   0.0   109   202    46   151    20   160 0.78 -
84764at50557_77166_0:00070e|STRG.13064.4:274-786|+    -            171 84764at50557         -            287   3.2e-05   22.1   0.1   1   1   5.3e-06   9.1e-05   20.6   0.1     1   149     1   164     1   170 0.75 -
63962at50557_7159_0:002034|STRG.4840.1:918-1529|+     -            204 84764at50557         -            287   4.4e-05   21.7   0.1   1   1   3.6e-06   6.2e-05   21.2   0.1   111   176   105   169    94   174 0.77 -
63962at50557_7159_0:002034|STRG.4840.2:918-1529|+     -            204 84764at50557         -            287   4.4e-05   21.7   0.1   1   1   3.6e-06   6.2e-05   21.2   0.1   111   176   105   169    94   174 0.77 -
63962at50557_7159_0:002034|STRG.4840.3:9-644|+        -            212 84764at50557         -            287   4.7e-05   21.6   0.1   1   1   3.9e-06   6.7e-05   21.0   0.1   111   176   113   177   102   182 0.77 -
8547at50557_74869_0:0028a5|STRG.15439.2:1045-1806|+   -            254 84764at50557         -            287   4.8e-05   21.5   0.0   1   2   2.2e-05   0.00037   18.6   0.0     8    91    51   138    43   147 0.76 -
8547at50557_74869_0:0028a5|STRG.15439.2:1045-1806|+   -            254 84764at50557         -            287   4.8e-05   21.5   0.0   2   2       6.4   1.1e+02    0.6   0.0   160   191   164   193   156   201 0.83 -
8547at50557_77166_0:002756|STRG.14126.1:2783-3793|+   -            337 84764at50557         -            287   5.2e-05   21.4   0.0   1   1     4e-06   6.9e-05   21.0   0.0    36   196   107   272    63   292 0.73 -
57980at50557_7176_0:003728|STRG.3882.1:1731-2147|+    -            139 84764at50557         -            287   5.5e-05   21.3   0.0   1   1   3.9e-06   6.7e-05   21.0   0.0   109   198     4    89     2   120 0.81 -
57980at50557_7176_0:003728|STRG.3882.2:2211-2627|+    -            139 84764at50557         -            287   5.5e-05   21.3   0.0   1   1   3.9e-06   6.7e-05   21.0   0.0   109   198     4    89     2   120 0.81 -
65033at50557_7004_0:001347|STRG.6767.1:729-1529|+     -            267 84764at50557         -            287   0.00012   20.2   0.2   1   1   9.3e-06   0.00016   19.8   0.2     8   145     2   145     1   165 0.80 -
84764at50557_315563_0:000652|STRG.9969.3:445-894|+    -            150 84764at50557         -            287   0.00013   20.1   0.0   1   1   7.5e-06   0.00013   20.1   0.0   104   148   103   150    30   150 0.76 -
51049at50557_7394_0:00085f|STRG.16402.1:310-2853|+    -            848 84764at50557         -            287   0.00014   20.0   0.0   1   1   1.7e-05   0.00029   19.0   0.0   118   208   286   395   258   415 0.70 -
84764at50557_168631_0:00229c|STRG.13064.3:274-747|+   -            158 84764at50557         -            287   0.00031   18.8   0.1   1   1   4.7e-05    0.0008   17.5   0.1     1   142     1   157     1   158 0.72 -
84764at50557_286306_0:001d5c|STRG.13064.2:256-765|+   -            170 84764at50557         -            287   0.00033   18.8   0.1   1   1   5.5e-05   0.00095   17.3   0.1     1   142     7   163     7   168 0.72 -
8547at50557_74869_0:0028a5|STRG.4362.2:2109-2924|+    -            272 84764at50557         -            287   0.00045   18.3   0.0   1   1   4.9e-05   0.00084   17.4   0.0    15   192    22   208    16   216 0.68 -
8547at50557_74869_0:0028a5|STRG.4362.3:2109-2924|+    -            272 84764at50557         -            287   0.00045   18.3   0.0   1   1   4.9e-05   0.00084   17.4   0.0    15   192    22   208    16   216 0.68 -
84269at50557_74869_0:0034df|STRG.13569.1:990-1331|+   -            114 84764at50557         -            287   0.00054   18.1   0.0   1   1   3.1e-05   0.00054   18.1   0.0   141   193     1    52     1    92 0.84 -
84269at50557_7227_0:002e81|STRG.13305.1:433-1053|+    -            207 84764at50557         -            287    0.0011   17.1   0.0   1   1   0.00013    0.0023   16.0   0.0   109   157   111   161     4   200 0.68 -
63962at50557_54969_0:002f60|STRG.3690.1:4404-4904|+   -            167 84764at50557         -            287    0.0012   16.9   0.2   1   1   0.00015    0.0025   15.9   0.2     6   132     8   139     3   159 0.64 -
47at50557_168631_0:00241b|STRG.8418.2:39-485|+        -            149 84764at50557         -            287    0.0013   16.8   0.0   1   1   8.5e-05    0.0015   16.7   0.0   137   228     4    94     1   119 0.80 -
47at50557_168631_0:00241b|STRG.8418.1:39-485|+        -            149 84764at50557         -            287    0.0016   16.5   0.0   1   1   9.7e-05    0.0017   16.5   0.0   137   227     4    93     1   119 0.81 -
57980at50557_28588_0:000968|STRG.3643.4:569-1246|+    -            226 84764at50557         -            287    0.0018   16.4   0.0   1   1   0.00014    0.0025   15.9   0.0   119   192   107   187    79   192 0.74 -
63962at50557_286706_0:0004e9|STRG.3690.2:4180-5037|+  -            286 84764at50557         -            287    0.0028   15.7   0.2   1   1    0.0004    0.0068   14.5   0.2     6   133    47   179    42   245 0.65 -
63962at50557_286706_0:0004e9|STRG.3690.3:3231-4088|+  -            286 84764at50557         -            287    0.0028   15.7   0.2   1   1    0.0004    0.0068   14.5   0.2     6   133    47   179    42   245 0.65 -
57980at50557_7038_0:000334|STRG.18972.1:246-863|+     -            206 84764at50557         -            287    0.0029   15.7   0.0   1   1    0.0002    0.0035   15.4   0.0   110   188   109   191     3   199 0.78 -
63962at50557_7539_0:002c1b|STRG.6272.1:110-877|+      -            256 84764at50557         -            287    0.0037   15.3   0.1   1   1   0.00029    0.0049   14.9   0.1    76   153   105   185    97   210 0.75 -
63962at50557_7539_0:002c1b|STRG.6272.2:66-833|+       -            256 84764at50557         -            287    0.0037   15.3   0.1   1   1   0.00029    0.0049   14.9   0.1    76   153   105   185    97   210 0.75 -
8547at50557_77166_0:000007|STRG.1886.1:346-933|+      -            196 84764at50557         -            287    0.0041   15.2   0.0   1   1   0.00031    0.0054   14.8   0.0   112   191    47   129    34   141 0.77 -
58206at50557_286306_0:00018d|STRG.5716.2:0-542|+      -            181 84764at50557         -            287      0.01   13.9   0.0   1   1   0.00073     0.013   13.6   0.0   157   194     6    42     1    60 0.81 -
84269at50557_113334_0:0036d3|STRG.10977.10:415-663|+  -             83 84764at50557         -            287     0.012   13.6   0.0   1   1   0.00086     0.015   13.4   0.0   162   193     9    40     3    51 0.87 -
84269at50557_74869_0:0034df|STRG.13765.3:461-823|+    -            121 84764at50557         -            287     0.022   12.8   0.0   1   1    0.0014     0.025   12.6   0.0   160   199    10    48     2    74 0.80 -
8547at50557_74869_0:0028a5|STRG.9266.1:435-1256|+     -            274 84764at50557         -            287     0.039   12.0   0.0   1   1    0.0032     0.055   11.5   0.0    55   144    86   183    61   237 0.76 -
8547at50557_74869_0:0028a5|STRG.9266.3:381-1202|+     -            274 84764at50557         -            287     0.039   12.0   0.0   1   1    0.0032     0.055   11.5   0.0    55   144    86   183    61   237 0.76 -
