#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
31374at50557_103372_0:0017b9|STRG.19481.1:100-2055|+   -            652 31374at50557         -            569  3.8e-290  962.0  17.0   1   1  3.4e-290  9.2e-289  957.5  17.0     1   569     4   647     4   647 0.94 -
767at50557_520822_0:000947|STRG.11343.4:511-10701|+    -           3397 31374at50557         -            569   1.3e-11   42.5   1.4   1   3     0.017      0.48    7.6   0.1   379   421   212   254   210   269 0.81 -
767at50557_520822_0:000947|STRG.11343.4:511-10701|+    -           3397 31374at50557         -            569   1.3e-11   42.5   1.4   2   3       2.4        65    0.5   0.0   433   461  1161  1189  1151  1193 0.57 -
767at50557_520822_0:000947|STRG.11343.4:511-10701|+    -           3397 31374at50557         -            569   1.3e-11   42.5   1.4   3   3   1.5e-09   4.2e-08   30.9   0.0   350   536  3129  3338  3108  3355 0.80 -
767at50557_520822_0:000947|STRG.11343.3:511-10769|+    -           3396 31374at50557         -            569   1.3e-11   42.5   1.4   1   3     0.017      0.48    7.6   0.1   379   421   211   253   209   268 0.81 -
767at50557_520822_0:000947|STRG.11343.3:511-10769|+    -           3396 31374at50557         -            569   1.3e-11   42.5   1.4   2   3       2.4        65    0.5   0.0   433   461  1160  1188  1150  1192 0.57 -
767at50557_520822_0:000947|STRG.11343.3:511-10769|+    -           3396 31374at50557         -            569   1.3e-11   42.5   1.4   3   3   1.5e-09   4.2e-08   30.9   0.0   350   536  3128  3337  3107  3354 0.80 -
767at50557_520822_0:000947|STRG.11343.1:511-10506|+    -           3332 31374at50557         -            569   1.6e-11   42.1   1.7   1   3     0.017      0.47    7.6   0.1   379   421   176   218   174   233 0.81 -
767at50557_520822_0:000947|STRG.11343.1:511-10506|+    -           3332 31374at50557         -            569   1.6e-11   42.1   1.7   2   3       2.3        64    0.5   0.0   433   461  1125  1153  1115  1157 0.57 -
767at50557_520822_0:000947|STRG.11343.1:511-10506|+    -           3332 31374at50557         -            569   1.6e-11   42.1   1.7   3   3   1.7e-09   4.6e-08   30.7   0.0   350   536  3064  3273  3053  3290 0.80 -
42371at50557_69820_0:000b2f|STRG.9265.1:375-1319|+     -            315 31374at50557         -            569   1.8e-11   42.0   0.0   1   2   1.2e-06   3.4e-05   21.3   0.0   346   468     5   135     2   182 0.75 -
42371at50557_69820_0:000b2f|STRG.9265.1:375-1319|+     -            315 31374at50557         -            569   1.8e-11   42.0   0.0   2   2   8.2e-06   0.00022   18.6   0.0   325   374   262   315   252   315 0.81 -
78072at50557_40932_0:0000db|STRG.941.1:829-1638|+      -            270 31374at50557         -            569   1.9e-11   41.9   0.3   1   1   3.7e-12     1e-10   39.5   0.3   339   490     7   167     4   170 0.86 -
78072at50557_40932_0:0000db|STRG.941.2:1001-1810|+     -            270 31374at50557         -            569   1.9e-11   41.9   0.3   1   1   3.7e-12     1e-10   39.5   0.3   339   490     7   167     4   170 0.86 -
78072at50557_139723_0:002bcb|STRG.3356.1:431-1231|+    -            267 31374at50557         -            569   2.7e-11   41.4   1.2   1   2      0.12       3.2    4.9   0.0   414   460     5    51     1    60 0.70 -
78072at50557_139723_0:002bcb|STRG.3356.1:431-1231|+    -            267 31374at50557         -            569   2.7e-11   41.4   1.2   2   2   1.4e-10   3.9e-09   34.3   0.8   360   471    84   198    62   210 0.81 -
78072at50557_139723_0:002bcb|STRG.3356.2:541-1341|+    -            267 31374at50557         -            569   2.7e-11   41.4   1.2   1   2      0.12       3.2    4.9   0.0   414   460     5    51     1    60 0.70 -
78072at50557_139723_0:002bcb|STRG.3356.2:541-1341|+    -            267 31374at50557         -            569   2.7e-11   41.4   1.2   2   2   1.4e-10   3.9e-09   34.3   0.8   360   471    84   198    62   210 0.81 -
74508at50557_7394_0:0023c7|STRG.11028.1:15-890|+       -            292 31374at50557         -            569     3e-11   41.3   2.3   1   2   3.2e-08   8.9e-07   26.5   0.2   350   465    12   125     9   162 0.72 -
74508at50557_7394_0:0023c7|STRG.11028.1:15-890|+       -            292 31374at50557         -            569     3e-11   41.3   2.3   2   2   0.00066     0.018   12.3   0.1   429   472   227   268   214   287 0.77 -
80377at50557_39758_0:001a6c|STRG.6066.2:2957-3610|+    -            218 31374at50557         -            569   3.1e-11   41.2   0.8   1   3         2        55    0.8   0.0   505   534    20    49    10    60 0.85 -
80377at50557_39758_0:001a6c|STRG.6066.2:2957-3610|+    -            218 31374at50557         -            569   3.1e-11   41.2   0.8   2   3   9.1e-10   2.5e-08   31.6   0.2   349   459    65   174    52   184 0.87 -
80377at50557_39758_0:001a6c|STRG.6066.2:2957-3610|+    -            218 31374at50557         -            569   3.1e-11   41.2   0.8   3   3     0.057       1.6    5.9   0.0   388   418   186   216   179   217 0.73 -
80377at50557_39758_0:001a6c|STRG.6066.3:2846-3499|+    -            218 31374at50557         -            569   3.1e-11   41.2   0.8   1   3         2        55    0.8   0.0   505   534    20    49    10    60 0.85 -
80377at50557_39758_0:001a6c|STRG.6066.3:2846-3499|+    -            218 31374at50557         -            569   3.1e-11   41.2   0.8   2   3   9.1e-10   2.5e-08   31.6   0.2   349   459    65   174    52   184 0.87 -
80377at50557_39758_0:001a6c|STRG.6066.3:2846-3499|+    -            218 31374at50557         -            569   3.1e-11   41.2   0.8   3   3     0.057       1.6    5.9   0.0   388   418   186   216   179   217 0.73 -
78072at50557_156304_0:001dd8|STRG.1129.1:1750-2472|+   -            241 31374at50557         -            569   4.4e-11   40.7   1.5   1   2   6.6e-08   1.8e-06   25.5   0.4   385   532     2   173     1   180 0.73 -
78072at50557_156304_0:001dd8|STRG.1129.1:1750-2472|+   -            241 31374at50557         -            569   4.4e-11   40.7   1.5   2   2    0.0012     0.033   11.4   0.0   339   374   187   222   182   226 0.89 -
40115at50557_103372_0:0021d6|STRG.3637.1:4073-5059|+   -            329 31374at50557         -            569   4.8e-11   40.6   4.2   1   3   1.4e-05   0.00039   17.8   0.3   345   402    23    78    15   109 0.77 -
40115at50557_103372_0:0021d6|STRG.3637.1:4073-5059|+   -            329 31374at50557         -            569   4.8e-11   40.6   4.2   2   3   7.6e-06   0.00021   18.7   0.1   406   536   146   286   143   292 0.82 -
40115at50557_103372_0:0021d6|STRG.3637.1:4073-5059|+   -            329 31374at50557         -            569   4.8e-11   40.6   4.2   3   3      0.33       9.1    3.3   0.0   432   459   302   327   289   329 0.61 -
90358at50557_34720_0:001602|STRG.10598.1:210-1466|+    -            419 31374at50557         -            569   9.5e-11   39.6   3.1   1   4   2.4e-05   0.00066   17.0   0.3   339   450    64   178    43   200 0.49 -
90358at50557_34720_0:001602|STRG.10598.1:210-1466|+    -            419 31374at50557         -            569   9.5e-11   39.6   3.1   2   4     0.031      0.85    6.7   0.0   339   372   242   275   229   289 0.83 -
90358at50557_34720_0:001602|STRG.10598.1:210-1466|+    -            419 31374at50557         -            569   9.5e-11   39.6   3.1   3   4       1.6        43    1.1   0.0   486   532   326   372   323   377 0.82 -
90358at50557_34720_0:001602|STRG.10598.1:210-1466|+    -            419 31374at50557         -            569   9.5e-11   39.6   3.1   4   4   0.00036    0.0098   13.1   0.0   331   375   369   414   364   418 0.86 -
78072at50557_7038_0:0021a3|STRG.10589.1:379-1227|+     -            283 31374at50557         -            569   9.7e-11   39.6   1.8   1   2     7e-11   1.9e-09   35.3   1.0   339   464    39   167    36   177 0.87 -
78072at50557_7038_0:0021a3|STRG.10589.1:379-1227|+     -            283 31374at50557         -            569   9.7e-11   39.6   1.8   2   2      0.38        10    3.1   0.0   390   460   177   259   171   262 0.76 -
78072at50557_7038_0:0021a3|STRG.10589.2:180-1028|+     -            283 31374at50557         -            569   9.7e-11   39.6   1.8   1   2     7e-11   1.9e-09   35.3   1.0   339   464    39   167    36   177 0.87 -
78072at50557_7038_0:0021a3|STRG.10589.2:180-1028|+     -            283 31374at50557         -            569   9.7e-11   39.6   1.8   2   2      0.38        10    3.1   0.0   390   460   177   259   171   262 0.76 -
57752at50557_45779_0:003ace|STRG.6722.5:1074-1982|+    -            303 31374at50557         -            569   1.3e-10   39.2   1.1   1   2   0.00014    0.0039   14.5   0.1   503   551     1    49     1    61 0.63 -
57752at50557_45779_0:003ace|STRG.6722.5:1074-1982|+    -            303 31374at50557         -            569   1.3e-10   39.2   1.1   2   2   1.2e-05   0.00033   18.0   0.2   325   531    66   303    56   303 0.73 -
43121at50557_103372_0:001d6c|STRG.17025.1:106-1101|+   -            332 31374at50557         -            569   2.1e-10   38.5   0.7   1   3   1.9e-05   0.00053   17.3   0.0   425   464   208   247   197   254 0.89 -
43121at50557_103372_0:001d6c|STRG.17025.1:106-1101|+   -            332 31374at50557         -            569   2.1e-10   38.5   0.7   2   3   0.00068     0.019   12.2   0.0   502   533   262   293   250   301 0.87 -
43121at50557_103372_0:001d6c|STRG.17025.1:106-1101|+   -            332 31374at50557         -            569   2.1e-10   38.5   0.7   3   3     0.092       2.5    5.2   0.0   501   528   304   331   296   332 0.76 -
40115at50557_116153_0:000cbb|STRG.7336.1:1344-2243|+   -            300 31374at50557         -            569   2.2e-10   38.4   0.2   1   3    0.0025     0.069   10.3   0.0   503   536     1    34     1    44 0.85 -
40115at50557_116153_0:000cbb|STRG.7336.1:1344-2243|+   -            300 31374at50557         -            569   2.2e-10   38.4   0.2   2   3   2.1e-05   0.00057   17.2   0.0   346   473    48   176    41   196 0.87 -
40115at50557_116153_0:000cbb|STRG.7336.1:1344-2243|+   -            300 31374at50557         -            569   2.2e-10   38.4   0.2   3   3     0.023      0.62    7.2   0.1   351   416   227   300   215   300 0.82 -
80377at50557_77166_0:002f29|STRG.9159.1:435-1313|+     -            293 31374at50557         -            569   3.2e-10   37.8   3.5   1   4       6.7   1.8e+02   -1.0   0.0   392   408     1    17     1    29 0.87 -
80377at50557_77166_0:002f29|STRG.9159.1:435-1313|+     -            293 31374at50557         -            569   3.2e-10   37.8   3.5   2   4   8.9e-09   2.4e-07   28.3   0.0   349   460    45   162    26   175 0.89 -
80377at50557_77166_0:002f29|STRG.9159.1:435-1313|+     -            293 31374at50557         -            569   3.2e-10   37.8   3.5   3   4      0.61        17    2.5   0.0   443   472   231   260   192   261 0.75 -
80377at50557_77166_0:002f29|STRG.9159.1:435-1313|+     -            293 31374at50557         -            569   3.2e-10   37.8   3.5   4   4     0.015      0.42    7.8   0.1   341   374   255   288   242   291 0.90 -
74508at50557_7394_0:0023c7|STRG.14314.2:0-980|+        -            327 31374at50557         -            569   3.3e-10   37.8   6.7   1   2   1.7e-11   4.7e-10   37.3   2.9   350   460    32   148    29   155 0.89 -
74508at50557_7394_0:0023c7|STRG.14314.2:0-980|+        -            327 31374at50557         -            569   3.3e-10   37.8   6.7   2   2      0.88        24    2.0   0.1   389   446   260   317   256   324 0.69 -
40115at50557_103372_0:0021d6|STRG.3637.2:3810-4820|+   -            337 31374at50557         -            569   3.9e-10   37.6   2.7   1   2   1.5e-05    0.0004   17.7   0.3   345   402    23    78    15   109 0.77 -
40115at50557_103372_0:0021d6|STRG.3637.2:3810-4820|+   -            337 31374at50557         -            569   3.9e-10   37.6   2.7   2   2   8.1e-06   0.00022   18.6   0.1   406   536   146   286   144   294 0.82 -
40115at50557_103372_0:0021d6|STRG.3637.4:3357-4367|+   -            337 31374at50557         -            569   3.9e-10   37.6   2.7   1   2   1.5e-05    0.0004   17.7   0.3   345   402    23    78    15   109 0.77 -
40115at50557_103372_0:0021d6|STRG.3637.4:3357-4367|+   -            337 31374at50557         -            569   3.9e-10   37.6   2.7   2   2   8.1e-06   0.00022   18.6   0.1   406   536   146   286   144   294 0.82 -
43719at50557_456900_0:000a8d|STRG.760.1:0-2081|+       -            694 31374at50557         -            569   5.8e-10   37.0   1.7   1   2   4.6e-11   1.3e-09   35.9   0.3   347   461    57   172    50   213 0.91 -
43719at50557_456900_0:000a8d|STRG.760.1:0-2081|+       -            694 31374at50557         -            569   5.8e-10   37.0   1.7   2   2       4.9   1.3e+02   -0.5   0.1   343   365   659   681   652   687 0.81 -
40115at50557_38123_0:0006c3|STRG.9048.1:17-220|+       -             68 31374at50557         -            569   6.1e-10   36.9   0.1   1   1   2.5e-11   6.9e-10   36.8   0.1   406   469     1    64     1    67 0.52 -
68957at50557_103372_0:001943|STRG.6015.1:9-1304|+      -            432 31374at50557         -            569   9.9e-10   36.2   0.0   1   2   3.5e-06   9.6e-05   19.8   0.0   346   454   151   261   124   271 0.86 -
68957at50557_103372_0:001943|STRG.6015.1:9-1304|+      -            432 31374at50557         -            569   9.9e-10   36.2   0.0   2   2   0.00019    0.0053   14.0   0.0   501   535   361   395   328   418 0.73 -
68957at50557_103372_0:001943|STRG.6015.2:0-1283|+      -            428 31374at50557         -            569     1e-09   36.2   0.0   1   2   3.4e-06   9.4e-05   19.8   0.0   346   454   147   257   120   267 0.86 -
68957at50557_103372_0:001943|STRG.6015.2:0-1283|+      -            428 31374at50557         -            569     1e-09   36.2   0.0   2   2   0.00019    0.0051   14.1   0.0   501   535   357   391   323   414 0.73 -
40115at50557_217634_0:0026fe|STRG.4539.10:1539-2720|+  -            394 31374at50557         -            569   1.5e-09   35.7   1.0   1   3      0.63        17    2.4   0.0   505   543    16    58    12    70 0.77 -
40115at50557_217634_0:0026fe|STRG.4539.10:1539-2720|+  -            394 31374at50557         -            569   1.5e-09   35.7   1.0   2   3    0.0017     0.048   10.9   0.0   487   534   134   184   117   199 0.82 -
40115at50557_217634_0:0026fe|STRG.4539.10:1539-2720|+  -            394 31374at50557         -            569   1.5e-09   35.7   1.0   3   3   7.9e-06   0.00022   18.6   0.1   428   545   235   362   231   376 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.11:1146-2327|+  -            394 31374at50557         -            569   1.5e-09   35.7   1.0   1   3      0.63        17    2.4   0.0   505   543    16    58    12    70 0.77 -
40115at50557_217634_0:0026fe|STRG.4539.11:1146-2327|+  -            394 31374at50557         -            569   1.5e-09   35.7   1.0   2   3    0.0017     0.048   10.9   0.0   487   534   134   184   117   199 0.82 -
40115at50557_217634_0:0026fe|STRG.4539.11:1146-2327|+  -            394 31374at50557         -            569   1.5e-09   35.7   1.0   3   3   7.9e-06   0.00022   18.6   0.1   428   545   235   362   231   376 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.1:506-1687|+    -            394 31374at50557         -            569   1.5e-09   35.7   1.0   1   3      0.63        17    2.4   0.0   505   543    16    58    12    70 0.77 -
40115at50557_217634_0:0026fe|STRG.4539.1:506-1687|+    -            394 31374at50557         -            569   1.5e-09   35.7   1.0   2   3    0.0017     0.048   10.9   0.0   487   534   134   184   117   199 0.82 -
40115at50557_217634_0:0026fe|STRG.4539.1:506-1687|+    -            394 31374at50557         -            569   1.5e-09   35.7   1.0   3   3   7.9e-06   0.00022   18.6   0.1   428   545   235   362   231   376 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.2:1676-2857|+   -            394 31374at50557         -            569   1.5e-09   35.7   1.0   1   3      0.63        17    2.4   0.0   505   543    16    58    12    70 0.77 -
40115at50557_217634_0:0026fe|STRG.4539.2:1676-2857|+   -            394 31374at50557         -            569   1.5e-09   35.7   1.0   2   3    0.0017     0.048   10.9   0.0   487   534   134   184   117   199 0.82 -
40115at50557_217634_0:0026fe|STRG.4539.2:1676-2857|+   -            394 31374at50557         -            569   1.5e-09   35.7   1.0   3   3   7.9e-06   0.00022   18.6   0.1   428   545   235   362   231   376 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.4:1470-2651|+   -            394 31374at50557         -            569   1.5e-09   35.7   1.0   1   3      0.63        17    2.4   0.0   505   543    16    58    12    70 0.77 -
40115at50557_217634_0:0026fe|STRG.4539.4:1470-2651|+   -            394 31374at50557         -            569   1.5e-09   35.7   1.0   2   3    0.0017     0.048   10.9   0.0   487   534   134   184   117   199 0.82 -
40115at50557_217634_0:0026fe|STRG.4539.4:1470-2651|+   -            394 31374at50557         -            569   1.5e-09   35.7   1.0   3   3   7.9e-06   0.00022   18.6   0.1   428   545   235   362   231   376 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.5:1679-2860|+   -            394 31374at50557         -            569   1.5e-09   35.7   1.0   1   3      0.63        17    2.4   0.0   505   543    16    58    12    70 0.77 -
40115at50557_217634_0:0026fe|STRG.4539.5:1679-2860|+   -            394 31374at50557         -            569   1.5e-09   35.7   1.0   2   3    0.0017     0.048   10.9   0.0   487   534   134   184   117   199 0.82 -
40115at50557_217634_0:0026fe|STRG.4539.5:1679-2860|+   -            394 31374at50557         -            569   1.5e-09   35.7   1.0   3   3   7.9e-06   0.00022   18.6   0.1   428   545   235   362   231   376 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.6:1965-3146|+   -            394 31374at50557         -            569   1.5e-09   35.7   1.0   1   3      0.63        17    2.4   0.0   505   543    16    58    12    70 0.77 -
40115at50557_217634_0:0026fe|STRG.4539.6:1965-3146|+   -            394 31374at50557         -            569   1.5e-09   35.7   1.0   2   3    0.0017     0.048   10.9   0.0   487   534   134   184   117   199 0.82 -
40115at50557_217634_0:0026fe|STRG.4539.6:1965-3146|+   -            394 31374at50557         -            569   1.5e-09   35.7   1.0   3   3   7.9e-06   0.00022   18.6   0.1   428   545   235   362   231   376 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.8:715-1896|+    -            394 31374at50557         -            569   1.5e-09   35.7   1.0   1   3      0.63        17    2.4   0.0   505   543    16    58    12    70 0.77 -
40115at50557_217634_0:0026fe|STRG.4539.8:715-1896|+    -            394 31374at50557         -            569   1.5e-09   35.7   1.0   2   3    0.0017     0.048   10.9   0.0   487   534   134   184   117   199 0.82 -
40115at50557_217634_0:0026fe|STRG.4539.8:715-1896|+    -            394 31374at50557         -            569   1.5e-09   35.7   1.0   3   3   7.9e-06   0.00022   18.6   0.1   428   545   235   362   231   376 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.9:1325-2506|+   -            394 31374at50557         -            569   1.5e-09   35.7   1.0   1   3      0.63        17    2.4   0.0   505   543    16    58    12    70 0.77 -
40115at50557_217634_0:0026fe|STRG.4539.9:1325-2506|+   -            394 31374at50557         -            569   1.5e-09   35.7   1.0   2   3    0.0017     0.048   10.9   0.0   487   534   134   184   117   199 0.82 -
40115at50557_217634_0:0026fe|STRG.4539.9:1325-2506|+   -            394 31374at50557         -            569   1.5e-09   35.7   1.0   3   3   7.9e-06   0.00022   18.6   0.1   428   545   235   362   231   376 0.79 -
48053at50557_1629725_0:001d98|STRG.3356.3:660-1355|+   -            232 31374at50557         -            569   1.5e-09   35.6   1.0   1   1   1.1e-10   2.9e-09   34.7   0.8   360   471    49   163    34   175 0.81 -
80377at50557_125945_0:000803|STRG.5687.4:66-923|+      -            286 31374at50557         -            569   1.6e-09   35.6   0.3   1   3     1e-07   2.8e-06   24.9   0.1   353   441     2    89     1   106 0.89 -
80377at50557_125945_0:000803|STRG.5687.4:66-923|+      -            286 31374at50557         -            569   1.6e-09   35.6   0.3   2   3       2.2        61    0.6   0.0   504   533   169   198   141   203 0.64 -
80377at50557_125945_0:000803|STRG.5687.4:66-923|+      -            286 31374at50557         -            569   1.6e-09   35.6   0.3   3   3     0.017      0.45    7.6   0.0   392   477   172   269   166   275 0.65 -
80377at50557_7237_0:001b62|STRG.5687.1:230-1087|+      -            286 31374at50557         -            569   1.6e-09   35.6   0.3   1   3     1e-07   2.8e-06   24.9   0.1   353   441     2    89     1   106 0.89 -
80377at50557_7237_0:001b62|STRG.5687.1:230-1087|+      -            286 31374at50557         -            569   1.6e-09   35.6   0.3   2   3       2.2        61    0.6   0.0   504   533   169   198   141   203 0.64 -
80377at50557_7237_0:001b62|STRG.5687.1:230-1087|+      -            286 31374at50557         -            569   1.6e-09   35.6   0.3   3   3     0.017      0.45    7.6   0.0   392   477   172   269   166   275 0.65 -
80377at50557_7237_0:001b62|STRG.5687.3:226-1083|+      -            286 31374at50557         -            569   1.6e-09   35.6   0.3   1   3     1e-07   2.8e-06   24.9   0.1   353   441     2    89     1   106 0.89 -
80377at50557_7237_0:001b62|STRG.5687.3:226-1083|+      -            286 31374at50557         -            569   1.6e-09   35.6   0.3   2   3       2.2        61    0.6   0.0   504   533   169   198   141   203 0.64 -
80377at50557_7237_0:001b62|STRG.5687.3:226-1083|+      -            286 31374at50557         -            569   1.6e-09   35.6   0.3   3   3     0.017      0.45    7.6   0.0   392   477   172   269   166   275 0.65 -
34006at50557_34720_0:00248d|STRG.17583.1:0-1976|+      -            659 31374at50557         -            569   1.7e-09   35.5   1.0   1   5     0.053       1.5    6.0   0.0   499   541   184   227   173   246 0.83 -
34006at50557_34720_0:00248d|STRG.17583.1:0-1976|+      -            659 31374at50557         -            569   1.7e-09   35.5   1.0   2   5       2.6        70    0.4   0.0   503   555   236   289   226   295 0.80 -
34006at50557_34720_0:00248d|STRG.17583.1:0-1976|+      -            659 31374at50557         -            569   1.7e-09   35.5   1.0   3   5      0.01      0.28    8.3   0.1   337   376   281   321   245   326 0.85 -
34006at50557_34720_0:00248d|STRG.17583.1:0-1976|+      -            659 31374at50557         -            569   1.7e-09   35.5   1.0   4   5     0.036      0.98    6.5   0.0   508   539   344   375   325   381 0.82 -
34006at50557_34720_0:00248d|STRG.17583.1:0-1976|+      -            659 31374at50557         -            569   1.7e-09   35.5   1.0   5   5     0.005      0.14    9.4   0.0   503   545   386   428   376   440 0.81 -
71739at50557_66420_0:0008cd|STRG.10582.1:798-1385|+    -            196 31374at50557         -            569   1.9e-09   35.3   0.0   1   1   7.6e-10   2.1e-08   31.9   0.0   387   537     1   165     1   173 0.75 -
80377at50557_7091_0:0009ff|STRG.17249.1:325-909|+      -            195 31374at50557         -            569     3e-09   34.7   0.1   1   2   0.00067     0.018   12.2   0.0   503   534    17    49    10    58 0.67 -
80377at50557_7091_0:0009ff|STRG.17249.1:325-909|+      -            195 31374at50557         -            569     3e-09   34.7   0.1   2   2   2.1e-06   5.8e-05   20.5   0.0   344   460    58   189    49   193 0.83 -
31374at50557_197043_0:003de5|STRG.18410.1:626-1378|+   -            251 31374at50557         -            569     3e-09   34.6   0.0   1   1   2.2e-10     6e-09   33.6   0.0   342   419    13    94     1   104 0.89 -
31374at50557_197043_0:003de5|STRG.18410.2:474-1226|+   -            251 31374at50557         -            569     3e-09   34.6   0.0   1   1   2.2e-10     6e-09   33.6   0.0   342   419    13    94     1   104 0.89 -
57752at50557_219809_0:0011a2|STRG.3637.3:463-1206|+    -            248 31374at50557         -            569   4.1e-09   34.2   1.3   1   2   2.6e-05   0.00071   16.9   0.2   406   535     1   120     1   126 0.84 -
57752at50557_219809_0:0011a2|STRG.3637.3:463-1206|+    -            248 31374at50557         -            569   4.1e-09   34.2   1.3   2   2   5.2e-06   0.00014   19.2   0.1   406   535   107   246   104   248 0.82 -
80377at50557_166361_0:002fc1|STRG.12943.1:357-1118|+   -            254 31374at50557         -            569   5.5e-09   33.8   0.4   1   3   1.5e-05   0.00042   17.6   0.1   336   410    12    89     5    95 0.87 -
80377at50557_166361_0:002fc1|STRG.12943.1:357-1118|+   -            254 31374at50557         -            569   5.5e-09   33.8   0.4   2   3   0.00058     0.016   12.5   0.0   330   377    95   143    92   149 0.85 -
80377at50557_166361_0:002fc1|STRG.12943.1:357-1118|+   -            254 31374at50557         -            569   5.5e-09   33.8   0.4   3   3         5   1.4e+02   -0.5   0.0   445   460   177   192   170   199 0.84 -
80377at50557_166361_0:002fc1|STRG.12943.2:357-1118|+   -            254 31374at50557         -            569   5.5e-09   33.8   0.4   1   3   1.5e-05   0.00042   17.6   0.1   336   410    12    89     5    95 0.87 -
80377at50557_166361_0:002fc1|STRG.12943.2:357-1118|+   -            254 31374at50557         -            569   5.5e-09   33.8   0.4   2   3   0.00058     0.016   12.5   0.0   330   377    95   143    92   149 0.85 -
80377at50557_166361_0:002fc1|STRG.12943.2:357-1118|+   -            254 31374at50557         -            569   5.5e-09   33.8   0.4   3   3         5   1.4e+02   -0.5   0.0   445   460   177   192   170   199 0.84 -
14512at50557_56086_0:000590|STRG.18256.1:1882-2235|+   -            118 31374at50557         -            569   5.9e-09   33.7   1.6   1   2     0.011      0.29    8.3   0.1   445   475     3    33     1    38 0.85 -
14512at50557_56086_0:000590|STRG.18256.1:1882-2235|+   -            118 31374at50557         -            569   5.9e-09   33.7   1.6   2   2   1.8e-08   4.9e-07   27.3   0.4   342   421    26   111    24   118 0.85 -
14512at50557_56086_0:000590|STRG.18256.2:1694-2047|+   -            118 31374at50557         -            569   5.9e-09   33.7   1.6   1   2     0.011      0.29    8.3   0.1   445   475     3    33     1    38 0.85 -
14512at50557_56086_0:000590|STRG.18256.2:1694-2047|+   -            118 31374at50557         -            569   5.9e-09   33.7   1.6   2   2   1.8e-08   4.9e-07   27.3   0.4   342   421    26   111    24   118 0.85 -
14512at50557_56086_0:000590|STRG.18256.3:1733-2086|+   -            118 31374at50557         -            569   5.9e-09   33.7   1.6   1   2     0.011      0.29    8.3   0.1   445   475     3    33     1    38 0.85 -
14512at50557_56086_0:000590|STRG.18256.3:1733-2086|+   -            118 31374at50557         -            569   5.9e-09   33.7   1.6   2   2   1.8e-08   4.9e-07   27.3   0.4   342   421    26   111    24   118 0.85 -
14512at50557_56086_0:000590|STRG.18256.4:1325-1678|+   -            118 31374at50557         -            569   5.9e-09   33.7   1.6   1   2     0.011      0.29    8.3   0.1   445   475     3    33     1    38 0.85 -
14512at50557_56086_0:000590|STRG.18256.4:1325-1678|+   -            118 31374at50557         -            569   5.9e-09   33.7   1.6   2   2   1.8e-08   4.9e-07   27.3   0.4   342   421    26   111    24   118 0.85 -
14512at50557_56086_0:000590|STRG.18256.5:1319-1672|+   -            118 31374at50557         -            569   5.9e-09   33.7   1.6   1   2     0.011      0.29    8.3   0.1   445   475     3    33     1    38 0.85 -
14512at50557_56086_0:000590|STRG.18256.5:1319-1672|+   -            118 31374at50557         -            569   5.9e-09   33.7   1.6   2   2   1.8e-08   4.9e-07   27.3   0.4   342   421    26   111    24   118 0.85 -
40115at50557_121225_0:000dac|STRG.4539.3:777-1847|+    -            357 31374at50557         -            569   6.5e-09   33.5   0.2   1   3    0.0015     0.041   11.1   0.0   487   534    70   120    52   135 0.82 -
40115at50557_121225_0:000dac|STRG.4539.3:777-1847|+    -            357 31374at50557         -            569   6.5e-09   33.5   0.2   2   3   6.6e-06   0.00018   18.9   0.1   428   545   171   298   167   310 0.78 -
40115at50557_121225_0:000dac|STRG.4539.3:777-1847|+    -            357 31374at50557         -            569   6.5e-09   33.5   0.2   3   3       4.2   1.2e+02   -0.3   0.0   503   532   302   331   298   333 0.76 -
43719at50557_1218281_0:001263|STRG.941.3:739-1116|+    -            126 31374at50557         -            569   1.1e-08   32.8   0.2   1   1   1.2e-09   3.3e-08   31.2   0.2   339   416    37   123    31   126 0.71 -
43719at50557_1218281_0:001263|STRG.941.7:718-1095|+    -            126 31374at50557         -            569   1.1e-08   32.8   0.2   1   1   1.2e-09   3.3e-08   31.2   0.2   339   416    37   123    31   126 0.71 -
40115at50557_29031_0:00277e|STRG.18596.1:1326-2111|+   -            262 31374at50557         -            569   1.1e-08   32.8   2.9   1   2      0.03      0.82    6.8   0.0   394   476     3    93     1   120 0.63 -
40115at50557_29031_0:00277e|STRG.18596.1:1326-2111|+   -            262 31374at50557         -            569   1.1e-08   32.8   2.9   2   2   1.1e-07   3.1e-06   24.7   1.2   357   458   153   257   143   261 0.57 -
