#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
43121at50557_103372_0:001d6c|STRG.17025.1:106-1101|+   -            332 43121at50557         -            432  2.9e-163  542.8   2.1   1   1  4.3e-164  1.6e-162  540.3   2.1     1   290     1   332     1   332 0.92 -
80377at50557_39758_0:001a6c|STRG.6031.2:513-1274|+     -            254 43121at50557         -            432   1.7e-07   29.6   0.0   2   2       4.7   1.8e+02   -0.2   0.0   190   217   226   253   217   254 0.69 -
80377at50557_39758_0:001a6c|STRG.6031.4:1032-1793|+    -            254 43121at50557         -            432   1.7e-07   29.6   0.0   1   2   4.6e-08   1.7e-06   26.2   0.0   191   302    18   139     7   148 0.81 -
80377at50557_39758_0:001a6c|STRG.6031.4:1032-1793|+    -            254 43121at50557         -            432   1.7e-07   29.6   0.0   2   2       4.7   1.8e+02   -0.2   0.0   190   217   226   253   217   254 0.69 -
80377at50557_39758_0:001a6c|STRG.6031.5:816-1577|+     -            254 43121at50557         -            432   1.7e-07   29.6   0.0   1   2   4.6e-08   1.7e-06   26.2   0.0   191   302    18   139     7   148 0.81 -
80377at50557_39758_0:001a6c|STRG.6031.5:816-1577|+     -            254 43121at50557         -            432   1.7e-07   29.6   0.0   2   2       4.7   1.8e+02   -0.2   0.0   190   217   226   253   217   254 0.69 -
80377at50557_39758_0:001a6c|STRG.6031.6:758-1519|+     -            254 43121at50557         -            432   1.7e-07   29.6   0.0   1   2   4.6e-08   1.7e-06   26.2   0.0   191   302    18   139     7   148 0.81 -
80377at50557_39758_0:001a6c|STRG.6031.6:758-1519|+     -            254 43121at50557         -            432   1.7e-07   29.6   0.0   2   2       4.7   1.8e+02   -0.2   0.0   190   217   226   253   217   254 0.69 -
80377at50557_39758_0:001a6c|STRG.6066.1:2679-3449|+    -            257 43121at50557         -            432   2.2e-07   29.2   0.0   1   2   3.8e-08   1.5e-06   26.5   0.0   190   303    20   143     8   183 0.82 -
80377at50557_39758_0:001a6c|STRG.6066.1:2679-3449|+    -            257 43121at50557         -            432   2.2e-07   29.2   0.0   2   2       6.5   2.4e+02   -0.6   0.0   190   216   229   255   221   257 0.65 -
80377at50557_39758_0:001a6c|STRG.6066.4:2673-3443|+    -            257 43121at50557         -            432   2.2e-07   29.2   0.0   1   2   3.8e-08   1.5e-06   26.5   0.0   190   303    20   143     8   183 0.82 -
80377at50557_39758_0:001a6c|STRG.6066.4:2673-3443|+    -            257 43121at50557         -            432   2.2e-07   29.2   0.0   2   2       6.5   2.4e+02   -0.6   0.0   190   216   229   255   221   257 0.65 -
80377at50557_39758_0:001a6c|STRG.6066.5:1581-2351|+    -            257 43121at50557         -            432   2.2e-07   29.2   0.0   1   2   3.8e-08   1.5e-06   26.5   0.0   190   303    20   143     8   183 0.82 -
80377at50557_39758_0:001a6c|STRG.6066.5:1581-2351|+    -            257 43121at50557         -            432   2.2e-07   29.2   0.0   2   2       6.5   2.4e+02   -0.6   0.0   190   216   229   255   221   257 0.65 -
80377at50557_77166_0:002f29|STRG.9159.1:435-1313|+     -            293 43121at50557         -            432   2.5e-07   29.0   0.0   1   3   0.00031     0.012   13.6   0.0   268   336    46   118    41   128 0.83 -
80377at50557_77166_0:002f29|STRG.9159.1:435-1313|+     -            293 43121at50557         -            432   2.5e-07   29.0   0.0   2   3      0.44        17    3.2   0.0   307   333   136   162   126   181 0.56 -
80377at50557_77166_0:002f29|STRG.9159.1:435-1313|+     -            293 43121at50557         -            432   2.5e-07   29.0   0.0   3   3     0.009      0.34    8.8   0.0   289   332   243   289   201   291 0.83 -
12735at50557_34720_0:000d5c|STRG.6436.1:206-3091|+     -            962 43121at50557         -            432   2.8e-07   28.8   1.1   1   4    0.0036      0.14   10.1   0.0   276   337   609   672   600   680 0.73 -
12735at50557_34720_0:000d5c|STRG.6436.1:206-3091|+     -            962 43121at50557         -            432   2.8e-07   28.8   1.1   2   4   0.00041     0.016   13.2   0.1   277   336   651   713   634   718 0.79 -
12735at50557_34720_0:000d5c|STRG.6436.1:206-3091|+     -            962 43121at50557         -            432   2.8e-07   28.8   1.1   3   4       4.3   1.6e+02   -0.1   0.0   187   225   723   761   717   769 0.84 -
12735at50557_34720_0:000d5c|STRG.6436.1:206-3091|+     -            962 43121at50557         -            432   2.8e-07   28.8   1.1   4   4     0.017      0.64    7.9   0.0   194   218   824   848   810   862 0.85 -
12735at50557_34720_0:000d5c|STRG.6436.2:0-3008|+       -           1003 43121at50557         -            432     3e-07   28.7   1.0   1   4    0.0039      0.15   10.0   0.0   276   337   650   713   641   719 0.73 -
12735at50557_34720_0:000d5c|STRG.6436.2:0-3008|+       -           1003 43121at50557         -            432     3e-07   28.7   1.0   2   4   0.00037     0.014   13.3   0.0   277   337   692   755   664   763 0.81 -
12735at50557_34720_0:000d5c|STRG.6436.2:0-3008|+       -           1003 43121at50557         -            432     3e-07   28.7   1.0   3   4       4.5   1.7e+02   -0.1   0.0   187   225   764   802   758   810 0.84 -
12735at50557_34720_0:000d5c|STRG.6436.2:0-3008|+       -           1003 43121at50557         -            432     3e-07   28.7   1.0   4   4     0.017      0.64    7.9   0.0   194   218   865   889   849   902 0.85 -
49370at50557_116153_0:0006c7|STRG.6031.7:1433-2212|+   -            260 43121at50557         -            432   4.7e-07   28.1   0.0   1   1   4.7e-08   1.8e-06   26.2   0.0   190   302    30   152    18   161 0.81 -
80377at50557_39758_0:001a6c|STRG.6066.2:2957-3610|+    -            218 43121at50557         -            432   5.1e-07   28.0   0.0   1   1   3.4e-08   1.3e-06   26.6   0.0   190   302    20   142     8   151 0.81 -
80377at50557_39758_0:001a6c|STRG.6066.3:2846-3499|+    -            218 43121at50557         -            432   5.1e-07   28.0   0.0   1   1   3.4e-08   1.3e-06   26.6   0.0   190   302    20   142     8   151 0.81 -
80377at50557_7539_0:001b71|STRG.19187.2:1251-1778|+    -            176 43121at50557         -            432   5.6e-07   27.8   0.0   1   2     0.018      0.69    7.8   0.0   294   335     7    51     3    58 0.80 -
80377at50557_7539_0:001b71|STRG.19187.2:1251-1778|+    -            176 43121at50557         -            432   5.6e-07   27.8   0.0   2   2   1.3e-05   0.00051   18.1   0.0   185   292    58   175    52   176 0.86 -
80377at50557_7539_0:001b71|STRG.19187.3:1676-2203|+    -            176 43121at50557         -            432   5.6e-07   27.8   0.0   1   2     0.018      0.69    7.8   0.0   294   335     7    51     3    58 0.80 -
80377at50557_7539_0:001b71|STRG.19187.3:1676-2203|+    -            176 43121at50557         -            432   5.6e-07   27.8   0.0   2   2   1.3e-05   0.00051   18.1   0.0   185   292    58   175    52   176 0.86 -
80377at50557_7539_0:001b71|STRG.19187.4:1886-2413|+    -            176 43121at50557         -            432   5.6e-07   27.8   0.0   1   2     0.018      0.69    7.8   0.0   294   335     7    51     3    58 0.80 -
80377at50557_7539_0:001b71|STRG.19187.4:1886-2413|+    -            176 43121at50557         -            432   5.6e-07   27.8   0.0   2   2   1.3e-05   0.00051   18.1   0.0   185   292    58   175    52   176 0.86 -
40115at50557_411798_0:002bfa|STRG.739.1:627-1412|+     -            262 43121at50557         -            432     1e-06   27.0   0.0   1   2   9.6e-05    0.0036   15.3   0.0   190   332    22   178     5   188 0.75 -
40115at50557_411798_0:002bfa|STRG.739.1:627-1412|+     -            262 43121at50557         -            432     1e-06   27.0   0.0   2   2   3.1e-05    0.0012   16.9   0.0   188   331   104   262    87   262 0.77 -
40115at50557_110193_0:00292f|STRG.19716.2:1136-1870|+  -            245 43121at50557         -            432   1.1e-06   26.9   0.0   1   2       9.3   3.5e+02   -1.2   0.0   298   342    31    74    23    85 0.65 -
40115at50557_110193_0:00292f|STRG.19716.2:1136-1870|+  -            245 43121at50557         -            432   1.1e-06   26.9   0.0   2   2   6.2e-08   2.3e-06   25.8   0.0   189   331    81   244    45   245 0.70 -
40115at50557_110193_0:00292f|STRG.19716.3:1387-2121|+  -            245 43121at50557         -            432   1.1e-06   26.9   0.0   1   2       9.3   3.5e+02   -1.2   0.0   298   342    31    74    23    85 0.65 -
40115at50557_110193_0:00292f|STRG.19716.3:1387-2121|+  -            245 43121at50557         -            432   1.1e-06   26.9   0.0   2   2   6.2e-08   2.3e-06   25.8   0.0   189   331    81   244    45   245 0.70 -
40115at50557_110193_0:00292f|STRG.19716.4:789-1523|+   -            245 43121at50557         -            432   1.1e-06   26.9   0.0   1   2       9.3   3.5e+02   -1.2   0.0   298   342    31    74    23    85 0.65 -
40115at50557_110193_0:00292f|STRG.19716.4:789-1523|+   -            245 43121at50557         -            432   1.1e-06   26.9   0.0   2   2   6.2e-08   2.3e-06   25.8   0.0   189   331    81   244    45   245 0.70 -
40115at50557_104421_0:0011ee|STRG.19716.1:1025-1888|+  -            288 43121at50557         -            432   1.4e-06   26.5   0.0   1   1     1e-07   3.8e-06   25.1   0.0   189   331   124   287    88   288 0.70 -
40115at50557_116153_0:000cbb|STRG.7336.1:1344-2243|+   -            300 43121at50557         -            432   1.4e-06   26.5   0.3   1   2   1.6e-06   5.9e-05   21.2   0.1   238   342     7   129     3   143 0.72 -
40115at50557_116153_0:000cbb|STRG.7336.1:1344-2243|+   -            300 43121at50557         -            432   1.4e-06   26.5   0.3   2   2      0.66        25    2.6   0.0   303   331   269   300   228   300 0.61 -
48053at50557_1629725_0:001d98|STRG.3356.3:660-1355|+   -            232 43121at50557         -            432   1.9e-06   26.1   0.2   1   2   3.6e-07   1.3e-05   23.3   0.1   245   342    62   161    51   187 0.78 -
48053at50557_1629725_0:001d98|STRG.3356.3:660-1355|+   -            232 43121at50557         -            432   1.9e-06   26.1   0.2   2   2       2.3        89    0.8   0.0   255   291   198   232   168   232 0.64 -
78072at50557_139723_0:002bcb|STRG.3356.1:431-1231|+    -            267 43121at50557         -            432   2.8e-06   25.5   0.2   1   2   5.4e-07     2e-05   22.7   0.0   245   341    97   195    92   222 0.77 -
78072at50557_139723_0:002bcb|STRG.3356.1:431-1231|+    -            267 43121at50557         -            432   2.8e-06   25.5   0.2   2   2       2.8   1.1e+02    0.6   0.0   255   291   233   267   201   267 0.65 -
78072at50557_139723_0:002bcb|STRG.3356.2:541-1341|+    -            267 43121at50557         -            432   2.8e-06   25.5   0.2   1   2   5.4e-07     2e-05   22.7   0.0   245   341    97   195    92   222 0.77 -
78072at50557_139723_0:002bcb|STRG.3356.2:541-1341|+    -            267 43121at50557         -            432   2.8e-06   25.5   0.2   2   2       2.8   1.1e+02    0.6   0.0   255   291   233   267   201   267 0.65 -
33043at50557_1507135_0:0016cf|STRG.2736.3:1733-2311|+  -            193 43121at50557         -            432   6.7e-06   24.3   0.3   1   2       1.1        40    1.9   0.0   263   306    33    76    12    81 0.66 -
33043at50557_1507135_0:0016cf|STRG.2736.3:1733-2311|+  -            193 43121at50557         -            432   6.7e-06   24.3   0.3   2   2   1.7e-06   6.5e-05   21.0   0.1   264   334    76   149    72   188 0.89 -
56099at50557_56086_0:002294|STRG.12890.1:102-1414|+    -            411 43121at50557         -            432     8e-06   24.0   0.3   1   3     0.021       0.8    7.6   0.0   263   321    63   125    43   144 0.83 -
56099at50557_56086_0:002294|STRG.12890.1:102-1414|+    -            411 43121at50557         -            432     8e-06   24.0   0.3   2   3       1.4        53    1.5   0.0   379   410   221   254   208   260 0.77 -
56099at50557_56086_0:002294|STRG.12890.1:102-1414|+    -            411 43121at50557         -            432     8e-06   24.0   0.3   3   3   0.00073     0.028   12.4   0.1   263   337   250   328   228   348 0.53 -
80377at50557_125945_0:000803|STRG.5687.4:66-923|+      -            286 43121at50557         -            432   8.4e-06   24.0   0.6   1   4   0.00041     0.015   13.2   0.0   252   304    18    77     1    84 0.76 -
80377at50557_125945_0:000803|STRG.5687.4:66-923|+      -            286 43121at50557         -            432   8.4e-06   24.0   0.6   2   4      0.81        31    2.3   0.0   333   383    87   139    80   164 0.66 -
80377at50557_125945_0:000803|STRG.5687.4:66-923|+      -            286 43121at50557         -            432   8.4e-06   24.0   0.6   3   4       2.7     1e+02    0.6   0.0   262   292   166   196   147   206 0.72 -
80377at50557_125945_0:000803|STRG.5687.4:66-923|+      -            286 43121at50557         -            432   8.4e-06   24.0   0.6   4   4      0.88        33    2.2   0.0   180   227   213   261   202   270 0.79 -
80377at50557_7237_0:001b62|STRG.5687.1:230-1087|+      -            286 43121at50557         -            432   8.4e-06   24.0   0.6   1   4   0.00041     0.015   13.2   0.0   252   304    18    77     1    84 0.76 -
80377at50557_7237_0:001b62|STRG.5687.1:230-1087|+      -            286 43121at50557         -            432   8.4e-06   24.0   0.6   2   4      0.81        31    2.3   0.0   333   383    87   139    80   164 0.66 -
80377at50557_7237_0:001b62|STRG.5687.1:230-1087|+      -            286 43121at50557         -            432   8.4e-06   24.0   0.6   3   4       2.7     1e+02    0.6   0.0   262   292   166   196   147   206 0.72 -
80377at50557_7237_0:001b62|STRG.5687.1:230-1087|+      -            286 43121at50557         -            432   8.4e-06   24.0   0.6   4   4      0.88        33    2.2   0.0   180   227   213   261   202   270 0.79 -
80377at50557_7237_0:001b62|STRG.5687.3:226-1083|+      -            286 43121at50557         -            432   8.4e-06   24.0   0.6   1   4   0.00041     0.015   13.2   0.0   252   304    18    77     1    84 0.76 -
80377at50557_7237_0:001b62|STRG.5687.3:226-1083|+      -            286 43121at50557         -            432   8.4e-06   24.0   0.6   2   4      0.81        31    2.3   0.0   333   383    87   139    80   164 0.66 -
80377at50557_7237_0:001b62|STRG.5687.3:226-1083|+      -            286 43121at50557         -            432   8.4e-06   24.0   0.6   3   4       2.7     1e+02    0.6   0.0   262   292   166   196   147   206 0.72 -
80377at50557_7237_0:001b62|STRG.5687.3:226-1083|+      -            286 43121at50557         -            432   8.4e-06   24.0   0.6   4   4      0.88        33    2.2   0.0   180   227   213   261   202   270 0.79 -
22706at50557_39758_0:0039b4|STRG.9814.1:170-2926|+     -            919 43121at50557         -            432   9.7e-06   23.8   0.0   1   2   5.3e-06    0.0002   19.4   0.0   264   341    94   173     3   189 0.66 -
22706at50557_39758_0:0039b4|STRG.9814.1:170-2926|+     -            919 43121at50557         -            432   9.7e-06   23.8   0.0   2   2       1.1        42    1.9   0.0   189   229   231   271   221   324 0.79 -
22706at50557_39758_0:0039b4|STRG.9814.2:261-3017|+     -            919 43121at50557         -            432   9.7e-06   23.8   0.0   1   2   5.3e-06    0.0002   19.4   0.0   264   341    94   173     3   189 0.66 -
22706at50557_39758_0:0039b4|STRG.9814.2:261-3017|+     -            919 43121at50557         -            432   9.7e-06   23.8   0.0   2   2       1.1        42    1.9   0.0   189   229   231   271   221   324 0.79 -
90358at50557_34720_0:001602|STRG.10598.1:210-1466|+    -            419 43121at50557         -            432   1.3e-05   23.4   2.0   1   3      0.14       5.1    4.9   0.0   166   263    52   151    38   159 0.69 -
90358at50557_34720_0:001602|STRG.10598.1:210-1466|+    -            419 43121at50557         -            432   1.3e-05   23.4   2.0   2   3         6   2.3e+02   -0.5   0.0   263   300   248   285   245   311 0.83 -
90358at50557_34720_0:001602|STRG.10598.1:210-1466|+    -            419 43121at50557         -            432   1.3e-05   23.4   2.0   3   3   6.6e-05    0.0025   15.8   0.4   250   333   324   415   261   418 0.86 -
57752at50557_680683_0:00261f|STRG.15994.1:4909-5784|+  -            292 43121at50557         -            432   1.3e-05   23.3   0.1   1   2   0.00024    0.0089   14.0   0.1   299   340    50    94    40   106 0.75 -
57752at50557_680683_0:00261f|STRG.15994.1:4909-5784|+  -            292 43121at50557         -            432   1.3e-05   23.3   0.1   2   2     0.023      0.86    7.4   0.0   290   335   219   266   192   291 0.68 -
40115at50557_103372_0:0021d6|STRG.8786.6:187-1020|+    -            278 43121at50557         -            432   1.5e-05   23.2   0.0   1   2    0.0025     0.096   10.6   0.0   187   220   118   151   114   157 0.63 -
40115at50557_103372_0:0021d6|STRG.8786.6:187-1020|+    -            278 43121at50557         -            432   1.5e-05   23.2   0.0   2   2    0.0094      0.36    8.7   0.0   262   336   159   242   155   273 0.77 -
42371at50557_520822_0:00190c|STRG.1520.1:534-1487|+    -            318 43121at50557         -            432   1.6e-05   23.0   0.0   1   2    0.0028      0.11   10.4   0.0     7    59    71   122    66   189 0.82 -
42371at50557_520822_0:00190c|STRG.1520.1:534-1487|+    -            318 43121at50557         -            432   1.6e-05   23.0   0.0   2   2    0.0023     0.086   10.7   0.0   135   218   229   316   217   317 0.73 -
80377at50557_28612_0:005201|STRG.5687.2:239-910|+      -            224 43121at50557         -            432   1.8e-05   22.9   0.1   1   3   0.00032     0.012   13.6   0.0   252   304    15    74     1    81 0.77 -
80377at50557_28612_0:005201|STRG.5687.2:239-910|+      -            224 43121at50557         -            432   1.8e-05   22.9   0.1   2   3      0.93        35    2.1   0.0   333   358    84   109    77   141 0.70 -
80377at50557_28612_0:005201|STRG.5687.2:239-910|+      -            224 43121at50557         -            432   1.8e-05   22.9   0.1   3   3       0.3        11    3.7   0.0   177   227   148   199   131   210 0.78 -
42371at50557_520822_0:00190c|STRG.1520.2:0-962|+       -            314 43121at50557         -            432   2.5e-05   22.4   0.0   1   2    0.0028      0.11   10.4   0.0     7    59    66   117    61   184 0.82 -
42371at50557_520822_0:00190c|STRG.1520.2:0-962|+       -            314 43121at50557         -            432   2.5e-05   22.4   0.0   2   2    0.0035      0.13   10.1   0.0   135   218   224   312   213   313 0.69 -
42371at50557_520822_0:00190c|STRG.1520.3:0-941|+       -            314 43121at50557         -            432   2.5e-05   22.4   0.0   1   2    0.0028      0.11   10.4   0.0     7    59    66   117    61   184 0.82 -
42371at50557_520822_0:00190c|STRG.1520.3:0-941|+       -            314 43121at50557         -            432   2.5e-05   22.4   0.0   2   2    0.0035      0.13   10.1   0.0   135   218   224   312   213   313 0.69 -
14512at50557_197043_0:0050fb|STRG.8780.1:3380-3622|-   -             81 43121at50557         -            432   2.7e-05   22.3   0.0   1   1   7.7e-07   2.9e-05   22.2   0.0   281   337     7    66     2    79 0.88 -
40115at50557_103372_0:0021d6|STRG.8786.5:187-996|+     -            270 43121at50557         -            432   5.5e-05   21.3   0.0   1   2    0.0029      0.11   10.4   0.0   187   220   118   151   115   156 0.69 -
40115at50557_103372_0:0021d6|STRG.8786.5:187-996|+     -            270 43121at50557         -            432   5.5e-05   21.3   0.0   2   2     0.012      0.46    8.4   0.0   262   336   159   242   154   258 0.80 -
37700at50557_34720_0:0020a5|STRG.15644.1:48-2267|+     -            740 43121at50557         -            432   8.8e-05   20.6   0.0   1   3       1.1        41    1.9   0.0   264   335   432   464   417   529 0.58 -
37700at50557_34720_0:0020a5|STRG.15644.1:48-2267|+     -            740 43121at50557         -            432   8.8e-05   20.6   0.0   2   3     0.082       3.1    5.6   0.0   397   432   531   566   447   566 0.84 -
37700at50557_34720_0:0020a5|STRG.15644.1:48-2267|+     -            740 43121at50557         -            432   8.8e-05   20.6   0.0   3   3    0.0067      0.26    9.2   0.0   260   338   619   700   609   713 0.81 -
37700at50557_34720_0:0020a5|STRG.15644.2:48-2270|+     -            741 43121at50557         -            432   8.8e-05   20.6   0.0   1   3       1.1        41    1.9   0.0   264   335   433   465   418   530 0.58 -
37700at50557_34720_0:0020a5|STRG.15644.2:48-2270|+     -            741 43121at50557         -            432   8.8e-05   20.6   0.0   2   3     0.083       3.1    5.6   0.0   397   432   532   567   448   567 0.84 -
37700at50557_34720_0:0020a5|STRG.15644.2:48-2270|+     -            741 43121at50557         -            432   8.8e-05   20.6   0.0   3   3    0.0068      0.26    9.2   0.0   260   338   620   701   610   714 0.81 -
78072at50557_156304_0:001dd8|STRG.1129.1:1750-2472|+   -            241 43121at50557         -            432   8.9e-05   20.6   0.4   1   4      0.26       9.7    4.0   0.0   303   334     2    36     1    43 0.82 -
78072at50557_156304_0:001dd8|STRG.1129.1:1750-2472|+   -            241 43121at50557         -            432   8.9e-05   20.6   0.4   2   4      0.18       6.8    4.5   0.0   190   220    53    84    37    96 0.83 -
78072at50557_156304_0:001dd8|STRG.1129.1:1750-2472|+   -            241 43121at50557         -            432   8.9e-05   20.6   0.4   3   4      0.38        15    3.4   0.0   340   385   118   164   107   181 0.76 -
78072at50557_156304_0:001dd8|STRG.1129.1:1750-2472|+   -            241 43121at50557         -            432   8.9e-05   20.6   0.4   4   4      0.24       9.2    4.1   0.0   255   295   184   225   173   230 0.79 -
57752at50557_219809_0:0011a2|STRG.3637.3:463-1206|+    -            248 43121at50557         -            432   9.7e-05   20.5   1.2   1   2   0.00018    0.0067   14.4   0.2   282   338     1    59     1    67 0.89 -
57752at50557_219809_0:0011a2|STRG.3637.3:463-1206|+    -            248 43121at50557         -            432   9.7e-05   20.5   1.2   2   2       0.2       7.4    4.4   0.0   263   335   130   203    98   246 0.56 -
42371at50557_69820_0:000b2f|STRG.9265.1:375-1319|+     -            315 43121at50557         -            432   0.00011   20.3   0.1   1   2   0.00027      0.01   13.8   0.1   259   331    46    78     1    81 0.52 -
42371at50557_69820_0:000b2f|STRG.9265.1:375-1319|+     -            315 43121at50557         -            432   0.00011   20.3   0.1   2   2       1.5        57    1.4   0.0   186   223    94   132    82   136 0.80 -
22030at50557_77166_0:00007a|STRG.17287.1:348-833|+     -            162 43121at50557         -            432   0.00016   19.8   0.4   1   2     0.014      0.52    8.2   0.0   263   318     4    59     2    86 0.79 -
22030at50557_77166_0:00007a|STRG.17287.1:348-833|+     -            162 43121at50557         -            432   0.00016   19.8   0.4   2   2    0.0026     0.098   10.6   0.1   262   332    88   162    73   162 0.80 -
80377at50557_166361_0:002fc1|STRG.949.1:108-659|+      -            184 43121at50557         -            432   0.00016   19.7   0.2   1   3         1        38    2.0   0.0   207   258     4    63     1    69 0.42 -
80377at50557_166361_0:002fc1|STRG.949.1:108-659|+      -            184 43121at50557         -            432   0.00016   19.7   0.2   2   3    0.0011     0.041   11.8   0.0   187   225    91   129    70   138 0.72 -
80377at50557_166361_0:002fc1|STRG.949.1:108-659|+      -            184 43121at50557         -            432   0.00016   19.7   0.2   3   3      0.45        17    3.2   0.0   187   226   133   172   126   178 0.86 -
78072at50557_38123_0:00214a|STRG.17674.1:105-854|+     -            250 43121at50557         -            432   0.00021   19.3   0.4   1   2      0.17       6.6    4.5   0.0   187   215    49    77    44    87 0.86 -
78072at50557_38123_0:00214a|STRG.17674.1:105-854|+     -            250 43121at50557         -            432   0.00021   19.3   0.4   2   2    0.0011     0.041   11.8   0.1   190   331    96   249    81   250 0.73 -
56099at50557_74869_0:00213d|STRG.11459.10:1083-1898|+  -            272 43121at50557         -            432   0.00023   19.2   0.0   1   2      0.19       7.1    4.4   0.0   312   335    57    80    46   127 0.86 -
56099at50557_74869_0:00213d|STRG.11459.10:1083-1898|+  -            272 43121at50557         -            432   0.00023   19.2   0.0   2   2   0.00051     0.019   12.9   0.0   276   335   158   222   139   236 0.78 -
56099at50557_74869_0:00213d|STRG.11459.12:1005-1820|+  -            272 43121at50557         -            432   0.00023   19.2   0.0   1   2      0.19       7.1    4.4   0.0   312   335    57    80    46   127 0.86 -
56099at50557_74869_0:00213d|STRG.11459.12:1005-1820|+  -            272 43121at50557         -            432   0.00023   19.2   0.0   2   2   0.00051     0.019   12.9   0.0   276   335   158   222   139   236 0.78 -
56099at50557_74869_0:00213d|STRG.11459.14:778-1593|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   1   2      0.19       7.1    4.4   0.0   312   335    57    80    46   127 0.86 -
56099at50557_74869_0:00213d|STRG.11459.14:778-1593|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   2   2   0.00051     0.019   12.9   0.0   276   335   158   222   139   236 0.78 -
56099at50557_74869_0:00213d|STRG.11459.1:1110-1925|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   1   2      0.19       7.1    4.4   0.0   312   335    57    80    46   127 0.86 -
56099at50557_74869_0:00213d|STRG.11459.1:1110-1925|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   2   2   0.00051     0.019   12.9   0.0   276   335   158   222   139   236 0.78 -
56099at50557_74869_0:00213d|STRG.11459.2:1086-1901|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   1   2      0.19       7.1    4.4   0.0   312   335    57    80    46   127 0.86 -
56099at50557_74869_0:00213d|STRG.11459.2:1086-1901|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   2   2   0.00051     0.019   12.9   0.0   276   335   158   222   139   236 0.78 -
56099at50557_74869_0:00213d|STRG.11459.3:1047-1862|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   1   2      0.19       7.1    4.4   0.0   312   335    57    80    46   127 0.86 -
56099at50557_74869_0:00213d|STRG.11459.3:1047-1862|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   2   2   0.00051     0.019   12.9   0.0   276   335   158   222   139   236 0.78 -
56099at50557_74869_0:00213d|STRG.11459.4:1131-1946|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   1   2      0.19       7.1    4.4   0.0   312   335    57    80    46   127 0.86 -
56099at50557_74869_0:00213d|STRG.11459.4:1131-1946|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   2   2   0.00051     0.019   12.9   0.0   276   335   158   222   139   236 0.78 -
56099at50557_74869_0:00213d|STRG.11459.5:1107-1922|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   1   2      0.19       7.1    4.4   0.0   312   335    57    80    46   127 0.86 -
56099at50557_74869_0:00213d|STRG.11459.5:1107-1922|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   2   2   0.00051     0.019   12.9   0.0   276   335   158   222   139   236 0.78 -
56099at50557_74869_0:00213d|STRG.11459.6:1026-1841|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   1   2      0.19       7.1    4.4   0.0   312   335    57    80    46   127 0.86 -
56099at50557_74869_0:00213d|STRG.11459.6:1026-1841|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   2   2   0.00051     0.019   12.9   0.0   276   335   158   222   139   236 0.78 -
56099at50557_74869_0:00213d|STRG.11459.8:1107-1922|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   1   2      0.19       7.1    4.4   0.0   312   335    57    80    46   127 0.86 -
56099at50557_74869_0:00213d|STRG.11459.8:1107-1922|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   2   2   0.00051     0.019   12.9   0.0   276   335   158   222   139   236 0.78 -
56099at50557_74869_0:00213d|STRG.11459.9:1155-1970|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   1   2      0.19       7.1    4.4   0.0   312   335    57    80    46   127 0.86 -
56099at50557_74869_0:00213d|STRG.11459.9:1155-1970|+   -            272 43121at50557         -            432   0.00023   19.2   0.0   2   2   0.00051     0.019   12.9   0.0   276   335   158   222   139   236 0.78 -
78072at50557_123851_0:000487|STRG.3646.1:180-1043|+    -            288 43121at50557         -            432   0.00024   19.2   0.3   1   3         3   1.1e+02    0.5   0.0   191   219    12    39     7    46 0.84 -
78072at50557_123851_0:000487|STRG.3646.1:180-1043|+    -            288 43121at50557         -            432   0.00024   19.2   0.3   2   3   0.00023    0.0089   14.0   0.1   249   333    48   138    33   148 0.81 -
78072at50557_123851_0:000487|STRG.3646.1:180-1043|+    -            288 43121at50557         -            432   0.00024   19.2   0.3   3   3       2.9   1.1e+02    0.5   0.0   189   207   157   175   152   180 0.83 -
13625at50557_113334_0:0000db|STRG.5511.3:1927-2697|+   -            257 43121at50557         -            432    0.0003   18.8   1.3   1   1     6e-05    0.0023   15.9   1.1   251   332   133   227   113   256 0.71 -
