#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+     -            444 56099at50557         -            397  3.7e-204  676.8   2.3   1   1  1.2e-205  4.5e-204  676.6   2.3     1   397     1   440     1   440 0.95 -
42371at50557_520822_0:00190c|STRG.10436.1:510-2333|+    -            608 56099at50557         -            397   6.6e-07   27.3   0.0   2   2   0.00056     0.021   12.5   0.0   141   228   481   573   444   584 0.75 -
42371at50557_520822_0:00190c|STRG.10436.2:510-2330|+    -            607 56099at50557         -            397   6.6e-07   27.3   0.0   1   2   0.00088     0.033   11.9   0.0   236   302   279   353   274   369 0.75 -
42371at50557_520822_0:00190c|STRG.10436.2:510-2330|+    -            607 56099at50557         -            397   6.6e-07   27.3   0.0   2   2   0.00056     0.021   12.5   0.0   141   228   480   572   443   583 0.75 -
42371at50557_520822_0:00190c|STRG.10436.3:496-2337|+    -            607 56099at50557         -            397   6.6e-07   27.3   0.0   1   2   0.00088     0.033   11.9   0.0   236   302   279   353   274   369 0.75 -
42371at50557_520822_0:00190c|STRG.10436.3:496-2337|+    -            607 56099at50557         -            397   6.6e-07   27.3   0.0   2   2   0.00056     0.021   12.5   0.0   141   228   480   572   443   583 0.75 -
43553at50557_103372_0:0013d1|STRG.6288.1:355-1868|+     -            494 56099at50557         -            397   8.2e-07   27.0   1.2   1   4       1.7        64    1.0   0.0    63   100   158   195   152   212 0.83 -
43553at50557_103372_0:0013d1|STRG.6288.1:355-1868|+     -            494 56099at50557         -            397   8.2e-07   27.0   1.2   2   4       4.2   1.6e+02   -0.2   0.0    64    96   202   233   195   265 0.76 -
43553at50557_103372_0:0013d1|STRG.6288.1:355-1868|+     -            494 56099at50557         -            397   8.2e-07   27.0   1.2   3   4   7.8e-06   0.00029   18.6   0.0   233   311   275   356   257   360 0.88 -
43553at50557_103372_0:0013d1|STRG.6288.1:355-1868|+     -            494 56099at50557         -            397   8.2e-07   27.0   1.2   4   4      0.63        24    2.5   0.1   238   270   365   396   356   404 0.51 -
43553at50557_103372_0:0013d1|STRG.6288.2:735-2248|+     -            494 56099at50557         -            397   8.2e-07   27.0   1.2   1   4       1.7        64    1.0   0.0    63   100   158   195   152   212 0.83 -
43553at50557_103372_0:0013d1|STRG.6288.2:735-2248|+     -            494 56099at50557         -            397   8.2e-07   27.0   1.2   2   4       4.2   1.6e+02   -0.2   0.0    64    96   202   233   195   265 0.76 -
43553at50557_103372_0:0013d1|STRG.6288.2:735-2248|+     -            494 56099at50557         -            397   8.2e-07   27.0   1.2   3   4   7.8e-06   0.00029   18.6   0.0   233   311   275   356   257   360 0.88 -
43553at50557_103372_0:0013d1|STRG.6288.2:735-2248|+     -            494 56099at50557         -            397   8.2e-07   27.0   1.2   4   4      0.63        24    2.5   0.1   238   270   365   396   356   404 0.51 -
14512at50557_197043_0:0050fb|STRG.8740.2:403-696|+      -             98 56099at50557         -            397   9.5e-07   26.8   0.0   1   1   2.6e-08   9.9e-07   26.8   0.0   216   300     7    96     1    98 0.83 -
33043at50557_6973_0:0036f9|STRG.7514.1:1695-2330|+      -            212 56099at50557         -            397   9.7e-07   26.8   0.7   1   3       1.4        52    1.3   0.0   176   215    37    78    17   122 0.69 -
33043at50557_6973_0:0036f9|STRG.7514.1:1695-2330|+      -            212 56099at50557         -            397   9.7e-07   26.8   0.7   2   3   4.8e-07   1.8e-05   22.6   0.1    59    98   134   173   128   179 0.93 -
33043at50557_6973_0:0036f9|STRG.7514.1:1695-2330|+      -            212 56099at50557         -            397   9.7e-07   26.8   0.7   3   3       6.3   2.3e+02   -0.8   0.0    64    94   182   212   175   212 0.55 -
71739at50557_66420_0:0008cd|STRG.15094.1:772-1353|+     -            194 56099at50557         -            397   1.3e-06   26.4   0.2   1   2    0.0038      0.14    9.8   0.0    64    97     1    34     1    39 0.94 -
71739at50557_66420_0:0008cd|STRG.15094.1:772-1353|+     -            194 56099at50557         -            397   1.3e-06   26.4   0.2   2   2   0.00035     0.013   13.2   0.0   167   300    51   191    36   193 0.68 -
80377at50557_7091_0:0009ff|STRG.15860.1:411-995|+       -            195 56099at50557         -            397   1.4e-06   26.3   0.1   1   4      0.02      0.75    7.4   0.0    61    95    13    46    10    55 0.86 -
80377at50557_7091_0:0009ff|STRG.15860.1:411-995|+       -            195 56099at50557         -            397   1.4e-06   26.3   0.1   2   4     0.019       0.7    7.5   0.0    63    98    58    94    52   100 0.82 -
80377at50557_7091_0:0009ff|STRG.15860.1:411-995|+       -            195 56099at50557         -            397   1.4e-06   26.3   0.1   3   4     0.046       1.7    6.2   0.0   209   252   111   154   101   159 0.84 -
80377at50557_7091_0:0009ff|STRG.15860.1:411-995|+       -            195 56099at50557         -            397   1.4e-06   26.3   0.1   4   4       4.7   1.7e+02   -0.4   0.0   168   194   165   191   158   194 0.69 -
80377at50557_7091_0:0009ff|STRG.15860.2:396-980|+       -            195 56099at50557         -            397   1.4e-06   26.3   0.1   1   4      0.02      0.75    7.4   0.0    61    95    13    46    10    55 0.86 -
80377at50557_7091_0:0009ff|STRG.15860.2:396-980|+       -            195 56099at50557         -            397   1.4e-06   26.3   0.1   2   4     0.019       0.7    7.5   0.0    63    98    58    94    52   100 0.82 -
80377at50557_7091_0:0009ff|STRG.15860.2:396-980|+       -            195 56099at50557         -            397   1.4e-06   26.3   0.1   3   4     0.046       1.7    6.2   0.0   209   252   111   154   101   159 0.84 -
80377at50557_7091_0:0009ff|STRG.15860.2:396-980|+       -            195 56099at50557         -            397   1.4e-06   26.3   0.1   4   4       4.7   1.7e+02   -0.4   0.0   168   194   165   191   158   194 0.69 -
80377at50557_7091_0:0009ff|STRG.15860.3:342-926|+       -            195 56099at50557         -            397   1.4e-06   26.3   0.1   1   4      0.02      0.75    7.4   0.0    61    95    13    46    10    55 0.86 -
80377at50557_7091_0:0009ff|STRG.15860.3:342-926|+       -            195 56099at50557         -            397   1.4e-06   26.3   0.1   2   4     0.019       0.7    7.5   0.0    63    98    58    94    52   100 0.82 -
80377at50557_7091_0:0009ff|STRG.15860.3:342-926|+       -            195 56099at50557         -            397   1.4e-06   26.3   0.1   3   4     0.046       1.7    6.2   0.0   209   252   111   154   101   159 0.84 -
80377at50557_7091_0:0009ff|STRG.15860.3:342-926|+       -            195 56099at50557         -            397   1.4e-06   26.3   0.1   4   4       4.7   1.7e+02   -0.4   0.0   168   194   165   191   158   194 0.69 -
80377at50557_7091_0:0009ff|STRG.15860.4:295-879|+       -            195 56099at50557         -            397   1.4e-06   26.3   0.1   1   4      0.02      0.75    7.4   0.0    61    95    13    46    10    55 0.86 -
80377at50557_7091_0:0009ff|STRG.15860.4:295-879|+       -            195 56099at50557         -            397   1.4e-06   26.3   0.1   2   4     0.019       0.7    7.5   0.0    63    98    58    94    52   100 0.82 -
80377at50557_7091_0:0009ff|STRG.15860.4:295-879|+       -            195 56099at50557         -            397   1.4e-06   26.3   0.1   3   4     0.046       1.7    6.2   0.0   209   252   111   154   101   159 0.84 -
80377at50557_7091_0:0009ff|STRG.15860.4:295-879|+       -            195 56099at50557         -            397   1.4e-06   26.3   0.1   4   4       4.7   1.7e+02   -0.4   0.0   168   194   165   191   158   194 0.69 -
43719at50557_456900_0:000a8d|STRG.10013.1:494-2578|+    -            695 56099at50557         -            397   1.6e-06   26.0   0.0   1   2    0.0016     0.059   11.0   0.0   245   314    58   130    43   137 0.87 -
43719at50557_456900_0:000a8d|STRG.10013.1:494-2578|+    -            695 56099at50557         -            397   1.6e-06   26.0   0.0   2   2   0.00094     0.035   11.8   0.0    59   100   135   175   131   187 0.90 -
40115at50557_108931_0:001d6b|STRG.7514.1:1182-2330|+    -            383 56099at50557         -            397   2.4e-06   25.5   1.0   1   3       5.2     2e+02   -0.6   0.0    69   100    64    95    60   186 0.70 -
40115at50557_108931_0:001d6b|STRG.7514.1:1182-2330|+    -            383 56099at50557         -            397   2.4e-06   25.5   1.0   2   3       2.3        88    0.6   0.0   172   214   204   248   134   287 0.71 -
40115at50557_108931_0:001d6b|STRG.7514.1:1182-2330|+    -            383 56099at50557         -            397   2.4e-06   25.5   1.0   3   3   1.1e-06   4.1e-05   21.4   0.1    58    98   304   344   298   352 0.93 -
69548at50557_116153_0:002191|STRG.4014.1:466-1164|+     -            233 56099at50557         -            397   2.6e-06   25.4   0.2   1   2    0.0014     0.052   11.2   0.0    61    97   156   192   150   199 0.92 -
69548at50557_116153_0:002191|STRG.4014.1:466-1164|+     -            233 56099at50557         -            397   2.6e-06   25.4   0.2   2   2      0.69        26    2.3   0.0    61    94   200   233   195   233 0.85 -
69548at50557_116153_0:002191|STRG.4014.2:493-1191|+     -            233 56099at50557         -            397   2.6e-06   25.4   0.2   1   2    0.0014     0.052   11.2   0.0    61    97   156   192   150   199 0.92 -
69548at50557_116153_0:002191|STRG.4014.2:493-1191|+     -            233 56099at50557         -            397   2.6e-06   25.4   0.2   2   2      0.69        26    2.3   0.0    61    94   200   233   195   233 0.85 -
69548at50557_116153_0:002191|STRG.4014.3:640-1338|+     -            233 56099at50557         -            397   2.6e-06   25.4   0.2   1   2    0.0014     0.052   11.2   0.0    61    97   156   192   150   199 0.92 -
69548at50557_116153_0:002191|STRG.4014.3:640-1338|+     -            233 56099at50557         -            397   2.6e-06   25.4   0.2   2   2      0.69        26    2.3   0.0    61    94   200   233   195   233 0.85 -
69548at50557_116153_0:002191|STRG.4014.4:703-1401|+     -            233 56099at50557         -            397   2.6e-06   25.4   0.2   1   2    0.0014     0.052   11.2   0.0    61    97   156   192   150   199 0.92 -
69548at50557_116153_0:002191|STRG.4014.4:703-1401|+     -            233 56099at50557         -            397   2.6e-06   25.4   0.2   2   2      0.69        26    2.3   0.0    61    94   200   233   195   233 0.85 -
78072at50557_39758_0:003b38|STRG.3767.1:348-1178|+      -            277 56099at50557         -            397   4.1e-06   24.7   0.4   1   2    0.0038      0.14    9.8   0.3   140   228    68   162    60   178 0.66 -
78072at50557_39758_0:003b38|STRG.3767.1:348-1178|+      -            277 56099at50557         -            397   4.1e-06   24.7   0.4   2   2   0.00053      0.02   12.6   0.0    60    96   178   214   171   228 0.89 -
78072at50557_39758_0:003b38|STRG.3767.3:322-1152|+      -            277 56099at50557         -            397   4.1e-06   24.7   0.4   1   2    0.0038      0.14    9.8   0.3   140   228    68   162    60   178 0.66 -
78072at50557_39758_0:003b38|STRG.3767.3:322-1152|+      -            277 56099at50557         -            397   4.1e-06   24.7   0.4   2   2   0.00053      0.02   12.6   0.0    60    96   178   214   171   228 0.89 -
80377at50557_217634_0:002edc|STRG.8858.1:288-881|+      -            198 56099at50557         -            397   4.2e-06   24.7   0.5   1   3       1.4        54    1.3   0.0    64   105     4    44     2    73 0.75 -
80377at50557_217634_0:002edc|STRG.8858.1:288-881|+      -            198 56099at50557         -            397   4.2e-06   24.7   0.5   2   3   0.00011    0.0041   14.8   0.0    59    98    84   122    79   127 0.87 -
80377at50557_217634_0:002edc|STRG.8858.1:288-881|+      -            198 56099at50557         -            397   4.2e-06   24.7   0.5   3   3      0.13       4.8    4.7   0.0    59    97   128   165   124   183 0.75 -
80377at50557_77166_0:002f29|STRG.12291.1:645-1487|+     -            281 56099at50557         -            397   5.4e-06   24.3   0.0   1   4       7.8   2.9e+02   -1.1   0.0   247   265     1    19     1    34 0.83 -
80377at50557_77166_0:002f29|STRG.12291.1:645-1487|+     -            281 56099at50557         -            397   5.4e-06   24.3   0.0   2   4     0.032       1.2    6.7   0.0   247   311    46   114    30   123 0.78 -
80377at50557_77166_0:002f29|STRG.12291.1:645-1487|+     -            281 56099at50557         -            397   5.4e-06   24.3   0.0   3   4    0.0029      0.11   10.2   0.0    59   101   126   167   115   174 0.88 -
80377at50557_77166_0:002f29|STRG.12291.1:645-1487|+     -            281 56099at50557         -            397   5.4e-06   24.3   0.0   4   4      0.43        16    3.0   0.0   235   266   248   279   197   281 0.78 -
80377at50557_104688_0:000c4b|STRG.16082.2:190-741|+     -            184 56099at50557         -            397     1e-05   23.4   0.4   1   2      0.15       5.7    4.5   0.0    64   315    33    67    25    83 0.68 -
80377at50557_104688_0:000c4b|STRG.16082.2:190-741|+     -            184 56099at50557         -            397     1e-05   23.4   0.4   2   2   2.3e-05   0.00087   17.1   0.1   237   310    86   162    81   177 0.77 -
80377at50557_104688_0:000c4b|STRG.16082.3:190-741|+     -            184 56099at50557         -            397     1e-05   23.4   0.4   1   2      0.15       5.7    4.5   0.0    64   315    33    67    25    83 0.68 -
80377at50557_104688_0:000c4b|STRG.16082.3:190-741|+     -            184 56099at50557         -            397     1e-05   23.4   0.4   2   2   2.3e-05   0.00087   17.1   0.1   237   310    86   162    81   177 0.77 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+       -            888 56099at50557         -            397   1.2e-05   23.2   0.0   1   2      0.34        13    3.3   0.0   137   269   158   295   111   299 0.71 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+       -            888 56099at50557         -            397   1.2e-05   23.2   0.0   2   2     5e-05    0.0019   16.0   0.0   176   270   491   591   483   605 0.82 -
78072at50557_29058_0:001c12|STRG.7963.1:284-1030|+      -            249 56099at50557         -            397   1.8e-05   22.6   0.5   1   2     0.063       2.4    5.8   0.0    59    95     2    39     1    47 0.83 -
78072at50557_29058_0:001c12|STRG.7963.1:284-1030|+      -            249 56099at50557         -            397   1.8e-05   22.6   0.5   2   2   9.4e-05    0.0035   15.1   0.2    63   213    51   214    45   221 0.77 -
78072at50557_56086_0:002946|STRG.16090.1:1177-1830|+    -            218 56099at50557         -            397   2.9e-05   21.9   0.2   1   2      0.24       9.1    3.8   0.0   289   311    11    34     2    44 0.59 -
78072at50557_56086_0:002946|STRG.16090.1:1177-1830|+    -            218 56099at50557         -            397   2.9e-05   21.9   0.2   2   2   6.8e-05    0.0025   15.5   0.0    59   100    48    89    45    94 0.91 -
78072at50557_56086_0:002946|STRG.16090.2:657-1310|+     -            218 56099at50557         -            397   2.9e-05   21.9   0.2   1   2      0.24       9.1    3.8   0.0   289   311    11    34     2    44 0.59 -
78072at50557_56086_0:002946|STRG.16090.2:657-1310|+     -            218 56099at50557         -            397   2.9e-05   21.9   0.2   2   2   6.8e-05    0.0025   15.5   0.0    59   100    48    89    45    94 0.91 -
78072at50557_56086_0:002946|STRG.16090.3:378-1031|+     -            218 56099at50557         -            397   2.9e-05   21.9   0.2   1   2      0.24       9.1    3.8   0.0   289   311    11    34     2    44 0.59 -
78072at50557_56086_0:002946|STRG.16090.3:378-1031|+     -            218 56099at50557         -            397   2.9e-05   21.9   0.2   2   2   6.8e-05    0.0025   15.5   0.0    59   100    48    89    45    94 0.91 -
78072at50557_56086_0:002946|STRG.16090.4:834-1487|+     -            218 56099at50557         -            397   2.9e-05   21.9   0.2   1   2      0.24       9.1    3.8   0.0   289   311    11    34     2    44 0.59 -
78072at50557_56086_0:002946|STRG.16090.4:834-1487|+     -            218 56099at50557         -            397   2.9e-05   21.9   0.2   2   2   6.8e-05    0.0025   15.5   0.0    59   100    48    89    45    94 0.91 -
78072at50557_56086_0:002946|STRG.16090.5:2035-2688|+    -            218 56099at50557         -            397   2.9e-05   21.9   0.2   1   2      0.24       9.1    3.8   0.0   289   311    11    34     2    44 0.59 -
78072at50557_56086_0:002946|STRG.16090.5:2035-2688|+    -            218 56099at50557         -            397   2.9e-05   21.9   0.2   2   2   6.8e-05    0.0025   15.5   0.0    59   100    48    89    45    94 0.91 -
78072at50557_56086_0:002946|STRG.16090.6:1959-2612|+    -            218 56099at50557         -            397   2.9e-05   21.9   0.2   1   2      0.24       9.1    3.8   0.0   289   311    11    34     2    44 0.59 -
78072at50557_56086_0:002946|STRG.16090.6:1959-2612|+    -            218 56099at50557         -            397   2.9e-05   21.9   0.2   2   2   6.8e-05    0.0025   15.5   0.0    59   100    48    89    45    94 0.91 -
69548at50557_609295_0:0005e7|STRG.1258.2:282-1139|+     -            286 56099at50557         -            397     3e-05   21.9   0.1   1   3      0.31        11    3.5   0.0   236   271     7    42     3    49 0.87 -
69548at50557_609295_0:0005e7|STRG.1258.2:282-1139|+     -            286 56099at50557         -            397     3e-05   21.9   0.1   2   3    0.0077      0.29    8.8   0.0    59    99    52    92    47    99 0.90 -
69548at50557_609295_0:0005e7|STRG.1258.2:282-1139|+     -            286 56099at50557         -            397     3e-05   21.9   0.1   3   3      0.39        14    3.2   0.1   278   310   220   253   129   265 0.58 -
40115at50557_121225_0:000dac|STRG.2084.1:749-1819|+     -            357 56099at50557         -            397     3e-05   21.9   0.1   1   2      0.56        21    2.6   0.0    62   100   170   207   165   236 0.81 -
40115at50557_121225_0:000dac|STRG.2084.1:749-1819|+     -            357 56099at50557         -            397     3e-05   21.9   0.1   2   2     3e-05    0.0011   16.7   0.0   232   311   245   331   220   340 0.85 -
40115at50557_121225_0:000dac|STRG.2084.2:1730-2800|+    -            357 56099at50557         -            397     3e-05   21.9   0.1   1   2      0.56        21    2.6   0.0    62   100   170   207   165   236 0.81 -
40115at50557_121225_0:000dac|STRG.2084.2:1730-2800|+    -            357 56099at50557         -            397     3e-05   21.9   0.1   2   2     3e-05    0.0011   16.7   0.0   232   311   245   331   220   340 0.85 -
40115at50557_121225_0:000dac|STRG.2084.3:1865-2935|+    -            357 56099at50557         -            397     3e-05   21.9   0.1   1   2      0.56        21    2.6   0.0    62   100   170   207   165   236 0.81 -
40115at50557_121225_0:000dac|STRG.2084.3:1865-2935|+    -            357 56099at50557         -            397     3e-05   21.9   0.1   2   2     3e-05    0.0011   16.7   0.0   232   311   245   331   220   340 0.85 -
40115at50557_121225_0:000dac|STRG.2084.4:1798-2868|+    -            357 56099at50557         -            397     3e-05   21.9   0.1   1   2      0.56        21    2.6   0.0    62   100   170   207   165   236 0.81 -
40115at50557_121225_0:000dac|STRG.2084.4:1798-2868|+    -            357 56099at50557         -            397     3e-05   21.9   0.1   2   2     3e-05    0.0011   16.7   0.0   232   311   245   331   220   340 0.85 -
40115at50557_121225_0:000dac|STRG.2084.5:1864-2934|+    -            357 56099at50557         -            397     3e-05   21.9   0.1   1   2      0.56        21    2.6   0.0    62   100   170   207   165   236 0.81 -
40115at50557_121225_0:000dac|STRG.2084.5:1864-2934|+    -            357 56099at50557         -            397     3e-05   21.9   0.1   2   2     3e-05    0.0011   16.7   0.0   232   311   245   331   220   340 0.85 -
40115at50557_121225_0:000dac|STRG.2084.7:1676-2746|+    -            357 56099at50557         -            397     3e-05   21.9   0.1   1   2      0.56        21    2.6   0.0    62   100   170   207   165   236 0.81 -
40115at50557_121225_0:000dac|STRG.2084.7:1676-2746|+    -            357 56099at50557         -            397     3e-05   21.9   0.1   2   2     3e-05    0.0011   16.7   0.0   232   311   245   331   220   340 0.85 -
40115at50557_121225_0:000dac|STRG.2084.9:1508-2578|+    -            357 56099at50557         -            397     3e-05   21.9   0.1   1   2      0.56        21    2.6   0.0    62   100   170   207   165   236 0.81 -
40115at50557_121225_0:000dac|STRG.2084.9:1508-2578|+    -            357 56099at50557         -            397     3e-05   21.9   0.1   2   2     3e-05    0.0011   16.7   0.0   232   311   245   331   220   340 0.85 -
57752at50557_319348_0:00350b|STRG.9531.2:405-1064|+     -            220 56099at50557         -            397   5.2e-05   21.1   0.2   1   3     0.057       2.1    5.9   0.0    63    97     5    39     2    48 0.89 -
57752at50557_319348_0:00350b|STRG.9531.2:405-1064|+     -            220 56099at50557         -            397   5.2e-05   21.1   0.2   2   3    0.0014     0.054   11.2   0.0    59   104    51    96    43   104 0.91 -
57752at50557_319348_0:00350b|STRG.9531.2:405-1064|+     -            220 56099at50557         -            397   5.2e-05   21.1   0.2   3   3       1.9        70    0.9   0.0   243   271   100   128    95   143 0.70 -
80377at50557_34740_0:001fa0|STRG.16082.1:128-676|+      -            183 56099at50557         -            397   5.2e-05   21.1   0.2   1   2      0.16       5.8    4.5   0.0   281   315    57    91    50   108 0.69 -
80377at50557_34740_0:001fa0|STRG.16082.1:128-676|+      -            183 56099at50557         -            397   5.2e-05   21.1   0.2   2   2   0.00013    0.0049   14.6   0.0   237   303   110   179   105   183 0.64 -
37475at50557_29031_0:002211|STRG.9531.3:673-1098|+      -            142 56099at50557         -            397     6e-05   20.9   0.2   1   3      0.22       8.1    4.0   0.0    65    97     1    33     1    42 0.75 -
37475at50557_29031_0:002211|STRG.9531.3:673-1098|+      -            142 56099at50557         -            397     6e-05   20.9   0.2   2   3   0.00077     0.029   12.1   0.0    59   104    45    90    37    93 0.91 -
37475at50557_29031_0:002211|STRG.9531.3:673-1098|+      -            142 56099at50557         -            397     6e-05   20.9   0.2   3   3         1        38    1.8   0.0   243   271    94   122    89   133 0.70 -
78072at50557_139723_0:002bcb|STRG.10627.1:459-1259|+    -            267 56099at50557         -            397   6.5e-05   20.8   0.1   1   3        10   3.7e+02   -1.5   0.0    81   101    36    56    31    90 0.81 -
78072at50557_139723_0:002bcb|STRG.10627.1:459-1259|+    -            267 56099at50557         -            397   6.5e-05   20.8   0.1   2   3       2.9   1.1e+02    0.3   0.1    97   123    70   100    60   116 0.73 -
78072at50557_139723_0:002bcb|STRG.10627.1:459-1259|+    -            267 56099at50557         -            397   6.5e-05   20.8   0.1   3   3   2.1e-05   0.00078   17.2   0.0   245   321   118   196   106   202 0.83 -
90358at50557_108931_0:000131|STRG.628.1:641-1267|+      -            209 56099at50557         -            397   0.00011   20.0   0.1   1   2     0.019       0.7    7.5   0.0    59    98    20    58    17    69 0.87 -
90358at50557_108931_0:000131|STRG.628.1:641-1267|+      -            209 56099at50557         -            397   0.00011   20.0   0.1   2   2    0.0025     0.094   10.4   0.1    62    98   169   204   167   208 0.86 -
40115at50557_103372_0:0021d6|STRG.13166.3:3978-4988|+   -            337 56099at50557         -            397   0.00011   20.0   1.1   1   5      0.41        15    3.1   0.0    63    96    22    52    19    57 0.80 -
40115at50557_103372_0:0021d6|STRG.13166.3:3978-4988|+   -            337 56099at50557         -            397   0.00011   20.0   1.1   2   5      0.55        20    2.7   0.0    61   106    60   103    56   109 0.74 -
40115at50557_103372_0:0021d6|STRG.13166.3:3978-4988|+   -            337 56099at50557         -            397   0.00011   20.0   1.1   3   5       2.4        91    0.5   0.0   209   268   135   194   126   202 0.72 -
40115at50557_103372_0:0021d6|STRG.13166.3:3978-4988|+   -            337 56099at50557         -            397   0.00011   20.0   1.1   4   5     0.082       3.1    5.4   0.0    60    99   207   243   200   265 0.82 -
40115at50557_103372_0:0021d6|STRG.13166.3:3978-4988|+   -            337 56099at50557         -            397   0.00011   20.0   1.1   5   5       1.4        54    1.3   0.0    59    97   294   329   292   333 0.80 -
69548at50557_7375_0:00230f|STRG.9531.1:425-1069|+       -            215 56099at50557         -            397   0.00012   19.9   0.2   1   3      0.13       4.8    4.7   0.0    64    97     1    34     1    44 0.87 -
69548at50557_7375_0:00230f|STRG.9531.1:425-1069|+       -            215 56099at50557         -            397   0.00012   19.9   0.2   2   3    0.0015     0.058   11.1   0.0    59   104    46    91    43    99 0.91 -
69548at50557_7375_0:00230f|STRG.9531.1:425-1069|+       -            215 56099at50557         -            397   0.00012   19.9   0.2   3   3       1.7        64    1.0   0.0   243   271    95   123    89   138 0.70 -
31374at50557_217634_0:002f47|STRG.3281.1:31-246|+       -             72 56099at50557         -            397   0.00012   19.8   0.0   1   1   8.3e-05    0.0031   15.2   0.0   243   310     2    72     1    72 0.73 -
116554at50557_7539_0:000ac1|STRG.13901.1:277-873|+      -            199 56099at50557         -            397   0.00014   19.6   0.0   1   2       1.4        51    1.4   0.0   166   198    37    69     8   116 0.70 -
116554at50557_7539_0:000ac1|STRG.13901.1:277-873|+      -            199 56099at50557         -            397   0.00014   19.6   0.0   2   2     4e-05    0.0015   16.3   0.0    61    97   132   168   129   180 0.91 -
78072at50557_110193_0:0018f8|STRG.14525.1:144-914|+     -            257 56099at50557         -            397   0.00015   19.6   4.0   1   4       1.1        39    1.7   0.0    97   141     8    60     4    72 0.69 -
78072at50557_110193_0:0018f8|STRG.14525.1:144-914|+     -            257 56099at50557         -            397   0.00015   19.6   4.0   2   4      0.56        21    2.6   0.0    61    97    97   132    94   136 0.85 -
78072at50557_110193_0:0018f8|STRG.14525.1:144-914|+     -            257 56099at50557         -            397   0.00015   19.6   4.0   3   4    0.0024     0.091   10.4   0.3    56   124   136   214   132   223 0.60 -
78072at50557_110193_0:0018f8|STRG.14525.1:144-914|+     -            257 56099at50557         -            397   0.00015   19.6   4.0   4   4      0.54        20    2.7   0.0   242   271   224   253   215   257 0.61 -
40115at50557_103372_0:0021d6|STRG.13166.2:3978-4955|+   -            326 56099at50557         -            397   0.00017   19.4   1.3   1   5       0.4        15    3.1   0.0    63    96    22    52    19    57 0.80 -
40115at50557_103372_0:0021d6|STRG.13166.2:3978-4955|+   -            326 56099at50557         -            397   0.00017   19.4   1.3   2   5      0.52        20    2.7   0.0    61   106    60   103    56   109 0.74 -
40115at50557_103372_0:0021d6|STRG.13166.2:3978-4955|+   -            326 56099at50557         -            397   0.00017   19.4   1.3   3   5       2.3        87    0.6   0.0   209   268   135   194   127   202 0.72 -
40115at50557_103372_0:0021d6|STRG.13166.2:3978-4955|+   -            326 56099at50557         -            397   0.00017   19.4   1.3   4   5     0.071       2.6    5.6   0.0    59    99   206   243   196   265 0.83 -
40115at50557_103372_0:0021d6|STRG.13166.2:3978-4955|+   -            326 56099at50557         -            397   0.00017   19.4   1.3   5   5       2.2        83    0.7   0.0    59    94   294   326   291   326 0.82 -
80377at50557_378494_0:00121e|STRG.871.1:1846-2397|+     -            184 56099at50557         -            397   0.00022   19.0   0.0   1   1   1.8e-05   0.00066   17.5   0.0   240   307   110   179    53   183 0.78 -
57752at50557_45779_0:003ace|STRG.1582.1:1342-2250|+     -            303 56099at50557         -            397   0.00028   18.7   0.2   1   2   0.00033     0.012   13.3   0.1   144   313    70   263     1   272 0.74 -
57752at50557_45779_0:003ace|STRG.1582.1:1342-2250|+     -            303 56099at50557         -            397   0.00028   18.7   0.2   2   2      0.93        35    1.9   0.0    62    94   271   303   266   303 0.83 -
57752at50557_45779_0:003ace|STRG.1582.2:1342-2250|+     -            303 56099at50557         -            397   0.00028   18.7   0.2   1   2   0.00033     0.012   13.3   0.1   144   313    70   263     1   272 0.74 -
57752at50557_45779_0:003ace|STRG.1582.2:1342-2250|+     -            303 56099at50557         -            397   0.00028   18.7   0.2   2   2      0.93        35    1.9   0.0    62    94   271   303   266   303 0.83 -
57752at50557_45779_0:003ace|STRG.1582.3:1046-1954|+     -            303 56099at50557         -            397   0.00028   18.7   0.2   1   2   0.00033     0.012   13.3   0.1   144   313    70   263     1   272 0.74 -
57752at50557_45779_0:003ace|STRG.1582.3:1046-1954|+     -            303 56099at50557         -            397   0.00028   18.7   0.2   2   2      0.93        35    1.9   0.0    62    94   271   303   266   303 0.83 -
40115at50557_29031_0:00277e|STRG.15892.3:1407-2192|+    -            262 56099at50557         -            397   0.00028   18.7   0.1   1   2      0.35        13    3.3   0.0   288   327     3    42     1    58 0.72 -
40115at50557_29031_0:00277e|STRG.15892.3:1407-2192|+    -            262 56099at50557         -            397   0.00028   18.7   0.1   2   2   0.00075     0.028   12.1   0.1   168   268   149   254    75   259 0.69 -
40115at50557_29031_0:00277e|STRG.15892.4:1407-2192|+    -            262 56099at50557         -            397   0.00028   18.7   0.1   1   2      0.35        13    3.3   0.0   288   327     3    42     1    58 0.72 -
