#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
23620at50557_34720_0:0012cc|STRG.5639.1:52-2658|+      -            869 23620at50557         -            502    5e-245  812.9  10.2   1   1    3e-245  1.4e-243  808.2  10.2     1   501   245   852   245   853 0.90 -
69548at50557_103372_0:0010c7|STRG.11560.1:140-1468|+   -            443 23620at50557         -            502   9.4e-06   23.6   3.0   1   3     0.011      0.52    8.0   0.2   239   310   127   204    70   214 0.72 -
69548at50557_103372_0:0010c7|STRG.11560.1:140-1468|+   -            443 23620at50557         -            502   9.4e-06   23.6   3.0   2   3    0.0011      0.05   11.4   0.1   232   327   272   371   266   380 0.79 -
69548at50557_103372_0:0010c7|STRG.11560.1:140-1468|+   -            443 23620at50557         -            502   9.4e-06   23.6   3.0   3   3      0.56        26    2.4   0.0   232   269   401   438   380   442 0.84 -
40115at50557_29031_0:00277e|STRG.15892.3:1407-2192|+   -            262 23620at50557         -            502     1e-05   23.5   1.5   1   4      0.75        34    2.0   0.0   244   273     1    31     1   140 0.84 -
40115at50557_29031_0:00277e|STRG.15892.3:1407-2192|+   -            262 23620at50557         -            502     1e-05   23.5   1.5   2   4     0.039       1.8    6.2   0.1   238   282   141   185   137   188 0.86 -
40115at50557_29031_0:00277e|STRG.15892.3:1407-2192|+   -            262 23620at50557         -            502     1e-05   23.5   1.5   3   4    0.0021     0.096   10.4   0.1   242   279   190   227   180   231 0.89 -
40115at50557_29031_0:00277e|STRG.15892.3:1407-2192|+   -            262 23620at50557         -            502     1e-05   23.5   1.5   4   4       0.1       4.7    4.8   0.0   236   269   225   259   223   262 0.90 -
40115at50557_29031_0:00277e|STRG.15892.4:1407-2192|+   -            262 23620at50557         -            502     1e-05   23.5   1.5   1   4      0.75        34    2.0   0.0   244   273     1    31     1   140 0.84 -
40115at50557_29031_0:00277e|STRG.15892.4:1407-2192|+   -            262 23620at50557         -            502     1e-05   23.5   1.5   2   4     0.039       1.8    6.2   0.1   238   282   141   185   137   188 0.86 -
40115at50557_29031_0:00277e|STRG.15892.4:1407-2192|+   -            262 23620at50557         -            502     1e-05   23.5   1.5   3   4    0.0021     0.096   10.4   0.1   242   279   190   227   180   231 0.89 -
40115at50557_29031_0:00277e|STRG.15892.4:1407-2192|+   -            262 23620at50557         -            502     1e-05   23.5   1.5   4   4       0.1       4.7    4.8   0.0   236   269   225   259   223   262 0.90 -
40115at50557_29031_0:00277e|STRG.15892.5:1577-2362|+   -            262 23620at50557         -            502     1e-05   23.5   1.5   1   4      0.75        34    2.0   0.0   244   273     1    31     1   140 0.84 -
40115at50557_29031_0:00277e|STRG.15892.5:1577-2362|+   -            262 23620at50557         -            502     1e-05   23.5   1.5   2   4     0.039       1.8    6.2   0.1   238   282   141   185   137   188 0.86 -
40115at50557_29031_0:00277e|STRG.15892.5:1577-2362|+   -            262 23620at50557         -            502     1e-05   23.5   1.5   3   4    0.0021     0.096   10.4   0.1   242   279   190   227   180   231 0.89 -
40115at50557_29031_0:00277e|STRG.15892.5:1577-2362|+   -            262 23620at50557         -            502     1e-05   23.5   1.5   4   4       0.1       4.7    4.8   0.0   236   269   225   259   223   262 0.90 -
40115at50557_29031_0:00277e|STRG.15892.7:1407-2192|+   -            262 23620at50557         -            502     1e-05   23.5   1.5   1   4      0.75        34    2.0   0.0   244   273     1    31     1   140 0.84 -
40115at50557_29031_0:00277e|STRG.15892.7:1407-2192|+   -            262 23620at50557         -            502     1e-05   23.5   1.5   2   4     0.039       1.8    6.2   0.1   238   282   141   185   137   188 0.86 -
40115at50557_29031_0:00277e|STRG.15892.7:1407-2192|+   -            262 23620at50557         -            502     1e-05   23.5   1.5   3   4    0.0021     0.096   10.4   0.1   242   279   190   227   180   231 0.89 -
40115at50557_29031_0:00277e|STRG.15892.7:1407-2192|+   -            262 23620at50557         -            502     1e-05   23.5   1.5   4   4       0.1       4.7    4.8   0.0   236   269   225   259   223   262 0.90 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 23620at50557         -            502   1.1e-05   23.4   0.5   1   5      0.72        33    2.1   0.0   243   277     8    43     3    45 0.79 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 23620at50557         -            502   1.1e-05   23.4   0.5   2   5    0.0052      0.24    9.1   0.0   228   276    35    84    30    87 0.80 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 23620at50557         -            502   1.1e-05   23.4   0.5   3   5     0.049       2.2    5.9   0.0   233   268    82   118    80   128 0.87 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 23620at50557         -            502   1.1e-05   23.4   0.5   4   5       2.3   1.1e+02    0.4   0.0   253   269   103   119    91   167 0.54 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 23620at50557         -            502   1.1e-05   23.4   0.5   5   5      0.16       7.3    4.2   0.0   234   276   210   252   185   255 0.79 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+    -            278 23620at50557         -            502   1.2e-05   23.3   0.4   1   4       1.5        69    1.0   0.0   244   276     4    37     1    38 0.77 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+    -            278 23620at50557         -            502   1.2e-05   23.3   0.4   2   4    0.0065       0.3    8.8   0.0   228   276    30    79    25    81 0.80 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+    -            278 23620at50557         -            502   1.2e-05   23.3   0.4   3   4     0.052       2.4    5.8   0.0   233   269    77   114    76   127 0.86 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+    -            278 23620at50557         -            502   1.2e-05   23.3   0.4   4   4     0.099       4.5    4.9   0.0   235   277   206   248   181   275 0.71 -
40115at50557_116153_0:000cbb|STRG.7509.1:174-1070|+    -            299 23620at50557         -            502   1.8e-05   22.7   0.0   1   2   0.00015    0.0069   14.2   0.0   248   406    10   163     1   194 0.76 -
40115at50557_116153_0:000cbb|STRG.7509.1:174-1070|+    -            299 23620at50557         -            502   1.8e-05   22.7   0.0   2   2     0.055       2.5    5.7   0.0   246   270   230   254   202   298 0.79 -
57752at50557_45779_0:003ace|STRG.1582.1:1342-2250|+    -            303 23620at50557         -            502   2.4e-05   22.3   0.1   1   4     0.011      0.51    8.0   0.0   248   274    10    36     1    74 0.82 -
57752at50557_45779_0:003ace|STRG.1582.1:1342-2250|+    -            303 23620at50557         -            502   2.4e-05   22.3   0.1   2   4       1.4        63    1.1   0.0   395   457    65   127    51   131 0.74 -
57752at50557_45779_0:003ace|STRG.1582.1:1342-2250|+    -            303 23620at50557         -            502   2.4e-05   22.3   0.1   3   4       6.9   3.2e+02   -1.2   0.0   419   451   186   218   134   233 0.62 -
57752at50557_45779_0:003ace|STRG.1582.1:1342-2250|+    -            303 23620at50557         -            502   2.4e-05   22.3   0.1   4   4    0.0091      0.42    8.3   0.0   237   276   226   269   221   281 0.79 -
57752at50557_45779_0:003ace|STRG.1582.2:1342-2250|+    -            303 23620at50557         -            502   2.4e-05   22.3   0.1   1   4     0.011      0.51    8.0   0.0   248   274    10    36     1    74 0.82 -
57752at50557_45779_0:003ace|STRG.1582.2:1342-2250|+    -            303 23620at50557         -            502   2.4e-05   22.3   0.1   2   4       1.4        63    1.1   0.0   395   457    65   127    51   131 0.74 -
57752at50557_45779_0:003ace|STRG.1582.2:1342-2250|+    -            303 23620at50557         -            502   2.4e-05   22.3   0.1   3   4       6.9   3.2e+02   -1.2   0.0   419   451   186   218   134   233 0.62 -
57752at50557_45779_0:003ace|STRG.1582.2:1342-2250|+    -            303 23620at50557         -            502   2.4e-05   22.3   0.1   4   4    0.0091      0.42    8.3   0.0   237   276   226   269   221   281 0.79 -
57752at50557_45779_0:003ace|STRG.1582.3:1046-1954|+    -            303 23620at50557         -            502   2.4e-05   22.3   0.1   1   4     0.011      0.51    8.0   0.0   248   274    10    36     1    74 0.82 -
57752at50557_45779_0:003ace|STRG.1582.3:1046-1954|+    -            303 23620at50557         -            502   2.4e-05   22.3   0.1   2   4       1.4        63    1.1   0.0   395   457    65   127    51   131 0.74 -
57752at50557_45779_0:003ace|STRG.1582.3:1046-1954|+    -            303 23620at50557         -            502   2.4e-05   22.3   0.1   3   4       6.9   3.2e+02   -1.2   0.0   419   451   186   218   134   233 0.62 -
57752at50557_45779_0:003ace|STRG.1582.3:1046-1954|+    -            303 23620at50557         -            502   2.4e-05   22.3   0.1   4   4    0.0091      0.42    8.3   0.0   237   276   226   269   221   281 0.79 -
90358at50557_680683_0:0009ec|STRG.16626.1:1188-1961|+  -            258 23620at50557         -            502   2.6e-05   22.2   0.0   1   1   6.9e-07   3.2e-05   21.9   0.0   240   427     4   190     1   214 0.77 -
42371at50557_520822_0:00190c|STRG.10436.2:510-2330|+   -            607 23620at50557         -            502   2.7e-05   22.1   0.5   1   2     0.035       1.6    6.4   0.0   240   304   286   350   272   398 0.77 -
42371at50557_520822_0:00190c|STRG.10436.2:510-2330|+   -            607 23620at50557         -            502   2.7e-05   22.1   0.5   2   2   0.00089     0.041   11.6   0.2   238   305   503   576   495   584 0.75 -
42371at50557_520822_0:00190c|STRG.10436.3:496-2337|+   -            607 23620at50557         -            502   2.7e-05   22.1   0.5   1   2     0.035       1.6    6.4   0.0   240   304   286   350   272   398 0.77 -
42371at50557_520822_0:00190c|STRG.10436.3:496-2337|+   -            607 23620at50557         -            502   2.7e-05   22.1   0.5   2   2   0.00089     0.041   11.6   0.2   238   305   503   576   495   584 0.75 -
42371at50557_520822_0:00190c|STRG.10436.1:510-2333|+   -            608 23620at50557         -            502   2.9e-05   22.0   0.5   1   2     0.036       1.6    6.4   0.0   240   304   287   351   274   399 0.76 -
42371at50557_520822_0:00190c|STRG.10436.1:510-2333|+   -            608 23620at50557         -            502   2.9e-05   22.0   0.5   2   2   0.00089     0.041   11.6   0.2   238   305   504   577   496   585 0.75 -
80377at50557_77166_0:002f29|STRG.12291.1:645-1487|+    -            281 23620at50557         -            502   3.8e-05   21.6   0.1   1   3      0.25        11    3.6   0.0   234   268    78   114    73   122 0.86 -
80377at50557_77166_0:002f29|STRG.12291.1:645-1487|+    -            281 23620at50557         -            502   3.8e-05   21.6   0.1   2   3     0.026       1.2    6.8   0.0   233   270   125   163   115   182 0.76 -
80377at50557_77166_0:002f29|STRG.12291.1:645-1487|+    -            281 23620at50557         -            502   3.8e-05   21.6   0.1   3   3     0.011      0.52    8.0   0.0   401   441   239   280   204   281 0.83 -
78072at50557_156304_0:001dd8|STRG.4182.1:1645-2361|+   -            239 23620at50557         -            502     4e-05   21.6   0.1   1   3     7e-05    0.0032   15.3   0.0   236   300     1    76     1    99 0.65 -
78072at50557_156304_0:001dd8|STRG.4182.1:1645-2361|+   -            239 23620at50557         -            502     4e-05   21.6   0.1   2   3      0.83        38    1.9   0.0   234   272    99   135    88   145 0.76 -
78072at50557_156304_0:001dd8|STRG.4182.1:1645-2361|+   -            239 23620at50557         -            502     4e-05   21.6   0.1   3   3       1.1        52    1.4   0.0   243   279   148   186   135   196 0.75 -
78072at50557_156304_0:001dd8|STRG.4182.3:1821-2537|+   -            239 23620at50557         -            502     4e-05   21.6   0.1   1   3     7e-05    0.0032   15.3   0.0   236   300     1    76     1    99 0.65 -
78072at50557_156304_0:001dd8|STRG.4182.3:1821-2537|+   -            239 23620at50557         -            502     4e-05   21.6   0.1   2   3      0.83        38    1.9   0.0   234   272    99   135    88   145 0.76 -
78072at50557_156304_0:001dd8|STRG.4182.3:1821-2537|+   -            239 23620at50557         -            502     4e-05   21.6   0.1   3   3       1.1        52    1.4   0.0   243   279   148   186   135   196 0.75 -
40115at50557_597456_0:00265e|STRG.4355.1:1850-2719|+   -            290 23620at50557         -            502   4.4e-05   21.4   6.2   1   3      0.13         6    4.5   0.1   240   279     1    42     1    73 0.82 -
40115at50557_597456_0:00265e|STRG.4355.1:1850-2719|+   -            290 23620at50557         -            502   4.4e-05   21.4   6.2   2   3    0.0018     0.083   10.6   0.2   237   283    86   134    81   162 0.69 -
40115at50557_597456_0:00265e|STRG.4355.1:1850-2719|+   -            290 23620at50557         -            502   4.4e-05   21.4   6.2   3   3     0.035       1.6    6.4   0.1   235   278   175   219   164   231 0.87 -
43121at50557_7159_0:0008d1|STRG.3170.1:1074-1838|+     -            255 23620at50557         -            502   5.3e-05   21.2   0.5   1   2      0.18       8.2    4.1   0.3   239   272     3    37     1   197 0.66 -
43121at50557_7159_0:0008d1|STRG.3170.1:1074-1838|+     -            255 23620at50557         -            502   5.3e-05   21.2   0.5   2   2   0.00029     0.014   13.2   0.0   231   277   183   229   176   254 0.78 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 23620at50557         -            502   6.1e-05   21.0   1.6   1   5      0.29        13    3.3   0.1   233   272     3    47     1    59 0.77 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 23620at50557         -            502   6.1e-05   21.0   1.6   2   5     0.059       2.7    5.6   0.0   239   269    68    98    55   110 0.88 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 23620at50557         -            502   6.1e-05   21.0   1.6   3   5      0.59        27    2.3   0.0   238   275   111   149   108   161 0.83 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 23620at50557         -            502   6.1e-05   21.0   1.6   4   5      0.08       3.7    5.2   0.0   247   278   179   210   154   214 0.83 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 23620at50557         -            502   6.1e-05   21.0   1.6   5   5       6.1   2.8e+02   -1.0   0.0   237   273   210   248   207   263 0.72 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 23620at50557         -            502   6.1e-05   21.0   1.6   1   5      0.29        13    3.3   0.1   233   272     3    47     1    59 0.77 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 23620at50557         -            502   6.1e-05   21.0   1.6   2   5     0.059       2.7    5.6   0.0   239   269    68    98    55   110 0.88 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 23620at50557         -            502   6.1e-05   21.0   1.6   3   5      0.59        27    2.3   0.0   238   275   111   149   108   161 0.83 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 23620at50557         -            502   6.1e-05   21.0   1.6   4   5      0.08       3.7    5.2   0.0   247   278   179   210   154   214 0.83 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 23620at50557         -            502   6.1e-05   21.0   1.6   5   5       6.1   2.8e+02   -1.0   0.0   237   273   210   248   207   263 0.72 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 23620at50557         -            502   6.1e-05   21.0   1.6   1   5      0.29        13    3.3   0.1   233   272     3    47     1    59 0.77 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 23620at50557         -            502   6.1e-05   21.0   1.6   2   5     0.059       2.7    5.6   0.0   239   269    68    98    55   110 0.88 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 23620at50557         -            502   6.1e-05   21.0   1.6   3   5      0.59        27    2.3   0.0   238   275   111   149   108   161 0.83 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 23620at50557         -            502   6.1e-05   21.0   1.6   4   5      0.08       3.7    5.2   0.0   247   278   179   210   154   214 0.83 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 23620at50557         -            502   6.1e-05   21.0   1.6   5   5       6.1   2.8e+02   -1.0   0.0   237   273   210   248   207   263 0.72 -
78072at50557_139723_0:002bcb|STRG.10627.1:459-1259|+   -            267 23620at50557         -            502   6.3e-05   20.9   0.0   1   1   2.7e-06   0.00013   19.9   0.0   232   284   151   202   139   249 0.78 -
14512at50557_1218281_0:002752|STRG.13358.1:983-1363|+  -            127 23620at50557         -            502   0.00011   20.2   0.0   1   1   2.9e-06   0.00013   19.9   0.0   224   270    12    59     2    78 0.84 -
31374at50557_197043_0:003de5|STRG.13893.1:1399-2151|+  -            251 23620at50557         -            502   0.00019   19.4   0.0   1   3     0.014      0.66    7.7   0.0   228   277     5    56     1    59 0.76 -
31374at50557_197043_0:003de5|STRG.13893.1:1399-2151|+  -            251 23620at50557         -            502   0.00019   19.4   0.0   2   3    0.0096      0.44    8.2   0.0   234   279    57   103    55   114 0.78 -
31374at50557_197043_0:003de5|STRG.13893.1:1399-2151|+  -            251 23620at50557         -            502   0.00019   19.4   0.0   3   3       2.7   1.2e+02    0.2   0.0   231   268   121   160   112   164 0.76 -
31374at50557_197043_0:003de5|STRG.13893.2:1983-2735|+  -            251 23620at50557         -            502   0.00019   19.4   0.0   1   3     0.014      0.66    7.7   0.0   228   277     5    56     1    59 0.76 -
31374at50557_197043_0:003de5|STRG.13893.2:1983-2735|+  -            251 23620at50557         -            502   0.00019   19.4   0.0   2   3    0.0096      0.44    8.2   0.0   234   279    57   103    55   114 0.78 -
31374at50557_197043_0:003de5|STRG.13893.2:1983-2735|+  -            251 23620at50557         -            502   0.00019   19.4   0.0   3   3       2.7   1.2e+02    0.2   0.0   231   268   121   160   112   164 0.76 -
31374at50557_197043_0:003de5|STRG.13893.3:1294-2046|+  -            251 23620at50557         -            502   0.00019   19.4   0.0   1   3     0.014      0.66    7.7   0.0   228   277     5    56     1    59 0.76 -
31374at50557_197043_0:003de5|STRG.13893.3:1294-2046|+  -            251 23620at50557         -            502   0.00019   19.4   0.0   2   3    0.0096      0.44    8.2   0.0   234   279    57   103    55   114 0.78 -
31374at50557_197043_0:003de5|STRG.13893.3:1294-2046|+  -            251 23620at50557         -            502   0.00019   19.4   0.0   3   3       2.7   1.2e+02    0.2   0.0   231   268   121   160   112   164 0.76 -
31374at50557_197043_0:003de5|STRG.13893.4:1395-2147|+  -            251 23620at50557         -            502   0.00019   19.4   0.0   1   3     0.014      0.66    7.7   0.0   228   277     5    56     1    59 0.76 -
31374at50557_197043_0:003de5|STRG.13893.4:1395-2147|+  -            251 23620at50557         -            502   0.00019   19.4   0.0   2   3    0.0096      0.44    8.2   0.0   234   279    57   103    55   114 0.78 -
31374at50557_197043_0:003de5|STRG.13893.4:1395-2147|+  -            251 23620at50557         -            502   0.00019   19.4   0.0   3   3       2.7   1.2e+02    0.2   0.0   231   268   121   160   112   164 0.76 -
69548at50557_116153_0:002191|STRG.4014.1:466-1164|+    -            233 23620at50557         -            502   0.00019   19.3   0.0   1   2    0.0055      0.25    9.0   0.0   252   311    78   150    46   152 0.66 -
69548at50557_116153_0:002191|STRG.4014.1:466-1164|+    -            233 23620at50557         -            502   0.00019   19.3   0.0   2   2     0.012      0.56    7.9   0.0   232   301   152   230   146   232 0.73 -
69548at50557_116153_0:002191|STRG.4014.2:493-1191|+    -            233 23620at50557         -            502   0.00019   19.3   0.0   1   2    0.0055      0.25    9.0   0.0   252   311    78   150    46   152 0.66 -
69548at50557_116153_0:002191|STRG.4014.2:493-1191|+    -            233 23620at50557         -            502   0.00019   19.3   0.0   2   2     0.012      0.56    7.9   0.0   232   301   152   230   146   232 0.73 -
69548at50557_116153_0:002191|STRG.4014.3:640-1338|+    -            233 23620at50557         -            502   0.00019   19.3   0.0   1   2    0.0055      0.25    9.0   0.0   252   311    78   150    46   152 0.66 -
69548at50557_116153_0:002191|STRG.4014.3:640-1338|+    -            233 23620at50557         -            502   0.00019   19.3   0.0   2   2     0.012      0.56    7.9   0.0   232   301   152   230   146   232 0.73 -
69548at50557_116153_0:002191|STRG.4014.4:703-1401|+    -            233 23620at50557         -            502   0.00019   19.3   0.0   1   2    0.0055      0.25    9.0   0.0   252   311    78   150    46   152 0.66 -
69548at50557_116153_0:002191|STRG.4014.4:703-1401|+    -            233 23620at50557         -            502   0.00019   19.3   0.0   2   2     0.012      0.56    7.9   0.0   232   301   152   230   146   232 0.73 -
80377at50557_104688_0:000c4b|STRG.16082.2:190-741|+    -            184 23620at50557         -            502   0.00021   19.2   1.1   1   2       1.8        82    0.7   0.0   248   273    43    68    29    72 0.75 -
80377at50557_104688_0:000c4b|STRG.16082.2:190-741|+    -            184 23620at50557         -            502   0.00021   19.2   1.1   2   2   5.4e-05    0.0025   15.7   0.2   236   310    88   168    76   179 0.60 -
80377at50557_104688_0:000c4b|STRG.16082.3:190-741|+    -            184 23620at50557         -            502   0.00021   19.2   1.1   1   2       1.8        82    0.7   0.0   248   273    43    68    29    72 0.75 -
80377at50557_104688_0:000c4b|STRG.16082.3:190-741|+    -            184 23620at50557         -            502   0.00021   19.2   1.1   2   2   5.4e-05    0.0025   15.7   0.2   236   310    88   168    76   179 0.60 -
69548at50557_609295_0:0005e7|STRG.1258.2:282-1139|+    -            286 23620at50557         -            502   0.00021   19.2   0.1   1   2       9.6   4.4e+02   -1.7   0.0   242   271    16    46     6    65 0.69 -
69548at50557_609295_0:0005e7|STRG.1258.2:282-1139|+    -            286 23620at50557         -            502   0.00021   19.2   0.1   2   2   1.8e-05   0.00085   17.2   0.0   230   288   213   281   184   286 0.70 -
57752at50557_680683_0:00261f|STRG.1347.1:4991-5866|+   -            292 23620at50557         -            502   0.00029   18.7   0.0   1   2   6.8e-05    0.0031   15.3   0.0   235   272    52    90    46   117 0.77 -
57752at50557_680683_0:00261f|STRG.1347.1:4991-5866|+   -            292 23620at50557         -            502   0.00029   18.7   0.0   2   2       1.8        82    0.7   0.0   236   273   231   268   224   284 0.87 -
57752at50557_680683_0:00261f|STRG.1347.2:3870-4745|+   -            292 23620at50557         -            502   0.00029   18.7   0.0   1   2   6.8e-05    0.0031   15.3   0.0   235   272    52    90    46   117 0.77 -
57752at50557_680683_0:00261f|STRG.1347.2:3870-4745|+   -            292 23620at50557         -            502   0.00029   18.7   0.0   2   2       1.8        82    0.7   0.0   236   273   231   268   224   284 0.87 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 23620at50557         -            502    0.0003   18.7   0.5   1   4         6   2.8e+02   -1.0   0.0   254   272     3    21     2    40 0.88 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 23620at50557         -            502    0.0003   18.7   0.5   2   4      0.38        18    3.0   0.0   236   277    38    80    30   112 0.74 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 23620at50557         -            502    0.0003   18.7   0.5   3   4      0.72        33    2.1   0.0   232   269   119   157    99   163 0.78 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 23620at50557         -            502    0.0003   18.7   0.5   4   4     0.037       1.7    6.3   0.0   237   278   249   292   210   322 0.75 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+   -            465 23620at50557         -            502   0.00037   18.4   0.2   1   3      0.32        15    3.2   0.0   240   305   141   209   127   220 0.76 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+   -            465 23620at50557         -            502   0.00037   18.4   0.2   2   3    0.0094      0.43    8.3   0.0   231   272   224   266   216   273 0.79 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+   -            465 23620at50557         -            502   0.00037   18.4   0.2   3   3      0.36        16    3.0   0.0   237   271   272   307   264   318 0.80 -
40115at50557_411798_0:002bfa|STRG.16114.1:1087-1872|+  -            262 23620at50557         -            502   0.00038   18.3   0.0   1   4       1.1        51    1.4   0.0   382   440    25    83     9    94 0.61 -
40115at50557_411798_0:002bfa|STRG.16114.1:1087-1872|+  -            262 23620at50557         -            502   0.00038   18.3   0.0   2   4    0.0092      0.42    8.3   0.0   249   288   114   159   102   165 0.76 -
40115at50557_411798_0:002bfa|STRG.16114.1:1087-1872|+  -            262 23620at50557         -            502   0.00038   18.3   0.0   3   4      0.03       1.4    6.6   0.0   230   280   136   190   133   219 0.71 -
40115at50557_411798_0:002bfa|STRG.16114.1:1087-1872|+  -            262 23620at50557         -            502   0.00038   18.3   0.0   4   4      0.68        31    2.1   0.0   234   267   228   262   213   262 0.75 -
80377at50557_7237_0:001b62|STRG.10707.2:809-1666|+     -            286 23620at50557         -            502   0.00044   18.1   0.3   1   3      0.26        12    3.5   0.0   246   283     2    39     1    64 0.74 -
80377at50557_7237_0:001b62|STRG.10707.2:809-1666|+     -            286 23620at50557         -            502   0.00044   18.1   0.3   2   3     0.072       3.3    5.4   0.0   201   201    92    92    36   203 0.48 -
80377at50557_7237_0:001b62|STRG.10707.2:809-1666|+     -            286 23620at50557         -            502   0.00044   18.1   0.3   3   3      0.23        11    3.7   0.0   239   278   221   261   205   282 0.77 -
37475at50557_29031_0:002211|STRG.9531.3:673-1098|+     -            142 23620at50557         -            502   0.00045   18.1   1.0   1   2    0.0018     0.083   10.6   0.1   253   282    16    45     8    60 0.87 -
37475at50557_29031_0:002211|STRG.9531.3:673-1098|+     -            142 23620at50557         -            502   0.00045   18.1   1.0   2   2     0.037       1.7    6.3   0.1   255   308    68   126    62   135 0.72 -
40115at50557_77166_0:00051d|STRG.8742.2:0-308|+        -            103 23620at50557         -            502   0.00047   18.0   0.0   1   3       1.7        76    0.9   0.0   250   272     1    23     1    31 0.89 -
40115at50557_77166_0:00051d|STRG.8742.2:0-308|+        -            103 23620at50557         -            502   0.00047   18.0   0.0   2   3    0.0035      0.16    9.7   0.0   233   276    25    69     9    73 0.76 -
40115at50557_77166_0:00051d|STRG.8742.2:0-308|+        -            103 23620at50557         -            502   0.00047   18.0   0.0   3   3     0.026       1.2    6.8   0.0   233   268    67   103    65   103 0.87 -
57752at50557_319348_0:00350b|STRG.9531.2:405-1064|+    -            220 23620at50557         -            502   0.00053   17.9   0.6   1   2   0.00069     0.032   12.0   0.1   235   283     2    52     1    90 0.69 -
57752at50557_319348_0:00350b|STRG.9531.2:405-1064|+    -            220 23620at50557         -            502   0.00053   17.9   0.6   2   2     0.075       3.5    5.3   0.2   255   308    74   132    57   142 0.74 -
25500at50557_7237_0:0037c1|STRG.7760.1:462-1817|+      -            452 23620at50557         -            502   0.00075   17.4   0.3   1   2      0.16       7.2    4.2   0.0   248   294    32    77    13    92 0.55 -
25500at50557_7237_0:0037c1|STRG.7760.1:462-1817|+      -            452 23620at50557         -            502   0.00075   17.4   0.3   2   2    0.0014     0.066   11.0   0.0   293   446   274   430   254   445 0.69 -
90358at50557_103372_0:0005af|STRG.15077.1:399-1649|+   -            417 23620at50557         -            502   0.00097   17.0   0.1   1   2     0.013      0.61    7.8   0.0   219   275    52   108    43   114 0.85 -
90358at50557_103372_0:0005af|STRG.15077.1:399-1649|+   -            417 23620at50557         -            502   0.00097   17.0   0.1   2   2     0.027       1.2    6.8   0.1   240   299   115   180   109   192 0.71 -
31374at50557_217634_0:002f47|STRG.3281.1:31-246|+      -             72 23620at50557         -            502    0.0013   16.6   0.0   1   2     0.015       0.7    7.6   0.0   239   277     1    40     1    42 0.85 -
31374at50557_217634_0:002f47|STRG.3281.1:31-246|+      -             72 23620at50557         -            502    0.0013   16.6   0.0   2   2     0.002     0.094   10.5   0.0   232   267    36    72    31    72 0.85 -
80377at50557_108931_0:002353|STRG.9836.1:2268-2888|+   -            207 23620at50557         -            502    0.0016   16.3   0.0   1   2      0.11       5.1    4.7   0.0   253   270    51    68    22    79 0.75 -
80377at50557_108931_0:002353|STRG.9836.1:2268-2888|+   -            207 23620at50557         -            502    0.0016   16.3   0.0   2   2    0.0041      0.19    9.5   0.0   236   268    80   113    67   123 0.84 -
80377at50557_108931_0:002353|STRG.9836.2:1851-2471|+   -            207 23620at50557         -            502    0.0016   16.3   0.0   1   2      0.11       5.1    4.7   0.0   253   270    51    68    22    79 0.75 -
