#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+     -            602 25500at50557         -            513  3.1e-292  968.8   7.5   1   1  3.1e-291  1.5e-289  959.9   7.5     1   513     6   599     6   599 0.91 -
55830at50557_166361_0:002df3|STRG.1098.5:1205-1909|+   -            235 25500at50557         -            513    0.0026   15.5   0.0   2   3      0.17       8.3    4.0   0.0   296   330    84   118    80   124 0.87 -
55830at50557_166361_0:002df3|STRG.1098.5:1205-1909|+   -            235 25500at50557         -            513    0.0026   15.5   0.0   3   3      0.37        18    2.8   0.0   301   333   171   203   142   227 0.84 -
40115at50557_108931_0:001d6b|STRG.7514.1:1182-2330|+   -            383 25500at50557         -            513    0.0027   15.4   0.7   1   3       0.1       5.2    4.6   0.2    91   123   104   136    77   147 0.84 -
40115at50557_108931_0:001d6b|STRG.7514.1:1182-2330|+   -            383 25500at50557         -            513    0.0027   15.4   0.7   2   3       3.9     2e+02   -0.6   0.0   202   297   132   231   126   255 0.58 -
40115at50557_108931_0:001d6b|STRG.7514.1:1182-2330|+   -            383 25500at50557         -            513    0.0027   15.4   0.7   3   3     0.017      0.84    7.2   0.0   102   167   318   382   307   383 0.75 -
37475at50557_411798_0:00107d|STRG.3237.1:57-845|+      -            263 25500at50557         -            513    0.0031   15.2   2.1   1   2     0.034       1.7    6.2   0.1   287   333    92   138    12   148 0.84 -
37475at50557_411798_0:00107d|STRG.3237.1:57-845|+      -            263 25500at50557         -            513    0.0031   15.2   2.1   2   2     0.032       1.6    6.3   0.3    22   114   160   250   150   254 0.74 -
74508at50557_7394_0:0023c7|STRG.4734.1:0-980|+         -            327 25500at50557         -            513    0.0039   14.9   0.7   1   2       2.7   1.3e+02   -0.0   0.0   452   476    43    67    29    77 0.71 -
74508at50557_7394_0:0023c7|STRG.4734.1:0-980|+         -            327 25500at50557         -            513    0.0039   14.9   0.7   2   2   0.00044     0.022   12.5   0.3    89   289    69   147    41   165 0.52 -
74508at50557_7394_0:0023c7|STRG.4734.2:276-1256|+      -            327 25500at50557         -            513    0.0039   14.9   0.7   1   2       2.7   1.3e+02   -0.0   0.0   452   476    43    67    29    77 0.71 -
74508at50557_7394_0:0023c7|STRG.4734.2:276-1256|+      -            327 25500at50557         -            513    0.0039   14.9   0.7   2   2   0.00044     0.022   12.5   0.3    89   289    69   147    41   165 0.52 -
80377at50557_77166_0:002f29|STRG.12291.1:645-1487|+    -            281 25500at50557         -            513    0.0043   14.8   0.1   1   3       0.8        40    1.7   0.0    52   511    84   113     1   115 0.58 -
80377at50557_77166_0:002f29|STRG.12291.1:645-1487|+    -            281 25500at50557         -            513    0.0043   14.8   0.1   2   3     0.026       1.3    6.6   0.0   289   334   119   163   115   171 0.88 -
80377at50557_77166_0:002f29|STRG.12291.1:645-1487|+    -            281 25500at50557         -            513    0.0043   14.8   0.1   3   3      0.56        28    2.2   0.0    68   242   230   275   202   280 0.58 -
76755at50557_1218281_0:0009b7|STRG.11925.1:697-855|+   -             53 25500at50557         -            513    0.0052   14.5   0.0   1   1   0.00011    0.0052   14.5   0.0   448   484     3    39     1    49 0.61 -
118166at50557_103372_0:000213|STRG.5538.1:54-1271|+    -            406 25500at50557         -            513    0.0057   14.4   0.2   1   2   0.00091     0.045   11.4   0.1   394   460    60   132    45   183 0.71 -
118166at50557_103372_0:000213|STRG.5538.1:54-1271|+    -            406 25500at50557         -            513    0.0057   14.4   0.2   2   2       4.8   2.4e+02   -0.9   0.0   299   338   193   233   164   242 0.72 -
80377at50557_108931_0:002353|STRG.9836.1:2268-2888|+   -            207 25500at50557         -            513    0.0066   14.2   0.0   1   2      0.12       6.2    4.4   0.0   293   353    26    92    17    94 0.76 -
80377at50557_108931_0:002353|STRG.9836.1:2268-2888|+   -            207 25500at50557         -            513    0.0066   14.2   0.0   2   2    0.0031      0.15    9.7   0.0    57   127    89   162    82   177 0.84 -
80377at50557_108931_0:002353|STRG.9836.2:1851-2471|+   -            207 25500at50557         -            513    0.0066   14.2   0.0   1   2      0.12       6.2    4.4   0.0   293   353    26    92    17    94 0.76 -
80377at50557_108931_0:002353|STRG.9836.2:1851-2471|+   -            207 25500at50557         -            513    0.0066   14.2   0.0   2   2    0.0031      0.15    9.7   0.0    57   127    89   162    82   177 0.84 -
80377at50557_108931_0:002353|STRG.9836.3:2372-2992|+   -            207 25500at50557         -            513    0.0066   14.2   0.0   1   2      0.12       6.2    4.4   0.0   293   353    26    92    17    94 0.76 -
80377at50557_108931_0:002353|STRG.9836.3:2372-2992|+   -            207 25500at50557         -            513    0.0066   14.2   0.0   2   2    0.0031      0.15    9.7   0.0    57   127    89   162    82   177 0.84 -
31374at50557_217634_0:002f47|STRG.3281.1:31-246|+      -             72 25500at50557         -            513    0.0073   14.0   0.1   1   1     0.003      0.15    9.7   0.0   223   255     2    35     1    64 0.60 -
78072at50557_79782_0:000650|STRG.13084.1:623-1456|+    -            278 25500at50557         -            513    0.0089   13.7   0.0   1   2       8.2   4.1e+02   -1.6   0.0   225   253     8    37     3    45 0.57 -
78072at50557_79782_0:000650|STRG.13084.1:623-1456|+    -            278 25500at50557         -            513    0.0089   13.7   0.0   2   2   0.00052     0.026   12.2   0.0   427   468   237   278   197   278 0.87 -
14512at50557_1629725_0:001392|STRG.871.1:1544-1981|+   -            146 25500at50557         -            513      0.01   13.5   0.0   1   1   0.00039     0.019   12.6   0.0   225   346     8   141     2   145 0.67 -
37475at50557_29031_0:002211|STRG.9531.3:673-1098|+     -            142 25500at50557         -            513     0.014   13.1   0.3   1   2    0.0097      0.48    8.0   0.1   445   474     6    36     1    82 0.57 -
37475at50557_29031_0:002211|STRG.9531.3:673-1098|+     -            142 25500at50557         -            513     0.014   13.1   0.3   2   2      0.11       5.5    4.5   0.0   196   246    69   117    49   134 0.55 -
104016at50557_520822_0:000af5|STRG.4974.1:215-1314|+   -            364 25500at50557         -            513      0.02   12.6   0.1   1   2      0.12         6    4.4   0.0   196   306    97   205    76   214 0.70 -
104016at50557_520822_0:000af5|STRG.4974.1:215-1314|+   -            364 25500at50557         -            513      0.02   12.6   0.1   2   2     0.054       2.7    5.6   0.0   273   333   225   285   217   335 0.71 -
14512at50557_197043_0:0050fb|STRG.8740.2:403-696|+     -             98 25500at50557         -            513      0.02   12.6   0.0   1   1   0.00047     0.023   12.4   0.0   233   316     4    91     1    98 0.66 -
90358at50557_680683_0:0009ec|STRG.16626.1:1188-1961|+  -            258 25500at50557         -            513     0.026   12.2   1.0   1   2     0.027       1.4    6.5   0.3    50    82     1    34     1    72 0.75 -
90358at50557_680683_0:0009ec|STRG.16626.1:1188-1961|+  -            258 25500at50557         -            513     0.026   12.2   1.0   2   2      0.12       6.1    4.4   0.0   232   331   115   209    60   218 0.68 -
78072at50557_56086_0:002946|STRG.16090.1:1177-1830|+   -            218 25500at50557         -            513     0.027   12.2   0.0   1   1    0.0019     0.092   10.4   0.0   150   247    15   121     1   162 0.70 -
78072at50557_56086_0:002946|STRG.16090.2:657-1310|+    -            218 25500at50557         -            513     0.027   12.2   0.0   1   1    0.0019     0.092   10.4   0.0   150   247    15   121     1   162 0.70 -
78072at50557_56086_0:002946|STRG.16090.3:378-1031|+    -            218 25500at50557         -            513     0.027   12.2   0.0   1   1    0.0019     0.092   10.4   0.0   150   247    15   121     1   162 0.70 -
78072at50557_56086_0:002946|STRG.16090.4:834-1487|+    -            218 25500at50557         -            513     0.027   12.2   0.0   1   1    0.0019     0.092   10.4   0.0   150   247    15   121     1   162 0.70 -
78072at50557_56086_0:002946|STRG.16090.5:2035-2688|+   -            218 25500at50557         -            513     0.027   12.2   0.0   1   1    0.0019     0.092   10.4   0.0   150   247    15   121     1   162 0.70 -
78072at50557_56086_0:002946|STRG.16090.6:1959-2612|+   -            218 25500at50557         -            513     0.027   12.2   0.0   1   1    0.0019     0.092   10.4   0.0   150   247    15   121     1   162 0.70 -
57752at50557_319348_0:00350b|STRG.9531.2:405-1064|+    -            220 25500at50557         -            513     0.039   11.6   0.2   1   2     0.017      0.84    7.2   0.1   445   473    12    41     4    88 0.60 -
57752at50557_319348_0:00350b|STRG.9531.2:405-1064|+    -            220 25500at50557         -            513     0.039   11.6   0.2   2   2      0.35        18    2.9   0.0   197   246    76   123    56   132 0.54 -
69548at50557_7375_0:00230f|STRG.9531.1:425-1069|+      -            215 25500at50557         -            513     0.046   11.4   0.2   1   2     0.019      0.94    7.1   0.1   445   473     7    36     1    83 0.60 -
69548at50557_7375_0:00230f|STRG.9531.1:425-1069|+      -            215 25500at50557         -            513     0.046   11.4   0.2   2   2      0.23        11    3.5   0.0   196   246    70   118    48   138 0.55 -
78072at50557_37001_0:000457|STRG.6861.1:703-1293|+     -            197 25500at50557         -            513       0.1   10.2   0.0   1   1    0.0035      0.17    9.5   0.0   432   472    84   125    54   134 0.78 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/25500at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/25500at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/25500at50557.hmm annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 20:25:02 2024
# [ok]
