#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
84764at50557_13686_0:002310|STRG.13516.1:140-1153|+    -            338 84764at50557         -            287    5e-160  530.2   4.0   1   1  2.9e-160  4.7e-159  527.0   4.0     1   286     7   324     7   325 0.93 -
17813at50557_378494_0:006207|STRG.1561.3:763-1410|+    -            216 84764at50557         -            287   3.5e-13   48.3   0.1   1   1   2.7e-14   4.3e-13   48.0   0.1     2   188     4   207     3   211 0.74 -
57980at50557_43151_0:0020f1|STRG.10999.1:1309-1920|+   -            204 84764at50557         -            287   3.5e-13   48.3   0.0   1   1   2.7e-14   4.3e-13   48.0   0.0    49   191     2   148     1   159 0.80 -
57980at50557_43151_0:0020f1|STRG.10999.2:1309-1920|+   -            204 84764at50557         -            287   3.5e-13   48.3   0.0   1   1   2.7e-14   4.3e-13   48.0   0.0    49   191     2   148     1   159 0.80 -
57980at50557_43151_0:0020f1|STRG.10999.3:1309-1920|+   -            204 84764at50557         -            287   3.5e-13   48.3   0.0   1   1   2.7e-14   4.3e-13   48.0   0.0    49   191     2   148     1   159 0.80 -
57980at50557_43151_0:0020f1|STRG.10999.4:1529-2140|+   -            204 84764at50557         -            287   3.5e-13   48.3   0.0   1   1   2.7e-14   4.3e-13   48.0   0.0    49   191     2   148     1   159 0.80 -
57980at50557_43151_0:0020f1|STRG.10999.5:1529-2140|+   -            204 84764at50557         -            287   3.5e-13   48.3   0.0   1   1   2.7e-14   4.3e-13   48.0   0.0    49   191     2   148     1   159 0.80 -
57980at50557_43151_0:0020f1|STRG.10999.6:1529-2140|+   -            204 84764at50557         -            287   3.5e-13   48.3   0.0   1   1   2.7e-14   4.3e-13   48.0   0.0    49   191     2   148     1   159 0.80 -
57980at50557_43151_0:0020f1|STRG.10999.7:1529-2140|+   -            204 84764at50557         -            287   3.5e-13   48.3   0.0   1   1   2.7e-14   4.3e-13   48.0   0.0    49   191     2   148     1   159 0.80 -
8547at50557_74869_0:0028a5|STRG.4106.2:86-976|+        -            297 84764at50557         -            287   3.7e-13   48.2   0.0   1   2   0.00035    0.0055   14.8   0.0     7    66     4    67     1    86 0.75 -
8547at50557_74869_0:0028a5|STRG.4106.2:86-976|+        -            297 84764at50557         -            287   3.7e-13   48.2   0.0   2   2   2.9e-09   4.5e-08   31.5   0.0    95   192   133   233   125   254 0.80 -
8547at50557_74869_0:0028a5|STRG.10975.1:4806-5648|+    -            281 84764at50557         -            287   4.3e-13   48.0   0.0   1   1   2.5e-13     4e-12   44.8   0.0     7   192     8   217     3   223 0.73 -
17813at50557_113334_0:00073d|STRG.10840.10:1048-2085|+ -            346 84764at50557         -            287   4.4e-13   48.0   0.0   1   1   3.5e-14   5.6e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10840.11:1048-2085|+ -            346 84764at50557         -            287   4.4e-13   48.0   0.0   1   1   3.5e-14   5.6e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10840.12:1048-2085|+ -            346 84764at50557         -            287   4.4e-13   48.0   0.0   1   1   3.5e-14   5.6e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10840.16:1039-2076|+ -            346 84764at50557         -            287   4.4e-13   48.0   0.0   1   1   3.5e-14   5.6e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10840.18:1039-2076|+ -            346 84764at50557         -            287   4.4e-13   48.0   0.0   1   1   3.5e-14   5.6e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10840.19:1257-2294|+ -            346 84764at50557         -            287   4.4e-13   48.0   0.0   1   1   3.5e-14   5.6e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10840.2:1039-2076|+  -            346 84764at50557         -            287   4.4e-13   48.0   0.0   1   1   3.5e-14   5.6e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10840.3:1047-2084|+  -            346 84764at50557         -            287   4.4e-13   48.0   0.0   1   1   3.5e-14   5.6e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10840.4:1047-2084|+  -            346 84764at50557         -            287   4.4e-13   48.0   0.0   1   1   3.5e-14   5.6e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10840.5:1041-2078|+  -            346 84764at50557         -            287   4.4e-13   48.0   0.0   1   1   3.5e-14   5.6e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10840.6:1047-2084|+  -            346 84764at50557         -            287   4.4e-13   48.0   0.0   1   1   3.5e-14   5.6e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10840.7:1047-2084|+  -            346 84764at50557         -            287   4.4e-13   48.0   0.0   1   1   3.5e-14   5.6e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10840.8:1048-2085|+  -            346 84764at50557         -            287   4.4e-13   48.0   0.0   1   1   3.5e-14   5.6e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10840.9:1048-2085|+  -            346 84764at50557         -            287   4.4e-13   48.0   0.0   1   1   3.5e-14   5.6e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
57980at50557_1049336_0:00419d|STRG.4237.1:412-1341|+   -            310 84764at50557         -            287   4.5e-13   47.9   0.0   1   2   6.3e-07     1e-05   23.8   0.0    48   155     1   108     1   125 0.78 -
57980at50557_1049336_0:00419d|STRG.4237.1:412-1341|+   -            310 84764at50557         -            287   4.5e-13   47.9   0.0   2   2   1.8e-06   2.9e-05   22.3   0.0   149   241   156   250   128   256 0.77 -
57980at50557_1049336_0:00419d|STRG.4237.2:415-1344|+   -            310 84764at50557         -            287   4.5e-13   47.9   0.0   1   2   6.3e-07     1e-05   23.8   0.0    48   155     1   108     1   125 0.78 -
57980at50557_1049336_0:00419d|STRG.4237.2:415-1344|+   -            310 84764at50557         -            287   4.5e-13   47.9   0.0   2   2   1.8e-06   2.9e-05   22.3   0.0   149   241   156   250   128   256 0.77 -
8547at50557_74869_0:0028a5|STRG.5678.1:4054-4830|+     -            259 84764at50557         -            287   4.7e-13   47.9   0.0   1   1   5.8e-14   9.1e-13   46.9   0.0     8   210     5   210     2   231 0.77 -
8547at50557_74869_0:0028a5|STRG.5678.3:1982-2758|+     -            259 84764at50557         -            287   4.7e-13   47.9   0.0   1   1   5.8e-14   9.1e-13   46.9   0.0     8   210     5   210     2   231 0.77 -
63962at50557_29031_0:00144f|STRG.6028.2:814-1200|+     -            129 84764at50557         -            287   5.1e-13   47.7   0.0   1   1   3.5e-14   5.5e-13   47.6   0.0   110   202     8    99     1   117 0.88 -
63962at50557_29031_0:00144f|STRG.6028.1:814-1206|+     -            131 84764at50557         -            287   5.3e-13   47.7   0.0   1   1   3.7e-14   5.8e-13   47.6   0.0   110   202     8    99     1   117 0.88 -
125117at50557_54969_0:0029cc|STRG.13967.1:931-1926|+   -            332 84764at50557         -            287   6.8e-13   47.3   0.0   1   1   5.2e-14   8.3e-13   47.0   0.0     5   206    14   230    10   260 0.78 -
125117at50557_54969_0:0029cc|STRG.13967.2:819-1814|+   -            332 84764at50557         -            287   6.8e-13   47.3   0.0   1   1   5.2e-14   8.3e-13   47.0   0.0     5   206    14   230    10   260 0.78 -
8547at50557_74869_0:0028a5|STRG.4106.1:2576-3457|+     -            294 84764at50557         -            287   7.8e-13   47.1   0.0   1   2   0.00075     0.012   13.7   0.0     8    66     2    64     1    83 0.74 -
8547at50557_74869_0:0028a5|STRG.4106.1:2576-3457|+     -            294 84764at50557         -            287   7.8e-13   47.1   0.0   2   2   2.8e-09   4.4e-08   31.5   0.0    95   192   130   230   122   251 0.80 -
84269at50557_520822_0:0011cf|STRG.13237.3:152-1402|+   -            417 84764at50557         -            287   9.9e-13   46.8   0.0   1   1   8.4e-14   1.3e-12   46.4   0.0   108   196   179   269   108   277 0.85 -
17813at50557_378494_0:006207|STRG.1561.1:2054-2729|+   -            216 84764at50557         -            287     1e-12   46.8   0.1   1   1   7.8e-14   1.2e-12   46.5   0.1     2   188     4   207     3   211 0.74 -
84269at50557_520822_0:0011cf|STRG.13237.1:389-1651|+   -            421 84764at50557         -            287     1e-12   46.8   0.0   1   1   8.6e-14   1.4e-12   46.3   0.0   108   196   183   273   112   281 0.85 -
57980at50557_108931_0:000186|STRG.14065.1:785-1573|+   -            263 84764at50557         -            287   1.1e-12   46.7   0.0   1   1   8.5e-14   1.3e-12   46.4   0.0    10   205     3   202     1   226 0.84 -
84269at50557_456900_0:002190|STRG.13237.2:669-2009|+   -            447 84764at50557         -            287   1.1e-12   46.6   0.0   1   1   9.6e-14   1.5e-12   46.2   0.0   108   196   209   299   138   307 0.85 -
63962at50557_121225_0:001c01|STRG.13728.1:214-1062|+   -            283 84764at50557         -            287   1.3e-12   46.4   0.0   1   1   1.1e-13   1.8e-12   46.0   0.0     7   191     8   191     2   212 0.74 -
63962at50557_54969_0:002f60|STRG.4494.1:479-928|+      -            150 84764at50557         -            287   1.9e-12   45.8   0.1   1   1   1.4e-13   2.2e-12   45.6   0.1    11   146    11   149     2   150 0.75 -
63962at50557_54969_0:002f60|STRG.4494.2:479-928|+      -            150 84764at50557         -            287   1.9e-12   45.8   0.1   1   1   1.4e-13   2.2e-12   45.6   0.1    11   146    11   149     2   150 0.75 -
8547at50557_74869_0:0028a5|STRG.7854.1:3643-4410|+     -            256 84764at50557         -            287   2.1e-12   45.7   0.0   1   1   1.5e-13   2.4e-12   45.6   0.0     8   193     1   191     1   242 0.77 -
65033at50557_37344_0:0012b4|STRG.10229.1:2287-2955|+   -            223 84764at50557         -            287   2.3e-12   45.6   0.0   1   1   8.9e-12   1.4e-10   39.7   0.0   110   196    39   140    27   158 0.75 -
65033at50557_37344_0:0012b4|STRG.10229.2:1017-1685|+   -            223 84764at50557         -            287   2.3e-12   45.6   0.0   1   1   8.9e-12   1.4e-10   39.7   0.0   110   196    39   140    27   158 0.75 -
8547at50557_45779_0:000864|STRG.1747.1:963-1784|+      -            274 84764at50557         -            287     3e-12   45.2   0.0   1   1   2.6e-13   4.2e-12   44.7   0.0    22   197    54   225    34   229 0.74 -
125117at50557_54969_0:0029cc|STRG.13010.1:614-1522|+   -            303 84764at50557         -            287   3.7e-12   44.9   0.0   1   1   3.1e-13     5e-12   44.5   0.0     2   203     7   217     6   242 0.83 -
125117at50557_54969_0:0029cc|STRG.13010.2:617-1525|+   -            303 84764at50557         -            287   3.7e-12   44.9   0.0   1   1   3.1e-13     5e-12   44.5   0.0     2   203     7   217     6   242 0.83 -
125117at50557_54969_0:0029cc|STRG.13010.3:616-1524|+   -            303 84764at50557         -            287   3.7e-12   44.9   0.0   1   1   3.1e-13     5e-12   44.5   0.0     2   203     7   217     6   242 0.83 -
57980at50557_43151_0:0020f1|STRG.2541.1:1441-2019|+    -            193 84764at50557         -            287   5.6e-12   44.3   0.0   1   1   4.3e-13   6.8e-12   44.1   0.0   100   193    48   141    24   159 0.83 -
57980at50557_43151_0:0020f1|STRG.2541.2:1451-2029|+    -            193 84764at50557         -            287   5.6e-12   44.3   0.0   1   1   4.3e-13   6.8e-12   44.1   0.0   100   193    48   141    24   159 0.83 -
57980at50557_43151_0:0020f1|STRG.2541.3:1337-1915|+    -            193 84764at50557         -            287   5.6e-12   44.3   0.0   1   1   4.3e-13   6.8e-12   44.1   0.0   100   193    48   141    24   159 0.83 -
57980at50557_43151_0:0020f1|STRG.2541.4:1361-1939|+    -            193 84764at50557         -            287   5.6e-12   44.3   0.0   1   1   4.3e-13   6.8e-12   44.1   0.0   100   193    48   141    24   159 0.83 -
57980at50557_43151_0:0020f1|STRG.2541.5:1345-1923|+    -            193 84764at50557         -            287   5.6e-12   44.3   0.0   1   1   4.3e-13   6.8e-12   44.1   0.0   100   193    48   141    24   159 0.83 -
57980at50557_43151_0:0020f1|STRG.2541.6:1427-2005|+    -            193 84764at50557         -            287   5.6e-12   44.3   0.0   1   1   4.3e-13   6.8e-12   44.1   0.0   100   193    48   141    24   159 0.83 -
57980at50557_43151_0:0020f1|STRG.2541.7:1312-1890|+    -            193 84764at50557         -            287   5.6e-12   44.3   0.0   1   1   4.3e-13   6.8e-12   44.1   0.0   100   193    48   141    24   159 0.83 -
47at50557_51655_0:0041cc|STRG.11304.1:15461-21966|+    -            341 84764at50557         -            287     7e-12   44.0   0.0   1   1   5.7e-13     9e-12   43.7   0.0   104   232   187   317   158   339 0.80 -
84269at50557_108931_0:00068a|STRG.13967.1:2177-2824|+  -            216 84764at50557         -            287     7e-12   44.0   0.0   1   1   6.3e-13     1e-11   43.5   0.0    58   193     6   141     3   174 0.78 -
84269at50557_108931_0:00068a|STRG.13967.2:2065-2712|+  -            216 84764at50557         -            287     7e-12   44.0   0.0   1   1   6.3e-13     1e-11   43.5   0.0    58   193     6   141     3   174 0.78 -
57980at50557_113334_0:003726|STRG.16423.1:1376-1789|+  -            138 84764at50557         -            287   7.8e-12   43.9   0.1   1   1   5.5e-13   8.8e-12   43.7   0.1     8   132    12   137     6   138 0.83 -
58206at50557_1629725_0:0005e4|STRG.5103.1:303-1211|+   -            303 84764at50557         -            287   8.5e-12   43.7   0.0   1   1   2.4e-12   3.8e-11   41.6   0.0   102   210   123   236    19   241 0.64 -
58206at50557_1629725_0:0005e4|STRG.5103.2:318-1226|+   -            303 84764at50557         -            287   8.5e-12   43.7   0.0   1   1   2.4e-12   3.8e-11   41.6   0.0   102   210   123   236    19   241 0.64 -
17813at50557_378494_0:006207|STRG.1561.2:2054-2608|+   -            185 84764at50557         -            287   8.5e-12   43.7   0.0   1   1   6.3e-13     1e-11   43.5   0.0     2   160     4   170     3   184 0.78 -
84269at50557_7159_0:0033d6|STRG.2138.1:579-1478|+      -            300 84764at50557         -            287   1.1e-11   43.3   0.0   1   1     1e-12   1.7e-11   42.8   0.0     6   201    19   230    15   234 0.71 -
84269at50557_7159_0:0033d6|STRG.2138.2:193-1092|+      -            300 84764at50557         -            287   1.1e-11   43.3   0.0   1   1     1e-12   1.7e-11   42.8   0.0     6   201    19   230    15   234 0.71 -
57980at50557_28588_0:000968|STRG.5726.1:278-1024|+     -            249 84764at50557         -            287   1.4e-11   43.0   0.0   1   1   6.4e-12     1e-10   40.2   0.0    37   201    12   205     3   208 0.69 -
63962at50557_7070_0:000803|STRG.13581.10:2307-3412|+   -            259 84764at50557         -            287   1.4e-11   43.0   0.0   1   1   1.2e-12   1.8e-11   42.6   0.0    25   212    22   204     3   227 0.77 -
63962at50557_7070_0:000803|STRG.13581.11:1807-2912|+   -            259 84764at50557         -            287   1.4e-11   43.0   0.0   1   1   1.2e-12   1.8e-11   42.6   0.0    25   212    22   204     3   227 0.77 -
63962at50557_7070_0:000803|STRG.13581.3:2255-3360|+    -            259 84764at50557         -            287   1.4e-11   43.0   0.0   1   1   1.2e-12   1.8e-11   42.6   0.0    25   212    22   204     3   227 0.77 -
63962at50557_7070_0:000803|STRG.13581.8:1460-2565|+    -            259 84764at50557         -            287   1.4e-11   43.0   0.0   1   1   1.2e-12   1.8e-11   42.6   0.0    25   212    22   204     3   227 0.77 -
8547at50557_45779_0:000864|STRG.13727.1:7455-8315|+    -            287 84764at50557         -            287   8.3e-11   40.5   0.0   1   1   8.3e-12   1.3e-10   39.8   0.0     6   191    31   234    24   252 0.77 -
8547at50557_45779_0:000864|STRG.13727.3:6616-7476|+    -            287 84764at50557         -            287   8.3e-11   40.5   0.0   1   1   8.3e-12   1.3e-10   39.8   0.0     6   191    31   234    24   252 0.77 -
8547at50557_74869_0:0028a5|STRG.11156.1:3206-3985|+    -            260 84764at50557         -            287   8.6e-11   40.4   0.0   1   1   7.3e-12   1.2e-10   40.0   0.0     8   192     2   192     1   194 0.74 -
8547at50557_74869_0:0028a5|STRG.11156.2:3031-3810|+    -            260 84764at50557         -            287   8.6e-11   40.4   0.0   1   1   7.3e-12   1.2e-10   40.0   0.0     8   192     2   192     1   194 0.74 -
8547at50557_74869_0:0028a5|STRG.11156.3:3104-3883|+    -            260 84764at50557         -            287   8.6e-11   40.4   0.0   1   1   7.3e-12   1.2e-10   40.0   0.0     8   192     2   192     1   194 0.74 -
8547at50557_74869_0:0028a5|STRG.11156.4:1968-2747|+    -            260 84764at50557         -            287   8.6e-11   40.4   0.0   1   1   7.3e-12   1.2e-10   40.0   0.0     8   192     2   192     1   194 0.74 -
8547at50557_43041_0:000727|STRG.2409.1:1324-2325|+     -            334 84764at50557         -            287     9e-11   40.4   0.0   1   2       5.2        82    1.1   0.0    30    80    41    91    11   111 0.66 -
8547at50557_43041_0:000727|STRG.2409.1:1324-2325|+     -            334 84764at50557         -            287     9e-11   40.4   0.0   2   2     6e-11   9.5e-10   37.0   0.0    98   192   165   262   152   273 0.79 -
8547at50557_43041_0:000727|STRG.2409.3:1350-2351|+     -            334 84764at50557         -            287     9e-11   40.4   0.0   1   2       5.2        82    1.1   0.0    30    80    41    91    11   111 0.66 -
8547at50557_43041_0:000727|STRG.2409.3:1350-2351|+     -            334 84764at50557         -            287     9e-11   40.4   0.0   2   2     6e-11   9.5e-10   37.0   0.0    98   192   165   262   152   273 0.79 -
84269at50557_222816_0:001afd|STRG.13184.1:1428-2414|+  -            329 84764at50557         -            287   9.5e-11   40.3   0.0   1   1   9.2e-12   1.5e-10   39.7   0.0     8   212    19   221    12   243 0.75 -
8547at50557_74869_0:0028a5|STRG.15890.1:1149-2012|+    -            288 84764at50557         -            287   1.2e-10   39.9   0.0   1   2      0.11       1.8    6.6   0.0     8    82     1    79     1    87 0.71 -
8547at50557_74869_0:0028a5|STRG.15890.1:1149-2012|+    -            288 84764at50557         -            287   1.2e-10   39.9   0.0   2   2   2.9e-09   4.6e-08   31.5   0.0   106   191   139   226   108   236 0.81 -
8547at50557_74869_0:0028a5|STRG.15890.2:1173-2036|+    -            288 84764at50557         -            287   1.2e-10   39.9   0.0   1   2      0.11       1.8    6.6   0.0     8    82     1    79     1    87 0.71 -
8547at50557_74869_0:0028a5|STRG.15890.2:1173-2036|+    -            288 84764at50557         -            287   1.2e-10   39.9   0.0   2   2   2.9e-09   4.6e-08   31.5   0.0   106   191   139   226   108   236 0.81 -
84269at50557_54969_0:001e49|STRG.14864.1:434-1297|+    -            288 84764at50557         -            287   1.4e-10   39.7   0.0   1   1   1.5e-11   2.4e-10   39.0   0.0     7   189     7   205     3   220 0.76 -
63962at50557_54969_0:002f60|STRG.7957.3:2346-2795|+    -            150 84764at50557         -            287   1.5e-10   39.7   0.7   1   1     1e-11   1.6e-10   39.5   0.7     3   146     3   150     1   150 0.81 -
58206at50557_2015173_0:002949|STRG.13596.1:235-864|+   -            210 84764at50557         -            287   3.3e-10   38.5   0.0   1   1   2.5e-11     4e-10   38.2   0.0    44   196    45   210    21   210 0.74 -
58206at50557_219809_0:0017d7|STRG.13596.2:334-963|+    -            210 84764at50557         -            287   3.3e-10   38.5   0.0   1   1   2.5e-11     4e-10   38.2   0.0    44   196    45   210    21   210 0.74 -
57980at50557_56086_0:004c1e|STRG.15386.1:9289-10080|+  -            264 84764at50557         -            287   4.9e-10   38.0   0.0   1   1   4.2e-11   6.6e-10   37.5   0.0     1   198     7   205     7   219 0.78 -
57980at50557_56086_0:004c1e|STRG.15386.2:8551-9342|+   -            264 84764at50557         -            287   4.9e-10   38.0   0.0   1   1   4.2e-11   6.6e-10   37.5   0.0     1   198     7   205     7   219 0.78 -
57980at50557_56086_0:004c1e|STRG.15386.3:9255-10046|+  -            264 84764at50557         -            287   4.9e-10   38.0   0.0   1   1   4.2e-11   6.6e-10   37.5   0.0     1   198     7   205     7   219 0.78 -
57980at50557_56086_0:004c1e|STRG.15386.4:4690-5481|+   -            264 84764at50557         -            287   4.9e-10   38.0   0.0   1   1   4.2e-11   6.6e-10   37.5   0.0     1   198     7   205     7   219 0.78 -
57980at50557_56086_0:004c1e|STRG.15386.5:4690-5481|+   -            264 84764at50557         -            287   4.9e-10   38.0   0.0   1   1   4.2e-11   6.6e-10   37.5   0.0     1   198     7   205     7   219 0.78 -
57980at50557_77166_0:002aa6|STRG.2784.1:2164-2964|+    -            267 84764at50557         -            287     5e-10   37.9   0.2   1   1   6.8e-11   1.1e-09   36.8   0.2     6   149     8   151     3   218 0.76 -
57980at50557_286706_0:000fec|STRG.723.1:502-1125|+     -            208 84764at50557         -            287   5.4e-10   37.8   0.0   1   1   4.2e-11   6.6e-10   37.5   0.0   101   210    41   150    31   180 0.86 -
57980at50557_286706_0:000fec|STRG.723.2:491-1114|+     -            208 84764at50557         -            287   5.4e-10   37.8   0.0   1   1   4.2e-11   6.6e-10   37.5   0.0   101   210    41   150    31   180 0.86 -
57980at50557_139723_0:0008b8|STRG.13118.1:544-942|+    -            133 84764at50557         -            287   7.2e-10   37.4   0.5   1   1     6e-11   9.5e-10   37.0   0.5    11   131     1   133     1   133 0.76 -
57980at50557_139723_0:0008b8|STRG.13118.3:397-795|+    -            133 84764at50557         -            287   7.2e-10   37.4   0.5   1   1     6e-11   9.5e-10   37.0   0.5    11   131     1   133     1   133 0.76 -
84269at50557_13249_0:001df6|STRG.12588.1:1554-2330|+   -            259 84764at50557         -            287   7.3e-10   37.4   0.0   1   1   1.2e-10   1.8e-09   36.1   0.0    47   205    24   202    12   241 0.69 -
84269at50557_13249_0:001df6|STRG.12588.2:1530-2306|+   -            259 84764at50557         -            287   7.3e-10   37.4   0.0   1   1   1.2e-10   1.8e-09   36.1   0.0    47   205    24   202    12   241 0.69 -
84269at50557_13249_0:001df6|STRG.12588.3:1530-2306|+   -            259 84764at50557         -            287   7.3e-10   37.4   0.0   1   1   1.2e-10   1.8e-09   36.1   0.0    47   205    24   202    12   241 0.69 -
84269at50557_13249_0:001df6|STRG.12588.4:720-1496|+    -            259 84764at50557         -            287   7.3e-10   37.4   0.0   1   1   1.2e-10   1.8e-09   36.1   0.0    47   205    24   202    12   241 0.69 -
84269at50557_13249_0:001df6|STRG.12588.5:720-1496|+    -            259 84764at50557         -            287   7.3e-10   37.4   0.0   1   1   1.2e-10   1.8e-09   36.1   0.0    47   205    24   202    12   241 0.69 -
84269at50557_13249_0:001df6|STRG.12588.6:720-1496|+    -            259 84764at50557         -            287   7.3e-10   37.4   0.0   1   1   1.2e-10   1.8e-09   36.1   0.0    47   205    24   202    12   241 0.69 -
8547at50557_74869_0:0028a5|STRG.15350.1:538-1341|+     -            268 84764at50557         -            287   7.7e-10   37.3   0.0   1   1   6.5e-11     1e-09   36.9   0.0    29   191    32   202     6   230 0.71 -
8547at50557_74869_0:0028a5|STRG.15350.2:538-1341|+     -            268 84764at50557         -            287   7.7e-10   37.3   0.0   1   1   6.5e-11     1e-09   36.9   0.0    29   191    32   202     6   230 0.71 -
8547at50557_74869_0:0028a5|STRG.15350.5:600-1403|+     -            268 84764at50557         -            287   7.7e-10   37.3   0.0   1   1   6.5e-11     1e-09   36.9   0.0    29   191    32   202     6   230 0.71 -
8547at50557_74869_0:0028a5|STRG.15350.7:901-1704|+     -            268 84764at50557         -            287   7.7e-10   37.3   0.0   1   1   6.5e-11     1e-09   36.9   0.0    29   191    32   202     6   230 0.71 -
57980at50557_7070_0:001946|STRG.3906.1:2502-3452|+     -            317 84764at50557         -            287   8.6e-10   37.1   2.1   1   2     5e-10   7.9e-09   34.0   0.4     2   150    24   170    23   180 0.75 -
57980at50557_7070_0:001946|STRG.3906.1:2502-3452|+     -            317 84764at50557         -            287   8.6e-10   37.1   2.1   2   2         6        96    0.9   0.0   160   194   243   278   217   289 0.73 -
57980at50557_7070_0:001946|STRG.3906.2:2502-3452|+     -            317 84764at50557         -            287   8.6e-10   37.1   2.1   1   2     5e-10   7.9e-09   34.0   0.4     2   150    24   170    23   180 0.75 -
57980at50557_7070_0:001946|STRG.3906.2:2502-3452|+     -            317 84764at50557         -            287   8.6e-10   37.1   2.1   2   2         6        96    0.9   0.0   160   194   243   278   217   289 0.73 -
8547at50557_74869_0:0028a5|STRG.9353.1:341-877|+       -            179 84764at50557         -            287   1.1e-09   36.9   0.0   1   1   7.9e-11   1.3e-09   36.6   0.0   108   192    27   113     7   139 0.78 -
8547at50557_74869_0:0028a5|STRG.9353.2:3139-3675|+     -            179 84764at50557         -            287   1.1e-09   36.9   0.0   1   1   7.9e-11   1.3e-09   36.6   0.0   108   192    27   113     7   139 0.78 -
8547at50557_74869_0:0028a5|STRG.9353.3:3106-3642|+     -            179 84764at50557         -            287   1.1e-09   36.9   0.0   1   1   7.9e-11   1.3e-09   36.6   0.0   108   192    27   113     7   139 0.78 -
8547at50557_74869_0:0028a5|STRG.9353.4:3481-4017|+     -            179 84764at50557         -            287   1.1e-09   36.9   0.0   1   1   7.9e-11   1.3e-09   36.6   0.0   108   192    27   113     7   139 0.78 -
8547at50557_29031_0:00125e|STRG.2409.2:620-1081|+      -            154 84764at50557         -            287   1.2e-09   36.7   0.0   1   1   8.8e-11   1.4e-09   36.5   0.0   110   192     1    85     1   101 0.83 -
8547at50557_45779_0:000864|STRG.1208.1:1018-1776|+     -            253 84764at50557         -            287   1.5e-09   36.3   0.0   1   1   1.7e-10   2.7e-09   35.5   0.0    25   192    30   199     6   207 0.75 -
8547at50557_45779_0:000864|STRG.1208.2:752-1510|+      -            253 84764at50557         -            287   1.5e-09   36.3   0.0   1   1   1.7e-10   2.7e-09   35.5   0.0    25   192    30   199     6   207 0.75 -
8547at50557_45779_0:000864|STRG.1208.3:610-1368|+      -            253 84764at50557         -            287   1.5e-09   36.3   0.0   1   1   1.7e-10   2.7e-09   35.5   0.0    25   192    30   199     6   207 0.75 -
57980at50557_610380_0:001287|STRG.6291.1:2585-3280|+   -            232 84764at50557         -            287     3e-09   35.4   0.1   1   2   7.8e-08   1.2e-06   26.8   0.0   110   147    39    76    32    92 0.89 -
57980at50557_610380_0:001287|STRG.6291.1:2585-3280|+   -            232 84764at50557         -            287     3e-09   35.4   0.1   2   2       0.1       1.6    6.7   0.0   155   192   109   148    96   162 0.83 -
57980at50557_610380_0:001287|STRG.6291.2:2588-3283|+   -            232 84764at50557         -            287     3e-09   35.4   0.1   1   2   7.8e-08   1.2e-06   26.8   0.0   110   147    39    76    32    92 0.89 -
57980at50557_610380_0:001287|STRG.6291.2:2588-3283|+   -            232 84764at50557         -            287     3e-09   35.4   0.1   2   2       0.1       1.6    6.7   0.0   155   192   109   148    96   162 0.83 -
8547at50557_45779_0:000864|STRG.6908.1:3513-4301|+     -            263 84764at50557         -            287   3.4e-09   35.2   0.0   1   1     4e-10   6.3e-09   34.3   0.0     8   192     7   207     2   223 0.72 -
63962at50557_7160_0:003c94|STRG.1463.3:370-912|+       -            181 84764at50557         -            287   5.2e-09   34.6   0.0   1   1   3.7e-10   5.8e-09   34.4   0.0   110   197    41   134     2   154 0.75 -
63962at50557_7160_0:003c94|STRG.15935.1:282-1097|+     -            272 84764at50557         -            287   7.5e-09   34.1   0.0   1   1   1.4e-09   2.2e-08   32.5   0.0     1   191     2   219     2   235 0.69 -
57980at50557_224129_0:002c37|STRG.15617.1:15-572|+     -            186 84764at50557         -            287   7.8e-09   34.0   0.0   1   1   5.9e-10   9.3e-09   33.8   0.0     7   197     3   186     1   186 0.80 -
