#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
84764at50557_286306_0:001d5c|STRG.13075.1:167-1180|+   -            338 84764at50557         -            287    1e-159  529.3   4.4   1   1    6e-160  9.4e-159  526.2   4.4     1   286     7   324     7   325 0.93 -
8547at50557_43041_0:000727|STRG.15368.1:1347-2297|+    -            317 84764at50557         -            287   2.1e-14   52.5   0.0   2   2   1.1e-08   1.7e-07   29.8   0.1   108   191   164   249   151   254 0.82 -
63962at50557_13249_0:000dee|STRG.10039.10:1622-2536|+  -            305 84764at50557         -            287   2.8e-14   52.1   0.1   1   1   2.4e-15   3.7e-14   51.6   0.1    18   212    32   223    17   246 0.79 -
63962at50557_13249_0:000dee|STRG.10039.11:1288-2202|+  -            305 84764at50557         -            287   2.8e-14   52.1   0.1   1   1   2.4e-15   3.7e-14   51.6   0.1    18   212    32   223    17   246 0.79 -
63962at50557_13249_0:000dee|STRG.10039.1:1425-2339|+   -            305 84764at50557         -            287   2.8e-14   52.1   0.1   1   1   2.4e-15   3.7e-14   51.6   0.1    18   212    32   223    17   246 0.79 -
63962at50557_13249_0:000dee|STRG.10039.2:4550-5464|+   -            305 84764at50557         -            287   2.8e-14   52.1   0.1   1   1   2.4e-15   3.7e-14   51.6   0.1    18   212    32   223    17   246 0.79 -
63962at50557_13249_0:000dee|STRG.10039.3:2023-2937|+   -            305 84764at50557         -            287   2.8e-14   52.1   0.1   1   1   2.4e-15   3.7e-14   51.6   0.1    18   212    32   223    17   246 0.79 -
63962at50557_13249_0:000dee|STRG.10039.4:1888-2802|+   -            305 84764at50557         -            287   2.8e-14   52.1   0.1   1   1   2.4e-15   3.7e-14   51.6   0.1    18   212    32   223    17   246 0.79 -
63962at50557_13249_0:000dee|STRG.10039.6:1892-2806|+   -            305 84764at50557         -            287   2.8e-14   52.1   0.1   1   1   2.4e-15   3.7e-14   51.6   0.1    18   212    32   223    17   246 0.79 -
63962at50557_13249_0:000dee|STRG.10039.7:1440-2354|+   -            305 84764at50557         -            287   2.8e-14   52.1   0.1   1   1   2.4e-15   3.7e-14   51.6   0.1    18   212    32   223    17   246 0.79 -
63962at50557_13249_0:000dee|STRG.10039.8:1820-2734|+   -            305 84764at50557         -            287   2.8e-14   52.1   0.1   1   1   2.4e-15   3.7e-14   51.6   0.1    18   212    32   223    17   246 0.79 -
63962at50557_13249_0:000dee|STRG.10039.9:1824-2738|+   -            305 84764at50557         -            287   2.8e-14   52.1   0.1   1   1   2.4e-15   3.7e-14   51.6   0.1    18   212    32   223    17   246 0.79 -
63962at50557_45779_0:000a34|STRG.2299.1:2789-3733|+    -            315 84764at50557         -            287   3.5e-14   51.7   0.1   1   2   3.3e-11   5.2e-10   38.0   0.1    11   149     9   146     2   157 0.76 -
63962at50557_45779_0:000a34|STRG.2299.1:2789-3733|+    -            315 84764at50557         -            287   3.5e-14   51.7   0.1   2   2    0.0033     0.051   11.8   0.0   158   199   200   241   176   270 0.81 -
63962at50557_45779_0:000a34|STRG.2299.2:2229-3173|+    -            315 84764at50557         -            287   3.5e-14   51.7   0.1   1   2   3.3e-11   5.2e-10   38.0   0.1    11   149     9   146     2   157 0.76 -
63962at50557_45779_0:000a34|STRG.2299.2:2229-3173|+    -            315 84764at50557         -            287   3.5e-14   51.7   0.1   2   2    0.0033     0.051   11.8   0.0   158   199   200   241   176   270 0.81 -
63962at50557_45779_0:000a34|STRG.2299.3:1874-2818|+    -            315 84764at50557         -            287   3.5e-14   51.7   0.1   1   2   3.3e-11   5.2e-10   38.0   0.1    11   149     9   146     2   157 0.76 -
63962at50557_45779_0:000a34|STRG.2299.3:1874-2818|+    -            315 84764at50557         -            287   3.5e-14   51.7   0.1   2   2    0.0033     0.051   11.8   0.0   158   199   200   241   176   270 0.81 -
63962at50557_441921_0:002083|STRG.297.1:1563-2429|+    -            289 84764at50557         -            287   3.6e-14   51.7   0.0   1   1     3e-15   4.7e-14   51.3   0.0     7   192    10   199     4   209 0.80 -
63962at50557_441921_0:002083|STRG.297.2:1272-2138|+    -            289 84764at50557         -            287   3.6e-14   51.7   0.0   1   1     3e-15   4.7e-14   51.3   0.0     7   192    10   199     4   209 0.80 -
63962at50557_121225_0:001c01|STRG.15476.1:390-1217|+   -            276 84764at50557         -            287   3.8e-14   51.6   0.0   1   1   3.4e-15   5.3e-14   51.1   0.0     8   191     9   191     3   212 0.77 -
57980at50557_286706_0:000fec|STRG.4126.1:983-1744|+    -            254 84764at50557         -            287   4.1e-14   51.5   0.0   1   1   3.3e-15   5.2e-14   51.2   0.0    10   210     7   211     4   237 0.85 -
57980at50557_286706_0:000fec|STRG.4126.2:844-1605|+    -            254 84764at50557         -            287   4.1e-14   51.5   0.0   1   1   3.3e-15   5.2e-14   51.2   0.0    10   210     7   211     4   237 0.85 -
8547at50557_74869_0:0028a5|STRG.906.1:1026-1682|+      -            219 84764at50557         -            287   4.5e-14   51.4   0.0   1   1   3.6e-15   5.7e-14   51.0   0.0     6   191     2   198     1   203 0.75 -
8547at50557_74869_0:0028a5|STRG.906.2:852-1508|+       -            219 84764at50557         -            287   4.5e-14   51.4   0.0   1   1   3.6e-15   5.7e-14   51.0   0.0     6   191     2   198     1   203 0.75 -
8547at50557_74869_0:0028a5|STRG.906.3:849-1505|+       -            219 84764at50557         -            287   4.5e-14   51.4   0.0   1   1   3.6e-15   5.7e-14   51.0   0.0     6   191     2   198     1   203 0.75 -
8547at50557_74869_0:0028a5|STRG.906.4:750-1406|+       -            219 84764at50557         -            287   4.5e-14   51.4   0.0   1   1   3.6e-15   5.7e-14   51.0   0.0     6   191     2   198     1   203 0.75 -
8547at50557_74869_0:0028a5|STRG.10477.2:3428-4069|+    -            214 84764at50557         -            287   4.9e-14   51.2   0.1   1   1   7.4e-15   1.2e-13   50.0   0.1     8   191     9   209     4   211 0.71 -
8547at50557_74869_0:0028a5|STRG.10477.3:2912-3553|+    -            214 84764at50557         -            287   4.9e-14   51.2   0.1   1   1   7.4e-15   1.2e-13   50.0   0.1     8   191     9   209     4   211 0.71 -
8547at50557_74869_0:0028a5|STRG.10477.4:2715-3356|+    -            214 84764at50557         -            287   4.9e-14   51.2   0.1   1   1   7.4e-15   1.2e-13   50.0   0.1     8   191     9   209     4   211 0.71 -
58206at50557_103372_0:002486|STRG.15945.1:227-919|+    -            231 84764at50557         -            287     5e-14   51.2   0.0   1   1   3.9e-15   6.2e-14   50.9   0.0     9   194     2   184     1   194 0.80 -
8547at50557_45779_0:000864|STRG.13725.10:2744-3535|+   -            264 84764at50557         -            287   7.9e-14   50.6   0.0   1   1   6.8e-15   1.1e-13   50.1   0.0    25   192    32   200    10   203 0.83 -
8547at50557_45779_0:000864|STRG.13725.1:4348-5139|+    -            264 84764at50557         -            287   7.9e-14   50.6   0.0   1   1   6.8e-15   1.1e-13   50.1   0.0    25   192    32   200    10   203 0.83 -
8547at50557_45779_0:000864|STRG.13725.2:4396-5187|+    -            264 84764at50557         -            287   7.9e-14   50.6   0.0   1   1   6.8e-15   1.1e-13   50.1   0.0    25   192    32   200    10   203 0.83 -
8547at50557_45779_0:000864|STRG.13725.3:2675-3466|+    -            264 84764at50557         -            287   7.9e-14   50.6   0.0   1   1   6.8e-15   1.1e-13   50.1   0.0    25   192    32   200    10   203 0.83 -
8547at50557_45779_0:000864|STRG.13725.4:2678-3469|+    -            264 84764at50557         -            287   7.9e-14   50.6   0.0   1   1   6.8e-15   1.1e-13   50.1   0.0    25   192    32   200    10   203 0.83 -
8547at50557_45779_0:000864|STRG.13725.7:2678-3469|+    -            264 84764at50557         -            287   7.9e-14   50.6   0.0   1   1   6.8e-15   1.1e-13   50.1   0.0    25   192    32   200    10   203 0.83 -
8547at50557_45779_0:000864|STRG.13725.8:2696-3487|+    -            264 84764at50557         -            287   7.9e-14   50.6   0.0   1   1   6.8e-15   1.1e-13   50.1   0.0    25   192    32   200    10   203 0.83 -
8547at50557_45779_0:000864|STRG.13725.9:2762-3553|+    -            264 84764at50557         -            287   7.9e-14   50.6   0.0   1   1   6.8e-15   1.1e-13   50.1   0.0    25   192    32   200    10   203 0.83 -
8547at50557_74869_0:0028a5|STRG.7865.2:6886-7653|+     -            256 84764at50557         -            287     8e-14   50.5   0.0   1   1     7e-15   1.1e-13   50.1   0.0     8   210     5   207     2   229 0.80 -
8547at50557_74869_0:0028a5|STRG.7865.5:2044-2811|+     -            256 84764at50557         -            287     8e-14   50.5   0.0   1   1     7e-15   1.1e-13   50.1   0.0     8   210     5   207     2   229 0.80 -
8547at50557_74869_0:0028a5|STRG.7865.6:2406-3173|+     -            256 84764at50557         -            287     8e-14   50.5   0.0   1   1     7e-15   1.1e-13   50.1   0.0     8   210     5   207     2   229 0.80 -
57980at50557_7536_0:003723|STRG.5592.1:2552-3331|+     -            260 84764at50557         -            287   1.1e-13   50.1   0.0   1   1   9.2e-15   1.4e-13   49.7   0.0     8   191     8   196     3   203 0.81 -
57980at50557_7536_0:003723|STRG.5592.2:2583-3362|+     -            260 84764at50557         -            287   1.1e-13   50.1   0.0   1   1   9.2e-15   1.4e-13   49.7   0.0     8   191     8   196     3   203 0.81 -
57980at50557_7536_0:003723|STRG.5592.3:2583-3362|+     -            260 84764at50557         -            287   1.1e-13   50.1   0.0   1   1   9.2e-15   1.4e-13   49.7   0.0     8   191     8   196     3   203 0.81 -
8547at50557_45779_0:000864|STRG.13725.5:2522-3439|+    -            306 84764at50557         -            287   1.2e-13   50.0   0.0   1   1     1e-14   1.6e-13   49.6   0.0    25   192    74   242    49   245 0.83 -
8547at50557_45779_0:000864|STRG.13725.6:2525-3442|+    -            306 84764at50557         -            287   1.2e-13   50.0   0.0   1   1     1e-14   1.6e-13   49.6   0.0    25   192    74   242    49   245 0.83 -
8547at50557_43041_0:000727|STRG.13121.2:1105-2040|+    -            312 84764at50557         -            287   1.4e-13   49.7   0.0   1   1   1.8e-14   2.9e-13   48.7   0.0     8   191    51   251    44   260 0.77 -
58206at50557_7237_0:0028ba|STRG.13551.1:987-1859|+     -            291 84764at50557         -            287   2.1e-13   49.2   0.0   1   1     2e-14   3.1e-13   48.6   0.0     8   235    13   251     7   258 0.71 -
58206at50557_7237_0:0028ba|STRG.13551.2:713-1585|+     -            291 84764at50557         -            287   2.1e-13   49.2   0.0   1   1     2e-14   3.1e-13   48.6   0.0     8   235    13   251     7   258 0.71 -
58206at50557_7237_0:0028ba|STRG.13551.3:784-1656|+     -            291 84764at50557         -            287   2.1e-13   49.2   0.0   1   1     2e-14   3.1e-13   48.6   0.0     8   235    13   251     7   258 0.71 -
58206at50557_7237_0:0028ba|STRG.13551.4:396-1268|+     -            291 84764at50557         -            287   2.1e-13   49.2   0.0   1   1     2e-14   3.1e-13   48.6   0.0     8   235    13   251     7   258 0.71 -
58206at50557_7237_0:0028ba|STRG.13551.5:396-1268|+     -            291 84764at50557         -            287   2.1e-13   49.2   0.0   1   1     2e-14   3.1e-13   48.6   0.0     8   235    13   251     7   258 0.71 -
57980at50557_56086_0:004c1e|STRG.914.1:58-1149|+       -            364 84764at50557         -            287   3.6e-13   48.4   0.0   1   2   1.6e-07   2.5e-06   26.0   0.0    47   151    49   153     8   166 0.75 -
57980at50557_56086_0:004c1e|STRG.914.1:58-1149|+       -            364 84764at50557         -            287   3.6e-13   48.4   0.0   2   2   7.6e-06   0.00012   20.4   0.0   156   240   214   300   189   306 0.79 -
57980at50557_56086_0:004c1e|STRG.914.2:260-1351|+      -            364 84764at50557         -            287   3.6e-13   48.4   0.0   1   2   1.6e-07   2.5e-06   26.0   0.0    47   151    49   153     8   166 0.75 -
57980at50557_56086_0:004c1e|STRG.914.2:260-1351|+      -            364 84764at50557         -            287   3.6e-13   48.4   0.0   2   2   7.6e-06   0.00012   20.4   0.0   156   240   214   300   189   306 0.79 -
8547at50557_74869_0:0028a5|STRG.8643.1:1929-2723|+     -            265 84764at50557         -            287   3.9e-13   48.3   0.0   1   1   4.4e-14   6.9e-13   47.5   0.0     5   192     5   208     1   229 0.78 -
8547at50557_74869_0:0028a5|STRG.8643.2:2201-2995|+     -            265 84764at50557         -            287   3.9e-13   48.3   0.0   1   1   4.4e-14   6.9e-13   47.5   0.0     5   192     5   208     1   229 0.78 -
8547at50557_74869_0:0028a5|STRG.8643.3:1677-2471|+     -            265 84764at50557         -            287   3.9e-13   48.3   0.0   1   1   4.4e-14   6.9e-13   47.5   0.0     5   192     5   208     1   229 0.78 -
17813at50557_378494_0:006207|STRG.3210.3:457-1104|+    -            216 84764at50557         -            287   3.9e-13   48.3   0.1   1   1   3.1e-14   4.9e-13   48.0   0.1     2   188     4   207     3   211 0.74 -
17813at50557_378494_0:006207|STRG.3210.4:53-700|+      -            216 84764at50557         -            287   3.9e-13   48.3   0.1   1   1   3.1e-14   4.9e-13   48.0   0.1     2   188     4   207     3   211 0.74 -
57980at50557_43151_0:0020f1|STRG.14921.1:1538-2149|+   -            204 84764at50557         -            287   3.9e-13   48.3   0.0   1   1     3e-14   4.8e-13   48.0   0.0    49   191     2   148     1   159 0.80 -
57980at50557_43151_0:0020f1|STRG.14921.2:1538-2149|+   -            204 84764at50557         -            287   3.9e-13   48.3   0.0   1   1     3e-14   4.8e-13   48.0   0.0    49   191     2   148     1   159 0.80 -
57980at50557_43151_0:0020f1|STRG.14921.3:1538-2149|+   -            204 84764at50557         -            287   3.9e-13   48.3   0.0   1   1     3e-14   4.8e-13   48.0   0.0    49   191     2   148     1   159 0.80 -
57980at50557_43151_0:0020f1|STRG.14921.4:1538-2149|+   -            204 84764at50557         -            287   3.9e-13   48.3   0.0   1   1     3e-14   4.8e-13   48.0   0.0    49   191     2   148     1   159 0.80 -
57980at50557_43151_0:0020f1|STRG.14921.5:1247-1858|+   -            204 84764at50557         -            287   3.9e-13   48.3   0.0   1   1     3e-14   4.8e-13   48.0   0.0    49   191     2   148     1   159 0.80 -
57980at50557_43151_0:0020f1|STRG.14921.6:1247-1858|+   -            204 84764at50557         -            287   3.9e-13   48.3   0.0   1   1     3e-14   4.8e-13   48.0   0.0    49   191     2   148     1   159 0.80 -
8547at50557_74869_0:0028a5|STRG.7421.2:149-1039|+      -            297 84764at50557         -            287   4.2e-13   48.2   0.0   1   2    0.0004    0.0062   14.8   0.0     7    66     4    67     1    86 0.75 -
8547at50557_74869_0:0028a5|STRG.7421.2:149-1039|+      -            297 84764at50557         -            287   4.2e-13   48.2   0.0   2   2   3.3e-09   5.2e-08   31.5   0.0    95   192   133   233   126   254 0.80 -
65033at50557_1629725_0:00088d|STRG.3038.3:887-1279|+   -            131 84764at50557         -            287   4.4e-13   48.1   0.0   1   1   3.2e-14   5.1e-13   47.9   0.0   110   200    14   103     2   113 0.83 -
84269at50557_121845_0:003993|STRG.3114.1:2144-2950|+   -            269 84764at50557         -            287   4.7e-13   48.0   0.0   1   1   3.7e-14   5.8e-13   47.7   0.0     7   212    10   218     4   240 0.78 -
84269at50557_121845_0:003993|STRG.3114.2:1454-2260|+   -            269 84764at50557         -            287   4.7e-13   48.0   0.0   1   1   3.7e-14   5.8e-13   47.7   0.0     7   212    10   218     4   240 0.78 -
8547at50557_74869_0:0028a5|STRG.14945.1:4215-5057|+    -            281 84764at50557         -            287   4.8e-13   48.0   0.0   1   1   2.9e-13   4.5e-12   44.8   0.0     7   192     8   217     3   223 0.73 -
17813at50557_113334_0:00073d|STRG.8621.1:1181-2218|+   -            346 84764at50557         -            287   4.9e-13   48.0   0.0   1   1     4e-14   6.3e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.8621.2:1181-2218|+   -            346 84764at50557         -            287   4.9e-13   48.0   0.0   1   1     4e-14   6.3e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.8621.3:1181-2218|+   -            346 84764at50557         -            287   4.9e-13   48.0   0.0   1   1     4e-14   6.3e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.8621.4:1181-2218|+   -            346 84764at50557         -            287   4.9e-13   48.0   0.0   1   1     4e-14   6.3e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.8621.5:1083-2120|+   -            346 84764at50557         -            287   4.9e-13   48.0   0.0   1   1     4e-14   6.3e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.8621.6:1083-2120|+   -            346 84764at50557         -            287   4.9e-13   48.0   0.0   1   1     4e-14   6.3e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.8621.7:1083-2120|+   -            346 84764at50557         -            287   4.9e-13   48.0   0.0   1   1     4e-14   6.3e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
8547at50557_74869_0:0028a5|STRG.7865.4:2045-2821|+     -            259 84764at50557         -            287   5.7e-13   47.7   0.0   1   1   7.4e-14   1.2e-12   46.7   0.0     8   210     5   210     2   231 0.77 -
84269at50557_520822_0:0011cf|STRG.11558.5:393-1343|+   -            317 84764at50557         -            287   6.8e-13   47.5   0.0   1   1   5.6e-14   8.8e-13   47.1   0.0   108   196    79   169     9   177 0.85 -
17813at50557_378494_0:006207|STRG.3210.1:885-1875|+    -            211 84764at50557         -            287   7.3e-13   47.4   0.1   1   1   5.8e-14   9.1e-13   47.1   0.1     2   188     4   202     3   206 0.75 -
125117at50557_54969_0:0029cc|STRG.16641.1:854-1849|+   -            332 84764at50557         -            287   7.9e-13   47.3   0.0   1   1   6.1e-14   9.6e-13   47.0   0.0     5   206    14   230    10   262 0.77 -
125117at50557_54969_0:0029cc|STRG.16641.2:956-1951|+   -            332 84764at50557         -            287   7.9e-13   47.3   0.0   1   1   6.1e-14   9.6e-13   47.0   0.0     5   206    14   230    10   262 0.77 -
8547at50557_74869_0:0028a5|STRG.7421.1:1439-2320|+     -            294 84764at50557         -            287   8.9e-13   47.1   0.0   1   2   0.00085     0.013   13.7   0.0     8    66     2    64     1    83 0.74 -
8547at50557_74869_0:0028a5|STRG.7421.1:1439-2320|+     -            294 84764at50557         -            287   8.9e-13   47.1   0.0   2   2   3.3e-09   5.1e-08   31.5   0.0    95   192   130   230   123   251 0.80 -
8547at50557_74869_0:0028a5|STRG.519.2:1956-2777|+      -            274 84764at50557         -            287   1.1e-12   46.8   0.2   1   2       4.8        76    1.4   0.0    26    81    33    85     4   110 0.65 -
8547at50557_74869_0:0028a5|STRG.519.2:1956-2777|+      -            274 84764at50557         -            287   1.1e-12   46.8   0.2   2   2   7.4e-13   1.2e-11   43.4   0.1    92   192   154   257   138   264 0.81 -
17813at50557_378494_0:006207|STRG.3210.2:621-1296|+    -            216 84764at50557         -            287   1.1e-12   46.8   0.1   1   1   8.8e-14   1.4e-12   46.5   0.1     2   188     4   207     3   211 0.74 -
84269at50557_520822_0:0011cf|STRG.11558.1:382-1647|+   -            422 84764at50557         -            287   1.1e-12   46.8   0.0   1   1   9.8e-14   1.5e-12   46.3   0.0   108   196   184   274   113   282 0.85 -
84269at50557_456900_0:002190|STRG.11558.3:1040-2338|+  -            433 84764at50557         -            287   1.2e-12   46.7   0.0   1   1     1e-13   1.6e-12   46.3   0.0   108   196   195   285   124   293 0.85 -
84269at50557_456900_0:002190|STRG.11558.4:756-2054|+   -            433 84764at50557         -            287   1.2e-12   46.7   0.0   1   1     1e-13   1.6e-12   46.3   0.0   108   196   195   285   124   293 0.85 -
84269at50557_456900_0:002190|STRG.11558.6:730-2028|+   -            433 84764at50557         -            287   1.2e-12   46.7   0.0   1   1     1e-13   1.6e-12   46.3   0.0   108   196   195   285   124   293 0.85 -
84269at50557_456900_0:002190|STRG.11558.2:729-2027|+   -            433 84764at50557         -            287   1.2e-12   46.7   0.0   1   1     1e-13   1.6e-12   46.3   0.0   108   196   195   285   124   293 0.85 -
57980at50557_108931_0:000186|STRG.4128.1:784-1590|+    -            269 84764at50557         -            287   1.3e-12   46.6   0.0   1   1     1e-13   1.6e-12   46.3   0.0    10   205     3   202     1   229 0.84 -
57980at50557_43151_0:0020f1|STRG.11743.1:1613-2128|+   -            172 84764at50557         -            287   1.4e-12   46.5   0.0   1   1     1e-13   1.6e-12   46.3   0.0    96   194    22   121     6   144 0.82 -
57980at50557_43151_0:0020f1|STRG.11743.2:1654-2169|+   -            172 84764at50557         -            287   1.4e-12   46.5   0.0   1   1     1e-13   1.6e-12   46.3   0.0    96   194    22   121     6   144 0.82 -
57980at50557_43151_0:0020f1|STRG.11743.3:1519-2034|+   -            172 84764at50557         -            287   1.4e-12   46.5   0.0   1   1     1e-13   1.6e-12   46.3   0.0    96   194    22   121     6   144 0.82 -
84269at50557_108931_0:00068a|STRG.16641.1:2060-2821|+  -            254 84764at50557         -            287   1.6e-12   46.3   0.0   1   1   1.8e-13   2.9e-12   45.4   0.0    19   192    12   179     1   189 0.75 -
84269at50557_108931_0:00068a|STRG.16641.2:2162-2923|+  -            254 84764at50557         -            287   1.6e-12   46.3   0.0   1   1   1.8e-13   2.9e-12   45.4   0.0    19   192    12   179     1   189 0.75 -
8547at50557_1629725_0:00090b|STRG.519.4:1968-2900|+    -            311 84764at50557         -            287   1.7e-12   46.2   0.1   1   2       7.2   1.1e+02    0.8   0.0    27    81    30    81     4   105 0.66 -
8547at50557_1629725_0:00090b|STRG.519.4:1968-2900|+    -            311 84764at50557         -            287   1.7e-12   46.2   0.1   2   2   9.4e-13   1.5e-11   43.1   0.1    92   192   150   253   135   261 0.81 -
8547at50557_1629725_0:00090b|STRG.519.5:1942-2874|+    -            311 84764at50557         -            287   1.7e-12   46.2   0.1   1   2       7.2   1.1e+02    0.8   0.0    27    81    30    81     4   105 0.66 -
8547at50557_1629725_0:00090b|STRG.519.5:1942-2874|+    -            311 84764at50557         -            287   1.7e-12   46.2   0.1   2   2   9.4e-13   1.5e-11   43.1   0.1    92   192   150   253   135   261 0.81 -
57980at50557_121225_0:0028b8|STRG.15107.2:1767-2558|+  -            264 84764at50557         -            287   2.6e-12   45.6   0.3   1   2     4e-06   6.3e-05   21.3   0.0   111   160    24    73    12   116 0.84 -
57980at50557_121225_0:0028b8|STRG.15107.2:1767-2558|+  -            264 84764at50557         -            287   2.6e-12   45.6   0.3   2   2   1.7e-06   2.6e-05   22.6   0.0     2    63   196   257   195   262 0.85 -
57980at50557_121225_0:0028b8|STRG.15107.3:1346-2137|+  -            264 84764at50557         -            287   2.6e-12   45.6   0.3   1   2     4e-06   6.3e-05   21.3   0.0   111   160    24    73    12   116 0.84 -
57980at50557_121225_0:0028b8|STRG.15107.3:1346-2137|+  -            264 84764at50557         -            287   2.6e-12   45.6   0.3   2   2   1.7e-06   2.6e-05   22.6   0.0     2    63   196   257   195   262 0.85 -
63962at50557_54969_0:002f60|STRG.5364.1:522-971|+      -            150 84764at50557         -            287   3.2e-12   45.3   0.1   1   1   2.4e-13   3.7e-12   45.1   0.1    11   146    11   149     2   150 0.75 -
63962at50557_54969_0:002f60|STRG.5364.2:444-893|+      -            150 84764at50557         -            287   3.2e-12   45.3   0.1   1   1   2.4e-13   3.7e-12   45.1   0.1    11   146    11   149     2   150 0.75 -
8547at50557_45779_0:000864|STRG.9633.2:985-1839|+      -            285 84764at50557         -            287   3.8e-12   45.0   0.0   1   1   3.4e-13   5.3e-12   44.6   0.0    22   197    54   225    34   229 0.74 -
125117at50557_54969_0:0029cc|STRG.14590.1:582-1490|+   -            303 84764at50557         -            287   4.7e-12   44.8   0.0   1   1   3.7e-13   5.8e-12   44.4   0.0     2   202     7   216     6   239 0.83 -
125117at50557_54969_0:0029cc|STRG.14590.2:456-1364|+   -            303 84764at50557         -            287   4.7e-12   44.8   0.0   1   1   3.7e-13   5.8e-12   44.4   0.0     2   202     7   216     6   239 0.83 -
125117at50557_54969_0:0029cc|STRG.14590.3:568-1476|+   -            303 84764at50557         -            287   4.7e-12   44.8   0.0   1   1   3.7e-13   5.8e-12   44.4   0.0     2   202     7   216     6   239 0.83 -
125117at50557_54969_0:0029cc|STRG.14590.4:545-1453|+   -            303 84764at50557         -            287   4.7e-12   44.8   0.0   1   1   3.7e-13   5.8e-12   44.4   0.0     2   202     7   216     6   239 0.83 -
125117at50557_54969_0:0029cc|STRG.14590.5:345-1253|+   -            303 84764at50557         -            287   4.7e-12   44.8   0.0   1   1   3.7e-13   5.8e-12   44.4   0.0     2   202     7   216     6   239 0.83 -
125117at50557_54969_0:0029cc|STRG.14590.6:456-1364|+   -            303 84764at50557         -            287   4.7e-12   44.8   0.0   1   1   3.7e-13   5.8e-12   44.4   0.0     2   202     7   216     6   239 0.83 -
65033at50557_74869_0:0028a2|STRG.10393.3:2670-3239|+   -            190 84764at50557         -            287   5.5e-12   44.5   0.1   1   1   1.4e-11   2.2e-10   39.3   0.1   110   193    42   142    29   162 0.75 -
65033at50557_74869_0:0028a2|STRG.10393.4:2298-2867|+   -            190 84764at50557         -            287   5.5e-12   44.5   0.1   1   1   1.4e-11   2.2e-10   39.3   0.1   110   193    42   142    29   162 0.75 -
84764at50557_168631_0:00229c|STRG.11563.2:4153-4587|+  -            145 84764at50557         -            287   6.7e-12   44.2   1.4   1   1   4.8e-13   7.5e-12   44.1   1.4     1   135     6   145     6   145 0.76 -
8547at50557_45779_0:000864|STRG.9633.3:985-1836|+      -            284 84764at50557         -            287   8.1e-12   44.0   0.0   1   1   7.2e-13   1.1e-11   43.5   0.0    22   197    54   224    34   228 0.75 -
65033at50557_178035_0:001748|STRG.10393.1:2670-3347|+  -            226 84764at50557         -            287   9.9e-12   43.7   0.1   1   1   2.4e-11   3.8e-10   38.5   0.1   110   193    42   142    28   157 0.75 -
65033at50557_178035_0:001748|STRG.10393.2:2637-3314|+  -            226 84764at50557         -            287   9.9e-12   43.7   0.1   1   1   2.4e-11   3.8e-10   38.5   0.1   110   193    42   142    28   157 0.75 -
65033at50557_178035_0:001748|STRG.10393.5:2297-2974|+  -            226 84764at50557         -            287   9.9e-12   43.7   0.1   1   1   2.4e-11   3.8e-10   38.5   0.1   110   193    42   142    28   157 0.75 -
84269at50557_7159_0:0033d6|STRG.1102.1:638-1537|+      -            300 84764at50557         -            287   1.2e-11   43.4   0.0   1   1   1.2e-12   1.8e-11   42.8   0.0     6   201    19   230    15   235 0.69 -
63962at50557_441921_0:002083|STRG.2346.1:196-1011|+    -            272 84764at50557         -            287   1.6e-11   43.0   0.0   1   1   2.2e-12   3.5e-11   41.9   0.0     6   204    24   238    20   267 0.73 -
63962at50557_441921_0:002083|STRG.2346.2:196-1011|+    -            272 84764at50557         -            287   1.6e-11   43.0   0.0   1   1   2.2e-12   3.5e-11   41.9   0.0     6   204    24   238    20   267 0.73 -
8547at50557_74869_0:0028a5|STRG.15758.1:1155-2039|+    -            295 84764at50557         -            287   2.4e-11   42.4   0.0   1   2      0.07       1.1    7.4   0.0     5    82     4    86     1    99 0.73 -
8547at50557_74869_0:0028a5|STRG.15758.1:1155-2039|+    -            295 84764at50557         -            287   2.4e-11   42.4   0.0   2   2     1e-09   1.6e-08   33.1   0.0    95   191   135   233   126   263 0.80 -
57980at50557_28588_0:000968|STRG.5818.1:275-1021|+     -            249 84764at50557         -            287   3.4e-11   41.9   0.0   1   1     9e-12   1.4e-10   39.9   0.0    37   201    12   205     3   208 0.70 -
57980at50557_28588_0:000968|STRG.5818.2:289-1035|+     -            249 84764at50557         -            287   3.4e-11   41.9   0.0   1   1     9e-12   1.4e-10   39.9   0.0    37   201    12   205     3   208 0.70 -
