#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
54603at50557_103372_0:00290d|STRG.12718.1:75-1919|+    -            615 54603at50557         -            483    2e-232  771.0  24.8   1   1  3.7e-234  2.6e-232  770.7  24.8     1   481    96   613    96   615 0.95 -
8280at50557_7395_0:001be3|STRG.7522.3:320-766|+        -            149 54603at50557         -            483   1.9e-07   29.1   1.0   1   2       7.3   5.1e+02   -2.0   0.0   195   213    12    30    10    38 0.82 -
8280at50557_7395_0:001be3|STRG.7522.3:320-766|+        -            149 54603at50557         -            483   1.9e-07   29.1   1.0   2   2   5.5e-09   3.9e-07   28.1   0.8    78   148    65   137    44   147 0.90 -
54603at50557_1155016_0:00503d|STRG.770.1:303-644|+     -            114 54603at50557         -            483     2e-07   29.0   0.2   1   2   0.00044     0.031   11.9   0.0   269   308     8    47     5    55 0.93 -
54603at50557_1155016_0:00503d|STRG.770.1:303-644|+     -            114 54603at50557         -            483     2e-07   29.0   0.2   2   2   2.9e-05    0.0021   15.8   0.0   269   308    56    95    50   114 0.77 -
8280at50557_38123_0:003113|STRG.8383.1:313-1347|+      -            345 54603at50557         -            483   2.5e-07   28.7  20.8   1   2   2.6e-08   1.8e-06   25.9   6.8   138   224     1    93     1    94 0.82 -
8280at50557_38123_0:003113|STRG.8383.1:313-1347|+      -            345 54603at50557         -            483   2.5e-07   28.7  20.8   2   2   0.00071      0.05   11.2   0.5   101   138    73   111    66   127 0.85 -
102553at50557_74869_0:000218|STRG.15692.1:1136-1618|+  -            161 54603at50557         -            483     3e-07   28.5   5.1   1   1     1e-08   7.1e-07   27.2   5.1    85   200     1   128     1   135 0.76 -
109776at50557_42026_0:0011aa|STRG.4626.1:285-680|+     -            132 54603at50557         -            483     7e-07   27.2   3.9   1   1   1.5e-08   1.1e-06   26.6   3.7   358   465     4   120     2   131 0.82 -
109776at50557_42026_0:0011aa|STRG.4626.2:914-1309|+    -            132 54603at50557         -            483     7e-07   27.2   3.9   1   1   1.5e-08   1.1e-06   26.6   3.7   358   465     4   120     2   131 0.82 -
102553at50557_7029_0:000362|STRG.9022.1:671-1123|+     -            151 54603at50557         -            483   1.1e-06   26.6   2.3   1   1   1.6e-08   1.1e-06   26.6   2.3    58   128    20    88     1   106 0.60 -
102553at50557_7029_0:000362|STRG.9022.2:676-1128|+     -            151 54603at50557         -            483   1.1e-06   26.6   2.3   1   1   1.6e-08   1.1e-06   26.6   2.3    58   128    20    88     1   106 0.60 -
102553at50557_7029_0:000362|STRG.9022.3:632-1084|+     -            151 54603at50557         -            483   1.1e-06   26.6   2.3   1   1   1.6e-08   1.1e-06   26.6   2.3    58   128    20    88     1   106 0.60 -
109776at50557_7159_0:00072f|STRG.10962.1:1325-1801|+   -            159 54603at50557         -            483   7.1e-06   23.9   4.3   1   1   2.6e-07   1.8e-05   22.6   4.3   263   459    14   129     1   148 0.35 -
54603at50557_319348_0:000250|STRG.14485.5:655-1485|+   -            277 54603at50557         -            483   9.8e-06   23.5   4.2   1   1   1.4e-07   9.8e-06   23.5   4.2   327   416    14   107     2   113 0.82 -
102553at50557_116153_0:00114a|STRG.6868.1:886-1278|+   -            131 54603at50557         -            483   1.3e-05   23.1   7.1   1   1   2.4e-07   1.7e-05   22.7   7.1   340   435     2    98     1   114 0.75 -
102553at50557_116153_0:00114a|STRG.6868.2:785-1177|+   -            131 54603at50557         -            483   1.3e-05   23.1   7.1   1   1   2.4e-07   1.7e-05   22.7   7.1   340   435     2    98     1   114 0.75 -
8280at50557_28612_0:005400|STRG.2112.1:209-601|+       -            131 54603at50557         -            483   1.5e-05   22.9   0.4   1   2   2.9e-05     0.002   15.8   0.0    82   150    27    97    14   101 0.78 -
8280at50557_28612_0:005400|STRG.2112.1:209-601|+       -            131 54603at50557         -            483   1.5e-05   22.9   0.4   2   2     0.016       1.2    6.7   0.3   268   303    96   131    89   131 0.91 -
8280at50557_28612_0:005400|STRG.2112.2:209-601|+       -            131 54603at50557         -            483   1.5e-05   22.9   0.4   1   2   2.9e-05     0.002   15.8   0.0    82   150    27    97    14   101 0.78 -
8280at50557_28612_0:005400|STRG.2112.2:209-601|+       -            131 54603at50557         -            483   1.5e-05   22.9   0.4   2   2     0.016       1.2    6.7   0.3   268   303    96   131    89   131 0.91 -
102553at50557_378494_0:0023c5|STRG.13489.1:240-1445|+  -            402 54603at50557         -            483   2.3e-05   22.2   6.7   1   1   4.8e-07   3.4e-05   21.7   6.7   326   395    32   105    18   149 0.78 -
102553at50557_166361_0:001fd2|STRG.3752.1:258-680|+    -            141 54603at50557         -            483   8.7e-05   20.3   1.1   1   1   1.4e-05   0.00096   16.9   1.0    98   147    43    91    17   109 0.57 -
102553at50557_43151_0:000946|STRG.502.1:643-1044|+     -            134 54603at50557         -            483   0.00011   20.1   7.1   1   2   1.3e-05    0.0009   17.0   2.0   341   393     3    57     1    60 0.87 -
102553at50557_43151_0:000946|STRG.502.1:643-1044|+     -            134 54603at50557         -            483   0.00011   20.1   7.1   2   2    0.0042       0.3    8.7   3.0   335   392    43   103    42   130 0.50 -
102553at50557_1041015_0:0032fd|STRG.8640.1:257-691|+   -            145 54603at50557         -            483   0.00013   19.8   1.2   1   1   2.1e-06   0.00015   19.5   1.2   362   418     2    57     1    78 0.53 -
102553at50557_1041015_0:0032fd|STRG.8640.2:376-810|+   -            145 54603at50557         -            483   0.00013   19.8   1.2   1   1   2.1e-06   0.00015   19.5   1.2   362   418     2    57     1    78 0.53 -
102553at50557_1041015_0:0032fd|STRG.8640.3:370-804|+   -            145 54603at50557         -            483   0.00013   19.8   1.2   1   1   2.1e-06   0.00015   19.5   1.2   362   418     2    57     1    78 0.53 -
46658at50557_88501_0:0030f3|STRG.15307.1:251-1921|+    -            557 54603at50557         -            483   0.00014   19.6   0.3   1   3    0.0061      0.43    8.2   0.0   275   314     3    42     1    60 0.85 -
46658at50557_88501_0:0030f3|STRG.15307.1:251-1921|+    -            557 54603at50557         -            483   0.00014   19.6   0.3   2   3     0.011       0.8    7.3   0.1   249   308    25    84    19    96 0.65 -
46658at50557_88501_0:0030f3|STRG.15307.1:251-1921|+    -            557 54603at50557         -            483   0.00014   19.6   0.3   3   3     0.017       1.2    6.7   0.1   269   303    93   127    72   131 0.85 -
102553at50557_13037_0:002e8c|STRG.1709.1:231-617|+     -            129 54603at50557         -            483    0.0017   16.1   0.7   1   1   2.6e-05    0.0018   16.0   0.7   329   411    14    98     2   123 0.70 -
102553at50557_13037_0:002e8c|STRG.1709.2:231-617|+     -            129 54603at50557         -            483    0.0017   16.1   0.7   1   1   2.6e-05    0.0018   16.0   0.7   329   411    14    98     2   123 0.70 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/54603at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/54603at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/54603at50557.hmm annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 10:10:50 2024
# [ok]
