#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
68325at50557_34720_0:0013d3|STRG.8229.1:2-1162|+       -            387 68325at50557         -            295  2.1e-154  512.0   0.2   1   1    4e-152  1.8e-150  499.1   0.2     2   295    35   386    34   386 0.89 -
56099at50557_74869_0:00213d|STRG.9742.3:1383-2198|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   1   4       1.3        58    1.8   0.0   101   122    14    36     7    39 0.76 -
56099at50557_74869_0:00213d|STRG.9742.3:1383-2198|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   2   4      0.12       5.5    5.1   0.0    81   115    44    78    37    90 0.87 -
56099at50557_74869_0:00213d|STRG.9742.3:1383-2198|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   3   4      0.45        20    3.3   0.0    66    98   206   238   201   244 0.85 -
56099at50557_74869_0:00213d|STRG.9742.3:1383-2198|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   4   4      0.82        37    2.4   0.0    57    83   242   268   238   270 0.86 -
56099at50557_74869_0:00213d|STRG.9742.4:1251-2066|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   1   4       1.3        58    1.8   0.0   101   122    14    36     7    39 0.76 -
56099at50557_74869_0:00213d|STRG.9742.4:1251-2066|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   2   4      0.12       5.5    5.1   0.0    81   115    44    78    37    90 0.87 -
56099at50557_74869_0:00213d|STRG.9742.4:1251-2066|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   3   4      0.45        20    3.3   0.0    66    98   206   238   201   244 0.85 -
56099at50557_74869_0:00213d|STRG.9742.4:1251-2066|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   4   4      0.82        37    2.4   0.0    57    83   242   268   238   270 0.86 -
56099at50557_74869_0:00213d|STRG.9742.5:1272-2087|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   1   4       1.3        58    1.8   0.0   101   122    14    36     7    39 0.76 -
56099at50557_74869_0:00213d|STRG.9742.5:1272-2087|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   2   4      0.12       5.5    5.1   0.0    81   115    44    78    37    90 0.87 -
56099at50557_74869_0:00213d|STRG.9742.5:1272-2087|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   3   4      0.45        20    3.3   0.0    66    98   206   238   201   244 0.85 -
56099at50557_74869_0:00213d|STRG.9742.5:1272-2087|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   4   4      0.82        37    2.4   0.0    57    83   242   268   238   270 0.86 -
56099at50557_74869_0:00213d|STRG.9742.6:1212-2027|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   1   4       1.3        58    1.8   0.0   101   122    14    36     7    39 0.76 -
56099at50557_74869_0:00213d|STRG.9742.6:1212-2027|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   2   4      0.12       5.5    5.1   0.0    81   115    44    78    37    90 0.87 -
56099at50557_74869_0:00213d|STRG.9742.6:1212-2027|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   3   4      0.45        20    3.3   0.0    66    98   206   238   201   244 0.85 -
56099at50557_74869_0:00213d|STRG.9742.6:1212-2027|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   4   4      0.82        37    2.4   0.0    57    83   242   268   238   270 0.86 -
56099at50557_74869_0:00213d|STRG.9742.7:1296-2111|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   1   4       1.3        58    1.8   0.0   101   122    14    36     7    39 0.76 -
56099at50557_74869_0:00213d|STRG.9742.7:1296-2111|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   2   4      0.12       5.5    5.1   0.0    81   115    44    78    37    90 0.87 -
56099at50557_74869_0:00213d|STRG.9742.7:1296-2111|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   3   4      0.45        20    3.3   0.0    66    98   206   238   201   244 0.85 -
56099at50557_74869_0:00213d|STRG.9742.7:1296-2111|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   4   4      0.82        37    2.4   0.0    57    83   242   268   238   270 0.86 -
56099at50557_74869_0:00213d|STRG.9742.8:1320-2135|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   1   4       1.3        58    1.8   0.0   101   122    14    36     7    39 0.76 -
56099at50557_74869_0:00213d|STRG.9742.8:1320-2135|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   2   4      0.12       5.5    5.1   0.0    81   115    44    78    37    90 0.87 -
56099at50557_74869_0:00213d|STRG.9742.8:1320-2135|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   3   4      0.45        20    3.3   0.0    66    98   206   238   201   244 0.85 -
56099at50557_74869_0:00213d|STRG.9742.8:1320-2135|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   4   4      0.82        37    2.4   0.0    57    83   242   268   238   270 0.86 -
56099at50557_74869_0:00213d|STRG.9742.9:1236-2051|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   1   4       1.3        58    1.8   0.0   101   122    14    36     7    39 0.76 -
56099at50557_74869_0:00213d|STRG.9742.9:1236-2051|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   2   4      0.12       5.5    5.1   0.0    81   115    44    78    37    90 0.87 -
56099at50557_74869_0:00213d|STRG.9742.9:1236-2051|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   3   4      0.45        20    3.3   0.0    66    98   206   238   201   244 0.85 -
56099at50557_74869_0:00213d|STRG.9742.9:1236-2051|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   4   4      0.82        37    2.4   0.0    57    83   242   268   238   270 0.86 -
66691at50557_456900_0:002b0f|STRG.6704.1:456-1556|+    -            367 68325at50557         -            295   0.00023   19.5   1.2   1   3      0.54        24    3.0   0.0   261   280    10    29     3    40 0.84 -
66691at50557_456900_0:002b0f|STRG.6704.1:456-1556|+    -            367 68325at50557         -            295   0.00023   19.5   1.2   2   3       1.1        47    2.1   0.1    77   118    46    85    29    93 0.77 -
66691at50557_456900_0:002b0f|STRG.6704.1:456-1556|+    -            367 68325at50557         -            295   0.00023   19.5   1.2   3   3    0.0026      0.12   10.6   0.0    82   124   325   364   274   366 0.76 -
78072at50557_39758_0:003b38|STRG.16035.1:802-1341|+    -            180 68325at50557         -            295   0.00027   19.3   0.3   1   3       6.8     3e+02   -0.6   0.0    65    82    26    43    22    52 0.83 -
78072at50557_39758_0:003b38|STRG.16035.1:802-1341|+    -            180 68325at50557         -            295   0.00027   19.3   0.3   2   3      0.34        15    3.7   0.0   101   118    76    93    69   101 0.81 -
78072at50557_39758_0:003b38|STRG.16035.1:802-1341|+    -            180 68325at50557         -            295   0.00027   19.3   0.3   3   3    0.0011      0.05   11.8   0.0   100   127   122   153   104   178 0.74 -
119132at50557_103372_0:001108|STRG.3683.1:324-1319|+   -            332 68325at50557         -            295   0.00043   18.6   0.1   1   2       2.4   1.1e+02    0.9   0.0   134   160    19    45    12    57 0.73 -
119132at50557_103372_0:001108|STRG.3683.1:324-1319|+   -            332 68325at50557         -            295   0.00043   18.6   0.1   2   2   0.00035     0.015   13.5   0.0    66   120   145   195   123   200 0.76 -
80377at50557_132113_0:002e63|STRG.3046.1:3895-4482|+   -            196 68325at50557         -            295   0.00049   18.4   0.0   1   1   1.6e-05    0.0007   17.9   0.0    71   176    15   124     3   158 0.73 -
80377at50557_132113_0:002e63|STRG.3046.2:3832-4419|+   -            196 68325at50557         -            295   0.00049   18.4   0.0   1   1   1.6e-05    0.0007   17.9   0.0    71   176    15   124     3   158 0.73 -
80377at50557_132113_0:002e63|STRG.3046.4:3592-4179|+   -            196 68325at50557         -            295   0.00049   18.4   0.0   1   1   1.6e-05    0.0007   17.9   0.0    71   176    15   124     3   158 0.73 -
80377at50557_132113_0:002e63|STRG.3046.5:3550-4137|+   -            196 68325at50557         -            295   0.00049   18.4   0.0   1   1   1.6e-05    0.0007   17.9   0.0    71   176    15   124     3   158 0.73 -
80377at50557_132113_0:002e63|STRG.3046.6:3526-4113|+   -            196 68325at50557         -            295   0.00049   18.4   0.0   1   1   1.6e-05    0.0007   17.9   0.0    71   176    15   124     3   158 0.73 -
80377at50557_132113_0:002e63|STRG.3046.7:1407-1994|+   -            196 68325at50557         -            295   0.00049   18.4   0.0   1   1   1.6e-05    0.0007   17.9   0.0    71   176    15   124     3   158 0.73 -
14512at50557_1218281_0:002752|STRG.2785.1:1106-1486|+  -            127 68325at50557         -            295   0.00053   18.3   0.0   1   1   2.1e-05   0.00096   17.5   0.0    66   125     2    68     1    79 0.69 -
14512at50557_1218281_0:002752|STRG.2785.2:1195-1575|+  -            127 68325at50557         -            295   0.00053   18.3   0.0   1   1   2.1e-05   0.00096   17.5   0.0    66   125     2    68     1    79 0.69 -
33043at50557_1507135_0:0016cf|STRG.2371.1:1758-2336|+  -            193 68325at50557         -            295   0.00056   18.2   0.2   1   2     0.011      0.47    8.6   0.0    37   114    21   105    17   113 0.76 -
33043at50557_1507135_0:0016cf|STRG.2371.1:1758-2336|+  -            193 68325at50557         -            295   0.00056   18.2   0.2   2   2    0.0012     0.053   11.7   0.2    56   123    82   156    73   191 0.75 -
69548at50557_79782_0:000cdd|STRG.14335.1:594-1409|+    -            272 68325at50557         -            295   0.00078   17.8   0.1   1   2    0.0015     0.068   11.4   0.1    80   122    94   135    44   141 0.74 -
69548at50557_79782_0:000cdd|STRG.14335.1:594-1409|+    -            272 68325at50557         -            295   0.00078   17.8   0.1   2   2       1.6        70    1.5   0.0   215   261   195   240   168   254 0.79 -
42371at50557_69820_0:000b2f|STRG.7906.1:563-1507|+     -            315 68325at50557         -            295   0.00092   17.5   0.0   1   3       1.7        78    1.3   0.0   261   287    52    77     3    85 0.66 -
42371at50557_69820_0:000b2f|STRG.7906.1:563-1507|+     -            315 68325at50557         -            295   0.00092   17.5   0.0   2   3      0.25        11    4.1   0.0   187   248    65   125    44   134 0.67 -
42371at50557_69820_0:000b2f|STRG.7906.1:563-1507|+     -            315 68325at50557         -            295   0.00092   17.5   0.0   3   3    0.0057      0.26    9.5   0.0    96   149   253   308   249   315 0.78 -
80377at50557_30019_0:0008bb|STRG.7719.3:370-972|+      -            201 68325at50557         -            295   0.00099   17.4   0.0   1   3      0.16       7.2    4.7   0.0    99   119    19    39     2    49 0.84 -
80377at50557_30019_0:0008bb|STRG.7719.3:370-972|+      -            201 68325at50557         -            295   0.00099   17.4   0.0   2   3    0.0063      0.28    9.4   0.0   101   170    63   131    57   161 0.83 -
80377at50557_30019_0:0008bb|STRG.7719.3:370-972|+      -            201 68325at50557         -            295   0.00099   17.4   0.0   3   3       4.7   2.1e+02   -0.1   0.0   101   130   147   176   129   192 0.68 -
14512at50557_56086_0:000590|STRG.5472.1:620-1087|+     -            156 68325at50557         -            295    0.0011   17.2   0.0   1   1   0.00062     0.028   12.7   0.1   101   248    16   155    12   156 0.64 -
76755at50557_64793_0:0021c2|STRG.13528.1:257-1228|+    -            324 68325at50557         -            295     0.002   16.4   4.3   1   4      0.13       5.6    5.1   0.1   232   278    14    63     6    75 0.67 -
76755at50557_64793_0:0021c2|STRG.13528.1:257-1228|+    -            324 68325at50557         -            295     0.002   16.4   4.3   2   4      0.07       3.2    5.9   0.1   101   159   103   161    81   162 0.64 -
76755at50557_64793_0:0021c2|STRG.13528.1:257-1228|+    -            324 68325at50557         -            295     0.002   16.4   4.3   3   4      0.38        17    3.5   0.0    99   119   144   164   140   171 0.85 -
76755at50557_64793_0:0021c2|STRG.13528.1:257-1228|+    -            324 68325at50557         -            295     0.002   16.4   4.3   4   4       2.1        92    1.1   0.1   216   249   262   294   235   304 0.52 -
78072at50557_110193_0:0018f8|STRG.10984.1:1345-1935|+  -            197 68325at50557         -            295    0.0022   16.3   0.1   1   3       3.4   1.5e+02    0.4   0.0   232   250    19    37     7    46 0.84 -
78072at50557_110193_0:0018f8|STRG.10984.1:1345-1935|+  -            197 68325at50557         -            295    0.0022   16.3   0.1   2   3    0.0043      0.19    9.9   0.0   101   160    62   120    57   132 0.85 -
78072at50557_110193_0:0018f8|STRG.10984.1:1345-1935|+  -            197 68325at50557         -            295    0.0022   16.3   0.1   3   3      0.74        33    2.6   0.0   255   282   129   157   123   170 0.74 -
78072at50557_110193_0:0018f8|STRG.10984.2:1342-1932|+  -            197 68325at50557         -            295    0.0022   16.3   0.1   1   3       3.4   1.5e+02    0.4   0.0   232   250    19    37     7    46 0.84 -
78072at50557_110193_0:0018f8|STRG.10984.2:1342-1932|+  -            197 68325at50557         -            295    0.0022   16.3   0.1   2   3    0.0043      0.19    9.9   0.0   101   160    62   120    57   132 0.85 -
78072at50557_110193_0:0018f8|STRG.10984.2:1342-1932|+  -            197 68325at50557         -            295    0.0022   16.3   0.1   3   3      0.74        33    2.6   0.0   255   282   129   157   123   170 0.74 -
58729at50557_34720_0:000c0a|STRG.5131.4:96-806|+       -            237 68325at50557         -            295    0.0024   16.1   0.2   1   3      0.42        19    3.4   0.0   131   184    22    76    11    81 0.83 -
58729at50557_34720_0:000c0a|STRG.5131.4:96-806|+       -            237 68325at50557         -            295    0.0024   16.1   0.2   2   3      0.31        14    3.8   0.0    63   120    83   139    69   147 0.73 -
58729at50557_34720_0:000c0a|STRG.5131.4:96-806|+       -            237 68325at50557         -            295    0.0024   16.1   0.2   3   3     0.085       3.8    5.6   0.0    72   115   176   217   158   236 0.56 -
74508at50557_7394_0:0023c7|STRG.12171.1:277-1257|+     -            327 68325at50557         -            295    0.0026   16.0   2.8   1   3     0.091       4.1    5.5   0.8   101   158    47   105    40   112 0.75 -
74508at50557_7394_0:0023c7|STRG.12171.1:277-1257|+     -            327 68325at50557         -            295    0.0026   16.0   2.8   2   3     0.055       2.5    6.3   0.0    77   118   110   151    99   168 0.85 -
74508at50557_7394_0:0023c7|STRG.12171.1:277-1257|+     -            327 68325at50557         -            295    0.0026   16.0   2.8   3   3      0.55        25    3.0   0.0   235   282   274   324   197   327 0.77 -
22030at50557_77166_0:00007a|STRG.14632.1:433-918|+     -            162 68325at50557         -            295    0.0026   16.0   0.0   1   1   7.6e-05    0.0034   15.7   0.0    53   153    49   158    15   162 0.80 -
71739at50557_103372_0:00145d|STRG.15110.1:94-1071|+    -            326 68325at50557         -            295     0.003   15.8   0.7   1   2      0.83        37    2.4   0.1    82   118    50    84    40   131 0.75 -
71739at50557_103372_0:00145d|STRG.15110.1:94-1071|+    -            326 68325at50557         -            295     0.003   15.8   0.7   2   2    0.0014     0.062   11.5   0.1    99   120   160   181   149   235 0.77 -
69548at50557_7370_0:000978|STRG.3076.4:391-1068|+      -            226 68325at50557         -            295    0.0045   15.2   0.1   1   3       8.2   3.7e+02   -0.9   0.1   135   157    18    40     5    47 0.77 -
69548at50557_7370_0:000978|STRG.3076.4:391-1068|+      -            226 68325at50557         -            295    0.0045   15.2   0.1   2   3      0.24        11    4.2   0.0   142   212    78   145    73   164 0.87 -
69548at50557_7370_0:000978|STRG.3076.4:391-1068|+      -            226 68325at50557         -            295    0.0045   15.2   0.1   3   3      0.02      0.89    7.7   0.0    96   119   168   191   153   196 0.86 -
69548at50557_178035_0:001395|STRG.3076.2:364-1026|+    -            221 68325at50557         -            295    0.0046   15.2   0.2   1   3       9.1   4.1e+02   -1.0   0.1   136   157    15    36     4    43 0.77 -
69548at50557_178035_0:001395|STRG.3076.2:364-1026|+    -            221 68325at50557         -            295    0.0046   15.2   0.2   2   3      0.23        10    4.2   0.0   142   211    74   140    69   159 0.87 -
69548at50557_178035_0:001395|STRG.3076.2:364-1026|+    -            221 68325at50557         -            295    0.0046   15.2   0.2   3   3     0.019      0.86    7.8   0.0    96   119   164   187   149   192 0.86 -
48053at50557_104421_0:0017a2|STRG.1224.1:20-1552|+     -            511 68325at50557         -            295    0.0049   15.1   0.0   1   2       2.9   1.3e+02    0.6   0.0   232   257   282   307   235   339 0.66 -
48053at50557_104421_0:0017a2|STRG.1224.1:20-1552|+     -            511 68325at50557         -            295    0.0049   15.1   0.0   2   2    0.0011     0.049   11.8   0.0   103   169   373   438   368   458 0.81 -
116554at50557_520822_0:0020e0|STRG.15322.3:376-1500|+  -            372 68325at50557         -            295    0.0052   15.0   0.0   1   2       2.2        98    1.0   0.0   221   240    70    89    34   116 0.85 -
116554at50557_520822_0:0020e0|STRG.15322.3:376-1500|+  -            372 68325at50557         -            295    0.0052   15.0   0.0   2   2    0.0013     0.059   11.6   0.0    80   259   219   262   191   291 0.74 -
116554at50557_520822_0:0020e0|STRG.15322.1:165-1295|+  -            377 68325at50557         -            295    0.0054   15.0   0.0   1   2       2.2     1e+02    1.0   0.0   221   240    70    89    34   116 0.85 -
116554at50557_520822_0:0020e0|STRG.15322.1:165-1295|+  -            377 68325at50557         -            295    0.0054   15.0   0.0   2   2    0.0013      0.06   11.6   0.0    80   259   219   262   191   291 0.74 -
116554at50557_520822_0:0020e0|STRG.15322.2:333-1463|+  -            377 68325at50557         -            295    0.0054   15.0   0.0   1   2       2.2     1e+02    1.0   0.0   221   240    70    89    34   116 0.85 -
116554at50557_520822_0:0020e0|STRG.15322.2:333-1463|+  -            377 68325at50557         -            295    0.0054   15.0   0.0   2   2    0.0013      0.06   11.6   0.0    80   259   219   262   191   291 0.74 -
116554at50557_520822_0:0020e0|STRG.15322.4:168-1298|+  -            377 68325at50557         -            295    0.0054   15.0   0.0   1   2       2.2     1e+02    1.0   0.0   221   240    70    89    34   116 0.85 -
116554at50557_520822_0:0020e0|STRG.15322.4:168-1298|+  -            377 68325at50557         -            295    0.0054   15.0   0.0   2   2    0.0013      0.06   11.6   0.0    80   259   219   262   191   291 0.74 -
58729at50557_34720_0:000c0a|STRG.5131.3:146-1102|+     -            319 68325at50557         -            295    0.0068   14.7   0.1   1   3       0.7        31    2.6   0.0   131   184    82   136    62   140 0.84 -
58729at50557_34720_0:000c0a|STRG.5131.3:146-1102|+     -            319 68325at50557         -            295    0.0068   14.7   0.1   2   3      0.61        27    2.8   0.0    64   120   144   199   134   207 0.72 -
58729at50557_34720_0:000c0a|STRG.5131.3:146-1102|+     -            319 68325at50557         -            295    0.0068   14.7   0.1   3   3      0.11       4.9    5.3   0.0    72   162   236   281   218   305 0.54 -
49370at50557_79782_0:001886|STRG.10460.1:1564-2550|+   -            329 68325at50557         -            295    0.0081   14.4   0.3   1   2     0.096       4.3    5.5   0.1    58   120    50   120    41   172 0.64 -
49370at50557_79782_0:001886|STRG.10460.1:1564-2550|+   -            329 68325at50557         -            295    0.0081   14.4   0.3   2   2      0.15       6.7    4.8   0.0   101   139   207   245   193   255 0.61 -
80377at50557_568069_0:004eea|STRG.1214.1:96-950|+      -            285 68325at50557         -            295    0.0082   14.4   1.3   1   2    0.0013     0.056   11.7   0.2    99   179    65   144    53   150 0.81 -
80377at50557_568069_0:004eea|STRG.1214.1:96-950|+      -            285 68325at50557         -            295    0.0082   14.4   1.3   2   2       6.1   2.7e+02   -0.5   0.0   102   115   193   206   189   209 0.88 -
77772at50557_103372_0:001ea3|STRG.10089.1:0-944|+      -            315 68325at50557         -            295    0.0098   14.1   0.0   1   2     0.011       0.5    8.5   0.0   102   161   123   179   105   206 0.85 -
77772at50557_103372_0:001ea3|STRG.10089.1:0-944|+      -            315 68325at50557         -            295    0.0098   14.1   0.0   2   2      0.68        30    2.7   0.0   101   116   254   269   224   280 0.79 -
71739at50557_30019_0:000544|STRG.9601.1:294-1151|+     -            286 68325at50557         -            295      0.01   14.1   0.2   1   2       5.3   2.4e+02   -0.3   0.0    99   116    66    83    52    87 0.83 -
71739at50557_30019_0:000544|STRG.9601.1:294-1151|+     -            286 68325at50557         -            295      0.01   14.1   0.2   2   2    0.0023       0.1   10.8   0.0    44   116    87   167    83   176 0.72 -
78072at50557_139723_0:002bcb|STRG.2891.3:431-1231|+    -            267 68325at50557         -            295     0.012   13.9   0.6   1   2     0.032       1.4    7.1   0.0    40   117   105   189    80   198 0.51 -
78072at50557_139723_0:002bcb|STRG.2891.3:431-1231|+    -            267 68325at50557         -            295     0.012   13.9   0.6   2   2      0.77        35    2.5   0.1    64   112   212   267   193   267 0.69 -
78072at50557_139723_0:002bcb|STRG.2891.4:541-1341|+    -            267 68325at50557         -            295     0.012   13.9   0.6   1   2     0.032       1.4    7.1   0.0    40   117   105   189    80   198 0.51 -
78072at50557_139723_0:002bcb|STRG.2891.4:541-1341|+    -            267 68325at50557         -            295     0.012   13.9   0.6   2   2      0.77        35    2.5   0.1    64   112   212   267   193   267 0.69 -
78072at50557_139723_0:002bcb|STRG.2891.5:837-1637|+    -            267 68325at50557         -            295     0.012   13.9   0.6   1   2     0.032       1.4    7.1   0.0    40   117   105   189    80   198 0.51 -
78072at50557_139723_0:002bcb|STRG.2891.5:837-1637|+    -            267 68325at50557         -            295     0.012   13.9   0.6   2   2      0.77        35    2.5   0.1    64   112   212   267   193   267 0.69 -
69548at50557_116153_0:002191|STRG.12656.1:471-1169|+   -            233 68325at50557         -            295     0.012   13.9   0.1   1   3       8.2   3.7e+02   -0.9   0.0   219   252    11    44     7    87 0.85 -
69548at50557_116153_0:002191|STRG.12656.1:471-1169|+   -            233 68325at50557         -            295     0.012   13.9   0.1   2   3     0.032       1.5    7.0   0.0    80   117   157   193   150   201 0.83 -
69548at50557_116153_0:002191|STRG.12656.1:471-1169|+   -            233 68325at50557         -            295     0.012   13.9   0.1   3   3       2.6   1.1e+02    0.8   0.0   218   248   203   233   198   233 0.90 -
69548at50557_116153_0:002191|STRG.12656.2:727-1425|+   -            233 68325at50557         -            295     0.012   13.9   0.1   1   3       8.2   3.7e+02   -0.9   0.0   219   252    11    44     7    87 0.85 -
69548at50557_116153_0:002191|STRG.12656.2:727-1425|+   -            233 68325at50557         -            295     0.012   13.9   0.1   2   3     0.032       1.5    7.0   0.0    80   117   157   193   150   201 0.83 -
69548at50557_116153_0:002191|STRG.12656.2:727-1425|+   -            233 68325at50557         -            295     0.012   13.9   0.1   3   3       2.6   1.1e+02    0.8   0.0   218   248   203   233   198   233 0.90 -
69548at50557_116153_0:002191|STRG.12656.3:498-1196|+   -            233 68325at50557         -            295     0.012   13.9   0.1   1   3       8.2   3.7e+02   -0.9   0.0   219   252    11    44     7    87 0.85 -
69548at50557_116153_0:002191|STRG.12656.3:498-1196|+   -            233 68325at50557         -            295     0.012   13.9   0.1   2   3     0.032       1.5    7.0   0.0    80   117   157   193   150   201 0.83 -
69548at50557_116153_0:002191|STRG.12656.3:498-1196|+   -            233 68325at50557         -            295     0.012   13.9   0.1   3   3       2.6   1.1e+02    0.8   0.0   218   248   203   233   198   233 0.90 -
69548at50557_116153_0:002191|STRG.12656.4:645-1343|+   -            233 68325at50557         -            295     0.012   13.9   0.1   1   3       8.2   3.7e+02   -0.9   0.0   219   252    11    44     7    87 0.85 -
69548at50557_116153_0:002191|STRG.12656.4:645-1343|+   -            233 68325at50557         -            295     0.012   13.9   0.1   2   3     0.032       1.5    7.0   0.0    80   117   157   193   150   201 0.83 -
69548at50557_116153_0:002191|STRG.12656.4:645-1343|+   -            233 68325at50557         -            295     0.012   13.9   0.1   3   3       2.6   1.1e+02    0.8   0.0   218   248   203   233   198   233 0.90 -
69548at50557_116153_0:002191|STRG.12656.5:700-1398|+   -            233 68325at50557         -            295     0.012   13.9   0.1   1   3       8.2   3.7e+02   -0.9   0.0   219   252    11    44     7    87 0.85 -
69548at50557_116153_0:002191|STRG.12656.5:700-1398|+   -            233 68325at50557         -            295     0.012   13.9   0.1   2   3     0.032       1.5    7.0   0.0    80   117   157   193   150   201 0.83 -
69548at50557_116153_0:002191|STRG.12656.5:700-1398|+   -            233 68325at50557         -            295     0.012   13.9   0.1   3   3       2.6   1.1e+02    0.8   0.0   218   248   203   233   198   233 0.90 -
49370at50557_1155016_0:000d9f|STRG.1065.3:85-363|+     -             93 68325at50557         -            295     0.013   13.8   0.0   1   1   0.00032     0.014   13.6   0.0    69   120    27    76    10    84 0.82 -
78072at50557_40932_0:0000db|STRG.656.1:1489-2199|+     -            237 68325at50557         -            295     0.014   13.7   0.0   1   1   0.00091      0.04   12.1   0.0   212   287   115   192    90   199 0.82 -
78072at50557_40932_0:0000db|STRG.656.2:1546-2256|+     -            237 68325at50557         -            295     0.014   13.7   0.0   1   1   0.00091      0.04   12.1   0.0   212   287   115   192    90   199 0.82 -
78072at50557_40932_0:0000db|STRG.656.3:1543-2253|+     -            237 68325at50557         -            295     0.014   13.7   0.0   1   1   0.00091      0.04   12.1   0.0   212   287   115   192    90   199 0.82 -
78072at50557_40932_0:0000db|STRG.656.4:1471-2181|+     -            237 68325at50557         -            295     0.014   13.7   0.0   1   1   0.00091      0.04   12.1   0.0   212   287   115   192    90   199 0.82 -
78072at50557_40932_0:0000db|STRG.656.5:1435-2145|+     -            237 68325at50557         -            295     0.014   13.7   0.0   1   1   0.00091      0.04   12.1   0.0   212   287   115   192    90   199 0.82 -
57752at50557_1049336_0:0011ef|STRG.14563.1:1171-2088|+ -            306 68325at50557         -            295     0.014   13.6   7.7   1   2      0.62        28    2.8   0.1   101   125    13    37     4   117 0.64 -
57752at50557_1049336_0:0011ef|STRG.14563.1:1171-2088|+ -            306 68325at50557         -            295     0.014   13.6   7.7   2   2    0.0011     0.049   11.8   1.5   101   176   197   273   183   304 0.80 -
57752at50557_1049336_0:0011ef|STRG.14563.2:1323-2240|+ -            306 68325at50557         -            295     0.014   13.6   7.7   1   2      0.62        28    2.8   0.1   101   125    13    37     4   117 0.64 -
57752at50557_1049336_0:0011ef|STRG.14563.2:1323-2240|+ -            306 68325at50557         -            295     0.014   13.6   7.7   2   2    0.0011     0.049   11.8   1.5   101   176   197   273   183   304 0.80 -
767at50557_520822_0:000947|STRG.9653.8:0-9992|+        -           3331 68325at50557         -            295     0.015   13.5   0.0   1   2       2.5   1.1e+02    0.8   0.0   101   118  3075  3092  3057  3102 0.78 -
767at50557_520822_0:000947|STRG.9653.8:0-9992|+        -           3331 68325at50557         -            295     0.015   13.5   0.0   2   2     0.022         1    7.5   0.0   192   250  3217  3269  3207  3284 0.63 -
767at50557_520822_0:000947|STRG.9653.1:511-10506|+     -           3332 68325at50557         -            295     0.015   13.5   0.0   1   2       2.5   1.1e+02    0.8   0.0   101   118  3076  3093  3058  3103 0.78 -
767at50557_520822_0:000947|STRG.9653.1:511-10506|+     -           3332 68325at50557         -            295     0.015   13.5   0.0   2   2     0.022         1    7.5   0.0   192   250  3218  3270  3208  3285 0.63 -
767at50557_520822_0:000947|STRG.9653.2:511-10577|+     -           3332 68325at50557         -            295     0.015   13.5   0.0   1   2       2.5   1.1e+02    0.8   0.0   101   118  3076  3093  3058  3103 0.78 -
767at50557_520822_0:000947|STRG.9653.2:511-10577|+     -           3332 68325at50557         -            295     0.015   13.5   0.0   2   2     0.022         1    7.5   0.0   192   250  3218  3270  3208  3285 0.63 -
76755at50557_64793_0:0021c2|STRG.13528.2:53-733|+      -            227 68325at50557         -            295     0.016   13.5   1.9   1   3      0.42        19    3.4   0.0   102   118     7    23     3    32 0.87 -
76755at50557_64793_0:0021c2|STRG.13528.2:53-733|+      -            227 68325at50557         -            295     0.016   13.5   1.9   2   3      0.19       8.6    4.5   0.0    99   118    47    66    36    72 0.77 -
76755at50557_64793_0:0021c2|STRG.13528.2:53-733|+      -            227 68325at50557         -            295     0.016   13.5   1.9   3   3       1.3        56    1.8   0.1   216   249   165   197   139   207 0.53 -
