#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
66691at50557_456900_0:002b0f|STRG.6704.1:456-1556|+    -            367 66691at50557         -            296  4.4e-145  481.5   9.9   1   1  2.1e-146  1.3e-144  479.9   9.9     1   290    15   355    15   360 0.89 -
76755at50557_64793_0:0021c2|STRG.13528.1:257-1228|+    -            324 66691at50557         -            296     0.048   11.9   1.4   1   4       1.6     1e+02    0.9   0.1   118   201    44   121    12   138 0.72 -
76755at50557_64793_0:0021c2|STRG.13528.1:257-1228|+    -            324 66691at50557         -            296     0.048   11.9   1.4   2   4      0.49        31    2.7   0.0    31    99    90   157    72   168 0.80 -
76755at50557_64793_0:0021c2|STRG.13528.1:257-1228|+    -            324 66691at50557         -            296     0.048   11.9   1.4   3   4     0.052       3.3    5.9   0.0    24    60   218   254   208   263 0.85 -
76755at50557_64793_0:0021c2|STRG.13528.1:257-1228|+    -            324 66691at50557         -            296     0.048   11.9   1.4   4   4       5.9   3.7e+02   -0.9   0.1   167   201   265   299   255   305 0.75 -
80377at50557_7091_0:0009ff|STRG.14602.1:338-922|+      -            195 66691at50557         -            296     0.073   11.3   0.0   1   1    0.0025      0.16   10.2   0.0    22   119    11   109     5   119 0.74 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/66691at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/66691at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/66691at50557.hmm annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 10:11:42 2024
# [ok]
