#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
34006at50557_34720_0:00248d|STRG.14891.1:159-2135|+    -            659 34006at50557         -            414  6.1e-229  758.9   4.6   1   1  6.7e-230  2.6e-228  756.8   4.6     1   414   178   643   178   643 0.93 -
40115at50557_103372_0:0021d6|STRG.3129.1:4049-5035|+   -            329 34006at50557         -            414   6.5e-05   21.0   1.5   1   2      0.01      0.41    8.5   0.7    13   179    25   196    14   253 0.49 -
40115at50557_103372_0:0021d6|STRG.3129.1:4049-5035|+   -            329 34006at50557         -            414   6.5e-05   21.0   1.5   2   2      0.01      0.39    8.6   0.1   153   216   254   328   222   329 0.63 -
40115at50557_103372_0:0021d6|STRG.3129.2:4797-5783|+   -            329 34006at50557         -            414   6.5e-05   21.0   1.5   1   2      0.01      0.41    8.5   0.7    13   179    25   196    14   253 0.49 -
40115at50557_103372_0:0021d6|STRG.3129.2:4797-5783|+   -            329 34006at50557         -            414   6.5e-05   21.0   1.5   2   2      0.01      0.39    8.6   0.1   153   216   254   328   222   329 0.63 -
76755at50557_64793_0:0021c2|STRG.13528.2:53-733|+      -            227 34006at50557         -            414   6.8e-05   21.0   0.7   1   2     0.026         1    7.2   0.0   129   186     8    67     1   105 0.65 -
76755at50557_64793_0:0021c2|STRG.13528.2:53-733|+      -            227 34006at50557         -            414   6.8e-05   21.0   0.7   2   2   0.00066     0.026   12.5   0.1   124   186   138   202   119   222 0.76 -
40115at50557_116153_0:000cbb|STRG.6265.1:341-1240|+    -            300 34006at50557         -            414   7.1e-05   20.9   0.1   1   2       1.8        71    1.1   0.0   158   218     7    80     3    92 0.54 -
40115at50557_116153_0:000cbb|STRG.6265.1:341-1240|+    -            300 34006at50557         -            414   7.1e-05   20.9   0.1   2   2   3.2e-05    0.0013   16.8   0.0   163   234   101   181    91   250 0.78 -
78072at50557_110193_0:0018f8|STRG.5835.1:146-919|+     -            258 34006at50557         -            414   7.7e-05   20.8   4.1   1   3      0.13         5    4.9   0.2   111   222     9   138     4   141 0.52 -
78072at50557_110193_0:0018f8|STRG.5835.1:146-919|+     -            258 34006at50557         -            414   7.7e-05   20.8   4.1   2   3      0.14       5.6    4.8   0.2   123   181   113   173    95   182 0.68 -
78072at50557_110193_0:0018f8|STRG.5835.1:146-919|+     -            258 34006at50557         -            414   7.7e-05   20.8   4.1   3   3   0.00024    0.0094   13.9   0.1   108   180   181   254   177   258 0.84 -
80377at50557_37344_0:0017d3|STRG.15493.1:881-1840|+    -            320 34006at50557         -            414   9.3e-05   20.5   0.5   1   2       3.7   1.5e+02    0.1   0.0   163   188    25    50     7    61 0.71 -
80377at50557_37344_0:0017d3|STRG.15493.1:881-1840|+    -            320 34006at50557         -            414   9.3e-05   20.5   0.5   2   2   1.9e-05   0.00073   17.6   0.2     2   182    58   244    57   257 0.71 -
80377at50557_37344_0:0017d3|STRG.15493.2:881-1840|+    -            320 34006at50557         -            414   9.3e-05   20.5   0.5   1   2       3.7   1.5e+02    0.1   0.0   163   188    25    50     7    61 0.71 -
80377at50557_37344_0:0017d3|STRG.15493.2:881-1840|+    -            320 34006at50557         -            414   9.3e-05   20.5   0.5   2   2   1.9e-05   0.00073   17.6   0.2     2   182    58   244    57   257 0.71 -
80377at50557_37344_0:0017d3|STRG.15493.3:881-1840|+    -            320 34006at50557         -            414   9.3e-05   20.5   0.5   1   2       3.7   1.5e+02    0.1   0.0   163   188    25    50     7    61 0.71 -
80377at50557_37344_0:0017d3|STRG.15493.3:881-1840|+    -            320 34006at50557         -            414   9.3e-05   20.5   0.5   2   2   1.9e-05   0.00073   17.6   0.2     2   182    58   244    57   257 0.71 -
80377at50557_37344_0:0017d3|STRG.15493.4:881-1840|+    -            320 34006at50557         -            414   9.3e-05   20.5   0.5   1   2       3.7   1.5e+02    0.1   0.0   163   188    25    50     7    61 0.71 -
80377at50557_37344_0:0017d3|STRG.15493.4:881-1840|+    -            320 34006at50557         -            414   9.3e-05   20.5   0.5   2   2   1.9e-05   0.00073   17.6   0.2     2   182    58   244    57   257 0.71 -
80377at50557_37344_0:0017d3|STRG.15493.5:881-1840|+    -            320 34006at50557         -            414   9.3e-05   20.5   0.5   1   2       3.7   1.5e+02    0.1   0.0   163   188    25    50     7    61 0.71 -
80377at50557_37344_0:0017d3|STRG.15493.5:881-1840|+    -            320 34006at50557         -            414   9.3e-05   20.5   0.5   2   2   1.9e-05   0.00073   17.6   0.2     2   182    58   244    57   257 0.71 -
80377at50557_37344_0:0017d3|STRG.15493.6:881-1840|+    -            320 34006at50557         -            414   9.3e-05   20.5   0.5   1   2       3.7   1.5e+02    0.1   0.0   163   188    25    50     7    61 0.71 -
80377at50557_37344_0:0017d3|STRG.15493.6:881-1840|+    -            320 34006at50557         -            414   9.3e-05   20.5   0.5   2   2   1.9e-05   0.00073   17.6   0.2     2   182    58   244    57   257 0.71 -
76755at50557_7222_0:0005dd|STRG.12844.1:104-667|+      -            188 34006at50557         -            414   9.5e-05   20.5   0.4   1   2      0.42        16    3.2   0.0   131   184     3    59     1    66 0.83 -
76755at50557_7222_0:0005dd|STRG.12844.1:104-667|+      -            188 34006at50557         -            414   9.5e-05   20.5   0.4   2   2   7.1e-05    0.0028   15.6   0.0   123   188    81   148    60   164 0.79 -
31374at50557_116153_0:0023e9|STRG.3682.1:1752-2237|+   -            162 34006at50557         -            414   0.00014   19.9   0.1   1   1   5.9e-06   0.00023   19.2   0.1   119   193    66   141    52   154 0.79 -
31374at50557_116153_0:0023e9|STRG.3682.2:1642-2127|+   -            162 34006at50557         -            414   0.00014   19.9   0.1   1   1   5.9e-06   0.00023   19.2   0.1   119   193    66   141    52   154 0.79 -
31374at50557_116153_0:0023e9|STRG.3682.3:1707-2192|+   -            162 34006at50557         -            414   0.00014   19.9   0.1   1   1   5.9e-06   0.00023   19.2   0.1   119   193    66   141    52   154 0.79 -
31374at50557_116153_0:0023e9|STRG.3682.4:1707-2192|+   -            162 34006at50557         -            414   0.00014   19.9   0.1   1   1   5.9e-06   0.00023   19.2   0.1   119   193    66   141    52   154 0.79 -
80377at50557_88501_0:0004ba|STRG.15668.1:481-1302|+    -            274 34006at50557         -            414   0.00014   19.9   0.1   1   2       9.9   3.9e+02   -1.3   0.0   121   140    16    35     5    45 0.68 -
80377at50557_88501_0:0004ba|STRG.15668.1:481-1302|+    -            274 34006at50557         -            414   0.00014   19.9   0.1   2   2     1e-05    0.0004   18.4   0.1   117   194    62   139    49   236 0.65 -
80377at50557_88501_0:0004ba|STRG.15668.2:480-1301|+    -            274 34006at50557         -            414   0.00014   19.9   0.1   1   2       9.9   3.9e+02   -1.3   0.0   121   140    16    35     5    45 0.68 -
80377at50557_88501_0:0004ba|STRG.15668.2:480-1301|+    -            274 34006at50557         -            414   0.00014   19.9   0.1   2   2     1e-05    0.0004   18.4   0.1   117   194    62   139    49   236 0.65 -
119132at50557_103372_0:001108|STRG.3683.1:324-1319|+   -            332 34006at50557         -            414   0.00016   19.7   0.0   1   3       2.6     1e+02    0.6   0.0   149   186    10    47     2    64 0.76 -
119132at50557_103372_0:001108|STRG.3683.1:324-1319|+   -            332 34006at50557         -            414   0.00016   19.7   0.0   2   3   7.7e-05     0.003   15.5   0.1   157   222   125   196    94   206 0.78 -
119132at50557_103372_0:001108|STRG.3683.1:324-1319|+   -            332 34006at50557         -            414   0.00016   19.7   0.0   3   3         9   3.5e+02   -1.2   0.0   123   179   221   277   204   302 0.67 -
40115at50557_411798_0:002bfa|STRG.649.1:1078-1863|+    -            262 34006at50557         -            414   0.00016   19.7   0.0   1   3    0.0018      0.07   11.0   0.0   156   185    24    53    10    93 0.70 -
40115at50557_411798_0:002bfa|STRG.649.1:1078-1863|+    -            262 34006at50557         -            414   0.00016   19.7   0.0   2   3      0.17       6.6    4.5   0.0   182   264    98   184    72   203 0.79 -
40115at50557_411798_0:002bfa|STRG.649.1:1078-1863|+    -            262 34006at50557         -            414   0.00016   19.7   0.0   3   3       4.3   1.7e+02   -0.1   0.0    10    40   232   262   222   262 0.71 -
116554at50557_307491_0:000d5d|STRG.10580.1:364-1149|+  -            262 34006at50557         -            414   0.00019   19.5   0.2   1   2      0.15       5.7    4.7   0.0   165   220    51   114    34   124 0.63 -
116554at50557_307491_0:000d5d|STRG.10580.1:364-1149|+  -            262 34006at50557         -            414   0.00019   19.5   0.2   2   2   3.8e-05    0.0015   16.5   0.1   115   194    84   170    79   200 0.77 -
37700at50557_34720_0:0020a5|STRG.13286.1:537-2756|+    -            740 34006at50557         -            414   0.00023   19.2   0.1   1   2       1.5        59    1.4   0.0   201   218   447   464   413   475 0.73 -
37700at50557_34720_0:0020a5|STRG.13286.1:537-2756|+    -            740 34006at50557         -            414   0.00023   19.2   0.1   2   2    0.0019     0.076   10.9   0.0     9    43   662   696   653   711 0.84 -
37700at50557_34720_0:0020a5|STRG.13286.2:537-2759|+    -            741 34006at50557         -            414   0.00023   19.2   0.1   1   2       1.5        59    1.4   0.0   201   218   448   465   414   476 0.73 -
37700at50557_34720_0:0020a5|STRG.13286.2:537-2759|+    -            741 34006at50557         -            414   0.00023   19.2   0.1   2   2    0.0019     0.076   10.9   0.0     9    43   663   697   654   712 0.84 -
37700at50557_34720_0:0020a5|STRG.13286.3:665-2887|+    -            741 34006at50557         -            414   0.00023   19.2   0.1   1   2       1.5        59    1.4   0.0   201   218   448   465   414   476 0.73 -
37700at50557_34720_0:0020a5|STRG.13286.3:665-2887|+    -            741 34006at50557         -            414   0.00023   19.2   0.1   2   2    0.0019     0.076   10.9   0.0     9    43   663   697   654   712 0.84 -
78072at50557_39758_0:003b38|STRG.16035.1:802-1341|+    -            180 34006at50557         -            414   0.00038   18.5   0.1   1   1     2e-05   0.00079   17.5   0.1   118   186    67   141    56   162 0.77 -
14512at50557_29053_0:0002b6|STRG.2091.1:214-924|+      -            237 34006at50557         -            414   0.00051   18.1   2.1   1   2    0.0014     0.055   11.4   0.3   127   182    65   121    47   132 0.77 -
14512at50557_29053_0:0002b6|STRG.2091.1:214-924|+      -            237 34006at50557         -            414   0.00051   18.1   2.1   2   2      0.12       4.7    5.0   0.0   108   215   203   236   155   237 0.47 -
68325at50557_34720_0:0013d3|STRG.8229.1:2-1162|+       -            387 34006at50557         -            414    0.0008   17.4   0.1   1   2     0.003      0.12   10.3   0.0   126   187   161   232   149   277 0.72 -
68325at50557_34720_0:0013d3|STRG.8229.1:2-1162|+       -            387 34006at50557         -            414    0.0008   17.4   0.1   2   2      0.36        14    3.4   0.0    98   143   278   321   258   338 0.78 -
74508at50557_139723_0:002423|STRG.9765.1:843-1472|+    -            210 34006at50557         -            414   0.00089   17.3   0.0   1   2      0.02      0.78    7.6   0.0   164   226     7    76     1   120 0.68 -
74508at50557_139723_0:002423|STRG.9765.1:843-1472|+    -            210 34006at50557         -            414   0.00089   17.3   0.0   2   2     0.016      0.64    7.9   0.1   132   184   155   207   131   209 0.75 -
74508at50557_139723_0:002423|STRG.9765.3:843-1472|+    -            210 34006at50557         -            414   0.00089   17.3   0.0   1   2      0.02      0.78    7.6   0.0   164   226     7    76     1   120 0.68 -
74508at50557_139723_0:002423|STRG.9765.3:843-1472|+    -            210 34006at50557         -            414   0.00089   17.3   0.0   2   2     0.016      0.64    7.9   0.1   132   184   155   207   131   209 0.75 -
74508at50557_139723_0:002423|STRG.9765.6:776-1405|+    -            210 34006at50557         -            414   0.00089   17.3   0.0   1   2      0.02      0.78    7.6   0.0   164   226     7    76     1   120 0.68 -
74508at50557_139723_0:002423|STRG.9765.6:776-1405|+    -            210 34006at50557         -            414   0.00089   17.3   0.0   2   2     0.016      0.64    7.9   0.1   132   184   155   207   131   209 0.75 -
74508at50557_139723_0:002423|STRG.9765.7:776-1405|+    -            210 34006at50557         -            414   0.00089   17.3   0.0   1   2      0.02      0.78    7.6   0.0   164   226     7    76     1   120 0.68 -
74508at50557_139723_0:002423|STRG.9765.7:776-1405|+    -            210 34006at50557         -            414   0.00089   17.3   0.0   2   2     0.016      0.64    7.9   0.1   132   184   155   207   131   209 0.75 -
74508at50557_139723_0:002423|STRG.9765.8:776-1405|+    -            210 34006at50557         -            414   0.00089   17.3   0.0   1   2      0.02      0.78    7.6   0.0   164   226     7    76     1   120 0.68 -
74508at50557_139723_0:002423|STRG.9765.8:776-1405|+    -            210 34006at50557         -            414   0.00089   17.3   0.0   2   2     0.016      0.64    7.9   0.1   132   184   155   207   131   209 0.75 -
74508at50557_139723_0:002423|STRG.9765.9:843-1472|+    -            210 34006at50557         -            414   0.00089   17.3   0.0   1   2      0.02      0.78    7.6   0.0   164   226     7    76     1   120 0.68 -
74508at50557_139723_0:002423|STRG.9765.9:843-1472|+    -            210 34006at50557         -            414   0.00089   17.3   0.0   2   2     0.016      0.64    7.9   0.1   132   184   155   207   131   209 0.75 -
80377at50557_7370_0:002b5e|STRG.6304.1:136-549|+       -            138 34006at50557         -            414   0.00096   17.2   0.1   1   1   3.2e-05    0.0013   16.8   0.1   110   185    16    95     9   138 0.76 -
42371at50557_34720_0:000328|STRG.1318.4:313-1506|+     -            398 34006at50557         -            414    0.0013   16.7   0.8   1   3     0.053       2.1    6.2   0.0    16    76    82   141    67   148 0.67 -
42371at50557_34720_0:000328|STRG.1318.4:313-1506|+     -            398 34006at50557         -            414    0.0013   16.7   0.8   2   3       2.9   1.1e+02    0.4   0.0   116   182   130   201   115   218 0.62 -
42371at50557_34720_0:000328|STRG.1318.4:313-1506|+     -            398 34006at50557         -            414    0.0013   16.7   0.8   3   3      0.15         6    4.7   0.2   110   180   295   367   289   371 0.42 -
80377at50557_77166_0:002f29|STRG.7816.1:552-1430|+     -            293 34006at50557         -            414    0.0019   16.2   0.1   1   2    0.0004     0.016   13.2   0.0   156   220    88   166    47   179 0.55 -
80377at50557_77166_0:002f29|STRG.7816.1:552-1430|+     -            293 34006at50557         -            414    0.0019   16.2   0.1   2   2       2.3        90    0.8   0.0   108   140   256   289   216   291 0.84 -
90358at50557_680683_0:0009ec|STRG.7094.1:1191-1964|+   -            258 34006at50557         -            414    0.0023   15.9   0.2   1   1    0.0025     0.099   10.5   0.2    16   186     7   173     2   227 0.58 -
90358at50557_680683_0:0009ec|STRG.7094.2:6163-6936|+   -            258 34006at50557         -            414    0.0023   15.9   0.2   1   1    0.0025     0.099   10.5   0.2    16   186     7   173     2   227 0.58 -
80377at50557_166361_0:002fc1|STRG.10995.1:357-1118|+   -            254 34006at50557         -            414    0.0031   15.5   0.1   1   1   0.00013    0.0052   14.8   0.1     7   193    19   203    13   244 0.70 -
57752at50557_1049336_0:0011ef|STRG.14563.1:1171-2088|+ -            306 34006at50557         -            414    0.0036   15.3   2.6   1   1    0.0013     0.051   11.5   2.5     8   246    36   285    29   300 0.66 -
57752at50557_1049336_0:0011ef|STRG.14563.2:1323-2240|+ -            306 34006at50557         -            414    0.0036   15.3   2.6   1   1    0.0013     0.051   11.5   2.5     8   246    36   285    29   300 0.66 -
14512at50557_56086_0:000590|STRG.15462.10:1680-2033|+  -            118 34006at50557         -            414    0.0041   15.1   0.1   1   2    0.0098      0.39    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.15462.10:1680-2033|+  -            118 34006at50557         -            414    0.0041   15.1   0.1   2   2      0.13       5.1    4.9   0.0   246   291    64   106    42   114 0.66 -
14512at50557_56086_0:000590|STRG.15462.11:1719-2072|+  -            118 34006at50557         -            414    0.0041   15.1   0.1   1   2    0.0098      0.39    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.15462.11:1719-2072|+  -            118 34006at50557         -            414    0.0041   15.1   0.1   2   2      0.13       5.1    4.9   0.0   246   291    64   106    42   114 0.66 -
14512at50557_56086_0:000590|STRG.15462.12:1298-1651|+  -            118 34006at50557         -            414    0.0041   15.1   0.1   1   2    0.0098      0.39    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.15462.12:1298-1651|+  -            118 34006at50557         -            414    0.0041   15.1   0.1   2   2      0.13       5.1    4.9   0.0   246   291    64   106    42   114 0.66 -
14512at50557_56086_0:000590|STRG.15462.13:657-1010|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   1   2    0.0098      0.39    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.15462.13:657-1010|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   2   2      0.13       5.1    4.9   0.0   246   291    64   106    42   114 0.66 -
14512at50557_56086_0:000590|STRG.15462.1:1877-2230|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   1   2    0.0098      0.39    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.15462.1:1877-2230|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   2   2      0.13       5.1    4.9   0.0   246   291    64   106    42   114 0.66 -
14512at50557_56086_0:000590|STRG.15462.2:2142-2495|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   1   2    0.0098      0.39    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.15462.2:2142-2495|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   2   2      0.13       5.1    4.9   0.0   246   291    64   106    42   114 0.66 -
14512at50557_56086_0:000590|STRG.15462.3:1901-2254|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   1   2    0.0098      0.39    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.15462.3:1901-2254|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   2   2      0.13       5.1    4.9   0.0   246   291    64   106    42   114 0.66 -
14512at50557_56086_0:000590|STRG.15462.4:1876-2229|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   1   2    0.0098      0.39    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.15462.4:1876-2229|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   2   2      0.13       5.1    4.9   0.0   246   291    64   106    42   114 0.66 -
14512at50557_56086_0:000590|STRG.15462.5:1686-2039|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   1   2    0.0098      0.39    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.15462.5:1686-2039|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   2   2      0.13       5.1    4.9   0.0   246   291    64   106    42   114 0.66 -
14512at50557_56086_0:000590|STRG.15462.6:1686-2039|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   1   2    0.0098      0.39    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.15462.6:1686-2039|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   2   2      0.13       5.1    4.9   0.0   246   291    64   106    42   114 0.66 -
14512at50557_56086_0:000590|STRG.15462.7:1665-2018|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   1   2    0.0098      0.39    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.15462.7:1665-2018|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   2   2      0.13       5.1    4.9   0.0   246   291    64   106    42   114 0.66 -
14512at50557_56086_0:000590|STRG.15462.8:1659-2012|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   1   2    0.0098      0.39    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.15462.8:1659-2012|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   2   2      0.13       5.1    4.9   0.0   246   291    64   106    42   114 0.66 -
14512at50557_56086_0:000590|STRG.15462.9:1638-1991|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   1   2    0.0098      0.39    8.6   0.0    27    42     3    18     1    30 0.84 -
14512at50557_56086_0:000590|STRG.15462.9:1638-1991|+   -            118 34006at50557         -            414    0.0041   15.1   0.1   2   2      0.13       5.1    4.9   0.0   246   291    64   106    42   114 0.66 -
80377at50557_132113_0:002e63|STRG.3046.1:3895-4482|+   -            196 34006at50557         -            414    0.0041   15.1   0.1   1   2   0.00079     0.031   12.2   0.1   136   185    10    61     2   112 0.70 -
80377at50557_132113_0:002e63|STRG.3046.1:3895-4482|+   -            196 34006at50557         -            414    0.0041   15.1   0.1   2   2       2.3        89    0.8   0.0   169   189    93   114    71   130 0.72 -
80377at50557_132113_0:002e63|STRG.3046.2:3832-4419|+   -            196 34006at50557         -            414    0.0041   15.1   0.1   1   2   0.00079     0.031   12.2   0.1   136   185    10    61     2   112 0.70 -
80377at50557_132113_0:002e63|STRG.3046.2:3832-4419|+   -            196 34006at50557         -            414    0.0041   15.1   0.1   2   2       2.3        89    0.8   0.0   169   189    93   114    71   130 0.72 -
80377at50557_132113_0:002e63|STRG.3046.4:3592-4179|+   -            196 34006at50557         -            414    0.0041   15.1   0.1   1   2   0.00079     0.031   12.2   0.1   136   185    10    61     2   112 0.70 -
80377at50557_132113_0:002e63|STRG.3046.4:3592-4179|+   -            196 34006at50557         -            414    0.0041   15.1   0.1   2   2       2.3        89    0.8   0.0   169   189    93   114    71   130 0.72 -
80377at50557_132113_0:002e63|STRG.3046.5:3550-4137|+   -            196 34006at50557         -            414    0.0041   15.1   0.1   1   2   0.00079     0.031   12.2   0.1   136   185    10    61     2   112 0.70 -
80377at50557_132113_0:002e63|STRG.3046.5:3550-4137|+   -            196 34006at50557         -            414    0.0041   15.1   0.1   2   2       2.3        89    0.8   0.0   169   189    93   114    71   130 0.72 -
80377at50557_132113_0:002e63|STRG.3046.6:3526-4113|+   -            196 34006at50557         -            414    0.0041   15.1   0.1   1   2   0.00079     0.031   12.2   0.1   136   185    10    61     2   112 0.70 -
80377at50557_132113_0:002e63|STRG.3046.6:3526-4113|+   -            196 34006at50557         -            414    0.0041   15.1   0.1   2   2       2.3        89    0.8   0.0   169   189    93   114    71   130 0.72 -
80377at50557_132113_0:002e63|STRG.3046.7:1407-1994|+   -            196 34006at50557         -            414    0.0041   15.1   0.1   1   2   0.00079     0.031   12.2   0.1   136   185    10    61     2   112 0.70 -
80377at50557_132113_0:002e63|STRG.3046.7:1407-1994|+   -            196 34006at50557         -            414    0.0041   15.1   0.1   2   2       2.3        89    0.8   0.0   169   189    93   114    71   130 0.72 -
57752at50557_680683_0:00261f|STRG.13560.1:4992-5867|+  -            292 34006at50557         -            414    0.0052   14.7   0.9   1   2    0.0089      0.35    8.7   0.1   141   201    46   105    27   135 0.69 -
57752at50557_680683_0:00261f|STRG.13560.1:4992-5867|+  -            292 34006at50557         -            414    0.0052   14.7   0.9   2   2      0.18       6.9    4.5   0.1   160   215   201   263   152   292 0.52 -
57752at50557_680683_0:00261f|STRG.13560.2:4908-5783|+  -            292 34006at50557         -            414    0.0052   14.7   0.9   1   2    0.0089      0.35    8.7   0.1   141   201    46   105    27   135 0.69 -
57752at50557_680683_0:00261f|STRG.13560.2:4908-5783|+  -            292 34006at50557         -            414    0.0052   14.7   0.9   2   2      0.18       6.9    4.5   0.1   160   215   201   263   152   292 0.52 -
57752at50557_680683_0:00261f|STRG.13560.3:5067-5942|+  -            292 34006at50557         -            414    0.0052   14.7   0.9   1   2    0.0089      0.35    8.7   0.1   141   201    46   105    27   135 0.69 -
57752at50557_680683_0:00261f|STRG.13560.3:5067-5942|+  -            292 34006at50557         -            414    0.0052   14.7   0.9   2   2      0.18       6.9    4.5   0.1   160   215   201   263   152   292 0.52 -
14512at50557_1218281_0:002752|STRG.2785.1:1106-1486|+  -            127 34006at50557         -            414    0.0052   14.7   0.0   1   1   0.00013    0.0052   14.7   0.0   172   223     6    65     1   119 0.64 -
14512at50557_1218281_0:002752|STRG.2785.2:1195-1575|+  -            127 34006at50557         -            414    0.0052   14.7   0.0   1   1   0.00013    0.0052   14.7   0.0   172   223     6    65     1   119 0.64 -
69548at50557_7375_0:00230f|STRG.9776.1:427-1071|+      -            215 34006at50557         -            414      0.01   13.8   0.1   1   2       5.5   2.2e+02   -0.5   0.0   164   181    15    32     8    48 0.65 -
69548at50557_7375_0:00230f|STRG.9776.1:427-1071|+      -            215 34006at50557         -            414      0.01   13.8   0.1   2   2    0.0012     0.048   11.6   0.0   115   184    57   127    43   137 0.80 -
69548at50557_7375_0:00230f|STRG.9776.2:423-1067|+      -            215 34006at50557         -            414      0.01   13.8   0.1   1   2       5.5   2.2e+02   -0.5   0.0   164   181    15    32     8    48 0.65 -
69548at50557_7375_0:00230f|STRG.9776.2:423-1067|+      -            215 34006at50557         -            414      0.01   13.8   0.1   2   2    0.0012     0.048   11.6   0.0   115   184    57   127    43   137 0.80 -
69548at50557_7375_0:00230f|STRG.9776.3:362-1006|+      -            215 34006at50557         -            414      0.01   13.8   0.1   1   2       5.5   2.2e+02   -0.5   0.0   164   181    15    32     8    48 0.65 -
69548at50557_7375_0:00230f|STRG.9776.3:362-1006|+      -            215 34006at50557         -            414      0.01   13.8   0.1   2   2    0.0012     0.048   11.6   0.0   115   184    57   127    43   137 0.80 -
69548at50557_7375_0:00230f|STRG.9776.4:352-996|+       -            215 34006at50557         -            414      0.01   13.8   0.1   1   2       5.5   2.2e+02   -0.5   0.0   164   181    15    32     8    48 0.65 -
69548at50557_7375_0:00230f|STRG.9776.4:352-996|+       -            215 34006at50557         -            414      0.01   13.8   0.1   2   2    0.0012     0.048   11.6   0.0   115   184    57   127    43   137 0.80 -
80377at50557_7091_0:0009ff|STRG.14602.1:338-922|+      -            195 34006at50557         -            414     0.011   13.7   0.0   1   1    0.0072      0.28    9.0   0.0    16   184    21   191    11   195 0.50 -
49370at50557_1155016_0:000d9f|STRG.1065.3:85-363|+     -             93 34006at50557         -            414     0.012   13.6   0.0   1   1   0.00032     0.013   13.5   0.0   187   222    40    77     3    92 0.55 -
66691at50557_456900_0:002b0f|STRG.6704.1:456-1556|+    -            367 34006at50557         -            414     0.015   13.3   0.2   1   3       1.2        47    1.7   0.1   111   141    52    82    12    87 0.77 -
66691at50557_456900_0:002b0f|STRG.6704.1:456-1556|+    -            367 34006at50557         -            414     0.015   13.3   0.2   2   3       1.7        65    1.3   0.0    15    41   146   172   134   184 0.74 -
66691at50557_456900_0:002b0f|STRG.6704.1:456-1556|+    -            367 34006at50557         -            414     0.015   13.3   0.2   3   3     0.066       2.6    5.9   0.0   105   146   319   360   312   367 0.79 -
69548at50557_178035_0:001395|STRG.3076.2:364-1026|+    -            221 34006at50557         -            414     0.018   13.0   0.1   1   1    0.0077       0.3    8.9   0.0   150   196   150   196    80   213 0.68 -
69548at50557_7370_0:000978|STRG.3076.4:391-1068|+      -            226 34006at50557         -            414     0.019   12.9   0.1   1   3       7.7     3e+02   -0.9   0.0   158   181    17    40     4    68 0.76 -
69548at50557_7370_0:000978|STRG.3076.4:391-1068|+      -            226 34006at50557         -            414     0.019   12.9   0.1   2   3       1.4        54    1.5   0.0   267   299   109   140    97   153 0.84 -
69548at50557_7370_0:000978|STRG.3076.4:391-1068|+      -            226 34006at50557         -            414     0.019   12.9   0.1   3   3     0.019      0.76    7.6   0.0   153   194   157   198   142   214 0.69 -
80377at50557_7493_0:001a21|STRG.3076.1:717-1244|+      -            176 34006at50557         -            414      0.02   12.8   0.1   1   1   0.00069     0.027   12.4   0.1   111   221    31   156    23   166 0.66 -
80377at50557_7493_0:001a21|STRG.3076.3:655-1182|+      -            176 34006at50557         -            414      0.02   12.8   0.1   1   1   0.00069     0.027   12.4   0.1   111   221    31   156    23   166 0.66 -
