#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
37475at50557_103372_0:00039a|STRG.14964.1:2-1201|+    -            400 37475at50557         -            589   4.3e-95  315.9   8.0   1   1   1.2e-94   1.3e-93  311.0   8.0   257   566     7   400     4   400 0.86 -
48053at50557_211228_0:000308|STRG.11644.2:1396-2409|+ -            338 37475at50557         -            589   0.00032   15.9   0.2   3   3       2.6        29   -0.5   0.0   148   185   278   315   273   325 0.70 -
48053at50557_211228_0:000308|STRG.11644.3:743-1756|+  -            338 37475at50557         -            589   0.00032   15.9   0.2   1   3       2.9        33   -0.7   0.0   130   176    73   119    62   135 0.77 -
48053at50557_211228_0:000308|STRG.11644.3:743-1756|+  -            338 37475at50557         -            589   0.00032   15.9   0.2   2   3   0.00028    0.0032   12.6   0.0    27   110   176   266   165   297 0.84 -
48053at50557_211228_0:000308|STRG.11644.3:743-1756|+  -            338 37475at50557         -            589   0.00032   15.9   0.2   3   3       2.6        29   -0.5   0.0   148   185   278   315   273   325 0.70 -
48053at50557_13164_0:000f53|STRG.16297.1:836-1651|+   -            272 37475at50557         -            589   0.00033   15.8   7.8   1   3      0.75       8.5    1.3   0.1   155   189    31    65    23   107 0.75 -
48053at50557_13164_0:000f53|STRG.16297.1:836-1651|+   -            272 37475at50557         -            589   0.00033   15.8   7.8   2   3    0.0035      0.04    8.9   0.3   148   185   169   206   164   214 0.81 -
48053at50557_13164_0:000f53|STRG.16297.1:836-1651|+   -            272 37475at50557         -            589   0.00033   15.8   7.8   3   3     0.013      0.15    7.1   0.1   155   182   234   261   225   268 0.87 -
48053at50557_13164_0:000f53|STRG.16297.2:836-1651|+   -            272 37475at50557         -            589   0.00033   15.8   7.8   1   3      0.75       8.5    1.3   0.1   155   189    31    65    23   107 0.75 -
48053at50557_13164_0:000f53|STRG.16297.2:836-1651|+   -            272 37475at50557         -            589   0.00033   15.8   7.8   2   3    0.0035      0.04    8.9   0.3   148   185   169   206   164   214 0.81 -
48053at50557_13164_0:000f53|STRG.16297.2:836-1651|+   -            272 37475at50557         -            589   0.00033   15.8   7.8   3   3     0.013      0.15    7.1   0.1   155   182   234   261   225   268 0.87 -
48053at50557_13164_0:000f53|STRG.16297.3:836-1651|+   -            272 37475at50557         -            589   0.00033   15.8   7.8   1   3      0.75       8.5    1.3   0.1   155   189    31    65    23   107 0.75 -
48053at50557_13164_0:000f53|STRG.16297.3:836-1651|+   -            272 37475at50557         -            589   0.00033   15.8   7.8   2   3    0.0035      0.04    8.9   0.3   148   185   169   206   164   214 0.81 -
48053at50557_13164_0:000f53|STRG.16297.3:836-1651|+   -            272 37475at50557         -            589   0.00033   15.8   7.8   3   3     0.013      0.15    7.1   0.1   155   182   234   261   225   268 0.87 -
48053at50557_13164_0:000f53|STRG.16297.4:836-1651|+   -            272 37475at50557         -            589   0.00033   15.8   7.8   1   3      0.75       8.5    1.3   0.1   155   189    31    65    23   107 0.75 -
48053at50557_13164_0:000f53|STRG.16297.4:836-1651|+   -            272 37475at50557         -            589   0.00033   15.8   7.8   2   3    0.0035      0.04    8.9   0.3   148   185   169   206   164   214 0.81 -
48053at50557_13164_0:000f53|STRG.16297.4:836-1651|+   -            272 37475at50557         -            589   0.00033   15.8   7.8   3   3     0.013      0.15    7.1   0.1   155   182   234   261   225   268 0.87 -
48053at50557_13164_0:000f53|STRG.16297.5:836-1651|+   -            272 37475at50557         -            589   0.00033   15.8   7.8   1   3      0.75       8.5    1.3   0.1   155   189    31    65    23   107 0.75 -
48053at50557_13164_0:000f53|STRG.16297.5:836-1651|+   -            272 37475at50557         -            589   0.00033   15.8   7.8   2   3    0.0035      0.04    8.9   0.3   148   185   169   206   164   214 0.81 -
48053at50557_13164_0:000f53|STRG.16297.5:836-1651|+   -            272 37475at50557         -            589   0.00033   15.8   7.8   3   3     0.013      0.15    7.1   0.1   155   182   234   261   225   268 0.87 -
48053at50557_7493_0:000320|STRG.8802.1:9-1076|+       -            356 37475at50557         -            589   0.00039   15.6   0.5   1   4    0.0075     0.084    7.9   0.0   145   181    52    88    33    96 0.90 -
48053at50557_7493_0:000320|STRG.8802.1:9-1076|+       -            356 37475at50557         -            589   0.00039   15.6   0.5   2   4       1.1        12    0.7   0.0   134   190   128   186   107   199 0.61 -
48053at50557_7493_0:000320|STRG.8802.1:9-1076|+       -            356 37475at50557         -            589   0.00039   15.6   0.5   3   4       1.7        19    0.1   0.0     8    32   286   310   281   319 0.83 -
48053at50557_7493_0:000320|STRG.8802.1:9-1076|+       -            356 37475at50557         -            589   0.00039   15.6   0.5   4   4      0.98        11    0.9   0.1   148   179   325   356   315   356 0.83 -
48053at50557_307658_0:00145d|STRG.14143.1:6809-7264|+ -            152 37475at50557         -            589   0.00042   15.5   0.7   1   3   0.00054    0.0061   11.6   0.0   147   182    25    60    15    69 0.88 -
48053at50557_307658_0:00145d|STRG.14143.1:6809-7264|+ -            152 37475at50557         -            589   0.00042   15.5   0.7   2   3       6.9        78   -1.9   0.0   146   185    66   104    60   115 0.72 -
48053at50557_307658_0:00145d|STRG.14143.1:6809-7264|+ -            152 37475at50557         -            589   0.00042   15.5   0.7   3   3      0.55       6.3    1.7   0.1   155   180   121   151   115   152 0.68 -
48053at50557_307658_0:00145d|STRG.14143.2:6717-7172|+ -            152 37475at50557         -            589   0.00042   15.5   0.7   1   3   0.00054    0.0061   11.6   0.0   147   182    25    60    15    69 0.88 -
48053at50557_307658_0:00145d|STRG.14143.2:6717-7172|+ -            152 37475at50557         -            589   0.00042   15.5   0.7   2   3       6.9        78   -1.9   0.0   146   185    66   104    60   115 0.72 -
48053at50557_307658_0:00145d|STRG.14143.2:6717-7172|+ -            152 37475at50557         -            589   0.00042   15.5   0.7   3   3      0.55       6.3    1.7   0.1   155   180   121   151   115   152 0.68 -
48053at50557_13164_0:000f53|STRG.5716.1:360-1136|+    -            259 37475at50557         -            589   0.00076   14.6   0.9   1   2    0.0072     0.081    7.9   0.1   145   186    60   101    48   121 0.85 -
48053at50557_13164_0:000f53|STRG.5716.1:360-1136|+    -            259 37475at50557         -            589   0.00076   14.6   0.9   2   2     0.038      0.43    5.5   0.1    95   117   135   157   109   187 0.71 -
48053at50557_307658_0:00145d|STRG.1574.1:21-713|+     -            231 37475at50557         -            589   0.00087   14.4   7.6   1   2    0.0012     0.014   10.5   2.8   120   203     9   110     4   129 0.72 -
48053at50557_307658_0:00145d|STRG.1574.1:21-713|+     -            231 37475at50557         -            589   0.00087   14.4   7.6   2   2     0.012      0.13    7.2   0.9   119   240    97   227    94   231 0.60 -
37475at50557_7536_0:004769|STRG.13622.4:2636-3064|+   -            143 37475at50557         -            589    0.0013   13.9   0.0   1   1   0.00028    0.0032   12.6   0.0    70   171    26   139     2   143 0.70 -
48053at50557_79782_0:00090a|STRG.989.1:467-1231|+     -            255 37475at50557         -            589    0.0014   13.8   5.7   1   3      0.32       3.6    2.5   0.0   150   190     9    48     2    78 0.81 -
48053at50557_79782_0:00090a|STRG.989.1:467-1231|+     -            255 37475at50557         -            589    0.0014   13.8   5.7   2   3    0.0053      0.06    8.3   0.7   121   203   112   206    61   209 0.60 -
48053at50557_79782_0:00090a|STRG.989.1:467-1231|+     -            255 37475at50557         -            589    0.0014   13.8   5.7   3   3     0.016      0.18    6.7   3.1    58   179   122   255   116   255 0.67 -
48053at50557_79782_0:00090a|STRG.989.2:916-1680|+     -            255 37475at50557         -            589    0.0014   13.8   5.7   1   3      0.32       3.6    2.5   0.0   150   190     9    48     2    78 0.81 -
48053at50557_79782_0:00090a|STRG.989.2:916-1680|+     -            255 37475at50557         -            589    0.0014   13.8   5.7   2   3    0.0053      0.06    8.3   0.7   121   203   112   206    61   209 0.60 -
48053at50557_79782_0:00090a|STRG.989.2:916-1680|+     -            255 37475at50557         -            589    0.0014   13.8   5.7   3   3     0.016      0.18    6.7   3.1    58   179   122   255   116   255 0.67 -
48053at50557_79782_0:00090a|STRG.989.3:799-1563|+     -            255 37475at50557         -            589    0.0014   13.8   5.7   1   3      0.32       3.6    2.5   0.0   150   190     9    48     2    78 0.81 -
48053at50557_79782_0:00090a|STRG.989.3:799-1563|+     -            255 37475at50557         -            589    0.0014   13.8   5.7   2   3    0.0053      0.06    8.3   0.7   121   203   112   206    61   209 0.60 -
48053at50557_79782_0:00090a|STRG.989.3:799-1563|+     -            255 37475at50557         -            589    0.0014   13.8   5.7   3   3     0.016      0.18    6.7   3.1    58   179   122   255   116   255 0.67 -
48053at50557_79782_0:00090a|STRG.989.4:724-1488|+     -            255 37475at50557         -            589    0.0014   13.8   5.7   1   3      0.32       3.6    2.5   0.0   150   190     9    48     2    78 0.81 -
48053at50557_79782_0:00090a|STRG.989.4:724-1488|+     -            255 37475at50557         -            589    0.0014   13.8   5.7   2   3    0.0053      0.06    8.3   0.7   121   203   112   206    61   209 0.60 -
48053at50557_79782_0:00090a|STRG.989.4:724-1488|+     -            255 37475at50557         -            589    0.0014   13.8   5.7   3   3     0.016      0.18    6.7   3.1    58   179   122   255   116   255 0.67 -
48053at50557_79782_0:00090a|STRG.989.5:691-1455|+     -            255 37475at50557         -            589    0.0014   13.8   5.7   1   3      0.32       3.6    2.5   0.0   150   190     9    48     2    78 0.81 -
48053at50557_79782_0:00090a|STRG.989.5:691-1455|+     -            255 37475at50557         -            589    0.0014   13.8   5.7   2   3    0.0053      0.06    8.3   0.7   121   203   112   206    61   209 0.60 -
48053at50557_79782_0:00090a|STRG.989.5:691-1455|+     -            255 37475at50557         -            589    0.0014   13.8   5.7   3   3     0.016      0.18    6.7   3.1    58   179   122   255   116   255 0.67 -
48053at50557_79782_0:00090a|STRG.955.1:2666-3427|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   1   3      0.52       5.9    1.8   0.0   150   183     9    41     2    63 0.81 -
48053at50557_79782_0:00090a|STRG.955.1:2666-3427|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   2   3    0.0082     0.092    7.7   0.7   122   202   112   204    59   209 0.60 -
48053at50557_79782_0:00090a|STRG.955.1:2666-3427|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   3   3     0.012      0.13    7.2   2.4    58   179   121   254   115   254 0.68 -
48053at50557_79782_0:00090a|STRG.955.2:2660-3421|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   1   3      0.52       5.9    1.8   0.0   150   183     9    41     2    63 0.81 -
48053at50557_79782_0:00090a|STRG.955.2:2660-3421|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   2   3    0.0082     0.092    7.7   0.7   122   202   112   204    59   209 0.60 -
48053at50557_79782_0:00090a|STRG.955.2:2660-3421|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   3   3     0.012      0.13    7.2   2.4    58   179   121   254   115   254 0.68 -
48053at50557_79782_0:00090a|STRG.955.3:2771-3532|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   1   3      0.52       5.9    1.8   0.0   150   183     9    41     2    63 0.81 -
48053at50557_79782_0:00090a|STRG.955.3:2771-3532|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   2   3    0.0082     0.092    7.7   0.7   122   202   112   204    59   209 0.60 -
48053at50557_79782_0:00090a|STRG.955.3:2771-3532|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   3   3     0.012      0.13    7.2   2.4    58   179   121   254   115   254 0.68 -
48053at50557_79782_0:00090a|STRG.955.5:2636-3397|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   1   3      0.52       5.9    1.8   0.0   150   183     9    41     2    63 0.81 -
48053at50557_79782_0:00090a|STRG.955.5:2636-3397|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   2   3    0.0082     0.092    7.7   0.7   122   202   112   204    59   209 0.60 -
48053at50557_79782_0:00090a|STRG.955.5:2636-3397|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   3   3     0.012      0.13    7.2   2.4    58   179   121   254   115   254 0.68 -
48053at50557_79782_0:00090a|STRG.955.6:1461-2222|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   1   3      0.52       5.9    1.8   0.0   150   183     9    41     2    63 0.81 -
48053at50557_79782_0:00090a|STRG.955.6:1461-2222|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   2   3    0.0082     0.092    7.7   0.7   122   202   112   204    59   209 0.60 -
48053at50557_79782_0:00090a|STRG.955.6:1461-2222|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   3   3     0.012      0.13    7.2   2.4    58   179   121   254   115   254 0.68 -
48053at50557_79782_0:00090a|STRG.955.7:1546-2307|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   1   3      0.52       5.9    1.8   0.0   150   183     9    41     2    63 0.81 -
48053at50557_79782_0:00090a|STRG.955.7:1546-2307|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   2   3    0.0082     0.092    7.7   0.7   122   202   112   204    59   209 0.60 -
48053at50557_79782_0:00090a|STRG.955.7:1546-2307|+    -            254 37475at50557         -            589    0.0014   13.7   4.5   3   3     0.012      0.13    7.2   2.4    58   179   121   254   115   254 0.68 -
48053at50557_168631_0:000bf2|STRG.17936.1:801-1280|+  -            160 37475at50557         -            589    0.0018   13.4   0.5   1   1   0.00029    0.0033   12.5   0.5   147   182    78   114     1   129 0.79 -
48053at50557_168631_0:000bf2|STRG.17936.2:873-1352|+  -            160 37475at50557         -            589    0.0018   13.4   0.5   1   1   0.00029    0.0033   12.5   0.5   147   182    78   114     1   129 0.79 -
48053at50557_52612_0:000a84|STRG.17214.1:3-773|+      -            257 37475at50557         -            589    0.0025   12.9   4.4   1   2      0.32       3.6    2.5   0.2   146   182   100   136    79   152 0.88 -
48053at50557_52612_0:000a84|STRG.17214.1:3-773|+      -            257 37475at50557         -            589    0.0025   12.9   4.4   2   2   0.00067    0.0076   11.3   0.5    93   179   160   257   143   257 0.81 -
48053at50557_166423_0:00101b|STRG.2366.1:1199-1927|+  -            243 37475at50557         -            589    0.0026   12.9   0.5   1   2    0.0022     0.025    9.6   0.0   178   258    59   143    40   148 0.78 -
48053at50557_166423_0:00101b|STRG.2366.1:1199-1927|+  -            243 37475at50557         -            589    0.0026   12.9   0.5   2   2    0.0067     0.076    8.0   0.0   180   247   103   178    88   191 0.70 -
48053at50557_166423_0:00101b|STRG.2366.2:1146-1874|+  -            243 37475at50557         -            589    0.0026   12.9   0.5   1   2    0.0022     0.025    9.6   0.0   178   258    59   143    40   148 0.78 -
48053at50557_166423_0:00101b|STRG.2366.2:1146-1874|+  -            243 37475at50557         -            589    0.0026   12.9   0.5   2   2    0.0067     0.076    8.0   0.0   180   247   103   178    88   191 0.70 -
48053at50557_166423_0:00101b|STRG.2366.4:1746-2474|+  -            243 37475at50557         -            589    0.0026   12.9   0.5   1   2    0.0022     0.025    9.6   0.0   178   258    59   143    40   148 0.78 -
48053at50557_166423_0:00101b|STRG.2366.4:1746-2474|+  -            243 37475at50557         -            589    0.0026   12.9   0.5   2   2    0.0067     0.076    8.0   0.0   180   247   103   178    88   191 0.70 -
48053at50557_110193_0:002690|STRG.1785.1:887-1675|+   -            263 37475at50557         -            589    0.0028   12.7   0.1   1   2     0.012      0.13    7.2   0.0    42   105     9    73     4    77 0.86 -
48053at50557_110193_0:002690|STRG.1785.1:887-1675|+   -            263 37475at50557         -            589    0.0028   12.7   0.1   2   2      0.17         2    3.4   0.1   161   192   202   233   147   261 0.72 -
48053at50557_110193_0:002690|STRG.1785.2:1221-2009|+  -            263 37475at50557         -            589    0.0028   12.7   0.1   1   2     0.012      0.13    7.2   0.0    42   105     9    73     4    77 0.86 -
48053at50557_110193_0:002690|STRG.1785.2:1221-2009|+  -            263 37475at50557         -            589    0.0028   12.7   0.1   2   2      0.17         2    3.4   0.1   161   192   202   233   147   261 0.72 -
48053at50557_1629725_0:001d98|STRG.1001.1:177-887|+   -            237 37475at50557         -            589    0.0029   12.7   0.0   1   1   0.00068    0.0077   11.3   0.0   127   191    86   156    79   169 0.76 -
48053at50557_1629725_0:001d98|STRG.1001.2:761-1471|+  -            237 37475at50557         -            589    0.0029   12.7   0.0   1   1   0.00068    0.0077   11.3   0.0   127   191    86   156    79   169 0.76 -
48053at50557_1629725_0:001d98|STRG.1001.3:761-1471|+  -            237 37475at50557         -            589    0.0029   12.7   0.0   1   1   0.00068    0.0077   11.3   0.0   127   191    86   156    79   169 0.76 -
48053at50557_168631_0:000bf2|STRG.4091.1:213-581|+    -            123 37475at50557         -            589    0.0064   11.6   0.0   1   1     0.001     0.011   10.7   0.0   145   203    37   105     7   109 0.73 -
48053at50557_29053_0:002b2d|STRG.9037.1:1784-2578|+   -            265 37475at50557         -            589    0.0066   11.5   0.0   1   3       1.6        18    0.2   0.0   153   184     6    37     1    44 0.64 -
48053at50557_29053_0:002b2d|STRG.9037.1:1784-2578|+   -            265 37475at50557         -            589    0.0066   11.5   0.0   2   3     0.062       0.7    4.8   0.0   148   180    54    86    48    92 0.92 -
48053at50557_29053_0:002b2d|STRG.9037.1:1784-2578|+   -            265 37475at50557         -            589    0.0066   11.5   0.0   3   3      0.51       5.8    1.8   0.0   148   179   234   265   215   265 0.86 -
48053at50557_29053_0:002b2d|STRG.9037.2:1781-2575|+   -            265 37475at50557         -            589    0.0066   11.5   0.0   1   3       1.6        18    0.2   0.0   153   184     6    37     1    44 0.64 -
48053at50557_29053_0:002b2d|STRG.9037.2:1781-2575|+   -            265 37475at50557         -            589    0.0066   11.5   0.0   2   3     0.062       0.7    4.8   0.0   148   180    54    86    48    92 0.92 -
48053at50557_29053_0:002b2d|STRG.9037.2:1781-2575|+   -            265 37475at50557         -            589    0.0066   11.5   0.0   3   3      0.51       5.8    1.8   0.0   148   179   234   265   215   265 0.86 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/37475at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/rerun_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/rerun_results/37475at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/37475at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/rerun_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 18:09:08 2024
# [ok]
