#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
31374at50557_103372_0:0017b9|STRG.8335.1:0-1955|+       -            652 31374at50557         -            569  1.9e-291  966.2  18.7   1   1  5.7e-291  1.7e-289  959.7  18.7     1   569     4   646     4   646 0.94 -
78072at50557_7038_0:0021a3|STRG.17926.4:316-1059|+      -            248 31374at50557         -            569   4.8e-10   37.1   2.4   2   2       0.3       9.2    3.2   0.0   390   460   142   224   138   227 0.77 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+    -            239 31374at50557         -            569   7.1e-10   36.6   1.8   1   2   5.1e-08   1.5e-06   25.6   0.4   385   533     2   174     1   184 0.73 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+    -            239 31374at50557         -            569   7.1e-10   36.6   1.8   2   2      0.01      0.31    8.0   0.0   339   374   187   222   181   226 0.86 -
78072at50557_7038_0:0021a3|STRG.17926.1:331-1179|+      -            283 31374at50557         -            569   7.4e-10   36.5   2.3   1   2   3.9e-10   1.2e-08   32.5   1.5   339   464    39   167    36   177 0.87 -
78072at50557_7038_0:0021a3|STRG.17926.1:331-1179|+      -            283 31374at50557         -            569   7.4e-10   36.5   2.3   2   2      0.37        11    2.9   0.0   390   460   177   259   171   262 0.77 -
78072at50557_7038_0:0021a3|STRG.17926.2:331-1179|+      -            283 31374at50557         -            569   7.4e-10   36.5   2.3   1   2   3.9e-10   1.2e-08   32.5   1.5   339   464    39   167    36   177 0.87 -
78072at50557_7038_0:0021a3|STRG.17926.2:331-1179|+      -            283 31374at50557         -            569   7.4e-10   36.5   2.3   2   2      0.37        11    2.9   0.0   390   460   177   259   171   262 0.77 -
78072at50557_7038_0:0021a3|STRG.17926.5:331-1179|+      -            283 31374at50557         -            569   7.4e-10   36.5   2.3   1   2   3.9e-10   1.2e-08   32.5   1.5   339   464    39   167    36   177 0.87 -
78072at50557_7038_0:0021a3|STRG.17926.5:331-1179|+      -            283 31374at50557         -            569   7.4e-10   36.5   2.3   2   2      0.37        11    2.9   0.0   390   460   177   259   171   262 0.77 -
68957at50557_103372_0:001943|STRG.1001.1:0-1235|+       -            412 31374at50557         -            569   1.1e-09   35.9   0.0   1   2   4.5e-06   0.00013   19.1   0.0   346   454   131   241   106   250 0.87 -
68957at50557_103372_0:001943|STRG.1001.1:0-1235|+       -            412 31374at50557         -            569   1.1e-09   35.9   0.0   2   2   0.00012    0.0037   14.4   0.0   502   535   342   375   307   399 0.69 -
68957at50557_103372_0:001943|STRG.1001.2:527-1774|+     -            416 31374at50557         -            569   1.3e-09   35.7   0.0   1   2   4.6e-06   0.00014   19.1   0.0   346   454   150   260   125   269 0.87 -
68957at50557_103372_0:001943|STRG.1001.2:527-1774|+     -            416 31374at50557         -            569   1.3e-09   35.7   0.0   2   2   0.00015    0.0045   14.1   0.0   502   535   361   394   326   410 0.66 -
68957at50557_103372_0:001943|STRG.1001.3:527-1872|+     -            416 31374at50557         -            569   1.3e-09   35.7   0.0   1   2   4.6e-06   0.00014   19.1   0.0   346   454   150   260   125   269 0.87 -
68957at50557_103372_0:001943|STRG.1001.3:527-1872|+     -            416 31374at50557         -            569   1.3e-09   35.7   0.0   2   2   0.00015    0.0045   14.1   0.0   502   535   361   394   326   410 0.66 -
71739at50557_568069_0:0043fc|STRG.6627.1:387-1298|+     -            304 31374at50557         -            569   1.4e-09   35.6   0.0   1   2   9.8e-07   2.9e-05   21.3   0.0   348   491     3   154     1   179 0.72 -
71739at50557_568069_0:0043fc|STRG.6627.1:387-1298|+     -            304 31374at50557         -            569   1.4e-09   35.6   0.0   2   2   0.00046     0.014   12.5   0.0   334   369   267   302   248   304 0.81 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+      -            286 31374at50557         -            569   1.4e-09   35.6   0.3   1   3   8.3e-08   2.5e-06   24.9   0.1   353   441     2    89     1   106 0.89 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+      -            286 31374at50557         -            569   1.4e-09   35.6   0.3   2   3       1.8        55    0.6   0.0   504   533   169   198   141   203 0.64 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+      -            286 31374at50557         -            569   1.4e-09   35.6   0.3   3   3     0.014      0.41    7.6   0.0   392   477   172   269   166   275 0.65 -
80377at50557_108931_0:002353|STRG.11711.1:2268-2888|+   -            207 31374at50557         -            569   1.5e-09   35.5   0.3   1   2   7.9e-05    0.0024   15.0   0.0   406   460     5    67     3    78 0.76 -
80377at50557_108931_0:002353|STRG.11711.1:2268-2888|+   -            207 31374at50557         -            569   1.5e-09   35.5   0.3   2   2   5.4e-08   1.6e-06   25.5   0.1   344   417    34   113    21   122 0.82 -
80377at50557_108931_0:002353|STRG.11711.2:1851-2471|+   -            207 31374at50557         -            569   1.5e-09   35.5   0.3   1   2   7.9e-05    0.0024   15.0   0.0   406   460     5    67     3    78 0.76 -
80377at50557_108931_0:002353|STRG.11711.2:1851-2471|+   -            207 31374at50557         -            569   1.5e-09   35.5   0.3   2   2   5.4e-08   1.6e-06   25.5   0.1   344   417    34   113    21   122 0.82 -
80377at50557_108931_0:002353|STRG.11711.3:2372-2992|+   -            207 31374at50557         -            569   1.5e-09   35.5   0.3   1   2   7.9e-05    0.0024   15.0   0.0   406   460     5    67     3    78 0.76 -
80377at50557_108931_0:002353|STRG.11711.3:2372-2992|+   -            207 31374at50557         -            569   1.5e-09   35.5   0.3   2   2   5.4e-08   1.6e-06   25.5   0.1   344   417    34   113    21   122 0.82 -
71739at50557_66420_0:0008cd|STRG.17936.1:657-1238|+     -            194 31374at50557         -            569   1.7e-09   35.3   0.1   1   1   4.5e-10   1.3e-08   32.3   0.1   387   533     1   161     1   164 0.77 -
71739at50557_66420_0:0008cd|STRG.17936.2:729-1310|+     -            194 31374at50557         -            569   1.7e-09   35.3   0.1   1   1   4.5e-10   1.3e-08   32.3   0.1   387   533     1   161     1   164 0.77 -
80377at50557_7091_0:0009ff|STRG.18898.1:258-842|+       -            195 31374at50557         -            569   2.7e-09   34.7   0.1   1   2   0.00055     0.017   12.2   0.0   503   534    17    49    10    58 0.67 -
80377at50557_7091_0:0009ff|STRG.18898.1:258-842|+       -            195 31374at50557         -            569   2.7e-09   34.7   0.1   2   2   1.7e-06   5.2e-05   20.5   0.0   344   460    58   189    49   193 0.83 -
31374at50557_197043_0:003de5|STRG.16471.1:474-1226|+    -            251 31374at50557         -            569   2.9e-09   34.5   0.0   1   1   1.8e-10   5.4e-09   33.6   0.0   342   419    13    94     1   104 0.89 -
80377at50557_166361_0:002fc1|STRG.11661.2:78-839|+      -            254 31374at50557         -            569     3e-09   34.5   0.2   1   3   8.1e-06   0.00024   18.3   0.0   336   410    12    89     5    95 0.87 -
80377at50557_166361_0:002fc1|STRG.11661.2:78-839|+      -            254 31374at50557         -            569     3e-09   34.5   0.2   2   3   0.00047     0.014   12.5   0.0   330   377    95   143    92   149 0.85 -
80377at50557_166361_0:002fc1|STRG.11661.2:78-839|+      -            254 31374at50557         -            569     3e-09   34.5   0.2   3   3       4.5   1.3e+02   -0.7   0.0   445   460   177   192   170   197 0.84 -
40115at50557_108931_0:001d6b|STRG.8807.1:1200-2348|+    -            383 31374at50557         -            569   3.4e-09   34.3   2.2   1   2      0.49        15    2.5   0.0   410   532    83   223    76   241 0.60 -
40115at50557_108931_0:001d6b|STRG.8807.1:1200-2348|+    -            383 31374at50557         -            569   3.4e-09   34.3   2.2   2   2   2.2e-09   6.5e-08   30.1   0.2   382   458   305   383   299   383 0.90 -
40115at50557_108931_0:001d6b|STRG.8807.2:975-2123|+     -            383 31374at50557         -            569   3.4e-09   34.3   2.2   1   2      0.49        15    2.5   0.0   410   532    83   223    76   241 0.60 -
40115at50557_108931_0:001d6b|STRG.8807.2:975-2123|+     -            383 31374at50557         -            569   3.4e-09   34.3   2.2   2   2   2.2e-09   6.5e-08   30.1   0.2   382   458   305   383   299   383 0.90 -
40115at50557_108931_0:001d6b|STRG.8807.3:903-2051|+     -            383 31374at50557         -            569   3.4e-09   34.3   2.2   1   2      0.49        15    2.5   0.0   410   532    83   223    76   241 0.60 -
40115at50557_108931_0:001d6b|STRG.8807.3:903-2051|+     -            383 31374at50557         -            569   3.4e-09   34.3   2.2   2   2   2.2e-09   6.5e-08   30.1   0.2   382   458   305   383   299   383 0.90 -
34006at50557_520822_0:000571|STRG.13550.1:0-1967|+      -            656 31374at50557         -            569   3.8e-09   34.1   1.2   1   4      0.05       1.5    5.8   0.0   500   540   182   223   173   230 0.81 -
34006at50557_520822_0:000571|STRG.13550.1:0-1967|+      -            656 31374at50557         -            569   3.8e-09   34.1   1.2   2   4       2.2        66    0.3   0.0   504   556   234   287   227   293 0.80 -
34006at50557_520822_0:000571|STRG.13550.1:0-1967|+      -            656 31374at50557         -            569   3.8e-09   34.1   1.2   3   4   2.7e-06   8.2e-05   19.8   0.6   338   459   279   412   274   413 0.78 -
34006at50557_520822_0:000571|STRG.13550.1:0-1967|+      -            656 31374at50557         -            569   3.8e-09   34.1   1.2   4   4      0.01       0.3    8.1   0.0   503   537   383   417   375   437 0.82 -
14512at50557_56086_0:000590|STRG.14395.1:1648-2001|+    -            118 31374at50557         -            569   5.3e-09   33.7   1.6   1   2    0.0088      0.27    8.3   0.1   445   475     3    33     1    38 0.85 -
14512at50557_56086_0:000590|STRG.14395.1:1648-2001|+    -            118 31374at50557         -            569   5.3e-09   33.7   1.6   2   2   1.5e-08   4.4e-07   27.3   0.4   342   421    26   111    24   118 0.85 -
14512at50557_56086_0:000590|STRG.14395.2:1268-1621|+    -            118 31374at50557         -            569   5.3e-09   33.7   1.6   1   2    0.0088      0.27    8.3   0.1   445   475     3    33     1    38 0.85 -
14512at50557_56086_0:000590|STRG.14395.2:1268-1621|+    -            118 31374at50557         -            569   5.3e-09   33.7   1.6   2   2   1.5e-08   4.4e-07   27.3   0.4   342   421    26   111    24   118 0.85 -
14512at50557_56086_0:000590|STRG.14395.3:1642-1995|+    -            118 31374at50557         -            569   5.3e-09   33.7   1.6   1   2    0.0088      0.27    8.3   0.1   445   475     3    33     1    38 0.85 -
14512at50557_56086_0:000590|STRG.14395.3:1642-1995|+    -            118 31374at50557         -            569   5.3e-09   33.7   1.6   2   2   1.5e-08   4.4e-07   27.3   0.4   342   421    26   111    24   118 0.85 -
33043at50557_6973_0:0036f9|STRG.8807.1:1713-2348|+      -            212 31374at50557         -            569   5.5e-09   33.6   0.5   1   2       2.5        74    0.2   0.0   441   461    87   107    28   121 0.76 -
33043at50557_6973_0:0036f9|STRG.8807.1:1713-2348|+      -            212 31374at50557         -            569   5.5e-09   33.6   0.5   2   2   7.1e-10   2.1e-08   31.7   0.2   382   458   134   212   128   212 0.90 -
33043at50557_6973_0:0036f9|STRG.8807.2:1488-2123|+      -            212 31374at50557         -            569   5.5e-09   33.6   0.5   1   2       2.5        74    0.2   0.0   441   461    87   107    28   121 0.76 -
33043at50557_6973_0:0036f9|STRG.8807.2:1488-2123|+      -            212 31374at50557         -            569   5.5e-09   33.6   0.5   2   2   7.1e-10   2.1e-08   31.7   0.2   382   458   134   212   128   212 0.90 -
33043at50557_6973_0:0036f9|STRG.8807.3:1416-2051|+      -            212 31374at50557         -            569   5.5e-09   33.6   0.5   1   2       2.5        74    0.2   0.0   441   461    87   107    28   121 0.76 -
33043at50557_6973_0:0036f9|STRG.8807.3:1416-2051|+      -            212 31374at50557         -            569   5.5e-09   33.6   0.5   2   2   7.1e-10   2.1e-08   31.7   0.2   382   458   134   212   128   212 0.90 -
40115at50557_29031_0:00277e|STRG.18933.1:1235-2020|+    -            262 31374at50557         -            569   5.6e-09   33.6   2.4   1   2     0.026      0.77    6.7   0.0   394   476     3    93     1   113 0.67 -
40115at50557_29031_0:00277e|STRG.18933.1:1235-2020|+    -            262 31374at50557         -            569   5.6e-09   33.6   2.4   2   2   3.1e-07   9.5e-06   22.9   1.1   405   486   159   248   152   257 0.68 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+    -            262 31374at50557         -            569   5.6e-09   33.6   2.4   1   2     0.026      0.77    6.7   0.0   394   476     3    93     1   113 0.67 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+    -            262 31374at50557         -            569   5.6e-09   33.6   2.4   2   2   3.1e-07   9.5e-06   22.9   1.1   405   486   159   248   152   257 0.68 -
40115at50557_121225_0:000dac|STRG.2366.1:749-1819|+     -            357 31374at50557         -            569   7.6e-09   33.2   1.3   1   3    0.0011     0.034   11.2   0.0   488   534    71   120    53   136 0.82 -
40115at50557_121225_0:000dac|STRG.2366.1:749-1819|+     -            357 31374at50557         -            569   7.6e-09   33.2   1.3   2   3     6e-06   0.00018   18.7   0.2   428   545   171   298   168   309 0.78 -
40115at50557_121225_0:000dac|STRG.2366.1:749-1819|+     -            357 31374at50557         -            569   7.6e-09   33.2   1.3   3   3   0.00098     0.029   11.4   0.1   390   459   258   331   249   338 0.81 -
40115at50557_121225_0:000dac|STRG.2366.2:696-1766|+     -            357 31374at50557         -            569   7.6e-09   33.2   1.3   1   3    0.0011     0.034   11.2   0.0   488   534    71   120    53   136 0.82 -
40115at50557_121225_0:000dac|STRG.2366.2:696-1766|+     -            357 31374at50557         -            569   7.6e-09   33.2   1.3   2   3     6e-06   0.00018   18.7   0.2   428   545   171   298   168   309 0.78 -
40115at50557_121225_0:000dac|STRG.2366.2:696-1766|+     -            357 31374at50557         -            569   7.6e-09   33.2   1.3   3   3   0.00098     0.029   11.4   0.1   390   459   258   331   249   338 0.81 -
40115at50557_121225_0:000dac|STRG.2366.4:1296-2366|+    -            357 31374at50557         -            569   7.6e-09   33.2   1.3   1   3    0.0011     0.034   11.2   0.0   488   534    71   120    53   136 0.82 -
40115at50557_121225_0:000dac|STRG.2366.4:1296-2366|+    -            357 31374at50557         -            569   7.6e-09   33.2   1.3   2   3     6e-06   0.00018   18.7   0.2   428   545   171   298   168   309 0.78 -
40115at50557_121225_0:000dac|STRG.2366.4:1296-2366|+    -            357 31374at50557         -            569   7.6e-09   33.2   1.3   3   3   0.00098     0.029   11.4   0.1   390   459   258   331   249   338 0.81 -
57752at50557_219809_0:0011a2|STRG.15605.4:475-1200|+    -            242 31374at50557         -            569   1.7e-08   32.0   1.3   1   2   0.00042     0.013   12.6   0.1   448   502     1    64     1    96 0.63 -
57752at50557_219809_0:0011a2|STRG.15605.4:475-1200|+    -            242 31374at50557         -            569   1.7e-08   32.0   1.3   2   2   4.1e-05    0.0012   16.0   0.1   442   544   101   212    91   216 0.75 -
90358at50557_108931_0:000131|STRG.683.1:297-923|+       -            209 31374at50557         -            569   2.9e-08   31.3   1.2   1   2   8.1e-05    0.0024   15.0   0.1   487   534     8    57     2    85 0.86 -
90358at50557_108931_0:000131|STRG.683.1:297-923|+       -            209 31374at50557         -            569   2.9e-08   31.3   1.2   2   2   8.1e-05    0.0024   15.0   0.1   495   537   164   206   156   209 0.86 -
66691at50557_456900_0:002b0f|STRG.1574.1:0-1100|+       -            367 31374at50557         -            569   3.2e-08   31.1   8.1   1   3   2.6e-07   7.7e-06   23.2   0.2   377   466    41   133    11   144 0.81 -
66691at50557_456900_0:002b0f|STRG.1574.1:0-1100|+       -            367 31374at50557         -            569   3.2e-08   31.1   8.1   2   3     0.055       1.6    5.6   0.1   432   460   145   173   136   178 0.85 -
66691at50557_456900_0:002b0f|STRG.1574.1:0-1100|+       -            367 31374at50557         -            569   3.2e-08   31.1   8.1   3   3     0.047       1.4    5.9   0.5   393   534   211   356   208   363 0.73 -
14512at50557_197043_0:0050fb|STRG.15828.3:827-1021|+    -             65 31374at50557         -            569   3.3e-08   31.1   0.1   1   1   1.2e-09   3.5e-08   31.0   0.1   414   460    17    63     8    65 0.94 -
14512at50557_1218281_0:002752|STRG.15828.1:672-1052|+   -            127 31374at50557         -            569   4.1e-08   30.8   0.0   1   1   1.5e-09   4.6e-08   30.6   0.0   414   462    12    60     4   101 0.80 -
14512at50557_1218281_0:002752|STRG.15828.2:842-1222|+   -            127 31374at50557         -            569   4.1e-08   30.8   0.0   1   1   1.5e-09   4.6e-08   30.6   0.0   414   462    12    60     4   101 0.80 -
14512at50557_1218281_0:002752|STRG.15828.4:707-1087|+   -            127 31374at50557         -            569   4.1e-08   30.8   0.0   1   1   1.5e-09   4.6e-08   30.6   0.0   414   462    12    60     4   101 0.80 -
78072at50557_66420_0:0007fa|STRG.12625.1:111-863|+      -            251 31374at50557         -            569   4.7e-08   30.5   3.7   1   2     0.019      0.57    7.2   0.1   428   460     4    36     1    40 0.75 -
78072at50557_66420_0:0007fa|STRG.12625.1:111-863|+      -            251 31374at50557         -            569   4.7e-08   30.5   3.7   2   2   6.8e-06    0.0002   18.5   1.0   338   535    40   251    35   251 0.73 -
78072at50557_39758_0:003b38|STRG.9154.1:151-690|+       -            180 31374at50557         -            569   6.8e-08   30.0   0.2   1   2   1.3e-07     4e-06   24.2   0.0   385   460    55   137    53   143 0.77 -
78072at50557_39758_0:003b38|STRG.9154.1:151-690|+       -            180 31374at50557         -            569   6.8e-08   30.0   0.2   2   2      0.19       5.7    3.9   0.0   382   410   148   177   144   180 0.69 -
78072at50557_224129_0:002676|STRG.5244.1:165-959|+      -            265 31374at50557         -            569   1.3e-07   29.0   4.8   1   3    0.0059      0.18    8.8   0.2   388   417     1    32     1    36 0.85 -
78072at50557_224129_0:002676|STRG.5244.1:165-959|+      -            265 31374at50557         -            569   1.3e-07   29.0   4.8   2   3      0.28       8.4    3.3   0.0   391   418    61    90    53   111 0.81 -
78072at50557_224129_0:002676|STRG.5244.1:165-959|+      -            265 31374at50557         -            569   1.3e-07   29.0   4.8   3   3     2e-05   0.00061   17.0   0.9   342   387   217   265   207   265 0.68 -
57752at50557_680683_0:00261f|STRG.1514.1:3870-4745|+    -            292 31374at50557         -            569   1.7e-07   28.7   1.5   1   1   3.3e-08   9.9e-07   26.2   1.5   338   532    49   263    40   277 0.77 -
90358at50557_103372_0:0005af|STRG.17917.1:476-1555|+    -            360 31374at50557         -            569     2e-07   28.4   0.5   1   2   6.6e-06    0.0002   18.6   0.1   382   462    64   147    47   196 0.57 -
90358at50557_103372_0:0005af|STRG.17917.1:476-1555|+    -            360 31374at50557         -            569     2e-07   28.4   0.5   2   2      0.01       0.3    8.1   0.0   338   371   239   272   223   287 0.83 -
77772at50557_1041015_0:0039a4|STRG.15109.1:271-747|+    -            159 31374at50557         -            569   2.2e-07   28.3   0.2   1   1   1.7e-08   5.1e-07   27.1   0.2   350   464    10   122     7   159 0.68 -
77772at50557_1041015_0:0039a4|STRG.15109.2:106-582|+    -            159 31374at50557         -            569   2.2e-07   28.3   0.2   1   1   1.7e-08   5.1e-07   27.1   0.2   350   464    10   122     7   159 0.68 -
14512at50557_56086_0:000590|STRG.16940.1:4384-4770|+    -            129 31374at50557         -            569   2.8e-07   28.0   0.2   1   1   1.1e-08   3.4e-07   27.7   0.2   406   509     3   111     1   128 0.79 -
14512at50557_56086_0:000590|STRG.16940.2:4085-4471|+    -            129 31374at50557         -            569   2.8e-07   28.0   0.2   1   1   1.1e-08   3.4e-07   27.7   0.2   406   509     3   111     1   128 0.79 -
80377at50557_1049336_0:003ca8|STRG.2058.1:905-1678|+    -            258 31374at50557         -            569   2.9e-07   27.9   1.6   1   2       2.4        73    0.2   0.0   345   378    39    74    14    80 0.76 -
80377at50557_1049336_0:003ca8|STRG.2058.1:905-1678|+    -            258 31374at50557         -            569   2.9e-07   27.9   1.6   2   2   2.5e-08   7.5e-07   26.6   0.5   340   420   129   216   122   258 0.70 -
80377at50557_1049336_0:003ca8|STRG.2058.2:795-1568|+    -            258 31374at50557         -            569   2.9e-07   27.9   1.6   1   2       2.4        73    0.2   0.0   345   378    39    74    14    80 0.76 -
80377at50557_1049336_0:003ca8|STRG.2058.2:795-1568|+    -            258 31374at50557         -            569   2.9e-07   27.9   1.6   2   2   2.5e-08   7.5e-07   26.6   0.5   340   420   129   216   122   258 0.70 -
80377at50557_1049336_0:003ca8|STRG.2058.3:884-1657|+    -            258 31374at50557         -            569   2.9e-07   27.9   1.6   1   2       2.4        73    0.2   0.0   345   378    39    74    14    80 0.76 -
80377at50557_1049336_0:003ca8|STRG.2058.3:884-1657|+    -            258 31374at50557         -            569   2.9e-07   27.9   1.6   2   2   2.5e-08   7.5e-07   26.6   0.5   340   420   129   216   122   258 0.70 -
80377at50557_1049336_0:003ca8|STRG.2058.4:824-1597|+    -            258 31374at50557         -            569   2.9e-07   27.9   1.6   1   2       2.4        73    0.2   0.0   345   378    39    74    14    80 0.76 -
80377at50557_1049336_0:003ca8|STRG.2058.4:824-1597|+    -            258 31374at50557         -            569   2.9e-07   27.9   1.6   2   2   2.5e-08   7.5e-07   26.6   0.5   340   420   129   216   122   258 0.70 -
80377at50557_1049336_0:003ca8|STRG.2058.5:908-1681|+    -            258 31374at50557         -            569   2.9e-07   27.9   1.6   1   2       2.4        73    0.2   0.0   345   378    39    74    14    80 0.76 -
80377at50557_1049336_0:003ca8|STRG.2058.5:908-1681|+    -            258 31374at50557         -            569   2.9e-07   27.9   1.6   2   2   2.5e-08   7.5e-07   26.6   0.5   340   420   129   216   122   258 0.70 -
80377at50557_1049336_0:003ca8|STRG.2058.6:845-1618|+    -            258 31374at50557         -            569   2.9e-07   27.9   1.6   1   2       2.4        73    0.2   0.0   345   378    39    74    14    80 0.76 -
80377at50557_1049336_0:003ca8|STRG.2058.6:845-1618|+    -            258 31374at50557         -            569   2.9e-07   27.9   1.6   2   2   2.5e-08   7.5e-07   26.6   0.5   340   420   129   216   122   258 0.70 -
80377at50557_1049336_0:003ca8|STRG.2058.7:1442-2215|+   -            258 31374at50557         -            569   2.9e-07   27.9   1.6   1   2       2.4        73    0.2   0.0   345   378    39    74    14    80 0.76 -
80377at50557_1049336_0:003ca8|STRG.2058.7:1442-2215|+   -            258 31374at50557         -            569   2.9e-07   27.9   1.6   2   2   2.5e-08   7.5e-07   26.6   0.5   340   420   129   216   122   258 0.70 -
14512at50557_197043_0:0050fb|STRG.10279.1:785-976|+     -             64 31374at50557         -            569     3e-07   27.9   0.0   1   1     1e-08   3.1e-07   27.8   0.0   353   413     3    63     1    64 0.88 -
22030at50557_77166_0:00007a|STRG.3203.1:447-932|+       -            162 31374at50557         -            569   5.3e-07   27.1   0.7   1   2   2.5e-05   0.00076   16.7   0.3   497   533    82   120     2   127 0.67 -
22030at50557_77166_0:00007a|STRG.3203.1:447-932|+       -            162 31374at50557         -            569   5.3e-07   27.1   0.7   2   2    0.0038      0.11    9.5   0.0   336   374   123   161   120   162 0.91 -
40115at50557_38123_0:0006c3|STRG.10276.1:846-1034|+     -             63 31374at50557         -            569   7.9e-07   26.5   0.0   1   1   2.8e-08   8.5e-07   26.4   0.0   354   414     2    62     1    63 0.78 -
37700at50557_7536_0:0001ec|STRG.9311.1:154-600|+        -            149 31374at50557         -            569   8.3e-07   26.4   0.2   1   2   2.9e-05   0.00089   16.4   0.0   360   387     3    30     1    78 0.89 -
37700at50557_7536_0:0001ec|STRG.9311.1:154-600|+        -            149 31374at50557         -            569   8.3e-07   26.4   0.2   2   2    0.0056      0.17    8.9   0.0   343   374   118   149    82   149 0.75 -
23620at50557_34720_0:0012cc|STRG.6636.1:60-2666|+       -            869 31374at50557         -            569   1.5e-06   25.6  12.4   1   3    0.0014     0.042   10.9   0.0   425   466   526   567   521   606 0.79 -
23620at50557_34720_0:0012cc|STRG.6636.1:60-2666|+       -            869 31374at50557         -            569   1.5e-06   25.6  12.4   2   3   7.2e-05    0.0022   15.2   0.0   386   467   654   737   644   812 0.78 -
23620at50557_34720_0:0012cc|STRG.6636.1:60-2666|+       -            869 31374at50557         -            569   1.5e-06   25.6  12.4   3   3       3.1        93   -0.1   0.0   437   458   847   868   785   869 0.78 -
55830at50557_116153_0:002bcb|STRG.5716.1:84-1094|+      -            337 31374at50557         -            569   1.8e-06   25.3   0.9   1   2   4.2e-06   0.00013   19.2   0.1   335   376   147   188   128   190 0.84 -
55830at50557_116153_0:002bcb|STRG.5716.1:84-1094|+      -            337 31374at50557         -            569   1.8e-06   25.3   0.9   2   2      0.14       4.1    4.3   0.0   488   534   237   282   200   289 0.83 -
69548at50557_7375_0:00230f|STRG.11276.1:397-1041|+      -            215 31374at50557         -            569   2.8e-06   24.7   0.2   1   1   3.8e-07   1.1e-05   22.7   0.2   387   475     1    98     1   131 0.75 -
69548at50557_7375_0:00230f|STRG.11276.4:392-1036|+      -            215 31374at50557         -            569   2.8e-06   24.7   0.2   1   1   3.8e-07   1.1e-05   22.7   0.2   387   475     1    98     1   131 0.75 -
69548at50557_7375_0:00230f|STRG.11276.5:234-878|+       -            215 31374at50557         -            569   2.8e-06   24.7   0.2   1   1   3.8e-07   1.1e-05   22.7   0.2   387   475     1    98     1   131 0.75 -
37475at50557_29031_0:002211|STRG.11276.3:673-1098|+     -            142 31374at50557         -            569   3.2e-06   24.5   0.1   1   2     7e-07   2.1e-05   21.8   0.2   388   475     1    97     1   116 0.75 -
37475at50557_29031_0:002211|STRG.11276.3:673-1098|+     -            142 31374at50557         -            569   3.2e-06   24.5   0.1   2   2      0.77        23    1.9   0.0   341   373    89   121    87   130 0.88 -
56752at50557_144034_0:000a3e|STRG.17520.3:112-1869|+    -            586 31374at50557         -            569   3.7e-06   24.3   2.9   1   1   1.4e-07   4.3e-06   24.1   1.7   344   443   138   238   128   294 0.89 -
76755at50557_7224_0:001e1c|STRG.18933.1:14-712|+        -            233 31374at50557         -            569   3.8e-06   24.3   1.4   1   2   1.3e-06   3.9e-05   20.9   0.2   397   465    25   100    11   107 0.78 -
76755at50557_7224_0:001e1c|STRG.18933.1:14-712|+        -            233 31374at50557         -            569   3.8e-06   24.3   1.4   2   2      0.86        26    1.7   0.1   392   417   110   134    99   143 0.71 -
76755at50557_7224_0:001e1c|STRG.18933.4:14-712|+        -            233 31374at50557         -            569   3.8e-06   24.3   1.4   1   2   1.3e-06   3.9e-05   20.9   0.2   397   465    25   100    11   107 0.78 -
76755at50557_7224_0:001e1c|STRG.18933.4:14-712|+        -            233 31374at50557         -            569   3.8e-06   24.3   1.4   2   2      0.86        26    1.7   0.1   392   417   110   134    99   143 0.71 -
80377at50557_378494_0:00121e|STRG.954.1:1846-2397|+     -            184 31374at50557         -            569   4.1e-06   24.1   0.3   1   1   1.4e-06   4.3e-05   20.8   0.3   335   459    61   183    53   184 0.73 -
56752at50557_144034_0:000a3e|STRG.17520.2:706-2637|+    -            644 31374at50557         -            569     5e-06   23.9   1.7   1   1   1.7e-07     5e-06   23.9   1.7   344   443   228   328   218   384 0.89 -
56752at50557_144034_0:000a3e|STRG.17520.1:706-2733|+    -            676 31374at50557         -            569   5.5e-06   23.7   1.7   1   1   1.8e-07   5.5e-06   23.7   1.7   344   443   228   328   218   383 0.90 -
14512at50557_1629725_0:001392|STRG.954.1:1544-1981|+    -            146 31374at50557         -            569   3.3e-05   21.1   0.0   1   3       3.5   1.1e+02   -0.3   0.0   505   539     8    41     2    51 0.62 -
14512at50557_1629725_0:001392|STRG.954.1:1544-1981|+    -            146 31374at50557         -            569   3.3e-05   21.1   0.0   2   3      0.32       9.7    3.1   0.0   504   534    55    85    20    94 0.74 -
14512at50557_1629725_0:001392|STRG.954.1:1544-1981|+    -            146 31374at50557         -            569   3.3e-05   21.1   0.0   3   3   6.7e-05     0.002   15.2   0.0   349   389   101   141    88   144 0.91 -
