#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
22030at50557_104452_0:001960|STRG.11310.1:0-965|+      -            242 22030at50557         -            392    7e-141  468.5   7.4   1   1  2.5e-142  7.9e-141  468.4   7.4     4   233     1   242     1   242 0.97 -
40115at50557_121225_0:000dac|STRG.2366.1:749-1819|+    -            357 22030at50557         -            392   7.5e-08   30.6   0.1   3   3      0.01      0.33    8.7   0.0   140   231   254   350   240   354 0.85 -
40115at50557_121225_0:000dac|STRG.2366.2:696-1766|+    -            357 22030at50557         -            392   7.5e-08   30.6   0.1   1   3   0.00039     0.013   13.4   0.0   186   257    50   121    37   134 0.80 -
40115at50557_121225_0:000dac|STRG.2366.2:696-1766|+    -            357 22030at50557         -            392   7.5e-08   30.6   0.1   2   3       0.2       6.4    4.5   0.0   143   206   174   237   155   243 0.73 -
40115at50557_121225_0:000dac|STRG.2366.2:696-1766|+    -            357 22030at50557         -            392   7.5e-08   30.6   0.1   3   3      0.01      0.33    8.7   0.0   140   231   254   350   240   354 0.85 -
40115at50557_121225_0:000dac|STRG.2366.4:1296-2366|+   -            357 22030at50557         -            392   7.5e-08   30.6   0.1   1   3   0.00039     0.013   13.4   0.0   186   257    50   121    37   134 0.80 -
40115at50557_121225_0:000dac|STRG.2366.4:1296-2366|+   -            357 22030at50557         -            392   7.5e-08   30.6   0.1   2   3       0.2       6.4    4.5   0.0   143   206   174   237   155   243 0.73 -
40115at50557_121225_0:000dac|STRG.2366.4:1296-2366|+   -            357 22030at50557         -            392   7.5e-08   30.6   0.1   3   3      0.01      0.33    8.7   0.0   140   231   254   350   240   354 0.85 -
43121at50557_103372_0:001d6c|STRG.9312.1:248-1243|+    -            332 22030at50557         -            392   7.7e-08   30.6   0.1   1   1   2.7e-08   8.5e-07   27.1   0.0   151   250   222   331   212   332 0.79 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+   -            239 22030at50557         -            392     1e-07   30.1   0.4   1   3    0.0028     0.088   10.6   0.0    47    81     2    36     1    49 0.90 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+   -            239 22030at50557         -            392     1e-07   30.1   0.4   2   3    0.0013      0.04   11.7   0.1    46   122    99   174    69   179 0.80 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+   -            239 22030at50557         -            392     1e-07   30.1   0.4   3   3      0.13       4.1    5.1   0.0   175   212   186   223   147   227 0.88 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+    -            281 22030at50557         -            392   1.6e-07   29.5   0.0   1   2   3.6e-08   1.1e-06   26.7   0.0   145   263    45   170    22   186 0.81 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+    -            281 22030at50557         -            392   1.6e-07   29.5   0.0   2   2       3.9   1.2e+02    0.2   0.0   284   308   227   251   224   281 0.64 -
78072at50557_39758_0:003b38|STRG.4389.1:322-1152|+     -            277 22030at50557         -            392   1.6e-07   29.5   0.1   1   1   7.9e-09   2.5e-07   28.9   0.1    69   252    16   211     7   237 0.75 -
78072at50557_39758_0:003b38|STRG.4389.3:216-1046|+     -            277 22030at50557         -            392   1.6e-07   29.5   0.1   1   1   7.9e-09   2.5e-07   28.9   0.1    69   252    16   211     7   237 0.75 -
57752at50557_45779_0:003ace|STRG.1785.1:767-1675|+     -            303 22030at50557         -            392   1.7e-07   29.4   0.0   1   3   2.1e-05   0.00067   17.6   0.0   146   256     5   119     1   131 0.81 -
57752at50557_45779_0:003ace|STRG.1785.1:767-1675|+     -            303 22030at50557         -            392   1.7e-07   29.4   0.0   2   3      0.22       6.9    4.4   0.0   158   211   151   212   131   221 0.68 -
57752at50557_45779_0:003ace|STRG.1785.1:767-1675|+     -            303 22030at50557         -            392   1.7e-07   29.4   0.0   3   3      0.28       8.9    4.0   0.0   194   234   243   283   214   302 0.75 -
57752at50557_45779_0:003ace|STRG.1785.2:1101-2009|+    -            303 22030at50557         -            392   1.7e-07   29.4   0.0   1   3   2.1e-05   0.00067   17.6   0.0   146   256     5   119     1   131 0.81 -
57752at50557_45779_0:003ace|STRG.1785.2:1101-2009|+    -            303 22030at50557         -            392   1.7e-07   29.4   0.0   2   3      0.22       6.9    4.4   0.0   158   211   151   212   131   221 0.68 -
57752at50557_45779_0:003ace|STRG.1785.2:1101-2009|+    -            303 22030at50557         -            392   1.7e-07   29.4   0.0   3   3      0.28       8.9    4.0   0.0   194   234   243   283   214   302 0.75 -
69548at50557_116153_0:002191|STRG.4684.1:472-1170|+    -            233 22030at50557         -            392   2.6e-07   28.8   0.2   1   1     2e-08   6.4e-07   27.5   0.2   108   251    81   231    52   233 0.72 -
69548at50557_116153_0:002191|STRG.4684.2:619-1317|+    -            233 22030at50557         -            392   2.6e-07   28.8   0.2   1   1     2e-08   6.4e-07   27.5   0.2   108   251    81   231    52   233 0.72 -
69548at50557_116153_0:002191|STRG.4684.3:499-1197|+    -            233 22030at50557         -            392   2.6e-07   28.8   0.2   1   1     2e-08   6.4e-07   27.5   0.2   108   251    81   231    52   233 0.72 -
69548at50557_116153_0:002191|STRG.4684.4:488-1186|+    -            233 22030at50557         -            392   2.6e-07   28.8   0.2   1   1     2e-08   6.4e-07   27.5   0.2   108   251    81   231    52   233 0.72 -
69548at50557_116153_0:002191|STRG.4684.5:854-1552|+    -            233 22030at50557         -            392   2.6e-07   28.8   0.2   1   1     2e-08   6.4e-07   27.5   0.2   108   251    81   231    52   233 0.72 -
69548at50557_116153_0:002191|STRG.4684.6:594-1292|+    -            233 22030at50557         -            392   2.6e-07   28.8   0.2   1   1     2e-08   6.4e-07   27.5   0.2   108   251    81   231    52   233 0.72 -
48053at50557_121845_0:002b56|STRG.4092.1:67-384|+      -            106 22030at50557         -            392   2.6e-07   28.8   0.0   1   1   8.7e-09   2.8e-07   28.7   0.0   152   227     7    83     3   106 0.83 -
74508at50557_7394_0:0023c7|STRG.5562.1:279-1259|+      -            327 22030at50557         -            392   3.7e-07   28.3   1.4   1   1   5.6e-08   1.8e-06   26.1   1.2   143   256    29   149     6   159 0.82 -
74508at50557_7394_0:0023c7|STRG.5562.2:0-980|+         -            327 22030at50557         -            392   3.7e-07   28.3   1.4   1   1   5.6e-08   1.8e-06   26.1   1.2   143   256    29   149     6   159 0.82 -
31374at50557_197043_0:003de5|STRG.16471.1:474-1226|+   -            251 22030at50557         -            392   1.1e-06   26.7   0.2   1   2   9.1e-07   2.9e-05   22.1   0.0    64   214    32    94    12   108 0.54 -
31374at50557_197043_0:003de5|STRG.16471.1:474-1226|+   -            251 22030at50557         -            392   1.1e-06   26.7   0.2   2   2       2.4        76    0.9   0.0   154   182   143   171   129   181 0.81 -
76755at50557_7224_0:001e1c|STRG.18933.1:14-712|+       -            233 22030at50557         -            392   1.2e-06   26.7   2.2   1   2   3.8e-05    0.0012   16.8   0.3   142   243    16   124     5   129 0.78 -
76755at50557_7224_0:001e1c|STRG.18933.1:14-712|+       -            233 22030at50557         -            392   1.2e-06   26.7   2.2   2   2   3.8e-05    0.0012   16.7   0.1   133   280    53   211    49   226 0.70 -
76755at50557_7224_0:001e1c|STRG.18933.4:14-712|+       -            233 22030at50557         -            392   1.2e-06   26.7   2.2   1   2   3.8e-05    0.0012   16.8   0.3   142   243    16   124     5   129 0.78 -
76755at50557_7224_0:001e1c|STRG.18933.4:14-712|+       -            233 22030at50557         -            392   1.2e-06   26.7   2.2   2   2   3.8e-05    0.0012   16.7   0.1   133   280    53   211    49   226 0.70 -
25500at50557_121845_0:000041|STRG.14386.1:502-1215|+   -            238 22030at50557         -            392   1.7e-06   26.1   2.4   1   2   0.00052     0.017   13.0   0.1   157   230    11    89     2   109 0.73 -
25500at50557_121845_0:000041|STRG.14386.1:502-1215|+   -            238 22030at50557         -            392   1.7e-06   26.1   2.4   2   2   0.00093      0.03   12.2   0.2    42   123   120   204   114   215 0.80 -
25500at50557_121845_0:000041|STRG.14386.2:189-902|+    -            238 22030at50557         -            392   1.7e-06   26.1   2.4   1   2   0.00052     0.017   13.0   0.1   157   230    11    89     2   109 0.73 -
25500at50557_121845_0:000041|STRG.14386.2:189-902|+    -            238 22030at50557         -            392   1.7e-06   26.1   2.4   2   2   0.00093      0.03   12.2   0.2    42   123   120   204   114   215 0.80 -
37475at50557_29031_0:002211|STRG.11276.3:673-1098|+    -            142 22030at50557         -            392   2.6e-06   25.5   2.7   1   1   3.7e-07   1.2e-05   23.4   2.7   155   253    15   122     1   131 0.65 -
78072at50557_7038_0:0021a3|STRG.17926.1:331-1179|+     -            283 22030at50557         -            392   2.9e-06   25.4   0.2   1   1   1.6e-07   5.3e-06   24.5   0.2    65   231    14   181     8   188 0.79 -
78072at50557_7038_0:0021a3|STRG.17926.2:331-1179|+     -            283 22030at50557         -            392   2.9e-06   25.4   0.2   1   1   1.6e-07   5.3e-06   24.5   0.2    65   231    14   181     8   188 0.79 -
78072at50557_7038_0:0021a3|STRG.17926.5:331-1179|+     -            283 22030at50557         -            392   2.9e-06   25.4   0.2   1   1   1.6e-07   5.3e-06   24.5   0.2    65   231    14   181     8   188 0.79 -
80377at50557_132113_0:002e63|STRG.6017.1:3554-4132|+   -            193 22030at50557         -            392   3.2e-06   25.2   0.1   1   1   1.3e-07   4.1e-06   24.9   0.1   150   237    36   126     8   145 0.85 -
80377at50557_132113_0:002e63|STRG.6017.2:3596-4174|+   -            193 22030at50557         -            392   3.2e-06   25.2   0.1   1   1   1.3e-07   4.1e-06   24.9   0.1   150   237    36   126     8   145 0.85 -
34006at50557_520822_0:000571|STRG.13550.1:0-1967|+     -            656 22030at50557         -            392   3.3e-06   25.2   0.5   1   2      0.09       2.9    5.6   0.0   138   200   182   250   170   273 0.66 -
34006at50557_520822_0:000571|STRG.13550.1:0-1967|+     -            656 22030at50557         -            392   3.3e-06   25.2   0.5   2   2     2e-05   0.00063   17.7   0.2    64   177   302   418   267   455 0.68 -
80377at50557_108931_0:002353|STRG.11711.1:2268-2888|+  -            207 22030at50557         -            392   4.5e-06   24.7   0.1   1   1   2.8e-07   8.8e-06   23.8   0.1   105   176    50   118     2   127 0.79 -
80377at50557_108931_0:002353|STRG.11711.2:1851-2471|+  -            207 22030at50557         -            392   4.5e-06   24.7   0.1   1   1   2.8e-07   8.8e-06   23.8   0.1   105   176    50   118     2   127 0.79 -
80377at50557_108931_0:002353|STRG.11711.3:2372-2992|+  -            207 22030at50557         -            392   4.5e-06   24.7   0.1   1   1   2.8e-07   8.8e-06   23.8   0.1   105   176    50   118     2   127 0.79 -
69548at50557_7375_0:00230f|STRG.11276.1:397-1041|+     -            215 22030at50557         -            392   7.3e-06   24.0   2.4   1   1     1e-06   3.3e-05   21.9   2.4   155   252    16   122     1   132 0.64 -
69548at50557_7375_0:00230f|STRG.11276.4:392-1036|+     -            215 22030at50557         -            392   7.3e-06   24.0   2.4   1   1     1e-06   3.3e-05   21.9   2.4   155   252    16   122     1   132 0.64 -
69548at50557_7375_0:00230f|STRG.11276.5:234-878|+      -            215 22030at50557         -            392   7.3e-06   24.0   2.4   1   1     1e-06   3.3e-05   21.9   2.4   155   252    16   122     1   132 0.64 -
37700at50557_7536_0:0001ec|STRG.9311.1:154-600|+       -            149 22030at50557         -            392   1.2e-05   23.4   0.1   1   2   6.8e-06   0.00022   19.2   0.1   200   254     6    64     2    74 0.66 -
37700at50557_7536_0:0001ec|STRG.9311.1:154-600|+       -            149 22030at50557         -            392   1.2e-05   23.4   0.1   2   2         1        33    2.2   0.0   152   211    89   149    71   149 0.64 -
74508at50557_7394_0:0023c7|STRG.15109.3:15-890|+       -            292 22030at50557         -            392   1.3e-05   23.3   0.2   1   2      0.63        20    2.8   0.0    64   124    23    81     8    86 0.53 -
74508at50557_7394_0:0023c7|STRG.15109.3:15-890|+       -            292 22030at50557         -            392   1.3e-05   23.3   0.2   2   2   3.1e-05     0.001   17.0   0.1    46   233    86   278    64   290 0.68 -
78072at50557_29058_0:001c12|STRG.9346.1:150-896|+      -            249 22030at50557         -            392   1.5e-05   23.1   2.5   1   2      0.18       5.8    4.6   0.2   153   222    21    95     8   112 0.73 -
78072at50557_29058_0:001c12|STRG.9346.1:150-896|+      -            249 22030at50557         -            392   1.5e-05   23.1   2.5   2   2     1e-05   0.00033   18.6   0.2    64   130   129   201   124   239 0.81 -
78072at50557_7038_0:0021a3|STRG.17926.3:316-1059|+     -            248 22030at50557         -            392   1.6e-05   22.9   0.3   1   1     1e-06   3.3e-05   21.9   0.3    88   231     7   146     3   153 0.82 -
78072at50557_7038_0:0021a3|STRG.17926.4:316-1059|+     -            248 22030at50557         -            392   1.6e-05   22.9   0.3   1   1     1e-06   3.3e-05   21.9   0.3    88   231     7   146     3   153 0.82 -
58729at50557_64793_0:000fa2|STRG.8808.1:18-830|+       -            271 22030at50557         -            392   2.4e-05   22.4   0.0   1   1   1.2e-06   3.9e-05   21.7   0.0   157   250    87   183    74   206 0.69 -
90358at50557_103372_0:0005af|STRG.17917.1:476-1555|+   -            360 22030at50557         -            392   2.7e-05   22.2   1.3   1   3    0.0033       0.1   10.4   0.0    89   138    67   118    57   127 0.78 -
90358at50557_103372_0:0005af|STRG.17917.1:476-1555|+   -            360 22030at50557         -            392   2.7e-05   22.2   1.3   2   3     0.024      0.78    7.5   0.3   193   240   125   170   114   188 0.72 -
90358at50557_103372_0:0005af|STRG.17917.1:476-1555|+   -            360 22030at50557         -            392   2.7e-05   22.2   1.3   3   3       1.1        34    2.1   0.0    62   122   259   331   209   337 0.66 -
37700at50557_1629725_0:002171|STRG.8808.2:384-1040|+   -            219 22030at50557         -            392   2.8e-05   22.1   0.0   1   1   2.1e-06   6.7e-05   20.9   0.0   179   238    25    85     2   107 0.65 -
14512at50557_197043_0:0050fb|STRG.15828.3:827-1021|+   -             65 22030at50557         -            392   2.9e-05   22.1   0.1   1   1   9.6e-07   3.1e-05   22.0   0.1   152   215     1    65     1    65 0.94 -
78072at50557_39758_0:003b38|STRG.9154.1:151-690|+      -            180 22030at50557         -            392   3.9e-05   21.7   0.1   1   1   1.5e-06   4.6e-05   21.4   0.1   155   247    73   177    26   180 0.66 -
27737at50557_103372_0:000a01|STRG.9979.1:0-1832|+      -            611 22030at50557         -            392   4.1e-05   21.6   0.2   1   2   1.3e-05   0.00041   18.3   0.6    49   125    54   131    39   218 0.72 -
27737at50557_103372_0:000a01|STRG.9979.1:0-1832|+      -            611 22030at50557         -            392   4.1e-05   21.6   0.2   2   2       4.4   1.4e+02    0.1   0.0   148   179   251   282   241   290 0.67 -
80377at50557_1049336_0:003ca8|STRG.2058.1:905-1678|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   1   3    0.0043      0.14   10.0   0.0   158   235     8    95     4   121 0.73 -
80377at50557_1049336_0:003ca8|STRG.2058.1:905-1678|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   2   3      0.07       2.2    6.0   0.1   200   230   158   188   135   196 0.78 -
80377at50557_1049336_0:003ca8|STRG.2058.1:905-1678|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   3   3       2.2        69    1.1   0.0   205   232   206   233   199   256 0.83 -
80377at50557_1049336_0:003ca8|STRG.2058.2:795-1568|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   1   3    0.0043      0.14   10.0   0.0   158   235     8    95     4   121 0.73 -
80377at50557_1049336_0:003ca8|STRG.2058.2:795-1568|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   2   3      0.07       2.2    6.0   0.1   200   230   158   188   135   196 0.78 -
80377at50557_1049336_0:003ca8|STRG.2058.2:795-1568|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   3   3       2.2        69    1.1   0.0   205   232   206   233   199   256 0.83 -
80377at50557_1049336_0:003ca8|STRG.2058.3:884-1657|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   1   3    0.0043      0.14   10.0   0.0   158   235     8    95     4   121 0.73 -
80377at50557_1049336_0:003ca8|STRG.2058.3:884-1657|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   2   3      0.07       2.2    6.0   0.1   200   230   158   188   135   196 0.78 -
80377at50557_1049336_0:003ca8|STRG.2058.3:884-1657|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   3   3       2.2        69    1.1   0.0   205   232   206   233   199   256 0.83 -
80377at50557_1049336_0:003ca8|STRG.2058.4:824-1597|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   1   3    0.0043      0.14   10.0   0.0   158   235     8    95     4   121 0.73 -
80377at50557_1049336_0:003ca8|STRG.2058.4:824-1597|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   2   3      0.07       2.2    6.0   0.1   200   230   158   188   135   196 0.78 -
80377at50557_1049336_0:003ca8|STRG.2058.4:824-1597|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   3   3       2.2        69    1.1   0.0   205   232   206   233   199   256 0.83 -
80377at50557_1049336_0:003ca8|STRG.2058.5:908-1681|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   1   3    0.0043      0.14   10.0   0.0   158   235     8    95     4   121 0.73 -
80377at50557_1049336_0:003ca8|STRG.2058.5:908-1681|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   2   3      0.07       2.2    6.0   0.1   200   230   158   188   135   196 0.78 -
80377at50557_1049336_0:003ca8|STRG.2058.5:908-1681|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   3   3       2.2        69    1.1   0.0   205   232   206   233   199   256 0.83 -
80377at50557_1049336_0:003ca8|STRG.2058.6:845-1618|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   1   3    0.0043      0.14   10.0   0.0   158   235     8    95     4   121 0.73 -
80377at50557_1049336_0:003ca8|STRG.2058.6:845-1618|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   2   3      0.07       2.2    6.0   0.1   200   230   158   188   135   196 0.78 -
80377at50557_1049336_0:003ca8|STRG.2058.6:845-1618|+   -            258 22030at50557         -            392   4.5e-05   21.5   0.3   3   3       2.2        69    1.1   0.0   205   232   206   233   199   256 0.83 -
80377at50557_1049336_0:003ca8|STRG.2058.7:1442-2215|+  -            258 22030at50557         -            392   4.5e-05   21.5   0.3   1   3    0.0043      0.14   10.0   0.0   158   235     8    95     4   121 0.73 -
80377at50557_1049336_0:003ca8|STRG.2058.7:1442-2215|+  -            258 22030at50557         -            392   4.5e-05   21.5   0.3   2   3      0.07       2.2    6.0   0.1   200   230   158   188   135   196 0.78 -
80377at50557_1049336_0:003ca8|STRG.2058.7:1442-2215|+  -            258 22030at50557         -            392   4.5e-05   21.5   0.3   3   3       2.2        69    1.1   0.0   205   232   206   233   199   256 0.83 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+    -            467 22030at50557         -            392   7.2e-05   20.8   1.5   1   2    0.0047      0.15    9.9   0.1    46   114   142   214   136   310 0.61 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+    -            467 22030at50557         -            392   7.2e-05   20.8   1.5   2   2     0.008      0.26    9.1   0.1   154   211   376   435   341   443 0.80 -
101659at50557_103372_0:00088b|STRG.5982.1:129-1721|+   -            531 22030at50557         -            392   0.00012   20.1   0.6   1   1   1.1e-05   0.00036   18.5   0.0    96   175   361   433   345   471 0.80 -
101659at50557_103372_0:00088b|STRG.5982.2:342-2083|+   -            531 22030at50557         -            392   0.00012   20.1   0.6   1   1   1.1e-05   0.00036   18.5   0.0    96   175   361   433   345   471 0.80 -
101659at50557_103372_0:00088b|STRG.5982.3:0-1592|+     -            531 22030at50557         -            392   0.00012   20.1   0.6   1   1   1.1e-05   0.00036   18.5   0.0    96   175   361   433   345   471 0.80 -
56099at50557_34720_0:001a91|STRG.18490.2:727-1425|+    -            233 22030at50557         -            392   0.00013   20.0   0.0   1   1   1.1e-05   0.00036   18.5   0.0   122   235    49   162    40   170 0.78 -
40115at50557_108931_0:001d6b|STRG.8807.1:1200-2348|+   -            383 22030at50557         -            392   0.00013   19.9   0.7   1   2       5.9   1.9e+02   -0.4   0.0   195   218    73    96    59   173 0.69 -
40115at50557_108931_0:001d6b|STRG.8807.1:1200-2348|+   -            383 22030at50557         -            392   0.00013   19.9   0.7   2   2   2.1e-05   0.00068   17.6   0.1   177   235   305   364   266   383 0.75 -
40115at50557_108931_0:001d6b|STRG.8807.2:975-2123|+    -            383 22030at50557         -            392   0.00013   19.9   0.7   1   2       5.9   1.9e+02   -0.4   0.0   195   218    73    96    59   173 0.69 -
40115at50557_108931_0:001d6b|STRG.8807.2:975-2123|+    -            383 22030at50557         -            392   0.00013   19.9   0.7   2   2   2.1e-05   0.00068   17.6   0.1   177   235   305   364   266   383 0.75 -
40115at50557_108931_0:001d6b|STRG.8807.3:903-2051|+    -            383 22030at50557         -            392   0.00013   19.9   0.7   1   2       5.9   1.9e+02   -0.4   0.0   195   218    73    96    59   173 0.69 -
40115at50557_108931_0:001d6b|STRG.8807.3:903-2051|+    -            383 22030at50557         -            392   0.00013   19.9   0.7   2   2   2.1e-05   0.00068   17.6   0.1   177   235   305   364   266   383 0.75 -
25500at50557_7237_0:0037c1|STRG.9103.1:360-1715|+      -            452 22030at50557         -            392   0.00014   19.8   5.4   1   3    0.0003    0.0097   13.8   1.1   134   209    62   137    36   176 0.72 -
25500at50557_7237_0:0037c1|STRG.9103.1:360-1715|+      -            452 22030at50557         -            392   0.00014   19.8   5.4   2   3       1.9        62    1.2   0.0    12    43   157   189   151   194 0.80 -
25500at50557_7237_0:0037c1|STRG.9103.1:360-1715|+      -            452 22030at50557         -            392   0.00014   19.8   5.4   3   3      0.27       8.5    4.1   0.1   141   215   257   339   250   439 0.56 -
14512at50557_56086_0:000590|STRG.14395.1:1648-2001|+   -            118 22030at50557         -            392   0.00014   19.8   0.1   1   1   8.2e-06   0.00026   18.9   0.1   156   255     2   108     1   114 0.84 -
14512at50557_56086_0:000590|STRG.14395.2:1268-1621|+   -            118 22030at50557         -            392   0.00014   19.8   0.1   1   1   8.2e-06   0.00026   18.9   0.1   156   255     2   108     1   114 0.84 -
14512at50557_56086_0:000590|STRG.14395.3:1642-1995|+   -            118 22030at50557         -            392   0.00014   19.8   0.1   1   1   8.2e-06   0.00026   18.9   0.1   156   255     2   108     1   114 0.84 -
33043at50557_6973_0:0036f9|STRG.8807.1:1713-2348|+     -            212 22030at50557         -            392   0.00014   19.8   0.1   1   1   6.4e-06    0.0002   19.3   0.1   174   235   130   193    93   212 0.74 -
33043at50557_6973_0:0036f9|STRG.8807.2:1488-2123|+     -            212 22030at50557         -            392   0.00014   19.8   0.1   1   1   6.4e-06    0.0002   19.3   0.1   174   235   130   193    93   212 0.74 -
33043at50557_6973_0:0036f9|STRG.8807.3:1416-2051|+     -            212 22030at50557         -            392   0.00014   19.8   0.1   1   1   6.4e-06    0.0002   19.3   0.1   174   235   130   193    93   212 0.74 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+   -            607 22030at50557         -            392   0.00017   19.6   1.4   1   2    0.0074      0.24    9.2   0.1    46   114   282   354   276   447 0.61 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+   -            607 22030at50557         -            392   0.00017   19.6   1.4   2   2     0.011      0.37    8.6   0.1   154   211   516   575   479   583 0.80 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+   -            607 22030at50557         -            392   0.00017   19.6   1.4   1   2    0.0074      0.24    9.2   0.1    46   114   282   354   276   447 0.61 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+   -            607 22030at50557         -            392   0.00017   19.6   1.4   2   2     0.011      0.37    8.6   0.1   154   211   516   575   479   583 0.80 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+   -            608 22030at50557         -            392   0.00018   19.5   1.5   1   2    0.0075      0.24    9.2   0.1    46   114   283   355   277   448 0.61 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+   -            608 22030at50557         -            392   0.00018   19.5   1.5   2   2     0.012      0.39    8.5   0.1   154   211   517   576   480   581 0.80 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+   -            608 22030at50557         -            392   0.00018   19.5   1.5   1   2    0.0075      0.24    9.2   0.1    46   114   283   355   277   448 0.61 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+   -            608 22030at50557         -            392   0.00018   19.5   1.5   2   2     0.012      0.39    8.5   0.1   154   211   517   576   480   581 0.80 -
77772at50557_1041015_0:0039a4|STRG.15109.1:271-747|+   -            159 22030at50557         -            392   0.00025   19.0   0.2   1   1   0.00066     0.021   12.6   0.0    47   122    85   157    81   159 0.82 -
77772at50557_1041015_0:0039a4|STRG.15109.2:106-582|+   -            159 22030at50557         -            392   0.00025   19.0   0.2   1   1   0.00066     0.021   12.6   0.0    47   122    85   157    81   159 0.82 -
40115at50557_38123_0:0006c3|STRG.10276.1:846-1034|+    -             63 22030at50557         -            392   0.00031   18.7   0.0   1   1   1.1e-05   0.00036   18.5   0.0   152   210     4    63     1    63 0.83 -
74508at50557_139723_0:002423|STRG.11262.2:697-1326|+   -            210 22030at50557         -            392   0.00033   18.6   0.1   1   1   1.3e-05   0.00041   18.3   0.1    61   215    47   207    28   210 0.78 -
74508at50557_139723_0:002423|STRG.11262.6:697-1326|+   -            210 22030at50557         -            392   0.00033   18.6   0.1   1   1   1.3e-05   0.00041   18.3   0.1    61   215    47   207    28   210 0.78 -
74508at50557_139723_0:002423|STRG.11262.7:697-1326|+   -            210 22030at50557         -            392   0.00033   18.6   0.1   1   1   1.3e-05   0.00041   18.3   0.1    61   215    47   207    28   210 0.78 -
80377at50557_121845_0:0030d4|STRG.7459.1:283-858|+     -            192 22030at50557         -            392   0.00046   18.1   1.8   1   2       7.2   2.3e+02   -0.6   0.0   193   216     2    25     1    33 0.81 -
80377at50557_121845_0:0030d4|STRG.7459.1:283-858|+     -            192 22030at50557         -            392   0.00046   18.1   1.8   2   2   0.00021    0.0066   14.3   1.9   134   229    98   192    75   192 0.70 -
119132at50557_456900_0:001fe4|STRG.13700.1:0-992|+     -            331 22030at50557         -            392   0.00055   17.9   0.2   1   1   4.9e-05    0.0016   16.4   0.1   155   218   132   194    90   204 0.71 -
80377at50557_166361_0:002fc1|STRG.11661.2:78-839|+     -            254 22030at50557         -            392     0.002   16.0   0.1   1   2    0.0013     0.041   11.7   0.1   175   254    14    96     2   102 0.55 -
80377at50557_166361_0:002fc1|STRG.11661.2:78-839|+     -            254 22030at50557         -            392     0.002   16.0   0.1   2   2      0.56        18    3.0   0.0    26    94    80   156    60   171 0.66 -
58729at50557_7224_0:001921|STRG.11943.1:573-1403|+     -            277 22030at50557         -            392    0.0024   15.8   0.6   1   2       2.5        79    0.9   0.1   209   255    11    63     2    77 0.49 -
58729at50557_7224_0:001921|STRG.11943.1:573-1403|+     -            277 22030at50557         -            392    0.0024   15.8   0.6   2   2   0.00053     0.017   13.0   0.0    40   171   146   272   128   277 0.85 -
14512at50557_1218281_0:002752|STRG.15828.1:672-1052|+  -            127 22030at50557         -            392    0.0026   15.7   0.0   1   1   9.5e-05     0.003   15.4   0.0   158   215     2    60     1    69 0.87 -
14512at50557_1218281_0:002752|STRG.15828.2:842-1222|+  -            127 22030at50557         -            392    0.0026   15.7   0.0   1   1   9.5e-05     0.003   15.4   0.0   158   215     2    60     1    69 0.87 -
14512at50557_1218281_0:002752|STRG.15828.4:707-1087|+  -            127 22030at50557         -            392    0.0026   15.7   0.0   1   1   9.5e-05     0.003   15.4   0.0   158   215     2    60     1    69 0.87 -
