#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+         -            320 76755at50557         -            264  2.8e-137  455.2   2.4   1   1  1.3e-138  4.1e-137  454.7   2.4     1   264    13   314    13   314 0.93 -
104016at50557_520822_0:000af5|STRG.5836.1:0-989|+       -            330 76755at50557         -            264   1.4e-05   23.5   0.3   3   4    0.0032       0.1   10.8   0.0    73   102   138   167   125   211 0.84 -
104016at50557_520822_0:000af5|STRG.5836.1:0-989|+       -            330 76755at50557         -            264   1.4e-05   23.5   0.3   4   4     0.028      0.92    7.7   0.1   103   133   224   254   191   321 0.69 -
40115at50557_121225_0:000dac|STRG.2366.1:749-1819|+     -            357 76755at50557         -            264   2.3e-05   22.7   0.6   1   3     0.092         3    6.0   0.0   104   151    51    98    38   114 0.81 -
40115at50557_121225_0:000dac|STRG.2366.1:749-1819|+     -            357 76755at50557         -            264   2.3e-05   22.7   0.6   2   3    0.0067      0.22    9.7   0.0    27   135   176   291   168   296 0.76 -
40115at50557_121225_0:000dac|STRG.2366.1:749-1819|+     -            357 76755at50557         -            264   2.3e-05   22.7   0.6   3   3     0.073       2.4    6.3   0.1   185   243   264   331   263   342 0.71 -
40115at50557_121225_0:000dac|STRG.2366.2:696-1766|+     -            357 76755at50557         -            264   2.3e-05   22.7   0.6   1   3     0.092         3    6.0   0.0   104   151    51    98    38   114 0.81 -
40115at50557_121225_0:000dac|STRG.2366.2:696-1766|+     -            357 76755at50557         -            264   2.3e-05   22.7   0.6   2   3    0.0067      0.22    9.7   0.0    27   135   176   291   168   296 0.76 -
40115at50557_121225_0:000dac|STRG.2366.2:696-1766|+     -            357 76755at50557         -            264   2.3e-05   22.7   0.6   3   3     0.073       2.4    6.3   0.1   185   243   264   331   263   342 0.71 -
40115at50557_121225_0:000dac|STRG.2366.4:1296-2366|+    -            357 76755at50557         -            264   2.3e-05   22.7   0.6   1   3     0.092         3    6.0   0.0   104   151    51    98    38   114 0.81 -
40115at50557_121225_0:000dac|STRG.2366.4:1296-2366|+    -            357 76755at50557         -            264   2.3e-05   22.7   0.6   2   3    0.0067      0.22    9.7   0.0    27   135   176   291   168   296 0.76 -
40115at50557_121225_0:000dac|STRG.2366.4:1296-2366|+    -            357 76755at50557         -            264   2.3e-05   22.7   0.6   3   3     0.073       2.4    6.3   0.1   185   243   264   331   263   342 0.71 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+      -            337 76755at50557         -            264   2.4e-05   22.7  16.1   1   3   0.00017    0.0054   15.0   0.9   174   246    58   137    18   145 0.44 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+      -            337 76755at50557         -            264   2.4e-05   22.7  16.1   2   3    0.0096      0.31    9.2   5.2   173   243   145   224   141   236 0.82 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+      -            337 76755at50557         -            264   2.4e-05   22.7  16.1   3   3       1.4        46    2.1   0.0   204   245   242   284   231   301 0.60 -
22030at50557_77166_0:00007a|STRG.3203.1:447-932|+       -            162 76755at50557         -            264   2.9e-05   22.4   0.1   1   2     0.013      0.41    8.8   0.0    64   131     6    77     1    94 0.80 -
22030at50557_77166_0:00007a|STRG.3203.1:447-932|+       -            162 76755at50557         -            264   2.9e-05   22.4   0.1   2   2    0.0026     0.086   11.0   0.0   220   263    96   143    86   146 0.82 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+     -            339 76755at50557         -            264   3.3e-05   22.2  16.5   1   3    0.0002    0.0066   14.7   1.2   174   246    60   139    20   147 0.44 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+     -            339 76755at50557         -            264   3.3e-05   22.2  16.5   2   3    0.0096      0.31    9.2   5.1   173   243   147   226   143   235 0.82 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+     -            339 76755at50557         -            264   3.3e-05   22.2  16.5   3   3       1.3        44    2.2   0.0   204   245   244   286   228   303 0.62 -
14512at50557_197043_0:0050fb|STRG.15828.3:827-1021|+    -             65 76755at50557         -            264   4.7e-05   21.7   0.3   1   1   2.1e-06   6.9e-05   21.2   0.3   153   207     5    63     1    65 0.84 -
78072at50557_39758_0:003b38|STRG.9154.1:151-690|+       -            180 76755at50557         -            264   4.8e-05   21.7   0.2   1   2       1.9        63    1.7   0.0   116   131    27    42    21    52 0.74 -
78072at50557_39758_0:003b38|STRG.9154.1:151-690|+       -            180 76755at50557         -            264   4.8e-05   21.7   0.2   2   2   4.5e-05    0.0015   16.8   0.1    36    95    72   139    48   177 0.49 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+    -            239 76755at50557         -            264   4.9e-05   21.7   1.3   1   3    0.0028      0.09   11.0   0.1   177   217     5    45     1   100 0.79 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+    -            239 76755at50557         -            264   4.9e-05   21.7   1.3   2   3       3.8   1.2e+02    0.7   0.0    66    94   106   134    93   144 0.71 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+    -            239 76755at50557         -            264   4.9e-05   21.7   1.3   3   3     0.028       0.9    7.7   0.1   215   247   195   227   110   236 0.68 -
116554at50557_7282_0:002d31|STRG.2037.1:247-966|+       -            240 76755at50557         -            264   5.5e-05   21.5   0.1   1   2     0.013      0.41    8.8   0.0    64   135   110   174   101   179 0.75 -
116554at50557_7282_0:002d31|STRG.2037.1:247-966|+       -            240 76755at50557         -            264   5.5e-05   21.5   0.1   2   2    0.0077      0.25    9.5   0.0   102   134   188   221   181   238 0.80 -
74508at50557_139723_0:002423|STRG.11262.2:697-1326|+    -            210 76755at50557         -            264   6.2e-05   21.4   0.3   1   2    0.0093       0.3    9.2   0.0    75   132    48   112    29   129 0.73 -
74508at50557_139723_0:002423|STRG.11262.2:697-1326|+    -            210 76755at50557         -            264   6.2e-05   21.4   0.3   2   2    0.0098      0.32    9.2   0.1   114   136   148   170   125   209 0.76 -
74508at50557_139723_0:002423|STRG.11262.6:697-1326|+    -            210 76755at50557         -            264   6.2e-05   21.4   0.3   1   2    0.0093       0.3    9.2   0.0    75   132    48   112    29   129 0.73 -
74508at50557_139723_0:002423|STRG.11262.6:697-1326|+    -            210 76755at50557         -            264   6.2e-05   21.4   0.3   2   2    0.0098      0.32    9.2   0.1   114   136   148   170   125   209 0.76 -
74508at50557_139723_0:002423|STRG.11262.7:697-1326|+    -            210 76755at50557         -            264   6.2e-05   21.4   0.3   1   2    0.0093       0.3    9.2   0.0    75   132    48   112    29   129 0.73 -
74508at50557_139723_0:002423|STRG.11262.7:697-1326|+    -            210 76755at50557         -            264   6.2e-05   21.4   0.3   2   2    0.0098      0.32    9.2   0.1   114   136   148   170   125   209 0.76 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+    -            320 76755at50557         -            264   8.2e-05   20.9   2.7   1   3       1.3        41    2.3   0.1   189   213    26    50    16    63 0.55 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+    -            320 76755at50557         -            264   8.2e-05   20.9   2.7   2   3      0.03      0.98    7.6   0.0   178   247    69   146    60   157 0.48 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+    -            320 76755at50557         -            264   8.2e-05   20.9   2.7   3   3      0.92        30    2.7   0.0    77   129   228   290   223   304 0.66 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+    -            320 76755at50557         -            264   8.2e-05   20.9   2.7   1   3       1.3        41    2.3   0.1   189   213    26    50    16    63 0.55 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+    -            320 76755at50557         -            264   8.2e-05   20.9   2.7   2   3      0.03      0.98    7.6   0.0   178   247    69   146    60   157 0.48 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+    -            320 76755at50557         -            264   8.2e-05   20.9   2.7   3   3      0.92        30    2.7   0.0    77   129   228   290   223   304 0.66 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+    -            320 76755at50557         -            264   8.2e-05   20.9   2.7   1   3       1.3        41    2.3   0.1   189   213    26    50    16    63 0.55 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+    -            320 76755at50557         -            264   8.2e-05   20.9   2.7   2   3      0.03      0.98    7.6   0.0   178   247    69   146    60   157 0.48 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+    -            320 76755at50557         -            264   8.2e-05   20.9   2.7   3   3      0.92        30    2.7   0.0    77   129   228   290   223   304 0.66 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+    -            320 76755at50557         -            264   8.2e-05   20.9   2.7   1   3       1.3        41    2.3   0.1   189   213    26    50    16    63 0.55 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+    -            320 76755at50557         -            264   8.2e-05   20.9   2.7   2   3      0.03      0.98    7.6   0.0   178   247    69   146    60   157 0.48 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+    -            320 76755at50557         -            264   8.2e-05   20.9   2.7   3   3      0.92        30    2.7   0.0    77   129   228   290   223   304 0.66 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+    -            320 76755at50557         -            264   8.2e-05   20.9   2.7   1   3       1.3        41    2.3   0.1   189   213    26    50    16    63 0.55 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+    -            320 76755at50557         -            264   8.2e-05   20.9   2.7   2   3      0.03      0.98    7.6   0.0   178   247    69   146    60   157 0.48 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+    -            320 76755at50557         -            264   8.2e-05   20.9   2.7   3   3      0.92        30    2.7   0.0    77   129   228   290   223   304 0.66 -
40115at50557_28612_0:000941|STRG.9872.2:1250-2194|+     -            315 76755at50557         -            264   8.8e-05   20.8   0.4   1   3     0.064       2.1    6.5   0.0    66   105     6    45     2   102 0.78 -
40115at50557_28612_0:000941|STRG.9872.2:1250-2194|+     -            315 76755at50557         -            264   8.8e-05   20.8   0.4   2   3    0.0086      0.28    9.4   0.0    89   138   124   173   117   189 0.90 -
40115at50557_28612_0:000941|STRG.9872.2:1250-2194|+     -            315 76755at50557         -            264   8.8e-05   20.8   0.4   3   3       3.4   1.1e+02    0.9   0.0   150   168   289   307   278   311 0.69 -
40115at50557_28612_0:000941|STRG.9872.3:177-1121|+      -            315 76755at50557         -            264   8.8e-05   20.8   0.4   1   3     0.064       2.1    6.5   0.0    66   105     6    45     2   102 0.78 -
40115at50557_28612_0:000941|STRG.9872.3:177-1121|+      -            315 76755at50557         -            264   8.8e-05   20.8   0.4   2   3    0.0086      0.28    9.4   0.0    89   138   124   173   117   189 0.90 -
40115at50557_28612_0:000941|STRG.9872.3:177-1121|+      -            315 76755at50557         -            264   8.8e-05   20.8   0.4   3   3       3.4   1.1e+02    0.9   0.0   150   168   289   307   278   311 0.69 -
767at50557_520822_0:000947|STRG.1955.3:303-10298|+      -           3332 76755at50557         -            264   0.00011   20.5   0.0   1   2       5.7   1.9e+02    0.1   0.0   229   248  1137  1156  1117  1160 0.82 -
767at50557_520822_0:000947|STRG.1955.3:303-10298|+      -           3332 76755at50557         -            264   0.00011   20.5   0.0   2   2   7.6e-05    0.0025   16.1   0.0    84   174  3174  3275  3132  3299 0.76 -
767at50557_520822_0:000947|STRG.1955.1:303-10372|+      -           3333 76755at50557         -            264   0.00011   20.5   0.0   1   2       5.7   1.9e+02    0.1   0.0   229   248  1137  1156  1117  1160 0.82 -
767at50557_520822_0:000947|STRG.1955.1:303-10372|+      -           3333 76755at50557         -            264   0.00011   20.5   0.0   2   2   7.6e-05    0.0025   16.1   0.0    84   174  3175  3276  3133  3300 0.76 -
767at50557_520822_0:000947|STRG.1955.2:303-10301|+      -           3333 76755at50557         -            264   0.00011   20.5   0.0   1   2       5.7   1.9e+02    0.1   0.0   229   248  1137  1156  1117  1160 0.82 -
767at50557_520822_0:000947|STRG.1955.2:303-10301|+      -           3333 76755at50557         -            264   0.00011   20.5   0.0   2   2   7.6e-05    0.0025   16.1   0.0    84   174  3175  3276  3133  3300 0.76 -
767at50557_520822_0:000947|STRG.1955.4:303-10560|+      -           3333 76755at50557         -            264   0.00011   20.5   0.0   1   2       5.7   1.9e+02    0.1   0.0   229   248  1137  1156  1117  1160 0.82 -
767at50557_520822_0:000947|STRG.1955.4:303-10560|+      -           3333 76755at50557         -            264   0.00011   20.5   0.0   2   2   7.6e-05    0.0025   16.1   0.0    84   174  3175  3276  3133  3300 0.76 -
767at50557_520822_0:000947|STRG.1955.7:0-10082|+        -           3361 76755at50557         -            264   0.00012   20.5   0.0   1   2       5.8   1.9e+02    0.1   0.0   229   248  1136  1155  1116  1159 0.82 -
767at50557_520822_0:000947|STRG.1955.7:0-10082|+        -           3361 76755at50557         -            264   0.00012   20.5   0.0   2   2   7.7e-05    0.0025   16.1   0.0    84   174  3203  3304  3161  3328 0.76 -
767at50557_520822_0:000947|STRG.1955.5:303-10459|+      -           3362 76755at50557         -            264   0.00012   20.5   0.0   1   2       5.8   1.9e+02    0.1   0.0   229   248  1137  1156  1117  1160 0.82 -
767at50557_520822_0:000947|STRG.1955.5:303-10459|+      -           3362 76755at50557         -            264   0.00012   20.5   0.0   2   2   7.7e-05    0.0025   16.1   0.0    84   174  3204  3305  3162  3329 0.76 -
767at50557_520822_0:000947|STRG.1955.6:303-10471|+      -           3366 76755at50557         -            264   0.00012   20.4   0.0   1   2       5.8   1.9e+02    0.1   0.0   229   248  1170  1189  1150  1193 0.82 -
767at50557_520822_0:000947|STRG.1955.6:303-10471|+      -           3366 76755at50557         -            264   0.00012   20.4   0.0   2   2   7.7e-05    0.0025   16.1   0.0    84   174  3208  3309  3166  3333 0.76 -
56099at50557_34720_0:001a91|STRG.18490.2:727-1425|+     -            233 76755at50557         -            264   0.00012   20.4   0.2   1   2     0.013      0.42    8.8   0.0     7    95     5   101     1   108 0.73 -
56099at50557_34720_0:001a91|STRG.18490.2:727-1425|+     -            233 76755at50557         -            264   0.00012   20.4   0.2   2   2   3.1e-05     0.001   17.4   0.1    18    98    63   147    52   153 0.77 -
90358at50557_680683_0:0009ec|STRG.19835.1:1014-1787|+   -            258 76755at50557         -            264   0.00012   20.4   0.3   1   3      0.99        32    2.6   0.0   177   206     3    32     1    36 0.77 -
90358at50557_680683_0:0009ec|STRG.19835.1:1014-1787|+   -            258 76755at50557         -            264   0.00012   20.4   0.3   2   3   0.00041     0.013   13.7   0.0    63   176    50   166    38   184 0.67 -
90358at50557_680683_0:0009ec|STRG.19835.1:1014-1787|+   -            258 76755at50557         -            264   0.00012   20.4   0.3   3   3      0.53        17    3.5   0.0    67   141   141   180   136   214 0.57 -
37475at50557_411798_0:00107d|STRG.3762.1:1-693|+        -            231 76755at50557         -            264   0.00012   20.4   0.1   1   2     0.045       1.5    7.0   0.0   174   208    73   107    60   157 0.63 -
37475at50557_411798_0:00107d|STRG.3762.1:1-693|+        -            231 76755at50557         -            264   0.00012   20.4   0.1   2   2    0.0017     0.054   11.7   0.0    73   109   168   208   127   228 0.75 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+      -            286 76755at50557         -            264   0.00013   20.3   0.2   1   3    0.0075      0.24    9.6   0.1    76   207     8    67     1    74 0.47 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+      -            286 76755at50557         -            264   0.00013   20.3   0.2   2   3    0.0023     0.075   11.2   0.0    67   140    41   117    35   201 0.71 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+      -            286 76755at50557         -            264   0.00013   20.3   0.2   3   3       1.6        51    2.0   0.0   179   206   223   251   210   257 0.65 -
57752at50557_219809_0:0011a2|STRG.15605.4:475-1200|+    -            242 76755at50557         -            264   0.00015   20.1   0.1   1   3     0.022      0.72    8.0   0.0    82   135     2    59     1    79 0.64 -
57752at50557_219809_0:0011a2|STRG.15605.4:475-1200|+    -            242 76755at50557         -            264   0.00015   20.1   0.1   2   3     0.049       1.6    6.9   0.0    69    95    95   120    79   153 0.57 -
57752at50557_219809_0:0011a2|STRG.15605.4:475-1200|+    -            242 76755at50557         -            264   0.00015   20.1   0.1   3   3       1.7        56    1.8   0.0    76    96   184   204   176   242 0.75 -
31374at50557_197043_0:003de5|STRG.16471.1:474-1226|+    -            251 76755at50557         -            264   0.00018   19.9   0.1   1   2       0.1       3.4    5.8   0.0   226   247    30    51    20    69 0.73 -
31374at50557_197043_0:003de5|STRG.16471.1:474-1226|+    -            251 76755at50557         -            264   0.00018   19.9   0.1   2   2      0.08       2.6    6.2   0.0   113   135   200   222   192   227 0.86 -
80377at50557_7091_0:0009ff|STRG.18898.1:258-842|+       -            195 76755at50557         -            264   0.00018   19.9   0.0   1   2   2.3e-05   0.00076   17.8   0.0    27   104    20   103    11   150 0.76 -
80377at50557_7091_0:0009ff|STRG.18898.1:258-842|+       -            195 76755at50557         -            264   0.00018   19.9   0.0   2   2       6.3     2e+02   -0.0   0.0    31   129   165   188   138   193 0.57 -
78072at50557_39758_0:003b38|STRG.4389.1:322-1152|+      -            277 76755at50557         -            264   0.00023   19.5   0.4   1   2   0.00082     0.027   12.7   0.1    99   173    44   126    13   134 0.74 -
78072at50557_39758_0:003b38|STRG.4389.1:322-1152|+      -            277 76755at50557         -            264   0.00023   19.5   0.4   2   2      0.41        13    3.9   0.0   170   213   176   220   168   261 0.82 -
78072at50557_39758_0:003b38|STRG.4389.3:216-1046|+      -            277 76755at50557         -            264   0.00023   19.5   0.4   1   2   0.00082     0.027   12.7   0.1    99   173    44   126    13   134 0.74 -
78072at50557_39758_0:003b38|STRG.4389.3:216-1046|+      -            277 76755at50557         -            264   0.00023   19.5   0.4   2   2      0.41        13    3.9   0.0   170   213   176   220   168   261 0.82 -
74508at50557_103372_0:0002dc|STRG.4413.1:0-962|+        -            321 76755at50557         -            264   0.00023   19.5   0.3   1   3   0.00054     0.018   13.3   0.0    75   141    29    58    15   112 0.55 -
74508at50557_103372_0:0002dc|STRG.4413.1:0-962|+        -            321 76755at50557         -            264   0.00023   19.5   0.3   2   3       8.1   2.6e+02   -0.4   0.0   116   133   168   185   155   217 0.78 -
74508at50557_103372_0:0002dc|STRG.4413.1:0-962|+        -            321 76755at50557         -            264   0.00023   19.5   0.3   3   3       2.2        71    1.5   0.0   106   150   245   289   230   321 0.58 -
23620at50557_34720_0:0012cc|STRG.6636.1:60-2666|+       -            869 76755at50557         -            264   0.00023   19.5   0.2   1   2   0.00095     0.031   12.5   0.0    57   122   525   595   521   638 0.70 -
23620at50557_34720_0:0012cc|STRG.6636.1:60-2666|+       -            869 76755at50557         -            264   0.00023   19.5   0.2   2   2      0.52        17    3.5   0.0    30   100   707   779   656   796 0.72 -
69548at50557_116153_0:002191|STRG.4684.1:472-1170|+     -            233 76755at50557         -            264   0.00024   19.4   0.7   1   2      0.56        18    3.4   0.0   229   246    80    97    62   124 0.72 -
69548at50557_116153_0:002191|STRG.4684.1:472-1170|+     -            233 76755at50557         -            264   0.00024   19.4   0.7   2   2    0.0012     0.038   12.2   0.3   167   213   150   197   116   233 0.66 -
69548at50557_116153_0:002191|STRG.4684.2:619-1317|+     -            233 76755at50557         -            264   0.00024   19.4   0.7   1   2      0.56        18    3.4   0.0   229   246    80    97    62   124 0.72 -
69548at50557_116153_0:002191|STRG.4684.2:619-1317|+     -            233 76755at50557         -            264   0.00024   19.4   0.7   2   2    0.0012     0.038   12.2   0.3   167   213   150   197   116   233 0.66 -
69548at50557_116153_0:002191|STRG.4684.3:499-1197|+     -            233 76755at50557         -            264   0.00024   19.4   0.7   1   2      0.56        18    3.4   0.0   229   246    80    97    62   124 0.72 -
69548at50557_116153_0:002191|STRG.4684.3:499-1197|+     -            233 76755at50557         -            264   0.00024   19.4   0.7   2   2    0.0012     0.038   12.2   0.3   167   213   150   197   116   233 0.66 -
69548at50557_116153_0:002191|STRG.4684.4:488-1186|+     -            233 76755at50557         -            264   0.00024   19.4   0.7   1   2      0.56        18    3.4   0.0   229   246    80    97    62   124 0.72 -
69548at50557_116153_0:002191|STRG.4684.4:488-1186|+     -            233 76755at50557         -            264   0.00024   19.4   0.7   2   2    0.0012     0.038   12.2   0.3   167   213   150   197   116   233 0.66 -
69548at50557_116153_0:002191|STRG.4684.5:854-1552|+     -            233 76755at50557         -            264   0.00024   19.4   0.7   1   2      0.56        18    3.4   0.0   229   246    80    97    62   124 0.72 -
69548at50557_116153_0:002191|STRG.4684.5:854-1552|+     -            233 76755at50557         -            264   0.00024   19.4   0.7   2   2    0.0012     0.038   12.2   0.3   167   213   150   197   116   233 0.66 -
69548at50557_116153_0:002191|STRG.4684.6:594-1292|+     -            233 76755at50557         -            264   0.00024   19.4   0.7   1   2      0.56        18    3.4   0.0   229   246    80    97    62   124 0.72 -
69548at50557_116153_0:002191|STRG.4684.6:594-1292|+     -            233 76755at50557         -            264   0.00024   19.4   0.7   2   2    0.0012     0.038   12.2   0.3   167   213   150   197   116   233 0.66 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+    -            605 76755at50557         -            264   0.00025   19.4  14.5   1   3   0.00048     0.016   13.5   1.0   174   246    57   136    15   143 0.44 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+    -            605 76755at50557         -            264   0.00025   19.4  14.5   2   3     0.024      0.78    7.9   5.1   173   243   144   223   140   234 0.82 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+    -            605 76755at50557         -            264   0.00025   19.4  14.5   3   3       3.3   1.1e+02    0.9   0.0   204   245   241   283   229   298 0.59 -
14512at50557_1218281_0:002752|STRG.15828.1:672-1052|+   -            127 76755at50557         -            264   0.00026   19.3   0.1   1   1   1.2e-05    0.0004   18.7   0.1   157   210     4    61     1    70 0.83 -
14512at50557_1218281_0:002752|STRG.15828.2:842-1222|+   -            127 76755at50557         -            264   0.00026   19.3   0.1   1   1   1.2e-05    0.0004   18.7   0.1   157   210     4    61     1    70 0.83 -
14512at50557_1218281_0:002752|STRG.15828.4:707-1087|+   -            127 76755at50557         -            264   0.00026   19.3   0.1   1   1   1.2e-05    0.0004   18.7   0.1   157   210     4    61     1    70 0.83 -
14512at50557_197043_0:0050fb|STRG.10279.1:785-976|+     -             64 76755at50557         -            264   0.00027   19.2   0.0   1   1   9.4e-06   0.00031   19.1   0.0    32    87     4    62     1    64 0.61 -
68325at50557_67767_0:000b09|STRG.12880.1:68-1025|+      -            312 76755at50557         -            264    0.0004   18.7   0.0   1   3      0.76        25    3.0   0.0    80    98    88   106    55   112 0.81 -
68325at50557_67767_0:000b09|STRG.12880.1:68-1025|+      -            312 76755at50557         -            264    0.0004   18.7   0.0   2   3    0.0052      0.17   10.1   0.0    13    75   110   175    87   252 0.73 -
68325at50557_67767_0:000b09|STRG.12880.1:68-1025|+      -            312 76755at50557         -            264    0.0004   18.7   0.0   3   3       4.3   1.4e+02    0.5   0.0    19    44   270   295   254   304 0.81 -
33043at50557_6973_0:0036f9|STRG.8807.1:1713-2348|+      -            212 76755at50557         -            264   0.00045   18.5   1.2   1   1   8.7e-05    0.0028   15.9   1.2    98   242    63   212    39   212 0.76 -
33043at50557_6973_0:0036f9|STRG.8807.2:1488-2123|+      -            212 76755at50557         -            264   0.00045   18.5   1.2   1   1   8.7e-05    0.0028   15.9   1.2    98   242    63   212    39   212 0.76 -
33043at50557_6973_0:0036f9|STRG.8807.3:1416-2051|+      -            212 76755at50557         -            264   0.00045   18.5   1.2   1   1   8.7e-05    0.0028   15.9   1.2    98   242    63   212    39   212 0.76 -
90358at50557_7176_0:003ae7|STRG.4714.1:951-1118|+       -             56 76755at50557         -            264    0.0006   18.1   0.0   1   2      0.11       3.5    5.8   0.0     2    24     1    23     1    28 0.76 -
90358at50557_7176_0:003ae7|STRG.4714.1:951-1118|+       -             56 76755at50557         -            264    0.0006   18.1   0.0   2   2    0.0028     0.091   11.0   0.0   215   243    28    56    22    56 0.61 -
68325at50557_34720_0:0013d3|STRG.12880.2:0-1070|+       -            357 76755at50557         -            264   0.00077   17.8   0.0   1   3       1.3        42    2.2   0.0    80    98   133   151   129   156 0.75 -
68325at50557_34720_0:0013d3|STRG.12880.2:0-1070|+       -            357 76755at50557         -            264   0.00077   17.8   0.0   2   3    0.0096      0.31    9.2   0.0    14    75   156   220   149   297 0.73 -
68325at50557_34720_0:0013d3|STRG.12880.2:0-1070|+       -            357 76755at50557         -            264   0.00077   17.8   0.0   3   3         5   1.6e+02    0.3   0.0    19    44   315   340   300   351 0.81 -
80377at50557_1049336_0:003ca8|STRG.2058.1:905-1678|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   1   3       7.6   2.5e+02   -0.3   0.0   110   134     4    26     1    31 0.74 -
80377at50557_1049336_0:003ca8|STRG.2058.1:905-1678|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   2   3    0.0014     0.046   11.9   0.1   190   249   154   219   148   228 0.79 -
80377at50557_1049336_0:003ca8|STRG.2058.1:905-1678|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   3   3      0.92        30    2.7   0.0   104   129   233   258   230   258 0.91 -
80377at50557_1049336_0:003ca8|STRG.2058.2:795-1568|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   1   3       7.6   2.5e+02   -0.3   0.0   110   134     4    26     1    31 0.74 -
80377at50557_1049336_0:003ca8|STRG.2058.2:795-1568|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   2   3    0.0014     0.046   11.9   0.1   190   249   154   219   148   228 0.79 -
80377at50557_1049336_0:003ca8|STRG.2058.2:795-1568|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   3   3      0.92        30    2.7   0.0   104   129   233   258   230   258 0.91 -
80377at50557_1049336_0:003ca8|STRG.2058.3:884-1657|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   1   3       7.6   2.5e+02   -0.3   0.0   110   134     4    26     1    31 0.74 -
80377at50557_1049336_0:003ca8|STRG.2058.3:884-1657|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   2   3    0.0014     0.046   11.9   0.1   190   249   154   219   148   228 0.79 -
80377at50557_1049336_0:003ca8|STRG.2058.3:884-1657|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   3   3      0.92        30    2.7   0.0   104   129   233   258   230   258 0.91 -
80377at50557_1049336_0:003ca8|STRG.2058.4:824-1597|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   1   3       7.6   2.5e+02   -0.3   0.0   110   134     4    26     1    31 0.74 -
80377at50557_1049336_0:003ca8|STRG.2058.4:824-1597|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   2   3    0.0014     0.046   11.9   0.1   190   249   154   219   148   228 0.79 -
80377at50557_1049336_0:003ca8|STRG.2058.4:824-1597|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   3   3      0.92        30    2.7   0.0   104   129   233   258   230   258 0.91 -
80377at50557_1049336_0:003ca8|STRG.2058.5:908-1681|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   1   3       7.6   2.5e+02   -0.3   0.0   110   134     4    26     1    31 0.74 -
80377at50557_1049336_0:003ca8|STRG.2058.5:908-1681|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   2   3    0.0014     0.046   11.9   0.1   190   249   154   219   148   228 0.79 -
80377at50557_1049336_0:003ca8|STRG.2058.5:908-1681|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   3   3      0.92        30    2.7   0.0   104   129   233   258   230   258 0.91 -
