#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
10915at50557_286306_0:002151|STRG.9826.1:1-3933|+      -           1065 10915at50557         -            974  3.9e-231  768.5   3.8   1   1  4.7e-232    2e-230  766.1   3.8   309   913     1   721     1   747 0.87 -
37700at50557_34720_0:0020a5|STRG.9037.2:497-2716|+     -            740 10915at50557         -            974    0.0033   14.1   0.0   1   3      0.21         9    2.7   0.0    46    91   479   524   425   536 0.83 -
37700at50557_34720_0:0020a5|STRG.9037.2:497-2716|+     -            740 10915at50557         -            974    0.0033   14.1   0.0   2   3    0.0099      0.43    7.1   0.1    23   125   593   699   585   703 0.65 -
37700at50557_34720_0:0020a5|STRG.9037.2:497-2716|+     -            740 10915at50557         -            974    0.0033   14.1   0.0   3   3     0.014      0.62    6.6   0.0    27   110   638   729   627   736 0.76 -
37700at50557_34720_0:0020a5|STRG.9037.1:497-2719|+     -            741 10915at50557         -            974    0.0033   14.1   0.0   1   3      0.21         9    2.7   0.0    46    91   480   525   426   537 0.83 -
37700at50557_34720_0:0020a5|STRG.9037.1:497-2719|+     -            741 10915at50557         -            974    0.0033   14.1   0.0   2   3    0.0099      0.43    7.1   0.1    23   125   594   700   586   704 0.65 -
37700at50557_34720_0:0020a5|STRG.9037.1:497-2719|+     -            741 10915at50557         -            974    0.0033   14.1   0.0   3   3     0.014      0.62    6.6   0.0    27   110   639   730   628   737 0.76 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+   -            239 10915at50557         -            974    0.0044   13.7   0.3   1   2   0.00047      0.02   11.5   0.1    48    84     1    37     1    94 0.77 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+   -            239 10915at50557         -            974    0.0044   13.7   0.3   2   2      0.59        26    1.2   0.1    18    90    58   141    45   199 0.69 -
74508at50557_7394_0:0023c7|STRG.5562.1:279-1259|+      -            327 10915at50557         -            974     0.014   12.0   0.1   1   2     0.064       2.7    4.4   0.0     2    83    66   106    28   150 0.58 -
74508at50557_7394_0:0023c7|STRG.5562.1:279-1259|+      -            327 10915at50557         -            974     0.014   12.0   0.1   2   2     0.022      0.95    6.0   0.0    89   151   256   321   164   324 0.81 -
74508at50557_7394_0:0023c7|STRG.5562.2:0-980|+         -            327 10915at50557         -            974     0.014   12.0   0.1   1   2     0.064       2.7    4.4   0.0     2    83    66   106    28   150 0.58 -
74508at50557_7394_0:0023c7|STRG.5562.2:0-980|+         -            327 10915at50557         -            974     0.014   12.0   0.1   2   2     0.022      0.95    6.0   0.0    89   151   256   321   164   324 0.81 -
90358at50557_7176_0:003ae7|STRG.4714.1:951-1118|+      -             56 10915at50557         -            974     0.014   12.0   0.0   1   1   0.00032     0.014   12.0   0.0    33    80     8    55     1    56 0.89 -
25500at50557_7237_0:0037c1|STRG.9103.1:360-1715|+      -            452 10915at50557         -            974     0.022   11.4   0.3   1   3      0.83        36    0.7   0.1   130   220    22   125    19   134 0.61 -
25500at50557_7237_0:0037c1|STRG.9103.1:360-1715|+      -            452 10915at50557         -            974     0.022   11.4   0.3   2   3       2.3     1e+02   -0.7   0.0   239   270   261   292   250   300 0.90 -
25500at50557_7237_0:0037c1|STRG.9103.1:360-1715|+      -            452 10915at50557         -            974     0.022   11.4   0.3   3   3     0.012      0.51    6.8   0.0    13    52   356   396   348   424 0.89 -
80377at50557_378494_0:00121e|STRG.954.1:1846-2397|+    -            184 10915at50557         -            974     0.025   11.2   0.1   1   1   0.00073     0.032   10.9   0.1    38   150    59   173    47   181 0.77 -
80377at50557_108931_0:002353|STRG.11711.1:2268-2888|+  -            207 10915at50557         -            974     0.035   10.7   0.0   1   1   0.00096     0.042   10.5   0.0    50   149    34   146    28   176 0.66 -
80377at50557_108931_0:002353|STRG.11711.2:1851-2471|+  -            207 10915at50557         -            974     0.035   10.7   0.0   1   1   0.00096     0.042   10.5   0.0    50   149    34   146    28   176 0.66 -
80377at50557_108931_0:002353|STRG.11711.3:2372-2992|+  -            207 10915at50557         -            974     0.035   10.7   0.0   1   1   0.00096     0.042   10.5   0.0    50   149    34   146    28   176 0.66 -
78072at50557_37001_0:000457|STRG.8039.1:724-1314|+     -            197 10915at50557         -            974     0.039   10.6   0.0   1   2    0.0033      0.14    8.7   0.0    52   128     1    80     1   111 0.75 -
78072at50557_37001_0:000457|STRG.8039.1:724-1314|+     -            197 10915at50557         -            974     0.039   10.6   0.0   2   2     0.046         2    4.9   0.0    12    87    44   129    37   164 0.66 -
57752at50557_45779_0:003ace|STRG.1785.1:767-1675|+     -            303 10915at50557         -            974     0.042   10.4   0.6   1   2       0.2       8.4    2.8   0.0    52    82     1    31     1    67 0.89 -
57752at50557_45779_0:003ace|STRG.1785.1:767-1675|+     -            303 10915at50557         -            974     0.042   10.4   0.6   2   2     0.025       1.1    5.8   0.2    12   110   185   293   176   303 0.70 -
57752at50557_45779_0:003ace|STRG.1785.2:1101-2009|+    -            303 10915at50557         -            974     0.042   10.4   0.6   1   2       0.2       8.4    2.8   0.0    52    82     1    31     1    67 0.89 -
57752at50557_45779_0:003ace|STRG.1785.2:1101-2009|+    -            303 10915at50557         -            974     0.042   10.4   0.6   2   2     0.025       1.1    5.8   0.2    12   110   185   293   176   303 0.70 -
40115at50557_535359_0:001fba|STRG.5561.1:26-901|+      -            292 10915at50557         -            974     0.044   10.4   0.1   1   2      0.66        29    1.1   0.0   105   172    15    84     8    88 0.76 -
40115at50557_535359_0:001fba|STRG.5561.1:26-901|+      -            292 10915at50557         -            974     0.044   10.4   0.1   2   2    0.0034      0.15    8.7   0.1   110   265    62   227    58   230 0.66 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/10915at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/10915at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/10915at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 17:32:49 2024
# [ok]
