#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
96662at50557_103372_0:0000f8|STRG.17400.1:0-767|+       -            256 96662at50557         -            445  5.3e-125  416.6   0.2   1   1  1.2e-126    6e-125  416.5   0.2     1   232    21   255    21   256 0.96 -
117213at50557_123851_0:000030|STRG.10525.4:289-738|+    -            150 96662at50557         -            445     0.014   13.1   0.1   2   3    0.0048      0.23    9.1   0.0   365   426    39   100    31   115 0.87 -
117213at50557_123851_0:000030|STRG.10525.4:289-738|+    -            150 96662at50557         -            445     0.014   13.1   0.1   3   3       1.5        74    0.9   0.0   397   424   122   149   106   150 0.82 -
60092at50557_1629725_0:000b2b|STRG.4327.2:368-844|+     -            159 96662at50557         -            445     0.021   12.6   0.0   1   1   0.00057     0.028   12.2   0.0   395   439    10    55     2    61 0.82 -
117213at50557_77166_0:002bfc|STRG.4410.1:597-1073|+     -            159 96662at50557         -            445     0.026   12.3   0.0   1   2     0.038       1.8    6.2   0.0   393   433     6    47     3    59 0.83 -
117213at50557_77166_0:002bfc|STRG.4410.1:597-1073|+     -            159 96662at50557         -            445     0.026   12.3   0.0   2   2      0.15       7.5    4.2   0.0   395   424   129   158   122   159 0.89 -
60092at50557_103372_0:00284b|STRG.22910.1:842-2152|+    -            437 96662at50557         -            445     0.036   11.8   0.0   1   1    0.0012     0.058   11.1   0.0   377   441    15    79     5    83 0.81 -
84237at50557_103372_0:001926|STRG.11938.1:0-1016|+      -            339 96662at50557         -            445     0.042   11.6   0.0   1   1    0.0013     0.062   11.0   0.0    55   112    26    89    17   100 0.75 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/96662at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/96662at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/96662at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:20:45 2024
# [ok]
