#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
56099at50557_34720_0:001a91|STRG.22631.1:0-1331|+      -            444 56099at50557         -            397  4.1e-204  676.6   1.9   1   1  1.4e-205  4.9e-204  676.3   1.9     1   397     1   440     1   440 0.95 -
66691at50557_456900_0:002b0f|STRG.19245.1:369-1466|+   -            366 56099at50557         -            397   1.5e-07   29.4   0.5   3   3     0.024      0.81    7.2   0.0    64   106   324   364   319   366 0.88 -
80377at50557_108931_0:002353|STRG.9463.1:2878-3498|+   -            207 56099at50557         -            397   1.7e-07   29.2   0.0   1   2   4.3e-06   0.00015   19.5   0.0    62    97    33    68    31    82 0.92 -
80377at50557_108931_0:002353|STRG.9463.1:2878-3498|+   -            207 56099at50557         -            397   1.7e-07   29.2   0.0   2   2     0.037       1.3    6.5   0.0   284   316    86   118    80   124 0.83 -
80377at50557_108931_0:002353|STRG.9463.2:2982-3602|+   -            207 56099at50557         -            397   1.7e-07   29.2   0.0   1   2   4.3e-06   0.00015   19.5   0.0    62    97    33    68    31    82 0.92 -
80377at50557_108931_0:002353|STRG.9463.2:2982-3602|+   -            207 56099at50557         -            397   1.7e-07   29.2   0.0   2   2     0.037       1.3    6.5   0.0   284   316    86   118    80   124 0.83 -
80377at50557_108931_0:002353|STRG.9463.3:2219-2839|+   -            207 56099at50557         -            397   1.7e-07   29.2   0.0   1   2   4.3e-06   0.00015   19.5   0.0    62    97    33    68    31    82 0.92 -
80377at50557_108931_0:002353|STRG.9463.3:2219-2839|+   -            207 56099at50557         -            397   1.7e-07   29.2   0.0   2   2     0.037       1.3    6.5   0.0   284   316    86   118    80   124 0.83 -
80377at50557_108931_0:002353|STRG.9463.4:1466-2086|+   -            207 56099at50557         -            397   1.7e-07   29.2   0.0   1   2   4.3e-06   0.00015   19.5   0.0    62    97    33    68    31    82 0.92 -
80377at50557_108931_0:002353|STRG.9463.4:1466-2086|+   -            207 56099at50557         -            397   1.7e-07   29.2   0.0   2   2     0.037       1.3    6.5   0.0   284   316    86   118    80   124 0.83 -
40115at50557_411798_0:002bfa|STRG.15736.1:627-1412|+   -            262 56099at50557         -            397   1.9e-07   29.0   0.0   1   2   9.8e-07   3.4e-05   21.6   0.0   140   273    40   179    22   231 0.72 -
40115at50557_411798_0:002bfa|STRG.15736.1:627-1412|+   -            262 56099at50557         -            397   1.9e-07   29.0   0.0   2   2     0.017      0.58    7.6   0.0   184   270   171   261   169   262 0.74 -
78072at50557_315563_0:002315|STRG.8652.1:17-490|+      -            158 56099at50557         -            397   2.5e-07   28.6   0.1   1   1   8.7e-08     3e-06   25.1   0.1   174   311    14   158     3   158 0.78 -
42371at50557_34720_0:000328|STRG.5876.3:104-1165|+     -            354 56099at50557         -            397     3e-07   28.3   0.0   1   3    0.0012      0.04   11.5   0.0   236   299    26    96    21   113 0.71 -
42371at50557_34720_0:000328|STRG.5876.3:104-1165|+     -            354 56099at50557         -            397     3e-07   28.3   0.0   2   3       1.2        42    1.5   0.0    61   102    75   117    72   131 0.87 -
42371at50557_34720_0:000328|STRG.5876.3:104-1165|+     -            354 56099at50557         -            397     3e-07   28.3   0.0   3   3    0.0003      0.01   13.4   0.0   141   228   227   319   180   335 0.76 -
71739at50557_66420_0:0008cd|STRG.3829.1:663-1250|+     -            196 56099at50557         -            397   3.2e-07   28.3   0.1   1   2    0.0039      0.13    9.7   0.0    64    97     1    34     1    39 0.94 -
71739at50557_66420_0:0008cd|STRG.3829.1:663-1250|+     -            196 56099at50557         -            397   3.2e-07   28.3   0.1   2   2     9e-05    0.0031   15.1   0.0   167   300    51   193    36   196 0.68 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 56099at50557         -            397     6e-07   27.4   1.5   1   5      0.23       7.7    3.9   0.0   223   268    50    97     5   100 0.77 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 56099at50557         -            397     6e-07   27.4   1.5   2   5     0.055       1.9    5.9   0.0    61   104    68   110    61   111 0.86 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 56099at50557         -            397     6e-07   27.4   1.5   3   5    0.0083      0.28    8.7   0.1    53    99   102   147   100   156 0.84 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 56099at50557         -            397     6e-07   27.4   1.5   4   5      0.16       5.4    4.5   0.0   291   311   165   185   156   191 0.85 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 56099at50557         -            397     6e-07   27.4   1.5   5   5      0.22       7.5    4.0   0.0   137   201   381   444   366   458 0.81 -
76755at50557_64793_0:0021c2|STRG.20869.2:1272-1952|+   -            227 56099at50557         -            397   6.2e-07   27.3   0.6   1   2     0.062       2.1    5.8   0.0    69    98    37    65    32    72 0.84 -
76755at50557_64793_0:0021c2|STRG.20869.2:1272-1952|+   -            227 56099at50557         -            397   6.2e-07   27.3   0.6   2   2   6.5e-06   0.00022   18.9   0.1   248   316   130   202   115   223 0.77 -
33043at50557_6973_0:0036f9|STRG.9772.1:2133-2768|+     -            212 56099at50557         -            397   7.2e-07   27.1   1.0   1   3         1        34    1.8   0.0   175   214    36    77    11   112 0.73 -
33043at50557_6973_0:0036f9|STRG.9772.1:2133-2768|+     -            212 56099at50557         -            397   7.2e-07   27.1   1.0   2   3   4.8e-07   1.7e-05   22.6   0.1    58    98   133   173   127   178 0.93 -
33043at50557_6973_0:0036f9|STRG.9772.1:2133-2768|+     -            212 56099at50557         -            397   7.2e-07   27.1   1.0   3   3       5.7     2e+02   -0.7   0.0    63    94   181   212   173   212 0.58 -
33043at50557_6973_0:0036f9|STRG.9772.2:1416-2051|+     -            212 56099at50557         -            397   7.2e-07   27.1   1.0   1   3         1        34    1.8   0.0   175   214    36    77    11   112 0.73 -
33043at50557_6973_0:0036f9|STRG.9772.2:1416-2051|+     -            212 56099at50557         -            397   7.2e-07   27.1   1.0   2   3   4.8e-07   1.7e-05   22.6   0.1    58    98   133   173   127   178 0.93 -
33043at50557_6973_0:0036f9|STRG.9772.2:1416-2051|+     -            212 56099at50557         -            397   7.2e-07   27.1   1.0   3   3       5.7     2e+02   -0.7   0.0    63    94   181   212   173   212 0.58 -
55830at50557_103372_0:000f54|STRG.16786.3:703-1476|+   -            258 56099at50557         -            397   7.3e-07   27.1   0.3   1   3     0.015      0.51    7.8   0.0    59    97    20    57    16    65 0.81 -
55830at50557_103372_0:000f54|STRG.16786.3:703-1476|+   -            258 56099at50557         -            397   7.3e-07   27.1   0.3   2   3   0.00012    0.0039   14.8   0.0   239   311    64   139    58   151 0.74 -
55830at50557_103372_0:000f54|STRG.16786.3:703-1476|+   -            258 56099at50557         -            397   7.3e-07   27.1   0.3   3   3       1.8        62    1.0   0.0    80    96   175   191   162   205 0.77 -
49370at50557_79782_0:001886|STRG.18791.1:930-1919|+    -            330 56099at50557         -            397   8.1e-07   26.9   0.1   1   4    0.0074      0.25    8.8   0.0   242   320    42   124    18   129 0.76 -
49370at50557_79782_0:001886|STRG.18791.1:930-1919|+    -            330 56099at50557         -            397   8.1e-07   26.9   0.1   2   4     0.041       1.4    6.4   0.0   249   311    92   157    80   170 0.74 -
49370at50557_79782_0:001886|STRG.18791.1:930-1919|+    -            330 56099at50557         -            397   8.1e-07   26.9   0.1   3   4       4.8   1.6e+02   -0.4   0.0   104   123   203   222   179   228 0.84 -
49370at50557_79782_0:001886|STRG.18791.1:930-1919|+    -            330 56099at50557         -            397   8.1e-07   26.9   0.1   4   4    0.0055      0.19    9.3   0.0   240   312   250   326   243   329 0.75 -
767at50557_6973_0:000e47|STRG.23039.4:11-1183|+        -            342 56099at50557         -            397   8.3e-07   26.9   0.1   1   3      0.15       5.2    4.5   0.0    64    96    95   126    90   135 0.82 -
767at50557_6973_0:000e47|STRG.23039.4:11-1183|+        -            342 56099at50557         -            397   8.3e-07   26.9   0.1   2   3      0.51        17    2.8   0.0    57    98   226   266   223   272 0.87 -
767at50557_6973_0:000e47|STRG.23039.4:11-1183|+        -            342 56099at50557         -            397   8.3e-07   26.9   0.1   3   3   5.2e-05    0.0018   15.9   0.0    62   120   273   328   270   340 0.84 -
80377at50557_7091_0:0009ff|STRG.14551.1:426-1010|+     -            195 56099at50557         -            397   1.1e-06   26.5   0.1   1   4      0.02      0.69    7.4   0.0    61    95    13    46    10    55 0.86 -
80377at50557_7091_0:0009ff|STRG.14551.1:426-1010|+     -            195 56099at50557         -            397   1.1e-06   26.5   0.1   2   4     0.017      0.58    7.7   0.0    63    98    58    94    52   104 0.83 -
80377at50557_7091_0:0009ff|STRG.14551.1:426-1010|+     -            195 56099at50557         -            397   1.1e-06   26.5   0.1   3   4     0.041       1.4    6.4   0.0   209   252   111   154   101   160 0.84 -
80377at50557_7091_0:0009ff|STRG.14551.1:426-1010|+     -            195 56099at50557         -            397   1.1e-06   26.5   0.1   4   4       4.6   1.6e+02   -0.4   0.0   168   194   165   191   158   194 0.69 -
43719at50557_456900_0:000a8d|STRG.5392.1:505-2589|+    -            695 56099at50557         -            397   1.5e-06   26.1   0.0   1   2    0.0016     0.054   11.0   0.0   245   314    58   130    43   137 0.87 -
43719at50557_456900_0:000a8d|STRG.5392.1:505-2589|+    -            695 56099at50557         -            397   1.5e-06   26.1   0.0   2   2   0.00095     0.032   11.8   0.0    59   100   135   175   131   187 0.90 -
13553at50557_34720_0:0020c1|STRG.13054.1:0-2663|+      -            888 56099at50557         -            397   1.6e-06   25.9   0.1   1   2      0.27       9.4    3.7   0.0   137   269   158   295   110   299 0.71 -
13553at50557_34720_0:0020c1|STRG.13054.1:0-2663|+      -            888 56099at50557         -            397   1.6e-06   25.9   0.1   2   2   8.3e-06   0.00028   18.6   0.0   176   270   491   591   476   630 0.86 -
66691at50557_456900_0:002b0f|STRG.19245.3:0-1175|+     -            392 56099at50557         -            397   1.7e-06   25.9   0.1   1   3     0.019      0.64    7.5   0.0   238   270    47    79    12   109 0.85 -
66691at50557_456900_0:002b0f|STRG.19245.3:0-1175|+     -            392 56099at50557         -            397   1.7e-06   25.9   0.1   2   3     0.022      0.75    7.3   0.0   245   270   171   196   161   203 0.81 -
66691at50557_456900_0:002b0f|STRG.19245.3:0-1175|+     -            392 56099at50557         -            397   1.7e-06   25.9   0.1   3   3     0.026      0.89    7.0   0.0    64   106   350   390   345   392 0.88 -
80377at50557_217634_0:002edc|STRG.4716.2:696-1577|+    -            294 56099at50557         -            397   2.2e-06   25.5   0.1   1   4       4.4   1.5e+02   -0.3   0.0   246   265     9    28     2    44 0.82 -
80377at50557_217634_0:002edc|STRG.4716.2:696-1577|+    -            294 56099at50557         -            397   2.2e-06   25.5   0.1   2   4     0.088         3    5.3   0.0    63    95    91   123    86   131 0.93 -
80377at50557_217634_0:002edc|STRG.4716.2:696-1577|+    -            294 56099at50557         -            397   2.2e-06   25.5   0.1   3   4    0.0047      0.16    9.5   0.0    59    99   135   174   128   178 0.89 -
80377at50557_217634_0:002edc|STRG.4716.2:696-1577|+    -            294 56099at50557         -            397   2.2e-06   25.5   0.1   4   4      0.16       5.3    4.5   0.0   231   266   255   292   219   294 0.79 -
40115at50557_108931_0:001d6b|STRG.9772.1:1620-2768|+   -            383 56099at50557         -            397   2.2e-06   25.5   1.5   1   3       5.4   1.9e+02   -0.6   0.0    69   101    64    97    60   182 0.70 -
40115at50557_108931_0:001d6b|STRG.9772.1:1620-2768|+   -            383 56099at50557         -            397   2.2e-06   25.5   1.5   2   3       1.7        58    1.0   0.1   169   214   201   248   133   282 0.73 -
40115at50557_108931_0:001d6b|STRG.9772.1:1620-2768|+   -            383 56099at50557         -            397   2.2e-06   25.5   1.5   3   3   1.2e-06   4.1e-05   21.3   0.1    58    98   304   344   298   348 0.93 -
40115at50557_108931_0:001d6b|STRG.9772.2:903-2051|+    -            383 56099at50557         -            397   2.2e-06   25.5   1.5   1   3       5.4   1.9e+02   -0.6   0.0    69   101    64    97    60   182 0.70 -
40115at50557_108931_0:001d6b|STRG.9772.2:903-2051|+    -            383 56099at50557         -            397   2.2e-06   25.5   1.5   2   3       1.7        58    1.0   0.1   169   214   201   248   133   282 0.73 -
40115at50557_108931_0:001d6b|STRG.9772.2:903-2051|+    -            383 56099at50557         -            397   2.2e-06   25.5   1.5   3   3   1.2e-06   4.1e-05   21.3   0.1    58    98   304   344   298   348 0.93 -
42371at50557_520822_0:00190c|STRG.5876.2:509-2329|+    -            607 56099at50557         -            397   2.3e-06   25.4   0.0   1   3    0.0026      0.09   10.3   0.0   236   298   279   348   274   366 0.71 -
42371at50557_520822_0:00190c|STRG.5876.2:509-2329|+    -            607 56099at50557         -            397   2.3e-06   25.4   0.0   2   3       2.3        80    0.6   0.0    61   102   328   370   325   389 0.87 -
42371at50557_520822_0:00190c|STRG.5876.2:509-2329|+    -            607 56099at50557         -            397   2.3e-06   25.4   0.0   3   3   0.00085     0.029   11.9   0.0   141   228   480   572   442   586 0.75 -
42371at50557_520822_0:00190c|STRG.5876.1:509-2332|+    -            608 56099at50557         -            397   2.3e-06   25.4   0.0   1   3    0.0026      0.09   10.3   0.0   236   298   280   349   275   367 0.71 -
42371at50557_520822_0:00190c|STRG.5876.1:509-2332|+    -            608 56099at50557         -            397   2.3e-06   25.4   0.0   2   3       2.3        80    0.6   0.0    61   102   329   371   326   390 0.87 -
42371at50557_520822_0:00190c|STRG.5876.1:509-2332|+    -            608 56099at50557         -            397   2.3e-06   25.4   0.0   3   3   0.00085     0.029   11.9   0.0   141   228   481   573   443   587 0.75 -
69548at50557_116153_0:002191|STRG.8782.1:477-1175|+    -            233 56099at50557         -            397   2.4e-06   25.4   0.2   1   2    0.0014     0.047   11.2   0.0    61    97   156   192   150   199 0.92 -
69548at50557_116153_0:002191|STRG.8782.1:477-1175|+    -            233 56099at50557         -            397   2.4e-06   25.4   0.2   2   2      0.69        24    2.3   0.0    61    94   200   233   195   233 0.85 -
69548at50557_116153_0:002191|STRG.8782.2:504-1202|+    -            233 56099at50557         -            397   2.4e-06   25.4   0.2   1   2    0.0014     0.047   11.2   0.0    61    97   156   192   150   199 0.92 -
69548at50557_116153_0:002191|STRG.8782.2:504-1202|+    -            233 56099at50557         -            397   2.4e-06   25.4   0.2   2   2      0.69        24    2.3   0.0    61    94   200   233   195   233 0.85 -
69548at50557_116153_0:002191|STRG.8782.3:648-1346|+    -            233 56099at50557         -            397   2.4e-06   25.4   0.2   1   2    0.0014     0.047   11.2   0.0    61    97   156   192   150   199 0.92 -
69548at50557_116153_0:002191|STRG.8782.3:648-1346|+    -            233 56099at50557         -            397   2.4e-06   25.4   0.2   2   2      0.69        24    2.3   0.0    61    94   200   233   195   233 0.85 -
69548at50557_116153_0:002191|STRG.8782.4:1005-1703|+   -            233 56099at50557         -            397   2.4e-06   25.4   0.2   1   2    0.0014     0.047   11.2   0.0    61    97   156   192   150   199 0.92 -
69548at50557_116153_0:002191|STRG.8782.4:1005-1703|+   -            233 56099at50557         -            397   2.4e-06   25.4   0.2   2   2      0.69        24    2.3   0.0    61    94   200   233   195   233 0.85 -
69548at50557_116153_0:002191|STRG.8782.5:555-1253|+    -            233 56099at50557         -            397   2.4e-06   25.4   0.2   1   2    0.0014     0.047   11.2   0.0    61    97   156   192   150   199 0.92 -
69548at50557_116153_0:002191|STRG.8782.5:555-1253|+    -            233 56099at50557         -            397   2.4e-06   25.4   0.2   2   2      0.69        24    2.3   0.0    61    94   200   233   195   233 0.85 -
80377at50557_6973_0:004ca4|STRG.23039.5:220-888|+      -            223 56099at50557         -            397   2.6e-06   25.2   0.1   1   3     0.068       2.3    5.7   0.0    63    96    11    43     3    52 0.82 -
80377at50557_6973_0:004ca4|STRG.23039.5:220-888|+      -            223 56099at50557         -            397   2.6e-06   25.2   0.1   2   3      0.27       9.3    3.7   0.0    56    98   142   183   140   189 0.87 -
80377at50557_6973_0:004ca4|STRG.23039.5:220-888|+      -            223 56099at50557         -            397   2.6e-06   25.2   0.1   3   3   0.00065     0.022   12.3   0.0    62    96   190   223   186   223 0.93 -
80377at50557_7159_0:002188|STRG.4716.1:576-1679|+      -            368 56099at50557         -            397   3.6e-06   24.8   0.2   1   4      0.78        26    2.2   0.0   218   265    52   105    41   120 0.68 -
80377at50557_7159_0:002188|STRG.4716.1:576-1679|+      -            368 56099at50557         -            397   3.6e-06   24.8   0.2   2   4      0.12       4.1    4.8   0.0    63    95   168   200   163   207 0.93 -
80377at50557_7159_0:002188|STRG.4716.1:576-1679|+      -            368 56099at50557         -            397   3.6e-06   24.8   0.2   3   4    0.0067      0.23    9.0   0.0    59    99   212   251   205   254 0.89 -
80377at50557_7159_0:002188|STRG.4716.1:576-1679|+      -            368 56099at50557         -            397   3.6e-06   24.8   0.2   4   4      0.59        20    2.6   0.0   231   265   332   368   297   368 0.79 -
80377at50557_7159_0:002188|STRG.4716.3:177-1280|+      -            368 56099at50557         -            397   3.6e-06   24.8   0.2   1   4      0.78        26    2.2   0.0   218   265    52   105    41   120 0.68 -
80377at50557_7159_0:002188|STRG.4716.3:177-1280|+      -            368 56099at50557         -            397   3.6e-06   24.8   0.2   2   4      0.12       4.1    4.8   0.0    63    95   168   200   163   207 0.93 -
80377at50557_7159_0:002188|STRG.4716.3:177-1280|+      -            368 56099at50557         -            397   3.6e-06   24.8   0.2   3   4    0.0067      0.23    9.0   0.0    59    99   212   251   205   254 0.89 -
80377at50557_7159_0:002188|STRG.4716.3:177-1280|+      -            368 56099at50557         -            397   3.6e-06   24.8   0.2   4   4      0.59        20    2.6   0.0   231   265   332   368   297   368 0.79 -
78072at50557_39758_0:003b38|STRG.7441.1:540-1370|+     -            277 56099at50557         -            397   4.6e-06   24.4   0.4   1   2    0.0048      0.16    9.4   0.3   140   227    68   161    60   178 0.66 -
78072at50557_39758_0:003b38|STRG.7441.1:540-1370|+     -            277 56099at50557         -            397   4.6e-06   24.4   0.4   2   2   0.00057     0.019   12.5   0.0    60    96   178   214   171   225 0.90 -
78072at50557_39758_0:003b38|STRG.7441.2:540-1370|+     -            277 56099at50557         -            397   4.6e-06   24.4   0.4   1   2    0.0048      0.16    9.4   0.3   140   227    68   161    60   178 0.66 -
78072at50557_39758_0:003b38|STRG.7441.2:540-1370|+     -            277 56099at50557         -            397   4.6e-06   24.4   0.4   2   2   0.00057     0.019   12.5   0.0    60    96   178   214   171   225 0.90 -
78072at50557_39758_0:003b38|STRG.7441.4:216-1046|+     -            277 56099at50557         -            397   4.6e-06   24.4   0.4   1   2    0.0048      0.16    9.4   0.3   140   227    68   161    60   178 0.66 -
78072at50557_39758_0:003b38|STRG.7441.4:216-1046|+     -            277 56099at50557         -            397   4.6e-06   24.4   0.4   2   2   0.00057     0.019   12.5   0.0    60    96   178   214   171   225 0.90 -
10915at50557_456900_0:000188|STRG.12906.1:0-3503|+     -           1168 56099at50557         -            397   6.2e-06   24.0   0.0   1   2    0.0037      0.13    9.8   0.0   209   270    22    83    17    91 0.73 -
10915at50557_456900_0:000188|STRG.12906.1:0-3503|+     -           1168 56099at50557         -            397   6.2e-06   24.0   0.0   2   2    0.0011     0.039   11.5   0.0   241   314    94   167    89   176 0.87 -
80377at50557_104688_0:000c4b|STRG.22549.2:108-659|+    -            184 56099at50557         -            397   8.5e-06   23.6   0.4   1   2       0.2       6.9    4.1   0.0   281   316    33    68    28    74 0.82 -
80377at50557_104688_0:000c4b|STRG.22549.2:108-659|+    -            184 56099at50557         -            397   8.5e-06   23.6   0.4   2   2   2.1e-05    0.0007   17.2   0.1   236   310    85   162    76   177 0.77 -
48053at50557_7493_0:00220c|STRG.21254.1:1972-2790|+    -            273 56099at50557         -            397     1e-05   23.3   0.1   1   2       0.5        17    2.8   0.0    62   100    20    57    15    65 0.85 -
48053at50557_7493_0:00220c|STRG.21254.1:1972-2790|+    -            273 56099at50557         -            397     1e-05   23.3   0.1   2   2   1.3e-05   0.00046   17.9   0.0   232   311    95   181    69   190 0.85 -
48053at50557_7493_0:00220c|STRG.21254.2:1116-1934|+    -            273 56099at50557         -            397     1e-05   23.3   0.1   1   2       0.5        17    2.8   0.0    62   100    20    57    15    65 0.85 -
48053at50557_7493_0:00220c|STRG.21254.2:1116-1934|+    -            273 56099at50557         -            397     1e-05   23.3   0.1   2   2   1.3e-05   0.00046   17.9   0.0   232   311    95   181    69   190 0.85 -
48053at50557_7493_0:00220c|STRG.21254.3:2182-3000|+    -            273 56099at50557         -            397     1e-05   23.3   0.1   1   2       0.5        17    2.8   0.0    62   100    20    57    15    65 0.85 -
48053at50557_7493_0:00220c|STRG.21254.3:2182-3000|+    -            273 56099at50557         -            397     1e-05   23.3   0.1   2   2   1.3e-05   0.00046   17.9   0.0   232   311    95   181    69   190 0.85 -
48053at50557_7493_0:00220c|STRG.21254.4:2127-2945|+    -            273 56099at50557         -            397     1e-05   23.3   0.1   1   2       0.5        17    2.8   0.0    62   100    20    57    15    65 0.85 -
48053at50557_7493_0:00220c|STRG.21254.4:2127-2945|+    -            273 56099at50557         -            397     1e-05   23.3   0.1   2   2   1.3e-05   0.00046   17.9   0.0   232   311    95   181    69   190 0.85 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+     -            310 56099at50557         -            397   1.2e-05   23.0   1.0   1   4         2        68    0.8   0.0    88   241    15    33     3    74 0.56 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+     -            310 56099at50557         -            397   1.2e-05   23.0   1.0   2   4       1.2        40    1.6   0.0   106   126   113   133    66   147 0.71 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+     -            310 56099at50557         -            397   1.2e-05   23.0   1.0   3   4    0.0069      0.23    8.9   0.0   238   310   150   225   144   232 0.75 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+     -            310 56099at50557         -            397   1.2e-05   23.0   1.0   4   4     0.056       1.9    5.9   0.0    86   123   266   309   252   310 0.59 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+    -            589 56099at50557         -            397   1.6e-05   22.7   7.0   1   4       2.6        90    0.4   0.1    61    99    81   120    76   216 0.75 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+    -            589 56099at50557         -            397   1.6e-05   22.7   7.0   2   4       6.9   2.4e+02   -0.9   0.0    64   105   347   387   343   409 0.76 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+    -            589 56099at50557         -            397   1.6e-05   22.7   7.0   3   4   0.00017    0.0058   14.2   0.5    60   200   428   556   424   558 0.61 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+    -            589 56099at50557         -            397   1.6e-05   22.7   7.0   4   4     0.053       1.8    6.0   0.0   246   310   564   589   526   589 0.65 -
66691at50557_456900_0:002b0f|STRG.19245.2:369-1166|+   -            266 56099at50557         -            397   1.6e-05   22.6   0.1   1   2    0.0014     0.049   11.2   0.0   238   299    47   115    16   126 0.78 -
66691at50557_456900_0:002b0f|STRG.19245.2:369-1166|+   -            266 56099at50557         -            397   1.6e-05   22.6   0.1   2   2     0.013      0.45    8.0   0.0   245   270   145   170   136   178 0.80 -
49370at50557_1155016_0:000d9f|STRG.8651.1:315-665|+    -            117 56099at50557         -            397   1.8e-05   22.5   0.1   1   3      0.18         6    4.3   0.0   243   270     4    31     1    34 0.84 -
49370at50557_1155016_0:000d9f|STRG.8651.1:315-665|+    -            117 56099at50557         -            397   1.8e-05   22.5   0.1   2   3   0.00085     0.029   11.9   0.0   235   270    38    74    29    81 0.74 -
49370at50557_1155016_0:000d9f|STRG.8651.1:315-665|+    -            117 56099at50557         -            397   1.8e-05   22.5   0.1   3   3      0.27       9.1    3.7   0.0   238   270    84   116    74   117 0.84 -
77772at50557_88501_0:001deb|STRG.22449.1:697-1374|+    -            226 56099at50557         -            397   1.8e-05   22.5   0.1   1   2    0.0066      0.22    9.0   0.0   237   270    35    68    21    75 0.87 -
77772at50557_88501_0:001deb|STRG.22449.1:697-1374|+    -            226 56099at50557         -            397   1.8e-05   22.5   0.1   2   2    0.0048      0.16    9.4   0.0    58    98   120   159   114   169 0.82 -
78072at50557_43151_0:001a65|STRG.10815.1:27-851|+      -            275 56099at50557         -            397   2.7e-05   21.9   0.7   1   2     0.039       1.3    6.5   0.0    58    95    40    78    24    85 0.83 -
78072at50557_43151_0:001a65|STRG.10815.1:27-851|+      -            275 56099at50557         -            397   2.7e-05   21.9   0.7   2   2   0.00044     0.015   12.9   0.2    63   213    90   252    85   264 0.77 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+  -            337 56099at50557         -            397   3.5e-05   21.5   0.9   1   5      0.21       7.3    4.0   0.0    63    97    22    53    19    60 0.79 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+  -            337 56099at50557         -            397   3.5e-05   21.5   0.9   2   5       1.7        57    1.1   0.0    62   106    61   103    58   106 0.66 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+  -            337 56099at50557         -            397   3.5e-05   21.5   0.9   3   5       1.6        55    1.1   0.0   209   268   135   194   127   201 0.71 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+  -            337 56099at50557         -            397   3.5e-05   21.5   0.9   4   5     0.095       3.2    5.2   0.0    59    99   206   243   198   250 0.82 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+  -            337 56099at50557         -            397   3.5e-05   21.5   0.9   5   5       0.5        17    2.8   0.0    59    97   294   329   292   333 0.85 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+  -            337 56099at50557         -            397   3.5e-05   21.5   0.9   1   5      0.21       7.3    4.0   0.0    63    97    22    53    19    60 0.79 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+  -            337 56099at50557         -            397   3.5e-05   21.5   0.9   2   5       1.7        57    1.1   0.0    62   106    61   103    58   106 0.66 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+  -            337 56099at50557         -            397   3.5e-05   21.5   0.9   3   5       1.6        55    1.1   0.0   209   268   135   194   127   201 0.71 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+  -            337 56099at50557         -            397   3.5e-05   21.5   0.9   4   5     0.095       3.2    5.2   0.0    59    99   206   243   198   250 0.82 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+  -            337 56099at50557         -            397   3.5e-05   21.5   0.9   5   5       0.5        17    2.8   0.0    59    97   294   329   292   333 0.85 -
31374at50557_217634_0:002f47|STRG.21444.1:33-227|+     -             65 56099at50557         -            397     4e-05   21.3   0.0   1   1   2.3e-06     8e-05   20.4   0.0   237   271    20    54    15    63 0.89 -
40115at50557_2015173_0:000ce2|STRG.14884.1:18-776|+    -            253 56099at50557         -            397   4.5e-05   21.2   4.9   1   4       0.2         7    4.1   0.0    97   147     7    64     3    74 0.68 -
40115at50557_2015173_0:000ce2|STRG.14884.1:18-776|+    -            253 56099at50557         -            397   4.5e-05   21.2   4.9   2   4      0.33        11    3.4   0.0    59    97    95   132    93   136 0.85 -
40115at50557_2015173_0:000ce2|STRG.14884.1:18-776|+    -            253 56099at50557         -            397   4.5e-05   21.2   4.9   3   4    0.0015     0.053   11.1   0.2    56   124   136   214   132   223 0.58 -
40115at50557_2015173_0:000ce2|STRG.14884.1:18-776|+    -            253 56099at50557         -            397   4.5e-05   21.2   4.9   4   4       1.6        54    1.1   0.0   246   270   228   252   217   253 0.57 -
