#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
69548at50557_378494_0:000ec9|STRG.13704.1:101-673|-    -            125 69548at50557         -            348   6.2e-56  188.8   2.7   1   1   2.2e-57   6.9e-56  188.7   2.7   188   306     1   125     1   125 0.98 -
23620at50557_34720_0:0012cc|STRG.4837.2:11-1774|+      -            537 69548at50557         -            348   3.4e-08   31.8   0.4   1   2    0.0047      0.15   10.0   0.0   191   260   194   271   187   288 0.51 -
23620at50557_34720_0:0012cc|STRG.4837.2:11-1774|+      -            537 69548at50557         -            348   3.4e-08   31.8   0.4   2   2   1.3e-05   0.00042   18.4   0.0   250   342   388   477   378   482 0.86 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+   -            288 69548at50557         -            348   3.4e-08   31.8  10.0   1   4    0.0025      0.08   10.8   0.1   312   346     3    37     1    39 0.89 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+   -            288 69548at50557         -            348   3.4e-08   31.8  10.0   2   4   1.2e-06   3.8e-05   21.8   2.9   150   220    55   138    44   148 0.68 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+   -            288 69548at50557         -            348   3.4e-08   31.8  10.0   3   4     4e-06   0.00013   20.1   1.3   171   306    81   139    78   180 0.53 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+   -            288 69548at50557         -            348   3.4e-08   31.8  10.0   4   4       2.3        74    1.1   0.1   171   194   232   256   227   285 0.63 -
23620at50557_34720_0:0012cc|STRG.4837.3:11-1935|+      -            536 69548at50557         -            348   3.5e-08   31.8   0.6   1   2    0.0047      0.15   10.0   0.0   191   260   194   271   187   288 0.51 -
23620at50557_34720_0:0012cc|STRG.4837.3:11-1935|+      -            536 69548at50557         -            348   3.5e-08   31.8   0.6   2   2   1.2e-05   0.00039   18.5   0.0   251   342   388   476   383   481 0.87 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+     -            310 69548at50557         -            348   3.5e-08   31.8   7.2   1   3      0.34        11    3.9   0.1   244   297     7    58     2   108 0.52 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+     -            310 69548at50557         -            348   3.5e-08   31.8   7.2   2   3     0.027      0.85    7.5   0.0   202   230   112   140   103   148 0.82 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+     -            310 69548at50557         -            348   3.5e-08   31.8   7.2   3   3   0.00085     0.027   12.4   0.3    92   185   212   309   210   310 0.76 -
37475at50557_29031_0:002211|STRG.12431.4:1379-1804|+   -            142 69548at50557         -            348   1.1e-07   30.2   0.2   1   2   2.7e-06   8.6e-05   20.6   0.0   274   346     1    81     1    83 0.85 -
37475at50557_29031_0:002211|STRG.12431.4:1379-1804|+   -            142 69548at50557         -            348   1.1e-07   30.2   0.2   2   2   0.00067     0.021   12.8   0.1   203   267    65   130    63   139 0.59 -
116554at50557_520822_0:0020e0|STRG.6304.1:125-1325|+   -            377 69548at50557         -            348   1.3e-07   29.9   4.2   1   3   2.6e-06   8.3e-05   20.7   0.7   251   342   199   292   188   298 0.85 -
116554at50557_520822_0:0020e0|STRG.6304.1:125-1325|+   -            377 69548at50557         -            348   1.3e-07   29.9   4.2   2   3      0.19         6    4.7   0.2   272   307   264   299   261   313 0.87 -
116554at50557_520822_0:0020e0|STRG.6304.1:125-1325|+   -            377 69548at50557         -            348   1.3e-07   29.9   4.2   3   3    0.0072      0.23    9.4   0.1   269   302   331   364   296   374 0.84 -
116554at50557_520822_0:0020e0|STRG.6304.2:125-1255|+   -            377 69548at50557         -            348   1.3e-07   29.9   4.2   1   3   2.6e-06   8.3e-05   20.7   0.7   251   342   199   292   188   298 0.85 -
116554at50557_520822_0:0020e0|STRG.6304.2:125-1255|+   -            377 69548at50557         -            348   1.3e-07   29.9   4.2   2   3      0.19         6    4.7   0.2   272   307   264   299   261   313 0.87 -
116554at50557_520822_0:0020e0|STRG.6304.2:125-1255|+   -            377 69548at50557         -            348   1.3e-07   29.9   4.2   3   3    0.0072      0.23    9.4   0.1   269   302   331   364   296   374 0.84 -
40115at50557_29031_0:00277e|STRG.10782.1:1463-2248|+   -            262 69548at50557         -            348   1.4e-07   29.8   0.0   1   2     0.018      0.56    8.1   0.0   250   342    15   119    10   126 0.66 -
40115at50557_29031_0:00277e|STRG.10782.1:1463-2248|+   -            262 69548at50557         -            348   1.4e-07   29.8   0.0   2   2     8e-06   0.00025   19.1   0.0   198   304   150   258   138   261 0.80 -
40115at50557_29031_0:00277e|STRG.10782.2:1463-2248|+   -            262 69548at50557         -            348   1.4e-07   29.8   0.0   1   2     0.018      0.56    8.1   0.0   250   342    15   119    10   126 0.66 -
40115at50557_29031_0:00277e|STRG.10782.2:1463-2248|+   -            262 69548at50557         -            348   1.4e-07   29.8   0.0   2   2     8e-06   0.00025   19.1   0.0   198   304   150   258   138   261 0.80 -
55830at50557_168631_0:000573|STRG.14598.1:1003-1902|+  -            300 69548at50557         -            348   2.3e-07   29.1   4.3   1   2   4.1e-05    0.0013   16.7   0.1   171   304    18   163    10   180 0.72 -
55830at50557_168631_0:000573|STRG.14598.1:1003-1902|+  -            300 69548at50557         -            348   2.3e-07   29.1   4.3   2   2   0.00078     0.025   12.5   1.2    92   184   201   299   190   300 0.73 -
40115at50557_116153_0:000cbb|STRG.9768.1:168-1067|+    -            300 69548at50557         -            348   2.4e-07   29.0   0.1   1   3     0.089       2.8    5.8   0.0   274   344     1    75     1    79 0.70 -
40115at50557_116153_0:000cbb|STRG.9768.1:168-1067|+    -            300 69548at50557         -            348   2.4e-07   29.0   0.1   2   3     2e-05   0.00064   17.8   0.0   202   312    60   170    17   184 0.79 -
40115at50557_116153_0:000cbb|STRG.9768.1:168-1067|+    -            300 69548at50557         -            348   2.4e-07   29.0   0.1   3   3      0.15       4.6    5.1   0.1   131   183   240   300   237   300 0.66 -
69548at50557_7375_0:00230f|STRG.12431.1:234-878|+      -            215 69548at50557         -            348   2.7e-07   28.9   0.2   1   2   3.9e-06   0.00012   20.1   0.1   274   345     2    81     1    84 0.86 -
69548at50557_7375_0:00230f|STRG.12431.1:234-878|+      -            215 69548at50557         -            348   2.7e-07   28.9   0.2   2   2     0.074       2.3    6.0   0.0   245   268   110   132   107   145 0.81 -
69548at50557_7375_0:00230f|STRG.12431.2:411-1055|+     -            215 69548at50557         -            348   2.7e-07   28.9   0.2   1   2   3.9e-06   0.00012   20.1   0.1   274   345     2    81     1    84 0.86 -
69548at50557_7375_0:00230f|STRG.12431.2:411-1055|+     -            215 69548at50557         -            348   2.7e-07   28.9   0.2   2   2     0.074       2.3    6.0   0.0   245   268   110   132   107   145 0.81 -
69548at50557_7375_0:00230f|STRG.12431.5:1078-1722|+    -            215 69548at50557         -            348   2.7e-07   28.9   0.2   1   2   3.9e-06   0.00012   20.1   0.1   274   345     2    81     1    84 0.86 -
69548at50557_7375_0:00230f|STRG.12431.5:1078-1722|+    -            215 69548at50557         -            348   2.7e-07   28.9   0.2   2   2     0.074       2.3    6.0   0.0   245   268   110   132   107   145 0.81 -
40115at50557_411798_0:002bfa|STRG.4843.1:387-1340|+    -            318 69548at50557         -            348   2.9e-07   28.8   0.1   1   2   1.7e-06   5.3e-05   21.3   0.0   244   345    16   121     1   124 0.76 -
40115at50557_411798_0:002bfa|STRG.4843.1:387-1340|+    -            318 69548at50557         -            348   2.9e-07   28.8   0.1   2   2       0.1       3.2    5.6   0.0   245   305   253   313   183   317 0.74 -
80377at50557_39758_0:001a6c|STRG.11953.6:1615-2199|+   -            195 69548at50557         -            348   3.3e-07   28.6   0.1   1   2   9.4e-07     3e-05   22.1   0.0   214   309    19   115     9   126 0.79 -
80377at50557_39758_0:001a6c|STRG.11953.6:1615-2199|+   -            195 69548at50557         -            348   3.3e-07   28.6   0.1   2   2      0.26       8.2    4.2   0.1   307   345   152   191   141   194 0.79 -
80377at50557_104688_0:000c4b|STRG.22549.2:108-659|+    -            184 69548at50557         -            348   3.4e-07   28.5   2.3   1   2       0.7        22    2.8   0.1   313   337    29    53     1    63 0.34 -
80377at50557_104688_0:000c4b|STRG.22549.2:108-659|+    -            184 69548at50557         -            348   3.4e-07   28.5   2.3   2   2   2.6e-07   8.1e-06   24.0   0.4   190   273    86   176    77   179 0.85 -
68957at50557_103372_0:001943|STRG.1387.1:0-1295|+      -            432 69548at50557         -            348   3.4e-07   28.5   0.1   1   2   8.8e-07   2.8e-05   22.2   0.0   244   344   165   266   127   270 0.78 -
68957at50557_103372_0:001943|STRG.1387.1:0-1295|+      -            432 69548at50557         -            348   3.4e-07   28.5   0.1   2   2      0.25         8    4.3   0.0   274   306   363   394   296   406 0.73 -
80377at50557_39758_0:001a6c|STRG.11953.5:1476-2075|+   -            200 69548at50557         -            348   3.5e-07   28.5   0.1   1   2     1e-06   3.2e-05   22.0   0.0   214   309    24   120    14   131 0.79 -
80377at50557_39758_0:001a6c|STRG.11953.5:1476-2075|+   -            200 69548at50557         -            348   3.5e-07   28.5   0.1   2   2      0.27       8.6    4.2   0.1   307   345   157   196   146   199 0.79 -
31374at50557_197043_0:003de5|STRG.9426.2:614-1366|+    -            251 69548at50557         -            348   3.6e-07   28.4   0.0   1   3   4.3e-07   1.4e-05   23.2   0.0   267   345    10    91     3    94 0.85 -
31374at50557_197043_0:003de5|STRG.9426.2:614-1366|+    -            251 69548at50557         -            348   3.6e-07   28.4   0.0   2   3     0.013      0.42    8.5   0.0   205   230    78   103    74   108 0.85 -
31374at50557_197043_0:003de5|STRG.9426.2:614-1366|+    -            251 69548at50557         -            348   3.6e-07   28.4   0.0   3   3         5   1.6e+02    0.0   0.0   118   342   133   156   124   169 0.50 -
31374at50557_197043_0:003de5|STRG.9426.3:474-1226|+    -            251 69548at50557         -            348   3.6e-07   28.4   0.0   1   3   4.3e-07   1.4e-05   23.2   0.0   267   345    10    91     3    94 0.85 -
31374at50557_197043_0:003de5|STRG.9426.3:474-1226|+    -            251 69548at50557         -            348   3.6e-07   28.4   0.0   2   3     0.013      0.42    8.5   0.0   205   230    78   103    74   108 0.85 -
31374at50557_197043_0:003de5|STRG.9426.3:474-1226|+    -            251 69548at50557         -            348   3.6e-07   28.4   0.0   3   3         5   1.6e+02    0.0   0.0   118   342   133   156   124   169 0.50 -
56099at50557_74869_0:00213d|STRG.12085.1:792-1607|+    -            272 69548at50557         -            348   4.7e-07   28.1   0.4   1   2     0.059       1.9    6.4   0.0    92   174    13   108     7   115 0.67 -
56099at50557_74869_0:00213d|STRG.12085.1:792-1607|+    -            272 69548at50557         -            348   4.7e-07   28.1   0.4   2   2   1.1e-05   0.00034   18.7   0.1   269   335   136   206   111   216 0.75 -
56099at50557_74869_0:00213d|STRG.12085.2:866-1681|+    -            272 69548at50557         -            348   4.7e-07   28.1   0.4   1   2     0.059       1.9    6.4   0.0    92   174    13   108     7   115 0.67 -
56099at50557_74869_0:00213d|STRG.12085.2:866-1681|+    -            272 69548at50557         -            348   4.7e-07   28.1   0.4   2   2   1.1e-05   0.00034   18.7   0.1   269   335   136   206   111   216 0.75 -
56099at50557_74869_0:00213d|STRG.12085.3:890-1705|+    -            272 69548at50557         -            348   4.7e-07   28.1   0.4   1   2     0.059       1.9    6.4   0.0    92   174    13   108     7   115 0.67 -
56099at50557_74869_0:00213d|STRG.12085.3:890-1705|+    -            272 69548at50557         -            348   4.7e-07   28.1   0.4   2   2   1.1e-05   0.00034   18.7   0.1   269   335   136   206   111   216 0.75 -
56099at50557_74869_0:00213d|STRG.12085.4:806-1621|+    -            272 69548at50557         -            348   4.7e-07   28.1   0.4   1   2     0.059       1.9    6.4   0.0    92   174    13   108     7   115 0.67 -
56099at50557_74869_0:00213d|STRG.12085.4:806-1621|+    -            272 69548at50557         -            348   4.7e-07   28.1   0.4   2   2   1.1e-05   0.00034   18.7   0.1   269   335   136   206   111   216 0.75 -
56099at50557_74869_0:00213d|STRG.12085.5:887-1702|+    -            272 69548at50557         -            348   4.7e-07   28.1   0.4   1   2     0.059       1.9    6.4   0.0    92   174    13   108     7   115 0.67 -
56099at50557_74869_0:00213d|STRG.12085.5:887-1702|+    -            272 69548at50557         -            348   4.7e-07   28.1   0.4   2   2   1.1e-05   0.00034   18.7   0.1   269   335   136   206   111   216 0.75 -
57752at50557_45779_0:003ace|STRG.6606.1:1266-2084|+    -            273 69548at50557         -            348   7.3e-07   27.4   0.4   1   2   3.1e-06   9.6e-05   20.5   0.1   171   316    17   176     1   180 0.80 -
57752at50557_45779_0:003ace|STRG.6606.1:1266-2084|+    -            273 69548at50557         -            348   7.3e-07   27.4   0.4   2   2      0.42        13    3.5   0.0   244   307   198   264   178   271 0.77 -
57752at50557_45779_0:003ace|STRG.6606.2:1104-1922|+    -            273 69548at50557         -            348   7.3e-07   27.4   0.4   1   2   3.1e-06   9.6e-05   20.5   0.1   171   316    17   176     1   180 0.80 -
57752at50557_45779_0:003ace|STRG.6606.2:1104-1922|+    -            273 69548at50557         -            348   7.3e-07   27.4   0.4   2   2      0.42        13    3.5   0.0   244   307   198   264   178   271 0.77 -
48053at50557_121845_0:002b56|STRG.5987.1:7-345|+       -            113 69548at50557         -            348   9.9e-07   27.0   0.0   1   1   3.9e-08   1.2e-06   26.7   0.0   248   336    22   109    14   112 0.80 -
43719at50557_456900_0:000a8d|STRG.5392.2:130-1978|+    -            590 69548at50557         -            348   1.1e-06   26.8   0.4   1   1   8.9e-08   2.8e-06   25.5   0.1   244   322     7    85     4   111 0.81 -
14512at50557_56086_0:000590|STRG.2110.1:3414-3800|+    -            129 69548at50557         -            348   1.6e-06   26.3   0.0   1   1   6.9e-08   2.2e-06   25.9   0.0    93   207     1   121     1   128 0.77 -
34006at50557_520822_0:000571|STRG.14919.1:0-1982|+     -            661 69548at50557         -            348   2.2e-06   25.8   0.1   1   1   4.4e-06   0.00014   19.9   0.1   207   338   310   454   182   461 0.76 -
116554at50557_307491_0:000d5d|STRG.14800.1:320-1066|+  -            249 69548at50557         -            348   5.4e-06   24.6   1.7   1   1   2.1e-07   6.7e-06   24.3   0.1   234   325    84   178    70   194 0.86 -
104016at50557_520822_0:000af5|STRG.20575.1:305-1384|+  -            360 69548at50557         -            348   6.3e-06   24.3   0.0   1   3     0.039       1.2    6.9   0.0   267   307    65   107    20   113 0.77 -
104016at50557_520822_0:000af5|STRG.20575.1:305-1384|+  -            360 69548at50557         -            348   6.3e-06   24.3   0.0   2   3       8.9   2.8e+02   -0.8   0.0   238   266   164   194   132   209 0.64 -
104016at50557_520822_0:000af5|STRG.20575.1:305-1384|+  -            360 69548at50557         -            348   6.3e-06   24.3   0.0   3   3   0.00035     0.011   13.7   0.0   244   346   222   323   209   325 0.84 -
90358at50557_680683_0:0009ec|STRG.20702.1:1014-1787|+  -            258 69548at50557         -            348   6.4e-06   24.3   0.4   1   1   5.4e-07   1.7e-05   22.9   0.2   233   337     5   114     2   127 0.77 -
90358at50557_680683_0:0009ec|STRG.20702.2:1094-1867|+  -            258 69548at50557         -            348   6.4e-06   24.3   0.4   1   1   5.4e-07   1.7e-05   22.9   0.2   233   337     5   114     2   127 0.77 -
31374at50557_217634_0:002f47|STRG.21444.1:33-227|+     -             65 69548at50557         -            348   9.5e-06   23.8   0.0   1   1   3.5e-07   1.1e-05   23.6   0.0   247   309     1    60     1    63 0.88 -
81462at50557_103372_0:001c34|STRG.18527.2:335-1174|+   -            280 69548at50557         -            348   1.8e-05   22.8   0.4   1   2     0.052       1.7    6.5   0.0   242   323    62   144    55   150 0.80 -
81462at50557_103372_0:001c34|STRG.18527.2:335-1174|+   -            280 69548at50557         -            348   1.8e-05   22.8   0.4   2   2   0.00015    0.0047   14.9   0.3   244   328   151   233   133   241 0.75 -
80377at50557_6973_0:004ca4|STRG.23039.5:220-888|+      -            223 69548at50557         -            348   2.1e-05   22.6   0.0   1   1   2.7e-06   8.7e-05   20.6   0.0   131   303    30   221    27   223 0.70 -
48053at50557_168631_0:000bf2|STRG.5986.1:18-403|+      -            115 69548at50557         -            348   2.2e-05   22.6   0.4   1   1   8.1e-07   2.6e-05   22.3   0.4   170   262    16   109     7   115 0.76 -
76755at50557_64793_0:0021c2|STRG.20869.2:1272-1952|+   -            227 69548at50557         -            348   2.2e-05   22.5   3.2   1   2      0.15       4.9    5.0   0.0   247   308     7    66     2    72 0.66 -
76755at50557_64793_0:0021c2|STRG.20869.2:1272-1952|+   -            227 69548at50557         -            348   2.2e-05   22.5   3.2   2   2   3.4e-05    0.0011   17.0   1.4   205   281   140   217   113   226 0.48 -
68325at50557_34720_0:0013d3|STRG.5855.3:0-1070|+       -            357 69548at50557         -            348   2.5e-05   22.4   0.0   1   3     0.081       2.6    5.9   0.0   255   326    46   118    16   131 0.82 -
68325at50557_34720_0:0013d3|STRG.5855.3:0-1070|+       -            357 69548at50557         -            348   2.5e-05   22.4   0.0   2   3    0.0042      0.13   10.1   0.0   246   307   132   199   127   204 0.75 -
68325at50557_34720_0:0013d3|STRG.5855.3:0-1070|+       -            357 69548at50557         -            348   2.5e-05   22.4   0.0   3   3       2.4        77    1.1   0.0   275   302   321   348   308   356 0.82 -
78072at50557_38123_0:00214a|STRG.10160.1:105-854|+     -            250 69548at50557         -            348   3.3e-05   22.0   0.9   1   3    0.0034      0.11   10.4   0.0   270   339     4    72     1    80 0.72 -
78072at50557_38123_0:00214a|STRG.10160.1:105-854|+     -            250 69548at50557         -            348   3.3e-05   22.0   0.9   2   3     0.023      0.73    7.7   0.0   271   336   139   200   108   212 0.82 -
78072at50557_38123_0:00214a|STRG.10160.1:105-854|+     -            250 69548at50557         -            348   3.3e-05   22.0   0.9   3   3      0.28         9    4.1   0.1   215   303   166   249   161   250 0.74 -
767at50557_6973_0:000e47|STRG.23039.4:11-1183|+        -            342 69548at50557         -            348   3.5e-05   21.9   0.0   1   1   4.6e-06   0.00014   19.9   0.0   131   306   113   307   110   313 0.70 -
63645at50557_34720_0:0006b0|STRG.10333.1:0-1040|+      -            347 69548at50557         -            348   3.9e-05   21.7   0.2   1   2   4.9e-05    0.0016   16.5   0.2   208   339   141   292   134   300 0.66 -
63645at50557_34720_0:0006b0|STRG.10333.1:0-1040|+      -            347 69548at50557         -            348   3.9e-05   21.7   0.2   2   2    0.0065      0.21    9.5   0.0   187   222   260   302   240   316 0.77 -
68325at50557_34720_0:0013d3|STRG.5855.1:605-1910|+     -            376 69548at50557         -            348   4.5e-05   21.5   0.0   1   4      0.12       3.9    5.3   0.0   255   326    65   137    35   150 0.80 -
68325at50557_34720_0:0013d3|STRG.5855.1:605-1910|+     -            376 69548at50557         -            348   4.5e-05   21.5   0.0   2   4    0.0042      0.13   10.1   0.0   246   307   151   218   146   229 0.77 -
68325at50557_34720_0:0013d3|STRG.5855.1:605-1910|+     -            376 69548at50557         -            348   4.5e-05   21.5   0.0   3   4       3.4   1.1e+02    0.6   0.0   236   308   236   311   201   330 0.61 -
68325at50557_34720_0:0013d3|STRG.5855.1:605-1910|+     -            376 69548at50557         -            348   4.5e-05   21.5   0.0   4   4       2.7        84    0.9   0.0   275   302   340   367   328   375 0.82 -
68325at50557_34720_0:0013d3|STRG.5855.2:605-1832|+     -            376 69548at50557         -            348   4.5e-05   21.5   0.0   1   4      0.12       3.9    5.3   0.0   255   326    65   137    35   150 0.80 -
68325at50557_34720_0:0013d3|STRG.5855.2:605-1832|+     -            376 69548at50557         -            348   4.5e-05   21.5   0.0   2   4    0.0042      0.13   10.1   0.0   246   307   151   218   146   229 0.77 -
68325at50557_34720_0:0013d3|STRG.5855.2:605-1832|+     -            376 69548at50557         -            348   4.5e-05   21.5   0.0   3   4       3.4   1.1e+02    0.6   0.0   236   308   236   311   201   330 0.61 -
68325at50557_34720_0:0013d3|STRG.5855.2:605-1832|+     -            376 69548at50557         -            348   4.5e-05   21.5   0.0   4   4       2.7        84    0.9   0.0   275   302   340   367   328   375 0.82 -
80377at50557_121845_0:0030d4|STRG.16431.1:249-917|+    -            223 69548at50557         -            348   4.6e-05   21.5   6.6   1   1   2.4e-05   0.00077   17.5   7.0   168   303    81   223    15   223 0.64 -
80377at50557_121845_0:0030d4|STRG.16431.2:15-683|+     -            223 69548at50557         -            348   4.6e-05   21.5   6.6   1   1   2.4e-05   0.00077   17.5   7.0   168   303    81   223    15   223 0.64 -
81462at50557_103372_0:001c34|STRG.18527.4:37-1550|+    -            369 69548at50557         -            348   4.7e-05   21.5   0.4   1   2   0.00032      0.01   13.8   0.1   242   346   151   255   142   257 0.85 -
81462at50557_103372_0:001c34|STRG.18527.4:37-1550|+    -            369 69548at50557         -            348   4.7e-05   21.5   0.4   2   2   0.00024    0.0077   14.2   0.2   244   328   240   322   222   330 0.75 -
81462at50557_103372_0:001c34|STRG.18527.5:0-1106|+     -            369 69548at50557         -            348   4.7e-05   21.5   0.4   1   2   0.00032      0.01   13.8   0.1   242   346   151   255   142   257 0.85 -
81462at50557_103372_0:001c34|STRG.18527.5:0-1106|+     -            369 69548at50557         -            348   4.7e-05   21.5   0.4   2   2   0.00024    0.0077   14.2   0.2   244   328   240   322   222   330 0.75 -
119132at50557_103372_0:001108|STRG.13750.1:35-1220|+   -            283 69548at50557         -            348   5.5e-05   21.3   0.3   1   2   1.2e-05   0.00039   18.5   0.1   194   309    40   152    33   167 0.79 -
119132at50557_103372_0:001108|STRG.13750.1:35-1220|+   -            283 69548at50557         -            348   5.5e-05   21.3   0.3   2   2     0.087       2.7    5.8   0.0   244   340   132   231   130   238 0.57 -
55830at50557_7493_0:002fbf|STRG.23723.1:81-824|+       -            248 69548at50557         -            348   6.2e-05   21.1   0.0   1   1   3.9e-06   0.00012   20.1   0.0   201   314   108   224    94   235 0.82 -
66691at50557_456900_0:002b0f|STRG.19245.1:369-1466|+   -            366 69548at50557         -            348   8.7e-05   20.6   4.9   1   2   6.8e-05    0.0021   16.0   1.7   241   346    63   172    53   174 0.74 -
66691at50557_456900_0:002b0f|STRG.19245.1:369-1466|+   -            366 69548at50557         -            348   8.7e-05   20.6   4.9   2   2      0.26       8.2    4.2   0.0   116   151   326   361   285   366 0.63 -
767at50557_520822_0:000947|STRG.23039.1:653-10747|+    -           3365 69548at50557         -            348   0.00015   19.9   0.0   1   2         3        94    0.8   0.0    92   111  1169  1188  1149  1195 0.84 -
767at50557_520822_0:000947|STRG.23039.1:653-10747|+    -           3365 69548at50557         -            348   0.00015   19.9   0.0   2   2   0.00019    0.0059   14.6   0.0   131   305  3110  3303  3096  3318 0.70 -
767at50557_520822_0:000947|STRG.23039.2:653-10750|+    -           3366 69548at50557         -            348   0.00015   19.8   0.0   1   2         3        94    0.8   0.0    92   111  1170  1189  1150  1196 0.84 -
767at50557_520822_0:000947|STRG.23039.2:653-10750|+    -           3366 69548at50557         -            348   0.00015   19.8   0.0   2   2   0.00019    0.0059   14.6   0.0   131   305  3111  3304  3097  3319 0.70 -
767at50557_520822_0:000947|STRG.23039.3:653-10738|+    -           3362 69548at50557         -            348   0.00015   19.8   0.0   1   2         3        94    0.8   0.0    92   111  1137  1156  1117  1163 0.84 -
767at50557_520822_0:000947|STRG.23039.3:653-10738|+    -           3362 69548at50557         -            348   0.00015   19.8   0.0   2   2   0.00019    0.0061   14.5   0.0   131   305  3107  3300  3101  3315 0.69 -
80377at50557_132113_0:002e63|STRG.22705.1:2815-3402|+  -            196 69548at50557         -            348    0.0002   19.4   0.0   1   2   4.2e-05    0.0013   16.7   0.0   214   308     9   109     3   118 0.71 -
80377at50557_132113_0:002e63|STRG.22705.1:2815-3402|+  -            196 69548at50557         -            348    0.0002   19.4   0.0   2   2       5.5   1.7e+02   -0.1   0.0    89   120   129   160   118   174 0.76 -
80377at50557_132113_0:002e63|STRG.22705.2:994-1581|+   -            196 69548at50557         -            348    0.0002   19.4   0.0   1   2   4.2e-05    0.0013   16.7   0.0   214   308     9   109     3   118 0.71 -
80377at50557_132113_0:002e63|STRG.22705.2:994-1581|+   -            196 69548at50557         -            348    0.0002   19.4   0.0   2   2       5.5   1.7e+02   -0.1   0.0    89   120   129   160   118   174 0.76 -
90358at50557_34720_0:001602|STRG.3814.1:147-1331|+     -            395 69548at50557         -            348   0.00029   18.9   1.9   1   2      0.06       1.9    6.3   0.2   150   336    62   136    31   195 0.58 -
90358at50557_34720_0:001602|STRG.3814.1:147-1331|+     -            395 69548at50557         -            348   0.00029   18.9   1.9   2   2    0.0017     0.053   11.4   0.0   207   277   320   388   313   395 0.84 -
14512at50557_1218281_0:002752|STRG.19749.1:1084-1464|+ -            127 69548at50557         -            348   0.00033   18.7   0.0   1   1     1e-05   0.00033   18.7   0.0   174   222     5    60     1   125 0.81 -
14512at50557_1218281_0:002752|STRG.19749.2:711-1091|+  -            127 69548at50557         -            348   0.00033   18.7   0.0   1   1     1e-05   0.00033   18.7   0.0   174   222     5    60     1   125 0.81 -
57752at50557_7130_0:000163|STRG.8107.2:550-1071|+      -            174 69548at50557         -            348   0.00038   18.5   0.0   1   1   2.2e-05    0.0007   17.6   0.0   215   310    16   119     4   153 0.69 -
80377at50557_7237_0:001b62|STRG.10128.1:716-1573|+     -            286 69548at50557         -            348   0.00042   18.3   0.7   1   3   0.00038     0.012   13.6   0.1    95   144    13    67     6    78 0.60 -
80377at50557_7237_0:001b62|STRG.10128.1:716-1573|+     -            286 69548at50557         -            348   0.00042   18.3   0.7   2   3       3.3     1e+02    0.6   0.0   244   261   182   199   150   206 0.78 -
80377at50557_7237_0:001b62|STRG.10128.1:716-1573|+     -            286 69548at50557         -            348   0.00042   18.3   0.7   3   3       3.5   1.1e+02    0.5   0.0   205   234   236   266   220   283 0.79 -
57752at50557_224129_0:001d89|STRG.8107.6:435-1133|+    -            233 69548at50557         -            348   0.00051   18.1   0.1   1   1   3.5e-05    0.0011   17.0   0.0   214   310    74   178    44   212 0.72 -
66691at50557_456900_0:002b0f|STRG.19245.2:369-1166|+   -            266 69548at50557         -            348   0.00062   17.8   3.2   1   2     0.078       2.5    6.0   0.2   300   346    33    81    10    83 0.54 -
66691at50557_456900_0:002b0f|STRG.19245.2:369-1166|+   -            266 69548at50557         -            348   0.00062   17.8   3.2   2   2   3.4e-05    0.0011   17.0   1.6   241   346    63   172    55   174 0.74 -
118166at50557_103372_0:000213|STRG.1644.1:0-1160|+     -            387 69548at50557         -            348   0.00072   17.6   0.0   1   2   0.00013    0.0041   15.1   0.0   243   326   148   228   134   249 0.83 -
118166at50557_103372_0:000213|STRG.1644.1:0-1160|+     -            387 69548at50557         -            348   0.00072   17.6   0.0   2   2       5.6   1.8e+02   -0.2   0.0    63    89   285   314   265   340 0.81 -
37700at50557_38123_0:001549|STRG.9773.1:351-779|+      -            143 69548at50557         -            348   0.00085   17.3   0.0   1   1   2.9e-05   0.00093   17.2   0.0   193   320     1   133     1   143 0.73 -
66691at50557_456900_0:002b0f|STRG.19245.3:0-1175|+     -            392 69548at50557         -            348   0.00091   17.2   4.7   1   3      0.11       3.4    5.5   0.7   312   346    46    81     9   108 0.54 -
66691at50557_456900_0:002b0f|STRG.19245.3:0-1175|+     -            392 69548at50557         -            348   0.00091   17.2   4.7   2   3     0.021      0.68    7.8   0.0   321   346   172   198   159   200 0.89 -
66691at50557_456900_0:002b0f|STRG.19245.3:0-1175|+     -            392 69548at50557         -            348   0.00091   17.2   4.7   3   3      0.29         9    4.1   0.0   116   151   352   387   311   392 0.63 -
71739at50557_29053_0:001a5c|STRG.15991.1:1027-1581|+   -            185 69548at50557         -            348    0.0011   17.0   0.3   1   2     0.018      0.57    8.0   0.0   170   203    12    45     6    51 0.72 -
