#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
119132at50557_103372_0:001108|STRG.13750.1:35-1220|+  -            283 119132at50557        -            257   1.6e-88  295.1   3.4   1   1   4.8e-89     2e-87  291.5   3.4    35   256    22   283    17   283 0.87 -
55830at50557_103372_0:000f54|STRG.16786.3:703-1476|+  -            258 119132at50557        -            257   2.9e-05   22.3   2.9   4   4       2.5   1.1e+02    0.8   0.1   121   137   178   194   170   246 0.73 -
40115at50557_77166_0:00051d|STRG.21442.1:283-705|+    -            141 119132at50557        -            257   3.3e-05   22.1   0.2   1   4      0.13       5.6    5.0   0.0   119   138     2    21     2    33 0.86 -
40115at50557_77166_0:00051d|STRG.21442.1:283-705|+    -            141 119132at50557        -            257   3.3e-05   22.1   0.2   2   4       1.8        76    1.3   0.0   120   136    45    61    43    68 0.84 -
40115at50557_77166_0:00051d|STRG.21442.1:283-705|+    -            141 119132at50557        -            257   3.3e-05   22.1   0.2   3   4       0.5        21    3.1   0.0   119   137    86   104    62   106 0.77 -
40115at50557_77166_0:00051d|STRG.21442.1:283-705|+    -            141 119132at50557        -            257   3.3e-05   22.1   0.2   4   4    0.0073      0.31    9.1   0.0   101   132   103   141    92   141 0.85 -
77772at50557_88501_0:001deb|STRG.22449.1:697-1374|+   -            226 119132at50557        -            257   3.9e-05   21.9   0.0   1   2      0.06       2.5    6.1   0.0   119   144    56    81    27    89 0.66 -
77772at50557_88501_0:001deb|STRG.22449.1:697-1374|+   -            226 119132at50557        -            257   3.9e-05   21.9   0.0   2   2   0.00069     0.029   12.5   0.0    91   141   107   164    93   169 0.83 -
42371at50557_34720_0:000328|STRG.5876.3:104-1165|+    -            354 119132at50557        -            257   5.1e-05   21.5   1.9   1   3     0.021       0.9    7.6   0.1   118   183    47   115     5   161 0.82 -
42371at50557_34720_0:000328|STRG.5876.3:104-1165|+    -            354 119132at50557        -            257   5.1e-05   21.5   1.9   2   3    0.0094      0.39    8.8   0.1    85   140   222   287   214   293 0.74 -
42371at50557_34720_0:000328|STRG.5876.3:104-1165|+    -            354 119132at50557        -            257   5.1e-05   21.5   1.9   3   3     0.001     0.044   11.9   0.0    84   138   266   328   260   338 0.84 -
80377at50557_217634_0:002edc|STRG.4716.2:696-1577|+   -            294 119132at50557        -            257   5.5e-05   21.4   0.7   1   3   0.00045     0.019   13.1   0.0    87   138    69   128    65   134 0.83 -
80377at50557_217634_0:002edc|STRG.4716.2:696-1577|+   -            294 119132at50557        -            257   5.5e-05   21.4   0.7   2   3       0.3        13    3.8   0.0   119   139   156   176   126   193 0.69 -
80377at50557_217634_0:002edc|STRG.4716.2:696-1577|+   -            294 119132at50557        -            257   5.5e-05   21.4   0.7   3   3       1.4        60    1.6   0.0    85   116   243   274   225   293 0.82 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+   -            290 119132at50557        -            257   8.4e-05   20.8   0.4   1   5       4.4   1.8e+02    0.0   0.0   121   140    18    37    15    41 0.85 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+   -            290 119132at50557        -            257   8.4e-05   20.8   0.4   2   5      0.26        11    4.0   0.0   119   140   103   124    60   128 0.84 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+   -            290 119132at50557        -            257   8.4e-05   20.8   0.4   3   5      0.52        22    3.0   0.0   120   143   146   169   143   176 0.89 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+   -            290 119132at50557        -            257   8.4e-05   20.8   0.4   4   5       5.7   2.4e+02   -0.4   0.0   120   140   187   207   183   213 0.84 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+   -            290 119132at50557        -            257   8.4e-05   20.8   0.4   5   5      0.07       2.9    5.9   0.0     9    33   225   249   221   257 0.88 -
22706at50557_39758_0:0039b4|STRG.16098.1:72-2828|+    -            919 119132at50557        -            257   8.9e-05   20.7   0.4   1   2    0.0003     0.013   13.7   0.0    83   142   108   173    97   184 0.82 -
22706at50557_39758_0:0039b4|STRG.16098.1:72-2828|+    -            919 119132at50557        -            257   8.9e-05   20.7   0.4   2   2      0.32        13    3.7   0.0     9    33   238   262   231   286 0.80 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+    -            281 119132at50557        -            257   0.00011   20.4   4.4   1   4       1.3        56    1.7   0.1    16   186    12    75     1    84 0.43 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+    -            281 119132at50557        -            257   0.00011   20.4   4.4   2   4    0.0014      0.06   11.4   0.0   119   141    95   117    73   132 0.75 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+    -            281 119132at50557        -            257   0.00011   20.4   4.4   3   4      0.23       9.6    4.2   0.1   121   184   139   201   134   217 0.68 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+    -            281 119132at50557        -            257   0.00011   20.4   4.4   4   4       1.2        51    1.8   0.0   120   144   226   250   203   254 0.83 -
48053at50557_168631_0:000bf2|STRG.5986.1:18-403|+     -            115 119132at50557        -            257   0.00014   20.1   0.0   1   1   3.7e-06   0.00015   19.9   0.0    85   143    17    74     7   106 0.89 -
80377at50557_7159_0:002188|STRG.4716.1:576-1679|+     -            368 119132at50557        -            257   0.00015   20.0   0.8   1   3   0.00067     0.028   12.5   0.1    87   138   146   205   142   210 0.82 -
80377at50557_7159_0:002188|STRG.4716.1:576-1679|+     -            368 119132at50557        -            257   0.00015   20.0   0.8   2   3      0.42        18    3.4   0.0   119   139   233   253   203   270 0.69 -
80377at50557_7159_0:002188|STRG.4716.1:576-1679|+     -            368 119132at50557        -            257   0.00015   20.0   0.8   3   3       2.5   1.1e+02    0.8   0.0    85   115   320   350   305   356 0.80 -
80377at50557_7159_0:002188|STRG.4716.3:177-1280|+     -            368 119132at50557        -            257   0.00015   20.0   0.8   1   3   0.00067     0.028   12.5   0.1    87   138   146   205   142   210 0.82 -
80377at50557_7159_0:002188|STRG.4716.3:177-1280|+     -            368 119132at50557        -            257   0.00015   20.0   0.8   2   3      0.42        18    3.4   0.0   119   139   233   253   203   270 0.69 -
80377at50557_7159_0:002188|STRG.4716.3:177-1280|+     -            368 119132at50557        -            257   0.00015   20.0   0.8   3   3       2.5   1.1e+02    0.8   0.0    85   115   320   350   305   356 0.80 -
25500at50557_121845_0:000041|STRG.2667.1:325-1038|+   -            238 119132at50557        -            257   0.00017   19.8   0.5   1   4       1.2        49    1.9   0.0   120   140    12    32     8    38 0.83 -
25500at50557_121845_0:000041|STRG.2667.1:325-1038|+   -            238 119132at50557        -            257   0.00017   19.8   0.5   2   4     0.053       2.2    6.3   0.0   118   142    56    80    35    89 0.83 -
25500at50557_121845_0:000041|STRG.2667.1:325-1038|+   -            238 119132at50557        -            257   0.00017   19.8   0.5   3   4      0.21       8.8    4.3   0.0   121   138   102   119    96   126 0.86 -
25500at50557_121845_0:000041|STRG.2667.1:325-1038|+   -            238 119132at50557        -            257   0.00017   19.8   0.5   4   4       1.5        63    1.5   0.1   120   137   144   161   137   179 0.83 -
33043at50557_38123_0:000f44|STRG.11460.1:1515-2288|+  -            258 119132at50557        -            257   0.00026   19.2   0.5   1   3       0.5        21    3.1   0.0     4    33    34    63    31    70 0.91 -
33043at50557_38123_0:000f44|STRG.11460.1:1515-2288|+  -            258 119132at50557        -            257   0.00026   19.2   0.5   2   3    0.0021     0.088   10.9   0.1    83   144    87   155    80   181 0.79 -
33043at50557_38123_0:000f44|STRG.11460.1:1515-2288|+  -            258 119132at50557        -            257   0.00026   19.2   0.5   3   3       2.4     1e+02    0.9   0.0   120   135   173   188   169   197 0.84 -
42371at50557_520822_0:00190c|STRG.5876.2:509-2329|+   -            607 119132at50557        -            257   0.00027   19.1   1.7   1   3     0.048         2    6.4   0.1   117   183   299   368   242   409 0.81 -
42371at50557_520822_0:00190c|STRG.5876.2:509-2329|+   -            607 119132at50557        -            257   0.00027   19.1   1.7   2   3     0.018      0.75    7.8   0.1    86   142   476   542   468   555 0.73 -
42371at50557_520822_0:00190c|STRG.5876.2:509-2329|+   -            607 119132at50557        -            257   0.00027   19.1   1.7   3   3    0.0025       0.1   10.7   0.0    84   138   519   581   514   590 0.84 -
42371at50557_520822_0:00190c|STRG.5876.1:509-2332|+   -            608 119132at50557        -            257   0.00028   19.1   1.8   1   3     0.046         2    6.5   0.2   117   183   300   369   241   410 0.81 -
42371at50557_520822_0:00190c|STRG.5876.1:509-2332|+   -            608 119132at50557        -            257   0.00028   19.1   1.8   2   3     0.018      0.75    7.8   0.1    86   142   477   543   469   556 0.73 -
42371at50557_520822_0:00190c|STRG.5876.1:509-2332|+   -            608 119132at50557        -            257   0.00028   19.1   1.8   3   3    0.0025       0.1   10.7   0.0    84   138   520   582   515   591 0.84 -
80377at50557_104688_0:000c4b|STRG.15451.1:453-977|+   -            175 119132at50557        -            257    0.0004   18.6   0.8   1   2     0.028       1.2    7.2   0.0   104   141    28    72    19    87 0.76 -
80377at50557_104688_0:000c4b|STRG.15451.1:453-977|+   -            175 119132at50557        -            257    0.0004   18.6   0.8   2   2     0.005      0.21    9.7   0.2    42   107    98   167    75   169 0.67 -
48053at50557_1629725_0:001d98|STRG.10359.1:697-1386|+ -            230 119132at50557        -            257   0.00046   18.4   1.2   1   3       1.9        81    1.2   0.1   100   134    24    63    22    73 0.71 -
48053at50557_1629725_0:001d98|STRG.10359.1:697-1386|+ -            230 119132at50557        -            257   0.00046   18.4   1.2   2   3   0.00028     0.012   13.8   0.0    88   143    98   159    87   164 0.74 -
48053at50557_1629725_0:001d98|STRG.10359.1:697-1386|+ -            230 119132at50557        -            257   0.00046   18.4   1.2   3   3       3.4   1.4e+02    0.4   0.1   101   131   194   230   170   230 0.60 -
76755at50557_64793_0:0021c2|STRG.20869.2:1272-1952|+  -            227 119132at50557        -            257   0.00066   17.9   4.6   1   4     0.065       2.7    6.0   0.0   120   139     6    25     5    37 0.87 -
76755at50557_64793_0:0021c2|STRG.20869.2:1272-1952|+  -            227 119132at50557        -            257   0.00066   17.9   4.6   2   4      0.17         7    4.7   0.1   119   143    48    72    42    95 0.87 -
76755at50557_64793_0:0021c2|STRG.20869.2:1272-1952|+  -            227 119132at50557        -            257   0.00066   17.9   4.6   3   4       7.5   3.2e+02   -0.8   0.0     8    32    82   106    75   114 0.83 -
76755at50557_64793_0:0021c2|STRG.20869.2:1272-1952|+  -            227 119132at50557        -            257   0.00066   17.9   4.6   4   4     0.091       3.8    5.5   0.4   119   192   140   211   136   224 0.69 -
78072at50557_39758_0:003b38|STRG.9545.1:660-1199|+    -            180 119132at50557        -            257   0.00084   17.5   0.2   1   2     0.041       1.7    6.7   0.0   120   140    76    96    73   103 0.85 -
78072at50557_39758_0:003b38|STRG.9545.1:660-1199|+    -            180 119132at50557        -            257   0.00084   17.5   0.2   2   2     0.013      0.56    8.3   0.0   120   136   123   139   117   147 0.91 -
78072at50557_39758_0:003b38|STRG.9545.2:926-1465|+    -            180 119132at50557        -            257   0.00084   17.5   0.2   1   2     0.041       1.7    6.7   0.0   120   140    76    96    73   103 0.85 -
78072at50557_39758_0:003b38|STRG.9545.2:926-1465|+    -            180 119132at50557        -            257   0.00084   17.5   0.2   2   2     0.013      0.56    8.3   0.0   120   136   123   139   117   147 0.91 -
78072at50557_139723_0:002bcb|STRG.10359.2:582-1382|+  -            267 119132at50557        -            257   0.00085   17.5   1.4   1   3       2.4     1e+02    0.8   0.1   100   134    61   100    58   108 0.71 -
78072at50557_139723_0:002bcb|STRG.10359.2:582-1382|+  -            267 119132at50557        -            257   0.00085   17.5   1.4   2   3   0.00036     0.015   13.4   0.0    88   143   135   196   124   201 0.73 -
78072at50557_139723_0:002bcb|STRG.10359.2:582-1382|+  -            267 119132at50557        -            257   0.00085   17.5   1.4   3   3       4.4   1.9e+02   -0.0   0.1   101   131   231   267   208   267 0.60 -
33043at50557_6973_0:0036f9|STRG.9772.1:2133-2768|+    -            212 119132at50557        -            257     0.001   17.2   0.3   1   2       1.5        64    1.5   0.0   118   144    37    63    31    84 0.82 -
33043at50557_6973_0:0036f9|STRG.9772.1:2133-2768|+    -            212 119132at50557        -            257     0.001   17.2   0.3   2   2    0.0065      0.27    9.3   0.3     4   111    79   183    76   184 0.60 -
33043at50557_6973_0:0036f9|STRG.9772.2:1416-2051|+    -            212 119132at50557        -            257     0.001   17.2   0.3   1   2       1.5        64    1.5   0.0   118   144    37    63    31    84 0.82 -
33043at50557_6973_0:0036f9|STRG.9772.2:1416-2051|+    -            212 119132at50557        -            257     0.001   17.2   0.3   2   2    0.0065      0.27    9.3   0.3     4   111    79   183    76   184 0.60 -
25500at50557_121845_0:000041|STRG.2667.2:143-772|+    -            210 119132at50557        -            257     0.001   17.2   0.2   1   3     0.043       1.8    6.6   0.0   118   142    28    52     8    63 0.84 -
25500at50557_121845_0:000041|STRG.2667.2:143-772|+    -            210 119132at50557        -            257     0.001   17.2   0.2   2   3      0.18       7.4    4.6   0.0   121   138    74    91    69    99 0.86 -
25500at50557_121845_0:000041|STRG.2667.2:143-772|+    -            210 119132at50557        -            257     0.001   17.2   0.2   3   3       1.2        50    1.9   0.1   120   138   116   134   108   152 0.83 -
80377at50557_108931_0:002353|STRG.9463.1:2878-3498|+  -            207 119132at50557        -            257    0.0011   17.1   0.3   1   2     0.064       2.7    6.0   0.2   108   137    33    70     3    81 0.65 -
80377at50557_108931_0:002353|STRG.9463.1:2878-3498|+  -            207 119132at50557        -            257    0.0011   17.1   0.3   2   2      0.16       6.9    4.7   0.0     5    30    88   113    84   166 0.86 -
80377at50557_108931_0:002353|STRG.9463.2:2982-3602|+  -            207 119132at50557        -            257    0.0011   17.1   0.3   1   2     0.064       2.7    6.0   0.2   108   137    33    70     3    81 0.65 -
80377at50557_108931_0:002353|STRG.9463.2:2982-3602|+  -            207 119132at50557        -            257    0.0011   17.1   0.3   2   2      0.16       6.9    4.7   0.0     5    30    88   113    84   166 0.86 -
80377at50557_108931_0:002353|STRG.9463.3:2219-2839|+  -            207 119132at50557        -            257    0.0011   17.1   0.3   1   2     0.064       2.7    6.0   0.2   108   137    33    70     3    81 0.65 -
80377at50557_108931_0:002353|STRG.9463.3:2219-2839|+  -            207 119132at50557        -            257    0.0011   17.1   0.3   2   2      0.16       6.9    4.7   0.0     5    30    88   113    84   166 0.86 -
80377at50557_108931_0:002353|STRG.9463.4:1466-2086|+  -            207 119132at50557        -            257    0.0011   17.1   0.3   1   2     0.064       2.7    6.0   0.2   108   137    33    70     3    81 0.65 -
80377at50557_108931_0:002353|STRG.9463.4:1466-2086|+  -            207 119132at50557        -            257    0.0011   17.1   0.3   2   2      0.16       6.9    4.7   0.0     5    30    88   113    84   166 0.86 -
767at50557_6973_0:000e47|STRG.23039.4:11-1183|+       -            342 119132at50557        -            257    0.0012   17.0   0.3   1   2      0.46        19    3.2   0.1   122   139   114   131   110   139 0.82 -
767at50557_6973_0:000e47|STRG.23039.4:11-1183|+       -            342 119132at50557        -            257    0.0012   17.0   0.3   2   2    0.0037      0.16   10.1   0.0    83   137   248   309   238   314 0.83 -
80377at50557_132113_0:002e63|STRG.18481.2:3489-4103|+ -            205 119132at50557        -            257    0.0014   16.8   0.0   1   2   0.00016    0.0065   14.6   0.0     6    37    19    50    16    72 0.86 -
80377at50557_132113_0:002e63|STRG.18481.2:3489-4103|+ -            205 119132at50557        -            257    0.0014   16.8   0.0   2   2       5.6   2.3e+02   -0.3   0.0   128   189   120   176    99   186 0.72 -
80377at50557_6973_0:004ca4|STRG.23039.5:220-888|+     -            223 119132at50557        -            257    0.0017   16.5   0.4   1   4      0.25        10    4.1   0.1   121   139    30    48    25    56 0.82 -
80377at50557_6973_0:004ca4|STRG.23039.5:220-888|+     -            223 119132at50557        -            257    0.0017   16.5   0.4   2   4       6.9   2.9e+02   -0.6   0.0    60    60   120   120    57   153 0.55 -
80377at50557_6973_0:004ca4|STRG.23039.5:220-888|+     -            223 119132at50557        -            257    0.0017   16.5   0.4   3   4      0.12       4.9    5.2   0.0    11    36   161   186   103   197 0.71 -
80377at50557_6973_0:004ca4|STRG.23039.5:220-888|+     -            223 119132at50557        -            257    0.0017   16.5   0.4   4   4    0.0092      0.39    8.8   0.0    83   133   165   222   161   223 0.83 -
78072at50557_7038_0:0021a3|STRG.3821.1:789-1637|+     -            283 119132at50557        -            257    0.0019   16.4   0.3   1   3      0.19       7.9    4.5   0.0   120   138    63    81     7    94 0.76 -
78072at50557_7038_0:0021a3|STRG.3821.1:789-1637|+     -            283 119132at50557        -            257    0.0019   16.4   0.3   2   3     0.027       1.1    7.3   0.0   120   149   105   135   102   143 0.73 -
78072at50557_7038_0:0021a3|STRG.3821.1:789-1637|+     -            283 119132at50557        -            257    0.0019   16.4   0.3   3   3       4.7     2e+02   -0.1   0.0   119   141   148   170   144   184 0.81 -
78072at50557_7038_0:0021a3|STRG.3821.3:789-1637|+     -            283 119132at50557        -            257    0.0019   16.4   0.3   1   3      0.19       7.9    4.5   0.0   120   138    63    81     7    94 0.76 -
78072at50557_7038_0:0021a3|STRG.3821.3:789-1637|+     -            283 119132at50557        -            257    0.0019   16.4   0.3   2   3     0.027       1.1    7.3   0.0   120   149   105   135   102   143 0.73 -
78072at50557_7038_0:0021a3|STRG.3821.3:789-1637|+     -            283 119132at50557        -            257    0.0019   16.4   0.3   3   3       4.7     2e+02   -0.1   0.0   119   141   148   170   144   184 0.81 -
78072at50557_7038_0:0021a3|STRG.3821.4:180-1028|+     -            283 119132at50557        -            257    0.0019   16.4   0.3   1   3      0.19       7.9    4.5   0.0   120   138    63    81     7    94 0.76 -
78072at50557_7038_0:0021a3|STRG.3821.4:180-1028|+     -            283 119132at50557        -            257    0.0019   16.4   0.3   2   3     0.027       1.1    7.3   0.0   120   149   105   135   102   143 0.73 -
78072at50557_7038_0:0021a3|STRG.3821.4:180-1028|+     -            283 119132at50557        -            257    0.0019   16.4   0.3   3   3       4.7     2e+02   -0.1   0.0   119   141   148   170   144   184 0.81 -
7320at50557_13249_0:0028f8|STRG.13389.1:962-1726|+    -            255 119132at50557        -            257     0.002   16.2   0.1   1   1   7.9e-05    0.0033   15.6   0.1    80   138   100   154    83   168 0.86 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+    -            376 119132at50557        -            257    0.0021   16.2   4.6   1   3       2.6   1.1e+02    0.7   0.0    87   133    61   114    32   124 0.65 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+    -            376 119132at50557        -            257    0.0021   16.2   4.6   2   3    0.0093      0.39    8.8   0.3    91   138   189   243   178   250 0.74 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+    -            376 119132at50557        -            257    0.0021   16.2   4.6   3   3      0.03       1.3    7.1   0.1   105   137   246   284   241   292 0.72 -
76755at50557_64793_0:0021c2|STRG.20869.1:0-959|+      -            320 119132at50557        -            257    0.0024   16.0   6.0   1   4         7   2.9e+02   -0.7   0.0    14    33    52    71    40    95 0.78 -
76755at50557_64793_0:0021c2|STRG.20869.1:0-959|+      -            320 119132at50557        -            257    0.0024   16.0   6.0   2   4     0.098       4.1    5.4   0.0   120   139    99   118    95   127 0.88 -
76755at50557_64793_0:0021c2|STRG.20869.1:0-959|+      -            320 119132at50557        -            257    0.0024   16.0   6.0   3   4      0.25        11    4.1   0.1   119   143   141   165   136   201 0.86 -
76755at50557_64793_0:0021c2|STRG.20869.1:0-959|+      -            320 119132at50557        -            257    0.0024   16.0   6.0   4   4      0.18       7.7    4.5   0.3   119   191   233   303   229   312 0.66 -
80377at50557_568069_0:004eea|STRG.6000.1:60-914|+     -            285 119132at50557        -            257    0.0024   16.0   1.2   1   3       1.1        47    2.0   0.0     5    31    11    37     8    48 0.86 -
80377at50557_568069_0:004eea|STRG.6000.1:60-914|+     -            285 119132at50557        -            257    0.0024   16.0   1.2   2   3     0.004      0.17   10.0   0.0   120   144    68    92    60   100 0.89 -
80377at50557_568069_0:004eea|STRG.6000.1:60-914|+     -            285 119132at50557        -            257    0.0024   16.0   1.2   3   3       4.1   1.7e+02    0.1   0.1   120   134   192   206   128   215 0.75 -
69548at50557_116153_0:002191|STRG.8782.1:477-1175|+   -            233 119132at50557        -            257    0.0024   16.0   0.4   1   2       0.1       4.3    5.4   0.0   120   142    81   103    80   110 0.84 -
69548at50557_116153_0:002191|STRG.8782.1:477-1175|+   -            233 119132at50557        -            257    0.0024   16.0   0.4   2   2     0.032       1.4    7.0   0.1   122   184   133   196   111   209 0.58 -
69548at50557_116153_0:002191|STRG.8782.2:504-1202|+   -            233 119132at50557        -            257    0.0024   16.0   0.4   1   2       0.1       4.3    5.4   0.0   120   142    81   103    80   110 0.84 -
69548at50557_116153_0:002191|STRG.8782.2:504-1202|+   -            233 119132at50557        -            257    0.0024   16.0   0.4   2   2     0.032       1.4    7.0   0.1   122   184   133   196   111   209 0.58 -
69548at50557_116153_0:002191|STRG.8782.3:648-1346|+   -            233 119132at50557        -            257    0.0024   16.0   0.4   1   2       0.1       4.3    5.4   0.0   120   142    81   103    80   110 0.84 -
69548at50557_116153_0:002191|STRG.8782.3:648-1346|+   -            233 119132at50557        -            257    0.0024   16.0   0.4   2   2     0.032       1.4    7.0   0.1   122   184   133   196   111   209 0.58 -
69548at50557_116153_0:002191|STRG.8782.4:1005-1703|+  -            233 119132at50557        -            257    0.0024   16.0   0.4   1   2       0.1       4.3    5.4   0.0   120   142    81   103    80   110 0.84 -
69548at50557_116153_0:002191|STRG.8782.4:1005-1703|+  -            233 119132at50557        -            257    0.0024   16.0   0.4   2   2     0.032       1.4    7.0   0.1   122   184   133   196   111   209 0.58 -
69548at50557_116153_0:002191|STRG.8782.5:555-1253|+   -            233 119132at50557        -            257    0.0024   16.0   0.4   1   2       0.1       4.3    5.4   0.0   120   142    81   103    80   110 0.84 -
69548at50557_116153_0:002191|STRG.8782.5:555-1253|+   -            233 119132at50557        -            257    0.0024   16.0   0.4   2   2     0.032       1.4    7.0   0.1   122   184   133   196   111   209 0.58 -
40115at50557_116153_0:000cbb|STRG.9768.1:168-1067|+   -            300 119132at50557        -            257    0.0026   15.9   0.0   1   3      0.44        18    3.3   0.0     2    37     2    37     1    59 0.67 -
40115at50557_116153_0:000cbb|STRG.9768.1:168-1067|+   -            300 119132at50557        -            257    0.0026   15.9   0.0   2   3       1.9        82    1.2   0.0   119   142    63    86    59    93 0.88 -
40115at50557_116153_0:000cbb|STRG.9768.1:168-1067|+   -            300 119132at50557        -            257    0.0026   15.9   0.0   3   3     0.028       1.2    7.2   0.0    85   119   106   140    87   168 0.61 -
118166at50557_103372_0:000213|STRG.1644.1:0-1160|+    -            387 119132at50557        -            257    0.0028   15.8   0.3   1   1    0.0013     0.056   11.5   0.1     2   137    53   212    52   226 0.64 -
43553at50557_103372_0:0013d1|STRG.16625.2:2-1177|+    -            392 119132at50557        -            257    0.0029   15.7   4.8   1   3       2.8   1.2e+02    0.7   0.0    87   133   103   156    74   166 0.65 -
43553at50557_103372_0:0013d1|STRG.16625.2:2-1177|+    -            392 119132at50557        -            257    0.0029   15.7   4.8   2   3     0.011      0.46    8.6   0.3    91   137   231   284   222   291 0.73 -
43553at50557_103372_0:0013d1|STRG.16625.2:2-1177|+    -            392 119132at50557        -            257    0.0029   15.7   4.8   3   3     0.032       1.4    7.0   0.1   105   137   288   326   283   334 0.72 -
116554at50557_307491_0:000d5d|STRG.14800.1:320-1066|+ -            249 119132at50557        -            257    0.0033   15.6   1.2   1   3       1.3        54    1.8   0.0   119   143    53    77    14    80 0.88 -
116554at50557_307491_0:000d5d|STRG.14800.1:320-1066|+ -            249 119132at50557        -            257    0.0033   15.6   1.2   2   3       1.6        66    1.5   0.0   113   138    89   114    86   124 0.84 -
116554at50557_307491_0:000d5d|STRG.14800.1:320-1066|+ -            249 119132at50557        -            257    0.0033   15.6   1.2   3   3    0.0066      0.28    9.3   0.1   120   139   144   163   121   218 0.84 -
43719at50557_456900_0:000a8d|STRG.5392.2:130-1978|+   -            590 119132at50557        -            257    0.0037   15.4   0.2   1   1    0.0009     0.038   12.1   0.1    85   143     8    75     3   116 0.79 -
40115at50557_411798_0:002bfa|STRG.15736.1:627-1412|+  -            262 119132at50557        -            257     0.004   15.3   0.3   1   2     0.071         3    5.9   0.1   124   160    40    76    14    86 0.83 -
40115at50557_411798_0:002bfa|STRG.15736.1:627-1412|+  -            262 119132at50557        -            257     0.004   15.3   0.3   2   2     0.029       1.2    7.2   0.0    82   118   117   153   109   191 0.74 -
57752at50557_680683_0:00261f|STRG.20906.2:2029-2904|+ -            292 119132at50557        -            257    0.0051   15.0   0.4   1   2    0.0035      0.15   10.1   0.0   103   139    50    92    40   100 0.75 -
57752at50557_680683_0:00261f|STRG.20906.2:2029-2904|+ -            292 119132at50557        -            257    0.0051   15.0   0.4   2   2       2.4     1e+02    0.9   0.1   101   134   225   264   209   277 0.73 -
57752at50557_680683_0:00261f|STRG.20906.3:1995-2870|+ -            292 119132at50557        -            257    0.0051   15.0   0.4   1   2    0.0035      0.15   10.1   0.0   103   139    50    92    40   100 0.75 -
57752at50557_680683_0:00261f|STRG.20906.3:1995-2870|+ -            292 119132at50557        -            257    0.0051   15.0   0.4   2   2       2.4     1e+02    0.9   0.1   101   134   225   264   209   277 0.73 -
31374at50557_217634_0:002f47|STRG.21444.1:33-227|+    -             65 119132at50557        -            257    0.0052   14.9   0.2   1   2       0.9        38    2.3   0.0   121   132     1    12     1    16 0.93 -
31374at50557_217634_0:002f47|STRG.21444.1:33-227|+    -             65 119132at50557        -            257    0.0052   14.9   0.2   2   2    0.0016     0.069   11.2   0.0   112   139    27    61    16    65 0.58 -
14512at50557_56086_0:000590|STRG.9226.1:1797-2150|+   -            118 119132at50557        -            257    0.0063   14.7   0.0   1   2      0.73        31    2.6   0.0   119   136     3    20     1    31 0.86 -
14512at50557_56086_0:000590|STRG.9226.1:1797-2150|+   -            118 119132at50557        -            257    0.0063   14.7   0.0   2   2    0.0032      0.13   10.3   0.0    83   106    92   115    49   118 0.88 -
14512at50557_56086_0:000590|STRG.9226.2:1797-2150|+   -            118 119132at50557        -            257    0.0063   14.7   0.0   1   2      0.73        31    2.6   0.0   119   136     3    20     1    31 0.86 -
14512at50557_56086_0:000590|STRG.9226.2:1797-2150|+   -            118 119132at50557        -            257    0.0063   14.7   0.0   2   2    0.0032      0.13   10.3   0.0    83   106    92   115    49   118 0.88 -
14512at50557_56086_0:000590|STRG.9226.4:1627-1980|+   -            118 119132at50557        -            257    0.0063   14.7   0.0   1   2      0.73        31    2.6   0.0   119   136     3    20     1    31 0.86 -
14512at50557_56086_0:000590|STRG.9226.4:1627-1980|+   -            118 119132at50557        -            257    0.0063   14.7   0.0   2   2    0.0032      0.13   10.3   0.0    83   106    92   115    49   118 0.88 -
14512at50557_56086_0:000590|STRG.9226.5:1633-1986|+   -            118 119132at50557        -            257    0.0063   14.7   0.0   1   2      0.73        31    2.6   0.0   119   136     3    20     1    31 0.86 -
14512at50557_56086_0:000590|STRG.9226.5:1633-1986|+   -            118 119132at50557        -            257    0.0063   14.7   0.0   2   2    0.0032      0.13   10.3   0.0    83   106    92   115    49   118 0.88 -
14512at50557_56086_0:000590|STRG.9226.6:1606-1959|+   -            118 119132at50557        -            257    0.0063   14.7   0.0   1   2      0.73        31    2.6   0.0   119   136     3    20     1    31 0.86 -
14512at50557_56086_0:000590|STRG.9226.6:1606-1959|+   -            118 119132at50557        -            257    0.0063   14.7   0.0   2   2    0.0032      0.13   10.3   0.0    83   106    92   115    49   118 0.88 -
