#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
60092at50557_103372_0:00284b|STRG.22910.1:842-2152|+    -            437 60092at50557         -            372    7e-202  668.9   0.0   1   1  1.7e-203  9.9e-202  668.4   0.0     7   371    32   434    24   435 0.94 -
117213at50557_103372_0:0001d1|STRG.698.1:57-701|+       -            215 60092at50557         -            372   0.00012   19.8   0.0   2   2       6.4   3.6e+02   -1.5   0.0     9    39   145   176   138   190 0.74 -
117213at50557_103372_0:0001d1|STRG.698.2:53-697|+       -            215 60092at50557         -            372   0.00012   19.8   0.0   1   2   4.5e-06   0.00025   18.8   0.0    10    70    80   140    70   165 0.87 -
117213at50557_103372_0:0001d1|STRG.698.2:53-697|+       -            215 60092at50557         -            372   0.00012   19.8   0.0   2   2       6.4   3.6e+02   -1.5   0.0     9    39   145   176   138   190 0.74 -
117213at50557_7244_0:0017ed|STRG.23608.1:853-1293|+     -            147 60092at50557         -            372   0.00014   19.6   0.0   1   2     0.006      0.34    8.5   0.0     8    58    18    69     9    82 0.81 -
117213at50557_7244_0:0017ed|STRG.23608.1:853-1293|+     -            147 60092at50557         -            372   0.00014   19.6   0.0   2   2    0.0027      0.15    9.6   0.0     8    64    85   142    75   147 0.83 -
117213at50557_7244_0:0017ed|STRG.23608.2:871-1311|+     -            147 60092at50557         -            372   0.00014   19.6   0.0   1   2     0.006      0.34    8.5   0.0     8    58    18    69     9    82 0.81 -
117213at50557_7244_0:0017ed|STRG.23608.2:871-1311|+     -            147 60092at50557         -            372   0.00014   19.6   0.0   2   2    0.0027      0.15    9.6   0.0     8    64    85   142    75   147 0.83 -
63888at50557_7004_0:004d6e|STRG.9097.1:318-764|+        -            149 60092at50557         -            372   0.00014   19.6   0.0   1   2      0.12       6.6    4.2   0.0    10    44    33    67    15    78 0.82 -
63888at50557_7004_0:004d6e|STRG.9097.1:318-764|+        -            149 60092at50557         -            372   0.00014   19.6   0.0   2   2   0.00016     0.009   13.7   0.0    14    53   106   145    95   149 0.88 -
117213at50557_108931_0:000ba4|STRG.15414.1:173-562|+    -            130 60092at50557         -            372   0.00018   19.2   0.0   1   2     0.022       1.2    6.6   0.0    15    44    26    55    12    60 0.88 -
117213at50557_108931_0:000ba4|STRG.15414.1:173-562|+    -            130 60092at50557         -            372   0.00018   19.2   0.0   2   2   0.00085     0.048   11.3   0.0    18    59    63   104    55   130 0.82 -
117213at50557_108931_0:000ba4|STRG.15414.2:182-580|+    -            133 60092at50557         -            372    0.0002   19.1   0.0   1   2     0.023       1.3    6.5   0.0    15    44    29    58    15    63 0.88 -
117213at50557_108931_0:000ba4|STRG.15414.2:182-580|+    -            133 60092at50557         -            372    0.0002   19.1   0.0   2   2   0.00089     0.051   11.2   0.0    18    59    66   107    58   133 0.82 -
117213at50557_121845_0:002168|STRG.23753.2:32-439|+     -            136 60092at50557         -            372   0.00032   18.4   0.0   1   1   9.8e-06   0.00056   17.6   0.0     9    70    28    93    20    98 0.87 -
117213at50557_286706_0:002864|STRG.12123.1:1398-1817|+  -            140 60092at50557         -            372   0.00036   18.3   0.0   1   2    0.0068      0.39    8.3   0.0    17    70    39    91    30    94 0.88 -
117213at50557_286706_0:002864|STRG.12123.1:1398-1817|+  -            140 60092at50557         -            372   0.00036   18.3   0.0   2   2    0.0068      0.39    8.3   0.0     9    50    97   138    92   140 0.90 -
117213at50557_64793_0:00296e|STRG.6526.1:293-667|+      -            125 60092at50557         -            372   0.00038   18.2   0.0   1   1   6.7e-06   0.00038   18.2   0.0     7    59    27    81     3   122 0.80 -
117213at50557_123851_0:000030|STRG.10525.4:289-738|+    -            150 60092at50557         -            372   0.00063   17.5   0.3   1   3       3.5     2e+02   -0.7   0.1    19    54    12    50     5    68 0.57 -
117213at50557_123851_0:000030|STRG.10525.4:289-738|+    -            150 60092at50557         -            372   0.00063   17.5   0.3   2   3   0.00093     0.053   11.1   0.0    20    71    49   100    36   111 0.62 -
117213at50557_123851_0:000030|STRG.10525.4:289-738|+    -            150 60092at50557         -            372   0.00063   17.5   0.3   3   3      0.16       8.9    3.8   0.0     6    37   119   150   114   150 0.91 -
117213at50557_35570_0:00266c|STRG.11733.1:13-363|+      -            117 60092at50557         -            372   0.00089   17.0   0.0   1   2       4.4   2.5e+02   -1.0   0.0    10    43     3    36     2    41 0.74 -
117213at50557_35570_0:00266c|STRG.11733.1:13-363|+      -            117 60092at50557         -            372   0.00089   17.0   0.0   2   2   3.2e-05    0.0018   15.9   0.0    15    55    41    81    24   103 0.85 -
966at50557_76194_0:00107d|STRG.4410.1:96-683|+          -            196 60092at50557         -            372    0.0025   15.5   0.0   1   2    0.0093      0.53    7.8   0.0     8    45    36    73    30    77 0.90 -
966at50557_76194_0:00107d|STRG.4410.1:96-683|+          -            196 60092at50557         -            372    0.0025   15.5   0.0   2   2     0.052         3    5.4   0.0    16    57    80   121    76   153 0.82 -
63888at50557_7091_0:002469|STRG.11867.1:1150-1887|+     -            246 60092at50557         -            372     0.003   15.2   0.0   1   2      0.65        37    1.8   0.0    10    44    28    62    25    66 0.90 -
63888at50557_7091_0:002469|STRG.11867.1:1150-1887|+     -            246 60092at50557         -            372     0.003   15.2   0.0   2   2   0.00059     0.034   11.8   0.0    16    65    65   117    59   124 0.81 -
63888at50557_7091_0:002469|STRG.11867.2:1150-1887|+     -            246 60092at50557         -            372     0.003   15.2   0.0   1   2      0.65        37    1.8   0.0    10    44    28    62    25    66 0.90 -
63888at50557_7091_0:002469|STRG.11867.2:1150-1887|+     -            246 60092at50557         -            372     0.003   15.2   0.0   2   2   0.00059     0.034   11.8   0.0    16    65    65   117    59   124 0.81 -
63888at50557_7091_0:002469|STRG.11867.3:1101-1838|+     -            246 60092at50557         -            372     0.003   15.2   0.0   1   2      0.65        37    1.8   0.0    10    44    28    62    25    66 0.90 -
63888at50557_7091_0:002469|STRG.11867.3:1101-1838|+     -            246 60092at50557         -            372     0.003   15.2   0.0   2   2   0.00059     0.034   11.8   0.0    16    65    65   117    59   124 0.81 -
117213at50557_40932_0:003c51|STRG.17526.1:1005-1427|+   -            141 60092at50557         -            372    0.0042   14.8   0.0   1   2   0.00033     0.019   12.6   0.0    11    77    26    91    14    94 0.85 -
117213at50557_40932_0:003c51|STRG.17526.1:1005-1427|+   -            141 60092at50557         -            372    0.0042   14.8   0.0   2   2       2.7   1.5e+02   -0.3   0.0    17    39   101   123    91   128 0.84 -
96662at50557_104452_0:001c4a|STRG.17398.1:6-722|+       -            239 60092at50557         -            372    0.0083   13.8   0.0   1   1   0.00022     0.013   13.2   0.0     8    53   182   227   151   234 0.91 -
2648at50557_38123_0:000f4e|STRG.24305.1:2130-2900|+     -            257 60092at50557         -            372    0.0086   13.7   0.1   1   2     0.014      0.79    7.3   0.0    10    76   128   204   122   214 0.67 -
2648at50557_38123_0:000f4e|STRG.24305.1:2130-2900|+     -            257 60092at50557         -            372    0.0086   13.7   0.1   2   2     0.059       3.3    5.2   0.0    10    54   206   257   201   257 0.78 -
117213at50557_38123_0:0023a4|STRG.21216.2:2533-2865|+   -            111 60092at50557         -            372     0.011   13.4   0.0   1   1   0.00023     0.013   13.1   0.0    10    60    33    84    22   111 0.85 -
19423at50557_144034_0:001c3e|STRG.2609.1:912-3923|+     -           1004 60092at50557         -            372     0.011   13.4   0.0   1   1   0.00044     0.025   12.2   0.0    11    76   615   680   609   688 0.87 -
19423at50557_144034_0:001c3e|STRG.2609.2:0-3080|+       -           1027 60092at50557         -            372     0.011   13.4   0.0   1   1   0.00045     0.026   12.2   0.0    11    76   615   680   609   688 0.87 -
12555at50557_121845_0:00419d|STRG.3213.1:233-493|+      -             87 60092at50557         -            372     0.043   11.4   0.0   1   1   0.00075     0.043   11.4   0.0    10    43    35    68     3    82 0.91 -
117213at50557_7230_0:0016dc|STRG.1376.1:2636-2962|+     -            109 60092at50557         -            372     0.058   11.0   0.0   1   1    0.0015     0.088   10.4   0.0     4    50    59   107    56   109 0.76 -
117213at50557_7230_0:0016dc|STRG.1376.4:2655-2981|+     -            109 60092at50557         -            372     0.058   11.0   0.0   1   1    0.0015     0.088   10.4   0.0     4    50    59   107    56   109 0.76 -
117213at50557_7230_0:0016dc|STRG.1376.5:1475-1801|+     -            109 60092at50557         -            372     0.058   11.0   0.0   1   1    0.0015     0.088   10.4   0.0     4    50    59   107    56   109 0.76 -
117213at50557_74869_0:001938|STRG.3720.1:377-742|+      -            122 60092at50557         -            372     0.071   10.7   0.0   1   1    0.0013     0.076   10.6   0.0    13    42    54    83    18   119 0.68 -
117213at50557_74869_0:001938|STRG.3720.2:377-742|+      -            122 60092at50557         -            372     0.071   10.7   0.0   1   1    0.0013     0.076   10.6   0.0    13    42    54    83    18   119 0.68 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/60092at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/60092at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/60092at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:19:08 2024
# [ok]
