#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
48053at50557_121845_0:002b56|STRG.5987.1:7-345|+       -            113 48053at50557         -            417   1.1e-57  194.5   0.0   1   1   2.7e-59   1.3e-57  194.3   0.0   281   377     7   113     3   113 0.94 -
78072at50557_156304_0:001dd8|STRG.5610.2:1755-2471|+   -            239 48053at50557         -            417    0.0042   14.7   0.9   1   2   0.00059     0.028   12.0   0.1   319   346    11    38     4    57 0.81 -
78072at50557_156304_0:001dd8|STRG.5610.2:1755-2471|+   -            239 48053at50557         -            417    0.0042   14.7   0.9   2   2       1.1        51    1.3   0.1   305   312   130   137    48   228 0.65 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+    -            320 48053at50557         -            417    0.0043   14.7   1.3   1   3       0.9        42    1.5   0.0   324   350    25    51    11   100 0.61 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+    -            320 48053at50557         -            417    0.0043   14.7   1.3   2   3       1.4        67    0.9   0.1   285   314   120   149   112   156 0.86 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+    -            320 48053at50557         -            417    0.0043   14.7   1.3   3   3    0.0066      0.31    8.6   0.0   186   280   177   276   168   303 0.76 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+     -            320 48053at50557         -            417    0.0043   14.7   1.3   1   3       0.9        42    1.5   0.0   324   350    25    51    11   100 0.61 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+     -            320 48053at50557         -            417    0.0043   14.7   1.3   2   3       1.4        67    0.9   0.1   285   314   120   149   112   156 0.86 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+     -            320 48053at50557         -            417    0.0043   14.7   1.3   3   3    0.0066      0.31    8.6   0.0   186   280   177   276   168   303 0.76 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+     -            320 48053at50557         -            417    0.0043   14.7   1.3   1   3       0.9        42    1.5   0.0   324   350    25    51    11   100 0.61 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+     -            320 48053at50557         -            417    0.0043   14.7   1.3   2   3       1.4        67    0.9   0.1   285   314   120   149   112   156 0.86 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+     -            320 48053at50557         -            417    0.0043   14.7   1.3   3   3    0.0066      0.31    8.6   0.0   186   280   177   276   168   303 0.76 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+     -            320 48053at50557         -            417    0.0043   14.7   1.3   1   3       0.9        42    1.5   0.0   324   350    25    51    11   100 0.61 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+     -            320 48053at50557         -            417    0.0043   14.7   1.3   2   3       1.4        67    0.9   0.1   285   314   120   149   112   156 0.86 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+     -            320 48053at50557         -            417    0.0043   14.7   1.3   3   3    0.0066      0.31    8.6   0.0   186   280   177   276   168   303 0.76 -
119132at50557_103372_0:001108|STRG.13750.1:35-1220|+   -            283 48053at50557         -            417    0.0057   14.3   0.0   1   2    0.0025      0.12    9.9   0.0   196   247    94   147    72   148 0.84 -
119132at50557_103372_0:001108|STRG.13750.1:35-1220|+   -            283 48053at50557         -            417    0.0057   14.3   0.0   2   2    0.0031      0.15    9.6   0.0   328   361   133   166   125   186 0.81 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+   -            288 48053at50557         -            417    0.0062   14.2   0.0   1   2       2.2     1e+02    0.3   0.0   385   415     4    34     1    36 0.87 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+   -            288 48053at50557         -            417    0.0062   14.2   0.0   2   2     0.002     0.094   10.3   0.1   213   248    99   138    78   142 0.74 -
14512at50557_1218281_0:002752|STRG.19749.1:1084-1464|+ -            127 48053at50557         -            417    0.0069   14.0   0.0   1   1   0.00015    0.0069   14.0   0.0   324   347    39    62     4   120 0.77 -
14512at50557_1218281_0:002752|STRG.19749.2:711-1091|+  -            127 48053at50557         -            417    0.0069   14.0   0.0   1   1   0.00015    0.0069   14.0   0.0   324   347    39    62     4   120 0.77 -
37475at50557_29031_0:002211|STRG.12431.4:1379-1804|+   -            142 48053at50557         -            417     0.015   12.9   0.1   1   2       2.4   1.1e+02    0.1   0.0   295   308    19    32     8    41 0.60 -
37475at50557_29031_0:002211|STRG.12431.4:1379-1804|+   -            142 48053at50557         -            417     0.015   12.9   0.1   2   2    0.0018     0.085   10.4   0.0   214   268    44   104    37   120 0.72 -
78072at50557_39758_0:003b38|STRG.9545.1:660-1199|+     -            180 48053at50557         -            417     0.016   12.8   0.0   1   2       1.3        59    1.0   0.0   329   344    76    91    63   100 0.68 -
78072at50557_39758_0:003b38|STRG.9545.1:660-1199|+     -            180 48053at50557         -            417     0.016   12.8   0.0   2   2    0.0033      0.16    9.5   0.0   174   237   101   169    95   174 0.77 -
78072at50557_39758_0:003b38|STRG.9545.2:926-1465|+     -            180 48053at50557         -            417     0.016   12.8   0.0   1   2       1.3        59    1.0   0.0   329   344    76    91    63   100 0.68 -
78072at50557_39758_0:003b38|STRG.9545.2:926-1465|+     -            180 48053at50557         -            417     0.016   12.8   0.0   2   2    0.0033      0.16    9.5   0.0   174   237   101   169    95   174 0.77 -
57752at50557_680683_0:00261f|STRG.20906.2:2029-2904|+  -            292 48053at50557         -            417     0.018   12.6   0.4   1   2      0.32        15    3.0   0.0   294   324    73   103    39   110 0.77 -
57752at50557_680683_0:00261f|STRG.20906.2:2029-2904|+  -            292 48053at50557         -            417     0.018   12.6   0.4   2   2     0.011      0.53    7.8   0.1   192   255   205   272   165   277 0.78 -
57752at50557_680683_0:00261f|STRG.20906.3:1995-2870|+  -            292 48053at50557         -            417     0.018   12.6   0.4   1   2      0.32        15    3.0   0.0   294   324    73   103    39   110 0.77 -
57752at50557_680683_0:00261f|STRG.20906.3:1995-2870|+  -            292 48053at50557         -            417     0.018   12.6   0.4   2   2     0.011      0.53    7.8   0.1   192   255   205   272   165   277 0.78 -
48053at50557_1629725_0:001d98|STRG.10359.1:697-1386|+  -            230 48053at50557         -            417     0.021   12.4   0.0   1   1   0.00058     0.027   12.0   0.0   318   413   125   227    51   230 0.69 -
78072at50557_139723_0:002bcb|STRG.10359.2:582-1382|+   -            267 48053at50557         -            417      0.03   11.9   0.0   1   1   0.00085      0.04   11.5   0.0   318   413   162   264    88   267 0.69 -
69548at50557_7375_0:00230f|STRG.12431.1:234-878|+      -            215 48053at50557         -            417     0.034   11.7   0.2   1   2       4.7   2.2e+02   -0.9   0.0   295   307    20    32     9    38 0.57 -
69548at50557_7375_0:00230f|STRG.12431.1:234-878|+      -            215 48053at50557         -            417     0.034   11.7   0.2   2   2    0.0033      0.15    9.6   0.1   213   268    44   105    36   169 0.81 -
69548at50557_7375_0:00230f|STRG.12431.2:411-1055|+     -            215 48053at50557         -            417     0.034   11.7   0.2   1   2       4.7   2.2e+02   -0.9   0.0   295   307    20    32     9    38 0.57 -
69548at50557_7375_0:00230f|STRG.12431.2:411-1055|+     -            215 48053at50557         -            417     0.034   11.7   0.2   2   2    0.0033      0.15    9.6   0.1   213   268    44   105    36   169 0.81 -
69548at50557_7375_0:00230f|STRG.12431.5:1078-1722|+    -            215 48053at50557         -            417     0.034   11.7   0.2   1   2       4.7   2.2e+02   -0.9   0.0   295   307    20    32     9    38 0.57 -
69548at50557_7375_0:00230f|STRG.12431.5:1078-1722|+    -            215 48053at50557         -            417     0.034   11.7   0.2   2   2    0.0033      0.15    9.6   0.1   213   268    44   105    36   169 0.81 -
78072at50557_29053_0:0017f4|STRG.16575.1:389-943|+     -            185 48053at50557         -            417     0.044   11.4   0.0   1   1    0.0012     0.057   11.0   0.0   288   347    45   115    36   128 0.70 -
78072at50557_43151_0:001a65|STRG.10815.1:27-851|+      -            275 48053at50557         -            417      0.05   11.2   0.5   1   2     0.014      0.66    7.5   0.1   195   248    18    79    10   109 0.58 -
78072at50557_43151_0:001a65|STRG.10815.1:27-851|+      -            275 48053at50557         -            417      0.05   11.2   0.5   2   2       2.2   1.1e+02    0.2   0.0   329   379   217   271   167   275 0.56 -
80377at50557_88501_0:0004ba|STRG.9463.1:574-1395|+     -            274 48053at50557         -            417     0.052   11.1   0.1   1   2       0.9        42    1.5   0.0   290   310    19    38     6    53 0.74 -
80377at50557_88501_0:0004ba|STRG.9463.1:574-1395|+     -            274 48053at50557         -            417     0.052   11.1   0.1   2   2      0.02      0.94    7.0   0.0   287   344    64   128    55   134 0.71 -
80377at50557_88501_0:0004ba|STRG.9463.3:332-1153|+     -            274 48053at50557         -            417     0.052   11.1   0.1   1   2       0.9        42    1.5   0.0   290   310    19    38     6    53 0.74 -
80377at50557_88501_0:0004ba|STRG.9463.3:332-1153|+     -            274 48053at50557         -            417     0.052   11.1   0.1   2   2      0.02      0.94    7.0   0.0   287   344    64   128    55   134 0.71 -
74508at50557_13686_0:0026f1|STRG.8193.1:539-1000|+     -            154 48053at50557         -            417     0.076   10.6   0.0   1   1    0.0026      0.12    9.9   0.0   172   241    63   134    47   143 0.76 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/48053at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/48053at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/48053at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:18:25 2024
# [ok]
