#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
23620at50557_34720_0:0012cc|STRG.4221.1:102-2786|+    -            844 23620at50557         -            502  6.3e-248  822.6  11.3   1   1  4.1e-248  1.7e-246  817.9  11.3     1   501   220   827   220   828 0.91 -
56099at50557_34720_0:001a91|STRG.19375.1:86-1417|+    -            444 23620at50557         -            502   4.2e-07   28.2  12.4   5   6      0.12         5    4.8   0.0   252   273   336   357   323   365 0.85 -
56099at50557_34720_0:001a91|STRG.19375.1:86-1417|+    -            444 23620at50557         -            502   4.2e-07   28.2  12.4   6   6       4.8     2e+02   -0.4   1.1   122   181   380   437   368   442 0.70 -
80377at50557_7070_0:0023da|STRG.4830.1:1378-2109|+    -            244 23620at50557         -            502   4.3e-07   28.1   0.1   1   3       9.1   3.7e+02   -1.4   0.0   255   279    63    87    54    99 0.79 -
80377at50557_7070_0:0023da|STRG.4830.1:1378-2109|+    -            244 23620at50557         -            502   4.3e-07   28.1   0.1   2   3    0.0042      0.17    9.7   0.0   249   289   100   145    81   159 0.71 -
80377at50557_7070_0:0023da|STRG.4830.1:1378-2109|+    -            244 23620at50557         -            502   4.3e-07   28.1   0.1   3   3   6.7e-05    0.0028   15.6   0.0   235   283   170   218   159   227 0.91 -
77772at50557_103372_0:001ea3|STRG.19226.1:8-952|+     -            315 23620at50557         -            502   4.4e-07   28.1   0.1   1   3     0.025         1    7.1   0.0   237   279    17    60     8    85 0.88 -
77772at50557_103372_0:001ea3|STRG.19226.1:8-952|+     -            315 23620at50557         -            502   4.4e-07   28.1   0.1   2   3     0.097         4    5.2   0.0   236   274   102   141    74   164 0.80 -
77772at50557_103372_0:001ea3|STRG.19226.1:8-952|+     -            315 23620at50557         -            502   4.4e-07   28.1   0.1   3   3   0.00058     0.024   12.5   0.0   232   277   227   276   208   304 0.81 -
40115at50557_103372_0:0021d6|STRG.18154.2:4656-5666|+ -            337 23620at50557         -            502   8.7e-07   27.1   0.3   1   5     0.004      0.16    9.7   0.0   232   272    16    55    10    60 0.84 -
40115at50557_103372_0:0021d6|STRG.18154.2:4656-5666|+ -            337 23620at50557         -            502   8.7e-07   27.1   0.3   2   5      0.34        14    3.4   0.0   236   280    60   105    56   125 0.73 -
40115at50557_103372_0:0021d6|STRG.18154.2:4656-5666|+ -            337 23620at50557         -            502   8.7e-07   27.1   0.3   3   5       1.1        45    1.7   0.0   390   440   141   192   114   203 0.81 -
40115at50557_103372_0:0021d6|STRG.18154.2:4656-5666|+ -            337 23620at50557         -            502   8.7e-07   27.1   0.3   4   5      0.14       5.6    4.7   0.0   240   278   212   249   208   263 0.83 -
40115at50557_103372_0:0021d6|STRG.18154.2:4656-5666|+ -            337 23620at50557         -            502   8.7e-07   27.1   0.3   5   5       1.9        80    0.9   0.0   232   270   292   329   280   335 0.83 -
40115at50557_103372_0:0021d6|STRG.18154.3:4065-5075|+ -            337 23620at50557         -            502   8.7e-07   27.1   0.3   1   5     0.004      0.16    9.7   0.0   232   272    16    55    10    60 0.84 -
40115at50557_103372_0:0021d6|STRG.18154.3:4065-5075|+ -            337 23620at50557         -            502   8.7e-07   27.1   0.3   2   5      0.34        14    3.4   0.0   236   280    60   105    56   125 0.73 -
40115at50557_103372_0:0021d6|STRG.18154.3:4065-5075|+ -            337 23620at50557         -            502   8.7e-07   27.1   0.3   3   5       1.1        45    1.7   0.0   390   440   141   192   114   203 0.81 -
40115at50557_103372_0:0021d6|STRG.18154.3:4065-5075|+ -            337 23620at50557         -            502   8.7e-07   27.1   0.3   4   5      0.14       5.6    4.7   0.0   240   278   212   249   208   263 0.83 -
40115at50557_103372_0:0021d6|STRG.18154.3:4065-5075|+ -            337 23620at50557         -            502   8.7e-07   27.1   0.3   5   5       1.9        80    0.9   0.0   232   270   292   329   280   335 0.83 -
65618at50557_535359_0:00103e|STRG.15174.1:2-2998|+    -            853 23620at50557         -            502     9e-07   27.1   0.3   1   2   0.00084     0.034   12.0   0.1   339   442   447   554   441   566 0.83 -
65618at50557_535359_0:00103e|STRG.15174.1:2-2998|+    -            853 23620at50557         -            502     9e-07   27.1   0.3   2   2   0.00092     0.038   11.8   0.0   231   286   663   729   654   779 0.74 -
69548at50557_103372_0:0010c7|STRG.11797.2:794-2122|+  -            443 23620at50557         -            502   1.5e-06   26.3   3.7   1   3    0.0035      0.14    9.9   0.3   239   311   127   205    73   214 0.76 -
69548at50557_103372_0:0010c7|STRG.11797.2:794-2122|+  -            443 23620at50557         -            502   1.5e-06   26.3   3.7   2   3   0.00058     0.024   12.5   0.2   232   327   272   371   266   381 0.80 -
69548at50557_103372_0:0010c7|STRG.11797.2:794-2122|+  -            443 23620at50557         -            502   1.5e-06   26.3   3.7   3   3      0.55        23    2.7   0.0   232   269   401   438   380   442 0.84 -
69548at50557_103372_0:0010c7|STRG.11797.3:781-2109|+  -            443 23620at50557         -            502   1.5e-06   26.3   3.7   1   3    0.0035      0.14    9.9   0.3   239   311   127   205    73   214 0.76 -
69548at50557_103372_0:0010c7|STRG.11797.3:781-2109|+  -            443 23620at50557         -            502   1.5e-06   26.3   3.7   2   3   0.00058     0.024   12.5   0.2   232   327   272   371   266   381 0.80 -
69548at50557_103372_0:0010c7|STRG.11797.3:781-2109|+  -            443 23620at50557         -            502   1.5e-06   26.3   3.7   3   3      0.55        23    2.7   0.0   232   269   401   438   380   442 0.84 -
69548at50557_103372_0:0010c7|STRG.11797.4:390-1718|+  -            443 23620at50557         -            502   1.5e-06   26.3   3.7   1   3    0.0035      0.14    9.9   0.3   239   311   127   205    73   214 0.76 -
69548at50557_103372_0:0010c7|STRG.11797.4:390-1718|+  -            443 23620at50557         -            502   1.5e-06   26.3   3.7   2   3   0.00058     0.024   12.5   0.2   232   327   272   371   266   381 0.80 -
69548at50557_103372_0:0010c7|STRG.11797.4:390-1718|+  -            443 23620at50557         -            502   1.5e-06   26.3   3.7   3   3      0.55        23    2.7   0.0   232   269   401   438   380   442 0.84 -
69548at50557_103372_0:0010c7|STRG.11797.5:1125-2453|+ -            443 23620at50557         -            502   1.5e-06   26.3   3.7   1   3    0.0035      0.14    9.9   0.3   239   311   127   205    73   214 0.76 -
69548at50557_103372_0:0010c7|STRG.11797.5:1125-2453|+ -            443 23620at50557         -            502   1.5e-06   26.3   3.7   2   3   0.00058     0.024   12.5   0.2   232   327   272   371   266   381 0.80 -
69548at50557_103372_0:0010c7|STRG.11797.5:1125-2453|+ -            443 23620at50557         -            502   1.5e-06   26.3   3.7   3   3      0.55        23    2.7   0.0   232   269   401   438   380   442 0.84 -
71739at50557_103372_0:00145d|STRG.14274.1:98-1075|+   -            326 23620at50557         -            502   1.7e-06   26.1   0.0   1   4       3.2   1.3e+02    0.1   0.0   238   272     7    42     3    47 0.78 -
71739at50557_103372_0:00145d|STRG.14274.1:98-1075|+   -            326 23620at50557         -            502   1.7e-06   26.1   0.0   2   4   0.00017    0.0071   14.2   0.0   235   295    46   109    39   136 0.79 -
71739at50557_103372_0:00145d|STRG.14274.1:98-1075|+   -            326 23620at50557         -            502   1.7e-06   26.1   0.0   3   4      0.22         9    4.0   0.0   253   278   160   185   152   187 0.88 -
71739at50557_103372_0:00145d|STRG.14274.1:98-1075|+   -            326 23620at50557         -            502   1.7e-06   26.1   0.0   4   4      0.36        15    3.3   0.0   237   278   185   227   182   317 0.71 -
71739at50557_30019_0:000544|STRG.14638.1:286-1143|+   -            286 23620at50557         -            502   2.8e-06   25.5   0.0   1   3     0.052       2.1    6.1   0.0   235   285    47   103    32   118 0.80 -
71739at50557_30019_0:000544|STRG.14638.1:286-1143|+   -            286 23620at50557         -            502   2.8e-06   25.5   0.0   2   3    0.0027      0.11   10.3   0.0   236   277   132   174   122   183 0.85 -
71739at50557_30019_0:000544|STRG.14638.1:286-1143|+   -            286 23620at50557         -            502   2.8e-06   25.5   0.0   3   3      0.18       7.3    4.3   0.0   236   265   255   285   251   286 0.90 -
25500at50557_121845_0:000041|STRG.2360.1:143-772|+    -            210 23620at50557         -            502   4.1e-06   24.9   0.3   1   2    0.0029      0.12   10.2   0.0   369   429     5    67     1    76 0.74 -
25500at50557_121845_0:000041|STRG.2360.1:143-772|+    -            210 23620at50557         -            502   4.1e-06   24.9   0.3   2   2   0.00019    0.0077   14.1   0.1   202   296    62   163    61   173 0.76 -
49370at50557_1155016_0:000d9f|STRG.7543.1:315-665|+   -            117 23620at50557         -            502   4.9e-06   24.6   0.1   1   2     0.061       2.5    5.8   0.0   247   275    12    40     2    43 0.84 -
49370at50557_1155016_0:000d9f|STRG.7543.1:315-665|+   -            117 23620at50557         -            502   4.9e-06   24.6   0.1   2   2   1.1e-05   0.00043   18.2   0.0   236   278    42    86    39   116 0.87 -
40115at50557_144034_0:000898|STRG.12872.1:741-1610|+  -            290 23620at50557         -            502   6.9e-06   24.2   1.2   1   6      0.18       7.3    4.3   0.1   237   285     2    51     1    57 0.80 -
40115at50557_144034_0:000898|STRG.12872.1:741-1610|+  -            290 23620at50557         -            502   6.9e-06   24.2   1.2   2   6      0.26        11    3.7   0.0   238   275    91   128    83   132 0.84 -
40115at50557_144034_0:000898|STRG.12872.1:741-1610|+  -            290 23620at50557         -            502   6.9e-06   24.2   1.2   3   6     0.048         2    6.2   0.0   235   277   129   172   126   173 0.85 -
40115at50557_144034_0:000898|STRG.12872.1:741-1610|+  -            290 23620at50557         -            502   6.9e-06   24.2   1.2   4   6       0.1       4.3    5.1   0.0   236   274   172   211   170   227 0.83 -
40115at50557_144034_0:000898|STRG.12872.1:741-1610|+  -            290 23620at50557         -            502   6.9e-06   24.2   1.2   5   6         4   1.6e+02   -0.2   0.0   247   270   228   251   213   260 0.76 -
40115at50557_144034_0:000898|STRG.12872.1:741-1610|+  -            290 23620at50557         -            502   6.9e-06   24.2   1.2   6   6       9.7     4e+02   -1.4   0.0   238   267   260   290   256   290 0.91 -
80377at50557_38123_0:002ff9|STRG.10016.2:517-1626|+   -            370 23620at50557         -            502   7.1e-06   24.1   0.8   1   4       3.4   1.4e+02    0.1   0.0   245   279    11    45     6    49 0.85 -
80377at50557_38123_0:002ff9|STRG.10016.2:517-1626|+   -            370 23620at50557         -            502   7.1e-06   24.1   0.8   2   4      0.18       7.3    4.3   0.1   237   271    44    79    38    86 0.83 -
80377at50557_38123_0:002ff9|STRG.10016.2:517-1626|+   -            370 23620at50557         -            502   7.1e-06   24.1   0.8   3   4    0.0022      0.09   10.6   0.1   237   280    86   130    81   137 0.84 -
80377at50557_38123_0:002ff9|STRG.10016.2:517-1626|+   -            370 23620at50557         -            502   7.1e-06   24.1   0.8   4   4    0.0086      0.35    8.6   0.0   234   270   125   162   123   175 0.85 -
58729at50557_103372_0:00194e|STRG.1262.1:152-1723|+   -            524 23620at50557         -            502   8.2e-06   23.9   0.0   1   3    0.0018     0.075   10.8   0.0   215   284    96   166    86   176 0.76 -
58729at50557_103372_0:00194e|STRG.1262.1:152-1723|+   -            524 23620at50557         -            502   8.2e-06   23.9   0.0   2   3      0.26        10    3.8   0.0   226   278   152   203   150   207 0.78 -
58729at50557_103372_0:00194e|STRG.1262.1:152-1723|+   -            524 23620at50557         -            502   8.2e-06   23.9   0.0   3   3    0.0092      0.38    8.5   0.0   377   447   205   277   178   287 0.80 -
78072at50557_139723_0:002bcb|STRG.9039.1:553-1353|+   -            267 23620at50557         -            502   9.6e-06   23.7   0.0   1   1   4.9e-07     2e-05   22.6   0.0   231   307   150   229   134   245 0.77 -
40115at50557_29031_0:00277e|STRG.9405.1:1491-2276|+   -            262 23620at50557         -            502   1.1e-05   23.5   1.1   1   4       1.5        61    1.3   0.0   244   272     1    30     1    41 0.84 -
40115at50557_29031_0:00277e|STRG.9405.1:1491-2276|+   -            262 23620at50557         -            502   1.1e-05   23.5   1.1   2   4     0.047       1.9    6.2   0.1   238   282   141   185   138   188 0.86 -
40115at50557_29031_0:00277e|STRG.9405.1:1491-2276|+   -            262 23620at50557         -            502   1.1e-05   23.5   1.1   3   4    0.0023     0.093   10.5   0.1   242   279   190   227   180   232 0.89 -
40115at50557_29031_0:00277e|STRG.9405.1:1491-2276|+   -            262 23620at50557         -            502   1.1e-05   23.5   1.1   4   4      0.12         5    4.8   0.0   236   269   225   259   223   262 0.90 -
40115at50557_29031_0:00277e|STRG.9405.2:1463-2248|+   -            262 23620at50557         -            502   1.1e-05   23.5   1.1   1   4       1.5        61    1.3   0.0   244   272     1    30     1    41 0.84 -
40115at50557_29031_0:00277e|STRG.9405.2:1463-2248|+   -            262 23620at50557         -            502   1.1e-05   23.5   1.1   2   4     0.047       1.9    6.2   0.1   238   282   141   185   138   188 0.86 -
40115at50557_29031_0:00277e|STRG.9405.2:1463-2248|+   -            262 23620at50557         -            502   1.1e-05   23.5   1.1   3   4    0.0023     0.093   10.5   0.1   242   279   190   227   180   232 0.89 -
40115at50557_29031_0:00277e|STRG.9405.2:1463-2248|+   -            262 23620at50557         -            502   1.1e-05   23.5   1.1   4   4      0.12         5    4.8   0.0   236   269   225   259   223   262 0.90 -
80377at50557_217634_0:002edc|STRG.4121.3:696-1577|+   -            294 23620at50557         -            502   1.3e-05   23.3   0.1   1   3     0.022      0.89    7.3   0.0   234   268    87   123    83   131 0.87 -
80377at50557_217634_0:002edc|STRG.4121.3:696-1577|+   -            294 23620at50557         -            502   1.3e-05   23.3   0.1   2   3     0.031       1.3    6.8   0.0   232   270   133   172   124   192 0.78 -
80377at50557_217634_0:002edc|STRG.4121.3:696-1577|+   -            294 23620at50557         -            502   1.3e-05   23.3   0.1   3   3      0.05         2    6.1   0.0   262   436   250   288   214   294 0.56 -
42371at50557_34720_0:000328|STRG.5128.3:104-1165|+    -            354 23620at50557         -            502   1.5e-05   23.0   0.5   1   2     0.065       2.7    5.7   0.0   240   295    33    88    22   144 0.74 -
42371at50557_34720_0:000328|STRG.5128.3:104-1165|+    -            354 23620at50557         -            502   1.5e-05   23.0   0.5   2   2   0.00037     0.015   13.1   0.2   238   308   250   326   242   336 0.76 -
22030at50557_7536_0:0040ec|STRG.18366.1:813-1154|+    -            114 23620at50557         -            502   1.6e-05   22.9   0.0   1   2    0.0023     0.093   10.5   0.0   383   446     5    70     2    73 0.71 -
22030at50557_7536_0:0040ec|STRG.18366.1:813-1154|+    -            114 23620at50557         -            502   1.6e-05   22.9   0.0   2   2    0.0046      0.19    9.5   0.0   232   269    75   113    72   114 0.88 -
22030at50557_7536_0:0040ec|STRG.18366.2:813-1154|+    -            114 23620at50557         -            502   1.6e-05   22.9   0.0   1   2    0.0023     0.093   10.5   0.0   383   446     5    70     2    73 0.71 -
22030at50557_7536_0:0040ec|STRG.18366.2:813-1154|+    -            114 23620at50557         -            502   1.6e-05   22.9   0.0   2   2    0.0046      0.19    9.5   0.0   232   269    75   113    72   114 0.88 -
40115at50557_116153_0:000cbb|STRG.8524.1:165-1064|+   -            300 23620at50557         -            502   2.1e-05   22.5   0.0   1   2   0.00016    0.0065   14.3   0.0   248   406    10   163     1   193 0.76 -
40115at50557_116153_0:000cbb|STRG.8524.1:165-1064|+   -            300 23620at50557         -            502   2.1e-05   22.5   0.0   2   2     0.079       3.3    5.4   0.0   246   269   230   253   202   299 0.82 -
57752at50557_45779_0:003ace|STRG.5748.1:1333-2151|+   -            273 23620at50557         -            502   2.3e-05   22.5   0.1   1   4     0.016      0.66    7.7   0.0   248   273    10    35     1    42 0.81 -
57752at50557_45779_0:003ace|STRG.5748.1:1333-2151|+   -            273 23620at50557         -            502   2.3e-05   22.5   0.1   2   4       1.3        55    1.4   0.0   395   457    65   127    42   132 0.74 -
57752at50557_45779_0:003ace|STRG.5748.1:1333-2151|+   -            273 23620at50557         -            502   2.3e-05   22.5   0.1   3   4       5.9   2.4e+02   -0.7   0.0   418   451   185   218   118   231 0.64 -
57752at50557_45779_0:003ace|STRG.5748.1:1333-2151|+   -            273 23620at50557         -            502   2.3e-05   22.5   0.1   4   4    0.0097       0.4    8.4   0.0   236   276   225   269   217   272 0.79 -
57752at50557_45779_0:003ace|STRG.5748.2:1333-2151|+   -            273 23620at50557         -            502   2.3e-05   22.5   0.1   1   4     0.016      0.66    7.7   0.0   248   273    10    35     1    42 0.81 -
57752at50557_45779_0:003ace|STRG.5748.2:1333-2151|+   -            273 23620at50557         -            502   2.3e-05   22.5   0.1   2   4       1.3        55    1.4   0.0   395   457    65   127    42   132 0.74 -
57752at50557_45779_0:003ace|STRG.5748.2:1333-2151|+   -            273 23620at50557         -            502   2.3e-05   22.5   0.1   3   4       5.9   2.4e+02   -0.7   0.0   418   451   185   218   118   231 0.64 -
57752at50557_45779_0:003ace|STRG.5748.2:1333-2151|+   -            273 23620at50557         -            502   2.3e-05   22.5   0.1   4   4    0.0097       0.4    8.4   0.0   236   276   225   269   217   272 0.79 -
37700at50557_38123_0:001549|STRG.8529.1:690-1118|+    -            143 23620at50557         -            502   2.4e-05   22.4   0.0   1   1   6.2e-07   2.5e-05   22.3   0.0   238   303     2    74     1   107 0.76 -
80377at50557_30019_0:0008bb|STRG.1702.1:675-1442|+    -            256 23620at50557         -            502   2.5e-05   22.3   0.7   1   4      0.78        32    2.2   0.0   243   277     8    43     3    47 0.80 -
80377at50557_30019_0:0008bb|STRG.1702.1:675-1442|+    -            256 23620at50557         -            502   2.5e-05   22.3   0.7   2   4     0.015      0.61    7.8   0.0   228   276    35    84    30    85 0.79 -
80377at50557_30019_0:0008bb|STRG.1702.1:675-1442|+    -            256 23620at50557         -            502   2.5e-05   22.3   0.7   3   4     0.055       2.2    6.0   0.0   233   269    82   119    81   131 0.86 -
80377at50557_30019_0:0008bb|STRG.1702.1:675-1442|+    -            256 23620at50557         -            502   2.5e-05   22.3   0.7   4   4      0.24       9.8    3.9   0.0   234   276   210   252   194   255 0.79 -
80377at50557_30019_0:0008bb|STRG.1702.2:172-939|+     -            256 23620at50557         -            502   2.5e-05   22.3   0.7   1   4      0.78        32    2.2   0.0   243   277     8    43     3    47 0.80 -
80377at50557_30019_0:0008bb|STRG.1702.2:172-939|+     -            256 23620at50557         -            502   2.5e-05   22.3   0.7   2   4     0.015      0.61    7.8   0.0   228   276    35    84    30    85 0.79 -
80377at50557_30019_0:0008bb|STRG.1702.2:172-939|+     -            256 23620at50557         -            502   2.5e-05   22.3   0.7   3   4     0.055       2.2    6.0   0.0   233   269    82   119    81   131 0.86 -
80377at50557_30019_0:0008bb|STRG.1702.2:172-939|+     -            256 23620at50557         -            502   2.5e-05   22.3   0.7   4   4      0.24       9.8    3.9   0.0   234   276   210   252   194   255 0.79 -
80377at50557_30019_0:0008bb|STRG.1702.3:118-885|+     -            256 23620at50557         -            502   2.5e-05   22.3   0.7   1   4      0.78        32    2.2   0.0   243   277     8    43     3    47 0.80 -
80377at50557_30019_0:0008bb|STRG.1702.3:118-885|+     -            256 23620at50557         -            502   2.5e-05   22.3   0.7   2   4     0.015      0.61    7.8   0.0   228   276    35    84    30    85 0.79 -
80377at50557_30019_0:0008bb|STRG.1702.3:118-885|+     -            256 23620at50557         -            502   2.5e-05   22.3   0.7   3   4     0.055       2.2    6.0   0.0   233   269    82   119    81   131 0.86 -
80377at50557_30019_0:0008bb|STRG.1702.3:118-885|+     -            256 23620at50557         -            502   2.5e-05   22.3   0.7   4   4      0.24       9.8    3.9   0.0   234   276   210   252   194   255 0.79 -
90358at50557_680683_0:0009ec|STRG.17732.1:1197-1970|+ -            258 23620at50557         -            502   2.7e-05   22.2   0.0   1   1   8.1e-07   3.3e-05   21.9   0.0   240   427     4   190     1   214 0.77 -
90358at50557_680683_0:0009ec|STRG.17732.2:1190-1963|+ -            258 23620at50557         -            502   2.7e-05   22.2   0.0   1   1   8.1e-07   3.3e-05   21.9   0.0   240   427     4   190     1   214 0.77 -
80377at50557_7159_0:002188|STRG.4121.1:451-1554|+     -            368 23620at50557         -            502   3.3e-05   21.9   0.4   1   3     0.031       1.3    6.8   0.0   234   268   164   200   159   206 0.88 -
80377at50557_7159_0:002188|STRG.4121.1:451-1554|+     -            368 23620at50557         -            502   3.3e-05   21.9   0.4   2   3     0.043       1.8    6.3   0.0   233   270   211   249   201   269 0.78 -
80377at50557_7159_0:002188|STRG.4121.1:451-1554|+     -            368 23620at50557         -            502   3.3e-05   21.9   0.4   3   3      0.12         5    4.8   0.0   242   287   303   358   290   368 0.53 -
80377at50557_7159_0:002188|STRG.4121.2:561-1664|+     -            368 23620at50557         -            502   3.3e-05   21.9   0.4   1   3     0.031       1.3    6.8   0.0   234   268   164   200   159   206 0.88 -
80377at50557_7159_0:002188|STRG.4121.2:561-1664|+     -            368 23620at50557         -            502   3.3e-05   21.9   0.4   2   3     0.043       1.8    6.3   0.0   233   270   211   249   201   269 0.78 -
80377at50557_7159_0:002188|STRG.4121.2:561-1664|+     -            368 23620at50557         -            502   3.3e-05   21.9   0.4   3   3      0.12         5    4.8   0.0   242   287   303   358   290   368 0.53 -
80377at50557_7159_0:002188|STRG.4121.4:300-1403|+     -            368 23620at50557         -            502   3.3e-05   21.9   0.4   1   3     0.031       1.3    6.8   0.0   234   268   164   200   159   206 0.88 -
80377at50557_7159_0:002188|STRG.4121.4:300-1403|+     -            368 23620at50557         -            502   3.3e-05   21.9   0.4   2   3     0.043       1.8    6.3   0.0   233   270   211   249   201   269 0.78 -
80377at50557_7159_0:002188|STRG.4121.4:300-1403|+     -            368 23620at50557         -            502   3.3e-05   21.9   0.4   3   3      0.12         5    4.8   0.0   242   287   303   358   290   368 0.53 -
78072at50557_156304_0:001dd8|STRG.4893.1:1811-2527|+  -            239 23620at50557         -            502   6.4e-05   21.0   0.1   1   3   7.8e-05    0.0032   15.4   0.0   236   300     1    76     1   101 0.65 -
78072at50557_156304_0:001dd8|STRG.4893.1:1811-2527|+  -            239 23620at50557         -            502   6.4e-05   21.0   0.1   2   3       1.3        55    1.4   0.0   234   270    99   134    88   145 0.78 -
78072at50557_156304_0:001dd8|STRG.4893.1:1811-2527|+  -            239 23620at50557         -            502   6.4e-05   21.0   0.1   3   3       1.9        79    0.9   0.0   244   279   149   186   136   196 0.79 -
80377at50557_37344_0:0017d3|STRG.8067.1:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   1   5      0.38        15    3.2   0.1   233   272     3    47     1    60 0.77 -
80377at50557_37344_0:0017d3|STRG.8067.1:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   2   5     0.071       2.9    5.6   0.0   239   269    68    98    54   109 0.88 -
80377at50557_37344_0:0017d3|STRG.8067.1:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   3   5      0.65        27    2.4   0.0   238   275   111   149   107   162 0.83 -
80377at50557_37344_0:0017d3|STRG.8067.1:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   4   5     0.094       3.8    5.2   0.0   247   278   179   210   154   214 0.83 -
80377at50557_37344_0:0017d3|STRG.8067.1:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   5   5       5.6   2.3e+02   -0.6   0.0   237   273   210   248   207   264 0.72 -
80377at50557_37344_0:0017d3|STRG.8067.2:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   1   5      0.38        15    3.2   0.1   233   272     3    47     1    60 0.77 -
80377at50557_37344_0:0017d3|STRG.8067.2:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   2   5     0.071       2.9    5.6   0.0   239   269    68    98    54   109 0.88 -
80377at50557_37344_0:0017d3|STRG.8067.2:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   3   5      0.65        27    2.4   0.0   238   275   111   149   107   162 0.83 -
80377at50557_37344_0:0017d3|STRG.8067.2:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   4   5     0.094       3.8    5.2   0.0   247   278   179   210   154   214 0.83 -
80377at50557_37344_0:0017d3|STRG.8067.2:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   5   5       5.6   2.3e+02   -0.6   0.0   237   273   210   248   207   264 0.72 -
80377at50557_37344_0:0017d3|STRG.8067.3:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   1   5      0.38        15    3.2   0.1   233   272     3    47     1    60 0.77 -
80377at50557_37344_0:0017d3|STRG.8067.3:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   2   5     0.071       2.9    5.6   0.0   239   269    68    98    54   109 0.88 -
80377at50557_37344_0:0017d3|STRG.8067.3:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   3   5      0.65        27    2.4   0.0   238   275   111   149   107   162 0.83 -
80377at50557_37344_0:0017d3|STRG.8067.3:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   4   5     0.094       3.8    5.2   0.0   247   278   179   210   154   214 0.83 -
80377at50557_37344_0:0017d3|STRG.8067.3:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   5   5       5.6   2.3e+02   -0.6   0.0   237   273   210   248   207   264 0.72 -
80377at50557_37344_0:0017d3|STRG.8067.4:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   1   5      0.38        15    3.2   0.1   233   272     3    47     1    60 0.77 -
80377at50557_37344_0:0017d3|STRG.8067.4:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   2   5     0.071       2.9    5.6   0.0   239   269    68    98    54   109 0.88 -
80377at50557_37344_0:0017d3|STRG.8067.4:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   3   5      0.65        27    2.4   0.0   238   275   111   149   107   162 0.83 -
80377at50557_37344_0:0017d3|STRG.8067.4:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   4   5     0.094       3.8    5.2   0.0   247   278   179   210   154   214 0.83 -
80377at50557_37344_0:0017d3|STRG.8067.4:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   5   5       5.6   2.3e+02   -0.6   0.0   237   273   210   248   207   264 0.72 -
80377at50557_37344_0:0017d3|STRG.8067.5:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   1   5      0.38        15    3.2   0.1   233   272     3    47     1    60 0.77 -
80377at50557_37344_0:0017d3|STRG.8067.5:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   2   5     0.071       2.9    5.6   0.0   239   269    68    98    54   109 0.88 -
80377at50557_37344_0:0017d3|STRG.8067.5:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   3   5      0.65        27    2.4   0.0   238   275   111   149   107   162 0.83 -
80377at50557_37344_0:0017d3|STRG.8067.5:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   4   5     0.094       3.8    5.2   0.0   247   278   179   210   154   214 0.83 -
80377at50557_37344_0:0017d3|STRG.8067.5:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   5   5       5.6   2.3e+02   -0.6   0.0   237   273   210   248   207   264 0.72 -
80377at50557_37344_0:0017d3|STRG.8067.6:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   1   5      0.38        15    3.2   0.1   233   272     3    47     1    60 0.77 -
80377at50557_37344_0:0017d3|STRG.8067.6:893-1852|+    -            320 23620at50557         -            502   7.7e-05   20.7   1.9   2   5     0.071       2.9    5.6   0.0   239   269    68    98    54   109 0.88 -
